"Datum";"Pocet.potvrdenych.PCR.testami";"Dennych.PCR.testov";"Dennych.PCR.prirastkov";"Pocet.umrti";"AgTests";"AgPosit";"Pocet.hospitalizovanych"
2021-11-05;513297;21305;6502;13205;34408;2156;2161
2021-11-06;518635;16826;5338;13229;16456;1437;2292
2021-11-07;521650;8986;3015;13269;21881;1892;2459
2021-11-08;526608;19537;4958;13314;47869;3341;2540
2021-11-09;533663;24791;7055;13367;37093;2388;2588
2021-11-10;540209;22967;6546;13405;38511;2589;2654
2021-11-11;547052;23203;6843;13446;39211;2616;2728
2021-11-12;554296;26314;7244;13485;38130;2680;2709
2021-11-13;560100;17941;5804;13537;17932;1908;2822
2021-11-14;563445;10999;3345;13598;26287;2408;2988
2021-11-15;569866;24291;6421;13644;56619;4150;2980
2021-11-16;578208;26545;8342;13687;41736;3035;2994
2021-11-17;585824;22206;7616;13725;15356;1597;3078
2021-11-18;593242;23440;7418;13781;51743;3970;3055
2021-11-19;602413;27267;9171;13818;43817;3533;2978
2021-11-20;610140;22096;7727;13861;20307;2106;3111
2021-11-21;614684;13025;4544;13919;34134;2763;3223
2021-11-22;621423;23107;6739;13985;64995;4213;3264
2021-11-23;631738;30175;10315;14056;46462;2942;3265
2021-11-24;641903;30620;10165;14107;47110;2998;3235
2021-11-25;651234;26482;9331;14177;42304;2786;3243
2021-11-26;660386;26658;9152;14228;44428;2673;3193
2021-11-27;667961;21477;7575;14274;24234;1955;3330
2021-11-28;673015;13582;5054;14341;47155;2207;3531
2021-11-29;680084;22057;7069;14418;83776;3735;3500
2021-11-30;689618;28373;9534;14503;50240;2363;3514
2021-12-01;697471;22945;7853;14606;43849;2120;3497
2021-12-02;712749;42403;15278;14696;37814;1973;3526
2021-12-03;722108;26037;9359;14771;40789;1976;3367
2021-12-04;729475;19335;7367;14826;19893;1237;3471
2021-12-05;732495;7971;3020;14900;34417;1390;3563
2021-12-06;739544;24952;7049;15004;67666;2399;3523
2021-12-07;748969;26081;9425;15095;43531;1661;3439
2021-12-08;757492;22238;8523;15179;36948;1505;3435
2021-12-09;764112;19585;6620;15236;35802;1308;3342
2021-12-10;769944;18382;5832;15304;36102;1346;3229
2021-12-11;774857;14455;4913;15354;16296;914;3291
2021-12-12;777227;6963;2370;15415;30382;1065;3335
2021-12-13;781989;18079;4762;15516;62833;1818;3218
2021-12-14;788772;20985;6783;15621;38122;1189;3108
2021-12-15;794166;17319;5394;15730;37190;1063;3061
2021-12-16;798663;15730;4497;15843;35258;1097;2979
2021-12-17;802684;14252;4021;15931;34209;1014;2814
2021-12-18;806115;11383;3431;16014;14322;684;2877
2021-12-19;807339;4713;1224;16068;25279;805;2933
2021-12-20;811022;14742;3683;16129;52841;1254;2807
2021-12-21;816102;17059;5080;16198;34138;878;2687
2021-12-22;819493;13531;3391;16239;27282;788;2541
2021-12-23;824172;17934;4679;16290;26447;854;2270
2021-12-24;825246;4201;1074;16336;6184;252;2233
2021-12-25;825629;2376;383;16398;4876;314;2296
2021-12-26;826850;4995;1221;16445;12752;541;2359
2021-12-27;831093;16258;4243;16486;37428;1172;2368
2021-12-28;835548;15501;4455;16554;26477;779;2274
2021-12-29;838738;11697;3190;16598;28291;653;2252
2021-12-30;841733;11745;2995;16635;24033;777;2193
2021-12-31;844393;10494;2660;16665;16904;604;2002
2022-01-01;844609;1464;216;16701;3411;125;2035
2022-01-02;845937;5729;1328;16740;23654;637;2084
2022-01-03;849516;15324;3579;16788;53327;934;2074
2022-01-04;853416;13498;3900;16824;32954;637;1984
2022-01-05;856685;12432;3269;16871;30082;606;1919
2022-01-06;857801;5070;1116;16896;10097;308;1939
2022-01-07;860832;13258;3031;16933;29135;720;1819
2022-01-08;862962;9378;2130;16962;13487;360;1834
2022-01-09;863817;4490;855;16989;28389;449;1860
2022-01-10;866412;13746;2595;17039;57271;871;1810
2022-01-11;869663;13306;3251;17081;34108;554;1708
2022-01-12;872511;11680;2848;17128;29702;548;1650
2022-01-13;874399;8495;1888;17188;28695;575;1591
2022-01-14;876448;9013;2049;17252;26613;611;1496
2022-01-15;879656;12981;3208;17300;12585;413;1499
2022-01-16;880671;4940;1015;17352;24438;689;1495
2022-01-17;884604;15955;3933;17398;58142;1306;1430
2022-01-18;890787;18024;6183;17459;34729;1063;1371
2022-01-19;896798;17803;6011;17520;34732;1173;1330
2022-01-20;903833;19274;7035;17577;31729;1164;1285
2022-01-21;910311;17756;6478;17612;32478;1390;1209
2022-01-22;917918;20681;7607;17643;15789;1066;1238
2022-01-23;921421;9684;3503;17675;28055;1633;1271
2022-01-24;929541;23507;8120;17698;63399;2860;1319
2022-01-25;943381;32328;13840;17725;42001;2732;1313
2022-01-26;957633;32227;14252;17755;39907;2785;1341
2022-01-27;971945;31662;14312;17779;37899;2824;1340
2022-01-28;987063;33668;15118;17796;37634;3188;1335
2022-01-29;1000345;26643;13282;17817;17829;2218;1386
2022-01-30;1008141;15798;7796;17830;29247;3072;1445
2022-01-31;1022784;31595;14643;17850;71741;5967;1483
2022-02-01;1043008;38506;20224;17877;43821;4359;1572
2022-02-02;1062396;35766;19388;17896;44154;4378;1610
2022-02-03;1081929;37175;19533;17921;42184;3907;1679
2022-02-04;1101506;37141;19577;17938;36680;3977;1727
2022-02-05;1117055;28424;15549;17958;17105;2609;1817
2022-02-06;1127020;17497;9965;17973;25227;3737;1947
2022-02-07;1146260;36874;19240;17995;56892;6452;2068
2022-02-08;1166842;36766;20582;18014;41030;5006;2168
2022-02-09;1187002;35106;20160;18040;39170;4661;2210
2022-02-10;1207053;34691;20051;18064;35987;4227;2312
2022-02-11;1226925;35680;19872;18081;32732;4035;2268
2022-02-12;1241121;24925;14196;18095;14710;2634;2408
2022-02-13;1249673;15645;8552;18105;22596;3821;2549
2022-02-14;1268569;34073;18896;18123;52138;6379;2639
2022-02-15;1288524;34570;19955;18145;37640;4808;2717
2022-02-16;1306967;32730;18443;18179;32857;4049;2698
2022-02-17;1324503;31179;17536;18201;32214;3618;2748
2022-02-18;1342436;32332;17933;18225;30028;3722;2685
2022-02-19;1354348;22166;11912;18240;12568;2135;2809
2022-02-20;1361039;12131;6691;18252;17110;2866;2909
2022-02-21;1374459;25569;13420;18279;45533;5383;2897
2022-02-22;1393534;33688;19075;18314;31587;3566;2906
2022-02-23;1408717;27105;15183;18338;28260;3190;2881
2022-02-24;1421546;23849;12829;18375;28272;2938;2859
2022-02-25;1433930;23621;12384;18413;23096;2834;2660
2022-02-26;1442194;15299;8264;18453;9373;1506;2749
2022-02-27;1446922;8825;4728;18485;12837;2099;2849
2022-02-28;1458129;21767;11207;18530;36620;4229;2771
2022-03-01;1470892;22385;12763;18567;25501;2844;2696
2022-03-02;1482354;20128;11462;18611;25021;2643;2703
2022-03-03;1493383;19118;11029;18631;23580;2549;2694
2022-03-04;1503308;18787;9925;18663;19854;2370;2555
2022-03-05;1509494;11580;6186;18687;8679;1334;2598
2022-03-06;1512913;6564;3419;18704;11962;1928;2653
2022-03-07;1522732;16760;9819;18750;32422;3764;2614
2022-03-08;1534444;23090;11712;18786;23410;2570;2573
2022-03-09;1546510;20595;12066;18817;19606;2289;2537
2022-03-10;1556433;17210;9923;18847;19858;2212;2538
2022-03-11;1565484;16319;9051;18881;18786;2327;2416
2022-03-12;1573111;13475;7627;18918;6883;1009;2504
2022-03-13;1576486;6307;3375;18950;8758;1423;2593
2022-03-14;1586140;19417;9654;18979;25444;2792;2577
2022-03-15;1597668;20047;11528;19009;19191;1952;2553
2022-03-16;1608668;19359;11000;19040;17545;1711;2497
2022-03-17;1618450;16757;9782;19073;18277;1645;2521
2022-03-18;1627836;17458;9386;19093;14932;1619;2365
2022-03-19;1634669;12909;6833;19110;6210;936;2430
2022-03-20;1637509;5479;2840;19133;8068;1260;2504
2022-03-21;1646446;18522;8937;19161;22858;2413;2457
2022-03-22;1656833;19512;10387;19185;17118;1553;2365
2022-03-23;1666482;18588;9649;19209;15027;1492;2317
2022-03-24;1674586;15364;8104;19229;15232;1362;2273
2022-03-25;1681865;14726;7279;19251;12718;1393;2149
2022-03-26;1687425;11475;5560;19270;4782;618;2226
2022-03-27;1690203;5690;2778;19292;6829;960;2273
2022-03-28;1696760;15288;6557;19311;21485;1966;2206
2022-03-29;1703550;14738;6790;19334;13928;1303;2137
2022-03-30;1710884;15828;7334;19352;13914;1085;2089
2022-03-31;1716638;11822;5754;19368;13682;1010;2062
2022-04-01;1722229;13002;5591;19392;11225;931;1939
2022-04-02;1725487;8024;3258;19417;3875;387;2033
2022-04-03;1726952;4041;1465;19440;5162;565;2085
2022-04-04;1732096;13572;5144;19462;17003;1292;1984
2022-04-05;1737315;12724;5219;19482;11316;799;1839
2022-04-06;1741695;10952;4380;19500;10393;737;1780
2022-04-07;1745268;8910;3573;19523;11223;699;1702
2022-04-08;1748373;8929;3105;19549;9244;610;1576
2022-04-09;1750541;6370;2168;19573;3218;252;1599
2022-04-10;1751565;2954;1024;19595;4163;313;1652
2022-04-11;1754579;10426;3014;19618;15087;778;1559
2022-04-12;1757117;7983;2538;19643;10127;515;1420
2022-04-13;1759793;8116;2676;19670;9169;429;1326
2022-04-14;1762270;7148;2477;19697;9244;410;1156
2022-04-15;1763197;2548;927;19721;2700;91;1143
2022-04-16;1763995;3262;798;19741;2986;260;1153
2022-04-17;1765258;3604;1263;19759;2109;111;1168
2022-04-18;1765962;3331;704;19773;3239;201;1213
2022-04-19;1768045;8971;2083;19790;14928;674;1142
2022-04-20;1770460;8416;2415;19803;10481;455;1093
2022-04-21;1772201;5861;1741;19817;9076;360;1058
2022-04-22;1773653;6108;1452;19829;7404;313;965
2022-04-23;1774808;4910;1155;19839;2698;130;970
2022-04-24;1775178;1888;370;19852;2768;154;989
2022-04-25;1776576;7671;1398;19862;10749;433;925
2022-04-26;1777971;6785;1395;19873;7851;253;892
2022-04-27;1779096;5489;1125;19879;7818;239;847
2022-04-28;1780022;4524;926;19891;7191;237;790
2022-04-29;1780955;4666;933;19905;6351;196;688
2022-04-30;1781692;4265;737;19917;2275;96;662
2022-05-01;1781842;1132;150;19931;1768;87;686
2022-05-02;1782607;5444;765;19938;7892;341;608
2022-05-03;1783353;4240;746;19943;4680;176;547
2022-05-04;1783906;3051;553;19952;4258;239;504
2022-05-05;1784410;2436;504;19961;3927;136;465
2022-05-06;1784899;2718;489;19968;3411;158;416
2022-05-07;1785133;1601;234;19978;1291;72;420
2022-05-08;1785186;564;53;19984;1180;63;424
2022-05-09;1785535;3250;349;19994;4664;262;408
2022-05-10;1785978;2511;443;20002;3400;166;370
2022-05-11;1786328;2127;350;20011;3511;138;345
2022-05-12;1786579;1527;251;20018;3870;125;332
2022-05-13;1786914;2132;335;20028;3080;111;291
2022-05-14;1787093;1207;179;20041;1241;58;298
2022-05-15;1787142;439;49;20050;987;47;298
2022-05-16;1787404;2275;262;20062;3827;173;288
2022-05-17;1787657;1933;253;20069;2736;80;267
2022-05-18;1787919;1746;262;20073;2410;84;262
2022-05-19;1788133;1524;214;20075;2866;54;252
2022-05-20;1788334;1684;201;20077;2329;76;237
2022-05-21;1788452;890;118;20080;735;24;235
2022-05-22;1788490;404;38;20081;775;26;243
2022-05-23;1788686;1933;196;20083;3898;134;242
2022-05-24;1788865;1423;179;20088;2437;59;233
2022-05-25;1789037;1289;172;20091;2106;63;222
2022-05-26;1789201;1194;164;20093;2531;68;209
2022-05-27;1789351;1290;150;20096;1998;64;196
2022-05-28;1789437;691;86;20097;524;14;192
2022-05-29;1789465;296;28;20098;689;17;195
2022-05-30;1789610;1688;145;20100;3769;88;196
2022-05-31;1789752;1266;142;20100;2204;45;178
2022-06-01;1789900;1088;148;20101;2279;66;173
2022-06-02;1790017;939;117;20103;2561;58;173
2022-06-03;1790150;1020;133;20104;1662;62;157
2022-06-04;1790228;591;78;20104;491;15;153
2022-06-05;1790256;246;28;20104;854;42;160
2022-06-06;1790423;1380;167;20105;3606;95;164
2022-06-07;1790597;1013;174;20107;4436;48;151
2022-06-08;1790791;1049;194;20109;1831;65;156
2022-06-09;1790959;858;168;20112;1915;39;152
2022-06-10;1791124;1084;165;20114;1341;46;142
2022-06-11;1791192;524;68;20116;535;18;149
2022-06-12;1791220;244;28;20116;746;43;155
2022-06-13;1791426;1265;206;20119;2055;106;145
2022-06-14;1791639;1032;213;20119;1917;55;143
2022-06-15;1791816;918;177;20122;1397;60;162
2022-06-16;1791987;779;171;20126;1789;50;166
2022-06-17;1792203;1078;216;20130;1159;57;156
2022-06-18;1792317;510;114;20133;413;22;165
2022-06-19;1792381;255;64;20137;634;40;182
2022-06-20;1792700;1430;319;20137;2135;128;186
2022-06-21;1793031;1165;331;20140;1484;86;214
2022-06-22;1793369;1258;338;20142;1471;88;219
2022-06-23;1793688;1009;319;20142;2731;86;236
2022-06-24;1794113;1354;425;20142;1529;110;244
2022-06-25;1794311;612;198;20142;530;39;259
2022-06-26;1794406;330;95;20142;712;57;276
2022-06-27;1794876;1674;470;20144;3810;273;305
2022-06-28;1795398;1305;522;20146;4083;149;311
2022-06-29;1796017;1675;619;20147;1622;134;317
2022-06-30;1796554;1320;537;20147;2427;149;329
2022-07-01;1797131;1468;577;20149;2057;164;314
2022-07-02;1797405;697;274;20151;642;49;325
2022-07-03;1797464;213;59;20151;992;56;347
2022-07-04;1798131;1777;667;20152;2959;272;333
2022-07-05;1798381;618;250;20152;898;92;343
2022-07-06;1799054;1637;673;20154;2202;294;331
2022-07-07;1799763;1594;709;20157;2452;201;331
2022-07-08;1800673;2001;910;20159;1896;228;320
2022-07-09;1801038;908;365;20160;657;80;336
2022-07-10;1801152;309;114;20160;954;112;352
2022-07-11;1801993;2017;841;20163;3401;439;379
2022-07-12;1802866;2122;873;20166;2459;293;362
2022-07-13;1803688;1869;822;20168;2253;290;377
2022-07-14;1804534;1740;846;20169;2687;249;395
2022-07-15;1805619;2511;1085;20171;2637;331;386
2022-07-16;1806090;1083;471;20172;892;118;424
2022-07-17;1806246;368;156;20172;1006;158;474
2022-07-18;1807228;2263;982;20176;4017;617;500
2022-07-19;1808387;2422;1159;20183;2804;368;533
2022-07-20;1809403;2302;1016;20188;2817;332;545
2022-07-21;1810418;2419;1015;20193;3348;365;563
2022-07-22;1811383;2347;965;20195;3066;384;590
2022-07-23;1812050;1375;667;20197;988;142;641
2022-07-24;1812203;388;153;20198;1194;152;697
2022-07-25;1813388;2615;1185;20201;5974;696;719
2022-07-26;1814507;2196;1119;20206;4409;436;739
2022-07-27;1815107;1395;600;20212;2983;331;757
2022-07-28;1816121;1955;1014;20216;3927;415;734
2022-07-29;1817305;2495;1184;20219;3077;390;710
2022-07-30;1817779;1037;474;20223;989;103;718
2022-07-31;1817918;374;139;20227;1304;177;745
2022-08-01;1818852;2426;934;20232;4935;572;718
2022-08-02;1819930;2179;1078;20236;3889;368;696
2022-08-03;1820961;2138;1031;20242;3470;349;648
2022-08-04;1821908;1881;947;20248;3725;329;652
2022-08-05;1822841;2189;933;20253;3208;324;580
2022-08-06;1823259;1003;418;20259;1080;91;604
2022-08-07;1823364;326;105;20263;1450;159;640
2022-08-08;1824238;2262;874;20269;4872;496;608
2022-08-09;1825164;2105;926;20274;3201;285;582
2022-08-10;1826017;2078;853;20280;3049;273;580
2022-08-11;1826628;1488;611;20289;3349;234;581
2022-08-12;1827404;1912;776;20296;2379;283;580
2022-08-13;1827711;750;307;20303;683;44;580
2022-08-14;1827804;316;93;20306;463;54;580
2022-08-15;1828499;2063;695;20311;37;0;NA
2022-08-16;1829138;1684;639;20317;NA;NA;NA
