"date";"Region";"newcases";"positive"
2020-09-19;"Nitriansky kraj";14;-186058
2020-09-18;"Nitriansky kraj";19;-186072
2020-09-17;"Nitriansky kraj";30;-186091
2020-09-16;"Nitriansky kraj";6;-186121
2020-09-15;"Nitriansky kraj";19;-186127
2020-09-14;"Nitriansky kraj";28;-186146
2020-09-13;"Nitriansky kraj";3;-186174
2020-09-12;"Nitriansky kraj";12;-186177
2020-09-11;"Nitriansky kraj";23;-186189
2020-09-10;"Nitriansky kraj";29;-186212
2020-09-09;"Nitriansky kraj";19;-186241
2020-09-08;"Nitriansky kraj";17;-186260
2020-09-07;"Nitriansky kraj";17;-186277
2020-09-06;"Nitriansky kraj";0;-186294
2020-09-05;"Nitriansky kraj";22;-186294
2020-09-04;"Nitriansky kraj";34;-186316
2020-09-03;"Nitriansky kraj";15;-186350
2020-09-02;"Nitriansky kraj";15;-186365
2020-09-01;"Nitriansky kraj";2;-186380
2020-08-31;"Nitriansky kraj";12;-186382
2020-08-30;"Nitriansky kraj";1;-186394
2020-08-29;"Nitriansky kraj";7;-186395
2020-08-28;"Nitriansky kraj";12;-186402
2020-08-27;"Nitriansky kraj";12;-186414
2020-08-26;"Nitriansky kraj";4;-186426
2020-08-25;"Nitriansky kraj";8;-186430
2020-08-24;"Nitriansky kraj";1;-186438
2020-08-23;"Nitriansky kraj";1;-186439
2020-08-22;"Nitriansky kraj";2;-186440
2020-08-21;"Nitriansky kraj";0;-186442
2020-08-20;"Nitriansky kraj";7;-186442
2020-08-19;"Nitriansky kraj";1;-186449
2020-08-18;"Nitriansky kraj";2;-186450
2020-08-17;"Nitriansky kraj";1;-186452
2020-08-16;"Nitriansky kraj";0;-186453
2020-08-15;"Nitriansky kraj";2;-186453
2020-08-14;"Nitriansky kraj";1;-186455
2020-08-13;"Nitriansky kraj";4;-186456
2020-08-12;"Nitriansky kraj";0;-186460
2020-08-11;"Nitriansky kraj";1;-186460
2020-08-10;"Nitriansky kraj";0;-186461
2020-08-09;"Nitriansky kraj";0;-186461
2020-08-08;"Nitriansky kraj";0;-186461
2020-08-07;"Nitriansky kraj";4;-186461
2020-08-06;"Nitriansky kraj";4;-186465
2020-08-05;"Nitriansky kraj";0;-186469
2020-08-04;"Nitriansky kraj";7;-186469
2020-08-03;"Nitriansky kraj";0;-186476
2020-08-02;"Nitriansky kraj";0;-186476
2020-08-01;"Nitriansky kraj";0;-186476
2020-07-31;"Nitriansky kraj";0;-186476
2020-07-30;"Nitriansky kraj";0;-186476
2020-07-29;"Nitriansky kraj";0;-186476
2020-07-28;"Nitriansky kraj";0;-186476
2020-07-27;"Nitriansky kraj";0;-186476
2020-07-26;"Nitriansky kraj";0;-186476
2020-07-25;"Nitriansky kraj";0;-186476
2020-07-24;"Nitriansky kraj";1;-186476
2020-07-23;"Nitriansky kraj";3;-186477
2020-07-22;"Nitriansky kraj";2;-186480
2020-07-21;"Nitriansky kraj";14;-186482
2020-07-20;"Nitriansky kraj";11;-186496
2020-07-19;"Nitriansky kraj";0;-186507
2020-07-18;"Nitriansky kraj";0;-186507
2020-07-17;"Nitriansky kraj";0;-186507
2020-07-16;"Nitriansky kraj";4;-186507
2020-07-15;"Nitriansky kraj";5;-186511
2020-07-14;"Nitriansky kraj";0;-186516
2020-07-13;"Nitriansky kraj";0;-186516
2020-07-12;"Nitriansky kraj";0;-186516
2020-07-11;"Nitriansky kraj";0;-186516
2020-07-10;"Nitriansky kraj";0;-186516
2020-07-09;"Nitriansky kraj";1;-186516
2020-07-08;"Nitriansky kraj";2;-186517
2020-07-07;"Nitriansky kraj";0;-186519
2020-07-06;"Nitriansky kraj";0;-186519
2020-07-05;"Nitriansky kraj";0;-186519
2020-07-04;"Nitriansky kraj";0;-186519
2020-07-03;"Nitriansky kraj";0;-186519
2020-07-02;"Nitriansky kraj";0;-186519
2020-07-01;"Nitriansky kraj";3;-186519
2020-06-30;"Nitriansky kraj";0;-186522
2020-06-29;"Nitriansky kraj";0;-186522
2020-06-28;"Nitriansky kraj";0;-186522
2020-06-27;"Nitriansky kraj";0;-186522
2020-06-26;"Nitriansky kraj";0;-186522
2020-06-25;"Nitriansky kraj";0;-186522
2020-06-24;"Nitriansky kraj";1;-186522
2020-06-23;"Nitriansky kraj";0;-186523
2020-06-22;"Nitriansky kraj";0;-186523
2020-06-21;"Nitriansky kraj";0;-186523
2020-06-20;"Nitriansky kraj";0;-186523
2020-06-19;"Nitriansky kraj";0;-186523
2020-06-18;"Nitriansky kraj";0;-186523
2020-06-17;"Nitriansky kraj";0;-186523
2020-06-16;"Nitriansky kraj";0;-186523
2020-06-14;"Nitriansky kraj";0;-186523
2020-06-13;"Nitriansky kraj";0;-186523
2020-06-12;"Nitriansky kraj";0;-186523
2020-06-11;"Nitriansky kraj";0;-186523
2020-06-10;"Nitriansky kraj";1;-186523
2020-06-09;"Nitriansky kraj";1;-186524
2020-06-08;"Nitriansky kraj";0;-186525
2020-06-07;"Nitriansky kraj";0;-186525
2020-06-05;"Nitriansky kraj";0;-186525
2020-06-03;"Nitriansky kraj";0;-186525
2020-06-02;"Nitriansky kraj";1;-186525
2020-05-31;"Nitriansky kraj";0;-186526
2020-05-29;"Nitriansky kraj";0;-186526
2020-05-27;"Nitriansky kraj";0;-186526
2020-05-26;"Nitriansky kraj";0;-186526
2020-05-25;"Nitriansky kraj";0;-186526
2020-05-24;"Nitriansky kraj";2;-186526
2020-05-23;"Nitriansky kraj";0;-186528
2020-05-22;"Nitriansky kraj";1;-186528
2020-05-21;"Nitriansky kraj";0;-186529
2020-05-20;"Nitriansky kraj";0;-186529
2020-05-19;"Nitriansky kraj";0;-186529
2020-05-17;"Nitriansky kraj";0;-186529
2020-05-16;"Nitriansky kraj";0;-186529
2020-05-15;"Nitriansky kraj";1;-186529
2020-05-14;"Nitriansky kraj";0;-186530
2020-05-13;"Nitriansky kraj";0;-186530
2020-05-12;"Nitriansky kraj";0;-186530
2020-05-11;"Nitriansky kraj";2;-186530
2020-05-09;"Nitriansky kraj";0;-186532
2020-05-07;"Nitriansky kraj";1;-186532
2020-05-06;"Nitriansky kraj";9;-186533
2020-05-05;"Nitriansky kraj";0;-186542
2020-05-04;"Nitriansky kraj";5;-186542
2020-05-03;"Nitriansky kraj";2;-186547
2020-05-02;"Nitriansky kraj";0;-186549
2020-05-01;"Nitriansky kraj";1;-186549
2020-04-30;"Nitriansky kraj";0;-186550
2020-04-29;"Nitriansky kraj";0;-186550
2020-04-28;"Nitriansky kraj";1;-186550
2020-04-27;"Nitriansky kraj";0;-186551
2020-04-26;"Nitriansky kraj";0;-186551
2020-04-25;"Nitriansky kraj";0;-186551
2020-04-24;"Nitriansky kraj";0;-186551
2020-04-23;"Nitriansky kraj";3;-186551
2020-04-22;"Nitriansky kraj";16;-186554
2020-04-21;"Nitriansky kraj";6;-186570
2020-04-20;"Nitriansky kraj";5;-186576
2020-04-19;"Nitriansky kraj";0;-186581
2020-04-18;"Nitriansky kraj";0;-186581
2020-04-17;"Nitriansky kraj";7;-186581
2020-04-16;"Nitriansky kraj";0;-186588
2020-04-15;"Nitriansky kraj";6;-186588
2020-04-14;"Nitriansky kraj";2;-186594
2020-04-13;"Nitriansky kraj";1;-186596
2020-04-12;"Nitriansky kraj";3;-186597
2020-04-11;"Nitriansky kraj";1;-186600
2020-04-10;"Nitriansky kraj";1;-186601
2020-04-09;"Nitriansky kraj";0;-186602
2020-04-08;"Nitriansky kraj";2;-186602
2020-04-07;"Nitriansky kraj";3;-186604
2020-04-06;"Nitriansky kraj";4;-186607
2020-04-05;"Nitriansky kraj";5;-186611
2020-04-04;"Nitriansky kraj";0;-186616
2020-04-03;"Nitriansky kraj";0;-186616
2020-04-02;"Nitriansky kraj";1;-186616
2020-04-01;"Nitriansky kraj";0;-186617
2020-03-31;"Nitriansky kraj";3;-186617
2020-03-30;"Nitriansky kraj";3;-186620
2020-03-29;"Nitriansky kraj";3;-186623
2020-03-28;"Nitriansky kraj";1;-186626
2020-03-27;"Nitriansky kraj";1;-186627
2020-03-26;"Nitriansky kraj";1;-186628
2020-03-25;"Nitriansky kraj";1;-186629
2020-03-24;"Nitriansky kraj";0;-186630
2020-03-23;"Nitriansky kraj";2;-186630
2020-03-22;"Nitriansky kraj";2;-186632
2020-03-21;"Nitriansky kraj";2;-186634
2020-03-20;"Nitriansky kraj";1;-186636
2020-03-19;"Nitriansky kraj";1;-186637
2020-03-18;"Nitriansky kraj";2;-186638
2020-03-17;"Nitriansky kraj";1;-186640
2020-03-16;"Nitriansky kraj";0;-186641
2020-03-15;"Nitriansky kraj";4;-186641
2020-03-14;"Nitriansky kraj";1;-186645
2020-03-13;"Nitriansky kraj";0;-186646
2020-03-12;"Nitriansky kraj";0;-186646
2020-03-11;"Nitriansky kraj";0;-186646
2020-03-09;"Nitriansky kraj";0;-186646
2020-03-08;"Nitriansky kraj";0;-186646
2020-03-07;"Nitriansky kraj";0;-186646
2020-03-06;"Nitriansky kraj";0;-186646
2022-07-07;"Prešovský kraj";86;103270
2022-07-06;"Prešovský kraj";60;103184
2022-07-05;"Prešovský kraj";6;103124
2022-07-04;"Prešovský kraj";72;103118
2022-07-03;"Prešovský kraj";2;103046
2022-07-02;"Prešovský kraj";31;103044
2022-07-01;"Prešovský kraj";51;103013
2022-06-30;"Prešovský kraj";65;102962
2022-06-29;"Prešovský kraj";87;102897
2022-06-28;"Prešovský kraj";38;102810
2022-06-27;"Prešovský kraj";100;102772
2022-06-26;"Prešovský kraj";7;102672
2022-06-25;"Prešovský kraj";17;102665
2022-06-24;"Prešovský kraj";66;102648
2022-06-23;"Prešovský kraj";40;102582
2022-06-22;"Prešovský kraj";33;102542
2022-06-21;"Prešovský kraj";58;102509
2022-06-20;"Prešovský kraj";65;102451
2022-06-19;"Prešovský kraj";4;102386
2022-06-18;"Prešovský kraj";9;102382
2022-06-17;"Prešovský kraj";32;102373
2022-06-16;"Prešovský kraj";21;102341
2022-06-15;"Prešovský kraj";48;102320
2022-06-14;"Prešovský kraj";39;102272
2022-06-13;"Prešovský kraj";58;102233
2022-06-12;"Prešovský kraj";3;102175
2022-06-11;"Prešovský kraj";8;102172
2022-06-10;"Prešovský kraj";42;102164
2022-06-09;"Prešovský kraj";30;102122
2022-06-08;"Prešovský kraj";32;102092
2022-06-07;"Prešovský kraj";39;102060
2022-06-06;"Prešovský kraj";54;102021
2022-06-05;"Prešovský kraj";2;101967
2022-06-04;"Prešovský kraj";16;101965
2022-06-03;"Prešovský kraj";39;101949
2022-06-02;"Prešovský kraj";33;101910
2022-06-01;"Prešovský kraj";35;101877
2022-05-31;"Prešovský kraj";18;101842
2022-05-30;"Prešovský kraj";43;101824
2022-05-29;"Prešovský kraj";4;101781
2022-05-28;"Prešovský kraj";19;101777
2022-05-27;"Prešovský kraj";37;101758
2022-05-26;"Prešovský kraj";45;101721
2022-05-25;"Prešovský kraj";33;101676
2022-05-24;"Prešovský kraj";49;101643
2022-05-23;"Prešovský kraj";65;101594
2022-05-22;"Prešovský kraj";6;101529
2022-05-21;"Prešovský kraj";19;101523
2022-05-20;"Prešovský kraj";53;101504
2022-05-19;"Prešovský kraj";28;101451
2022-05-18;"Prešovský kraj";50;101423
2022-05-17;"Prešovský kraj";44;101373
2022-05-16;"Prešovský kraj";85;101329
2022-05-15;"Prešovský kraj";12;101244
2022-05-14;"Prešovský kraj";35;101232
2022-05-13;"Prešovský kraj";46;101197
2022-05-12;"Prešovský kraj";57;101151
2022-05-11;"Prešovský kraj";67;101094
2022-05-10;"Prešovský kraj";123;101027
2022-05-09;"Prešovský kraj";73;100904
2022-05-08;"Prešovský kraj";8;100831
2022-05-07;"Prešovský kraj";35;100823
2022-05-06;"Prešovský kraj";84;100788
2022-05-05;"Prešovský kraj";75;100704
2022-05-04;"Prešovský kraj";109;100629
2022-05-03;"Prešovský kraj";124;100520
2022-05-02;"Prešovský kraj";154;100396
2022-05-01;"Prešovský kraj";25;100242
2022-04-30;"Prešovský kraj";130;100217
2022-04-29;"Prešovský kraj";181;100087
2022-04-28;"Prešovský kraj";130;99906
2022-04-27;"Prešovský kraj";209;99776
2022-04-26;"Prešovský kraj";235;99567
2022-04-25;"Prešovský kraj";283;99332
2022-04-24;"Prešovský kraj";64;99049
2022-04-23;"Prešovský kraj";132;98985
2022-04-22;"Prešovský kraj";267;98853
2022-04-21;"Prešovský kraj";231;98586
2022-04-20;"Prešovský kraj";345;98355
2022-04-19;"Prešovský kraj";400;98010
2022-04-18;"Prešovský kraj";117;97610
2022-04-17;"Prešovský kraj";127;97493
2022-04-16;"Prešovský kraj";123;97366
2022-04-15;"Prešovský kraj";126;97243
2022-04-14;"Prešovský kraj";350;97117
2022-04-13;"Prešovský kraj";406;96767
2022-04-12;"Prešovský kraj";266;96361
2022-04-11;"Prešovský kraj";541;96095
2022-04-10;"Prešovský kraj";137;95554
2022-04-09;"Prešovský kraj";276;95417
2022-04-08;"Prešovský kraj";454;95141
2022-04-07;"Prešovský kraj";524;94687
2022-04-06;"Prešovský kraj";678;94163
2022-04-05;"Prešovský kraj";695;93485
2022-04-04;"Prešovský kraj";973;92790
2022-04-03;"Prešovský kraj";235;91817
2022-04-02;"Prešovský kraj";400;91582
2022-04-01;"Prešovský kraj";741;91182
2022-03-31;"Prešovský kraj";849;90441
2022-03-30;"Prešovský kraj";1127;89592
2022-03-29;"Prešovský kraj";809;88465
2022-03-28;"Prešovský kraj";1202;87656
2022-03-27;"Prešovský kraj";357;86454
2022-03-26;"Prešovský kraj";799;86097
2022-03-25;"Prešovský kraj";1122;85298
2022-03-24;"Prešovský kraj";1109;84176
2022-03-23;"Prešovský kraj";1500;83067
2022-03-22;"Prešovský kraj";1590;81567
2022-03-21;"Prešovský kraj";1524;79977
2022-03-20;"Prešovský kraj";392;78453
2022-03-19;"Prešovský kraj";917;78061
2022-03-18;"Prešovský kraj";1442;77144
2022-03-17;"Prešovský kraj";1300;75702
2022-03-16;"Prešovský kraj";1807;74402
2022-03-15;"Prešovský kraj";1677;72595
2022-03-14;"Prešovský kraj";1818;70918
2022-03-13;"Prešovský kraj";622;69100
2022-03-12;"Prešovský kraj";1267;68478
2022-03-11;"Prešovský kraj";1558;67211
2022-03-10;"Prešovský kraj";1392;65653
2022-03-09;"Prešovský kraj";1822;64261
2022-03-08;"Prešovský kraj";2024;62439
2022-03-07;"Prešovský kraj";1835;60415
2022-03-06;"Prešovský kraj";510;58580
2022-03-05;"Prešovský kraj";921;58070
2022-03-04;"Prešovský kraj";1566;57149
2022-03-03;"Prešovský kraj";1422;55583
2022-03-02;"Prešovský kraj";1861;54161
2022-03-01;"Prešovský kraj";1950;52300
2022-02-28;"Prešovský kraj";1772;50350
2022-02-27;"Prešovský kraj";801;48578
2022-02-26;"Prešovský kraj";1034;47777
2022-02-25;"Prešovský kraj";2086;46743
2022-02-24;"Prešovský kraj";1834;44657
2022-02-23;"Prešovský kraj";2241;42823
2022-02-22;"Prešovský kraj";2701;40582
2022-02-21;"Prešovský kraj";2227;37881
2022-02-20;"Prešovský kraj";1078;35654
2022-02-19;"Prešovský kraj";1782;34576
2022-02-18;"Prešovský kraj";2725;32794
2022-02-17;"Prešovský kraj";2750;30069
2022-02-16;"Prešovský kraj";2978;27319
2022-02-15;"Prešovský kraj";3543;24341
2022-02-14;"Prešovský kraj";2967;20798
2022-02-13;"Prešovský kraj";1772;17831
2022-02-12;"Prešovský kraj";2685;16059
2022-02-11;"Prešovský kraj";3186;13374
2022-02-10;"Prešovský kraj";3576;10188
2022-02-09;"Prešovský kraj";3278;6612
2022-02-08;"Prešovský kraj";4038;3334
2022-02-07;"Prešovský kraj";3073;-704
2022-02-06;"Prešovský kraj";1850;-3777
2022-02-05;"Prešovský kraj";3147;-5627
2022-02-04;"Prešovský kraj";3517;-8774
2022-02-03;"Prešovský kraj";3862;-12291
2022-02-02;"Prešovský kraj";3712;-16153
2022-02-01;"Prešovský kraj";3422;-19865
2022-01-31;"Prešovský kraj";3373;-23287
2022-01-30;"Prešovský kraj";1806;-26660
2022-01-29;"Prešovský kraj";2573;-28466
2022-01-28;"Prešovský kraj";2959;-31039
2022-01-27;"Prešovský kraj";2765;-33998
2022-01-26;"Prešovský kraj";2716;-36763
2022-01-25;"Prešovský kraj";2473;-39479
2022-01-24;"Prešovský kraj";1734;-41952
2022-01-23;"Prešovský kraj";480;-43686
2022-01-22;"Prešovský kraj";1605;-44166
2022-01-21;"Prešovský kraj";1324;-45771
2022-01-20;"Prešovský kraj";1340;-47095
2022-01-19;"Prešovský kraj";995;-48435
2022-01-18;"Prešovský kraj";1195;-49430
2022-01-17;"Prešovský kraj";934;-50625
2022-01-16;"Prešovský kraj";211;-51559
2022-01-15;"Prešovský kraj";739;-51770
2022-01-14;"Prešovský kraj";280;-52509
2022-01-13;"Prešovský kraj";341;-52789
2022-01-12;"Prešovský kraj";508;-53130
2022-01-11;"Prešovský kraj";518;-53638
2022-01-10;"Prešovský kraj";604;-54156
2022-01-09;"Prešovský kraj";192;-54760
2022-01-08;"Prešovský kraj";330;-54952
2022-01-07;"Prešovský kraj";476;-55282
2022-01-06;"Prešovský kraj";147;-55758
2022-01-05;"Prešovský kraj";473;-55905
2022-01-04;"Prešovský kraj";505;-56378
2022-01-03;"Prešovský kraj";495;-56883
2022-01-02;"Prešovský kraj";233;-57378
2022-01-01;"Prešovský kraj";63;-57611
2021-12-31;"Prešovský kraj";297;-57674
2021-12-30;"Prešovský kraj";311;-57971
2021-12-29;"Prešovský kraj";371;-58282
2021-12-28;"Prešovský kraj";425;-58653
2021-12-27;"Prešovský kraj";686;-59078
2021-12-26;"Prešovský kraj";174;-59764
2021-12-25;"Prešovský kraj";41;-59938
2021-12-24;"Prešovský kraj";53;-59979
2021-12-23;"Prešovský kraj";699;-60032
2021-12-22;"Prešovský kraj";320;-60731
2021-12-21;"Prešovský kraj";598;-61051
2021-12-20;"Prešovský kraj";478;-61649
2021-12-19;"Prešovský kraj";184;-62127
2021-12-18;"Prešovský kraj";374;-62311
2021-12-17;"Prešovský kraj";525;-62685
2021-12-16;"Prešovský kraj";496;-63210
2021-12-15;"Prešovský kraj";552;-63706
2021-12-14;"Prešovský kraj";787;-64258
2021-12-13;"Prešovský kraj";763;-65045
2021-12-12;"Prešovský kraj";266;-65808
2021-12-11;"Prešovský kraj";574;-66074
2021-12-10;"Prešovský kraj";789;-66648
2021-12-09;"Prešovský kraj";804;-67437
2021-12-08;"Prešovský kraj";1111;-68241
2021-12-07;"Prešovský kraj";1405;-69352
2021-12-06;"Prešovský kraj";1031;-70757
2021-12-05;"Prešovský kraj";278;-71788
2021-12-04;"Prešovský kraj";1152;-72066
2021-12-03;"Prešovský kraj";1271;-73218
2021-12-02;"Prešovský kraj";2438;-74489
2021-12-01;"Prešovský kraj";1065;-76927
2021-11-30;"Prešovský kraj";1388;-77992
2021-11-29;"Prešovský kraj";1056;-79380
2021-11-28;"Prešovský kraj";1153;-80436
2021-11-27;"Prešovský kraj";1103;-81589
2021-11-26;"Prešovský kraj";1639;-82692
2021-11-25;"Prešovský kraj";1592;-84331
2021-11-24;"Prešovský kraj";1566;-85923
2021-11-23;"Prešovský kraj";1413;-87489
2021-11-22;"Prešovský kraj";1434;-88902
2021-11-21;"Prešovský kraj";1266;-90336
2021-11-20;"Prešovský kraj";1594;-91602
2021-11-19;"Prešovský kraj";2081;-93196
2021-11-18;"Prešovský kraj";1341;-95277
2021-11-17;"Prešovský kraj";1796;-96618
2021-11-16;"Prešovský kraj";1744;-98414
2021-11-15;"Prešovský kraj";1474;-100158
2021-11-14;"Prešovský kraj";914;-101632
2021-11-13;"Prešovský kraj";1517;-102546
2021-11-12;"Prešovský kraj";1729;-104063
2021-11-11;"Prešovský kraj";1656;-105792
2021-11-10;"Prešovský kraj";1658;-107448
2021-11-09;"Prešovský kraj";1445;-109106
2021-11-08;"Prešovský kraj";1642;-110551
2021-11-07;"Prešovský kraj";663;-112193
2021-11-06;"Prešovský kraj";1623;-112856
2021-11-05;"Prešovský kraj";1447;-114479
2021-11-04;"Prešovský kraj";2065;-115926
2021-11-03;"Prešovský kraj";1713;-117991
2021-11-02;"Prešovský kraj";1558;-119704
2021-11-01;"Prešovský kraj";478;-121262
2021-10-31;"Prešovský kraj";657;-121740
2021-10-30;"Prešovský kraj";1331;-122397
2021-10-29;"Prešovský kraj";1613;-123728
2021-10-28;"Prešovský kraj";1260;-125341
2021-10-27;"Prešovský kraj";1665;-126601
2021-10-26;"Prešovský kraj";1157;-128266
2021-10-25;"Prešovský kraj";1021;-129423
2021-10-24;"Prešovský kraj";259;-130444
2021-10-23;"Prešovský kraj";1286;-130703
2021-10-22;"Prešovský kraj";969;-131989
2021-10-21;"Prešovský kraj";1092;-132958
2021-10-20;"Prešovský kraj";1028;-134050
2021-10-19;"Prešovský kraj";1005;-135078
2021-10-18;"Prešovský kraj";694;-136083
2021-10-17;"Prešovský kraj";312;-136777
2021-10-16;"Prešovský kraj";655;-137089
2021-10-15;"Prešovský kraj";640;-137744
2021-10-14;"Prešovský kraj";591;-138384
2021-10-13;"Prešovský kraj";647;-138975
2021-10-12;"Prešovský kraj";621;-139622
2021-10-11;"Prešovský kraj";564;-140243
2021-10-10;"Prešovský kraj";142;-140807
2021-10-09;"Prešovský kraj";358;-140949
2021-10-08;"Prešovský kraj";730;-141307
2021-10-07;"Prešovský kraj";588;-142037
2021-10-06;"Prešovský kraj";400;-142625
2021-10-05;"Prešovský kraj";520;-143025
2021-10-04;"Prešovský kraj";478;-143545
2021-10-03;"Prešovský kraj";66;-144023
2021-10-02;"Prešovský kraj";327;-144089
2021-10-01;"Prešovský kraj";388;-144416
2021-09-30;"Prešovský kraj";348;-144804
2021-09-29;"Prešovský kraj";436;-145152
2021-09-28;"Prešovský kraj";381;-145588
2021-09-27;"Prešovský kraj";361;-145969
2021-09-26;"Prešovský kraj";75;-146330
2021-09-25;"Prešovský kraj";180;-146405
2021-09-24;"Prešovský kraj";358;-146585
2021-09-23;"Prešovský kraj";154;-146943
2021-09-22;"Prešovský kraj";218;-147097
2021-09-21;"Prešovský kraj";285;-147315
2021-09-20;"Prešovský kraj";248;-147600
2021-09-19;"Prešovský kraj";37;-147848
2021-09-18;"Prešovský kraj";206;-147885
2021-09-17;"Prešovský kraj";209;-148091
2021-09-16;"Prešovský kraj";217;-148300
2021-09-15;"Prešovský kraj";87;-148517
2021-09-14;"Prešovský kraj";171;-148604
2021-09-13;"Prešovský kraj";142;-148775
2021-09-12;"Prešovský kraj";33;-148917
2021-09-11;"Prešovský kraj";89;-148950
2021-09-10;"Prešovský kraj";135;-149039
2021-09-09;"Prešovský kraj";56;-149174
2021-09-08;"Prešovský kraj";93;-149230
2021-09-07;"Prešovský kraj";106;-149323
2021-09-06;"Prešovský kraj";81;-149429
2021-09-05;"Prešovský kraj";16;-149510
2021-09-04;"Prešovský kraj";41;-149526
2021-09-03;"Prešovský kraj";54;-149567
2021-09-02;"Prešovský kraj";59;-149621
2021-09-01;"Prešovský kraj";20;-149680
2021-08-31;"Prešovský kraj";60;-149700
2021-08-30;"Prešovský kraj";42;-149760
2021-08-29;"Prešovský kraj";4;-149802
2021-08-28;"Prešovský kraj";13;-149806
2021-08-27;"Prešovský kraj";40;-149819
2021-08-26;"Prešovský kraj";21;-149859
2021-08-25;"Prešovský kraj";22;-149880
2021-08-24;"Prešovský kraj";15;-149902
2021-08-23;"Prešovský kraj";22;-149917
2021-08-22;"Prešovský kraj";6;-149939
2021-08-21;"Prešovský kraj";32;-149945
2021-08-20;"Prešovský kraj";22;-149977
2021-08-19;"Prešovský kraj";30;-149999
2021-08-18;"Prešovský kraj";17;-150029
2021-08-17;"Prešovský kraj";35;-150046
2021-08-16;"Prešovský kraj";18;-150081
2021-08-15;"Prešovský kraj";2;-150099
2021-08-14;"Prešovský kraj";15;-150101
2021-08-13;"Prešovský kraj";36;-150116
2021-08-12;"Prešovský kraj";12;-150152
2021-08-11;"Prešovský kraj";18;-150164
2021-08-10;"Prešovský kraj";14;-150182
2021-08-09;"Prešovský kraj";17;-150196
2021-08-08;"Prešovský kraj";4;-150213
2021-08-07;"Prešovský kraj";8;-150217
2021-08-06;"Prešovský kraj";13;-150225
2021-08-05;"Prešovský kraj";11;-150238
2021-08-04;"Prešovský kraj";7;-150249
2021-08-03;"Prešovský kraj";9;-150256
2021-08-02;"Prešovský kraj";11;-150265
2021-08-01;"Prešovský kraj";2;-150276
2021-07-31;"Prešovský kraj";20;-150278
2021-07-30;"Prešovský kraj";3;-150298
2021-07-29;"Prešovský kraj";7;-150301
2021-07-28;"Prešovský kraj";7;-150308
2021-07-27;"Prešovský kraj";7;-150315
2021-07-26;"Prešovský kraj";13;-150322
2021-07-25;"Prešovský kraj";1;-150335
2021-07-24;"Prešovský kraj";8;-150336
2021-07-23;"Prešovský kraj";9;-150344
2021-07-22;"Prešovský kraj";23;-150353
2021-07-21;"Prešovský kraj";6;-150376
2021-07-20;"Prešovský kraj";4;-150382
2021-07-19;"Prešovský kraj";6;-150386
2021-07-18;"Prešovský kraj";1;-150392
2021-07-17;"Prešovský kraj";7;-150393
2021-07-16;"Prešovský kraj";6;-150400
2021-07-15;"Prešovský kraj";9;-150406
2021-07-14;"Prešovský kraj";3;-150415
2021-07-13;"Prešovský kraj";3;-150418
2021-07-12;"Prešovský kraj";3;-150421
2021-07-11;"Prešovský kraj";1;-150424
2021-07-10;"Prešovský kraj";6;-150425
2021-07-09;"Prešovský kraj";7;-150431
2021-07-08;"Prešovský kraj";5;-150438
2021-07-07;"Prešovský kraj";10;-150443
2021-07-06;"Prešovský kraj";7;-150453
2021-07-05;"Prešovský kraj";2;-150460
2021-07-04;"Prešovský kraj";0;-150462
2021-07-03;"Prešovský kraj";2;-150462
2021-07-02;"Prešovský kraj";4;-150464
2021-07-01;"Prešovský kraj";3;-150468
2021-06-30;"Prešovský kraj";7;-150471
2021-06-29;"Prešovský kraj";4;-150478
2021-06-28;"Prešovský kraj";7;-150482
2021-06-27;"Prešovský kraj";1;-150489
2021-06-26;"Prešovský kraj";5;-150490
2021-06-25;"Prešovský kraj";11;-150495
2021-06-24;"Prešovský kraj";15;-150506
2021-06-23;"Prešovský kraj";6;-150521
2021-06-22;"Prešovský kraj";6;-150527
2021-06-21;"Prešovský kraj";19;-150533
2021-06-20;"Prešovský kraj";3;-150552
2021-06-19;"Prešovský kraj";6;-150555
2021-06-18;"Prešovský kraj";19;-150561
2021-06-17;"Prešovský kraj";14;-150580
2021-06-16;"Prešovský kraj";9;-150594
2021-06-15;"Prešovský kraj";6;-150603
2021-06-14;"Prešovský kraj";18;-150609
2021-06-13;"Prešovský kraj";8;-150627
2021-06-12;"Prešovský kraj";12;-150635
2021-06-11;"Prešovský kraj";30;-150647
2021-06-10;"Prešovský kraj";21;-150677
2021-06-09;"Prešovský kraj";19;-150698
2021-06-08;"Prešovský kraj";43;-150717
2021-06-07;"Prešovský kraj";26;-150760
2021-06-06;"Prešovský kraj";5;-150786
2021-06-05;"Prešovský kraj";32;-150791
2021-06-04;"Prešovský kraj";44;-150823
2021-06-03;"Prešovský kraj";30;-150867
2021-06-02;"Prešovský kraj";61;-150897
2021-06-01;"Prešovský kraj";29;-150958
2021-05-31;"Prešovský kraj";49;-150987
2021-05-30;"Prešovský kraj";16;-151036
2021-05-29;"Prešovský kraj";47;-151052
2021-05-28;"Prešovský kraj";49;-151099
2021-05-27;"Prešovský kraj";53;-151148
2021-05-26;"Prešovský kraj";55;-151201
2021-05-25;"Prešovský kraj";58;-151256
2021-05-24;"Prešovský kraj";54;-151314
2021-05-23;"Prešovský kraj";23;-151368
2021-05-22;"Prešovský kraj";55;-151391
2021-05-21;"Prešovský kraj";68;-151446
