"date";"Region";"newcases";"positive"
2022-04-23;"Košický kraj";229;106107
2022-04-22;"Košický kraj";317;105878
2022-04-21;"Košický kraj";279;105561
2022-04-20;"Košický kraj";422;105282
2022-04-19;"Košický kraj";487;104860
2022-04-18;"Košický kraj";123;104373
2022-04-17;"Košický kraj";195;104250
2022-04-16;"Košický kraj";217;104055
2022-04-15;"Košický kraj";90;103838
2022-04-14;"Košický kraj";470;103748
2022-04-13;"Košický kraj";521;103278
2022-04-12;"Košický kraj";390;102757
2022-04-11;"Košický kraj";602;102367
2022-04-10;"Košický kraj";230;101765
2022-04-09;"Košický kraj";265;101535
2022-04-08;"Košický kraj";524;101270
2022-04-07;"Košický kraj";601;100746
2022-04-06;"Košický kraj";752;100145
2022-04-05;"Košický kraj";908;99393
2022-04-04;"Košický kraj";1020;98485
2022-04-03;"Košický kraj";344;97465
2022-04-02;"Košický kraj";417;97121
2022-04-01;"Košický kraj";941;96704
2022-03-31;"Košický kraj";950;95763
2022-03-30;"Košický kraj";1322;94813
2022-03-29;"Košický kraj";993;93491
2022-03-28;"Košický kraj";1321;92498
2022-03-27;"Košický kraj";585;91177
2022-03-26;"Košický kraj";758;90592
2022-03-25;"Košický kraj";1274;89834
2022-03-24;"Košický kraj";1326;88560
2022-03-23;"Košický kraj";1491;87234
2022-03-22;"Košický kraj";1886;85743
2022-03-21;"Košický kraj";1771;83857
2022-03-20;"Košický kraj";517;82086
2022-03-19;"Košický kraj";1193;81569
2022-03-18;"Košický kraj";1725;80376
2022-03-17;"Košický kraj";1539;78651
2022-03-16;"Košický kraj";2003;77112
2022-03-15;"Košický kraj";2027;75109
2022-03-14;"Košický kraj";2009;73082
2022-03-13;"Košický kraj";940;71073
2022-03-12;"Košický kraj";1445;70133
2022-03-11;"Košický kraj";1964;68688
2022-03-10;"Košický kraj";1396;66724
2022-03-09;"Košický kraj";1942;65328
2022-03-08;"Košický kraj";1928;63386
2022-03-07;"Košický kraj";2060;61458
2022-03-06;"Košický kraj";669;59398
2022-03-05;"Košický kraj";1138;58729
2022-03-04;"Košický kraj";1679;57591
2022-03-03;"Košický kraj";1544;55912
2022-03-02;"Košický kraj";1913;54368
2022-03-01;"Košický kraj";2210;52455
2022-02-28;"Košický kraj";2150;50245
2022-02-27;"Košický kraj";905;48095
2022-02-26;"Košický kraj";1308;47190
2022-02-25;"Košický kraj";2201;45882
2022-02-24;"Košický kraj";2582;43681
2022-02-23;"Košický kraj";2345;41099
2022-02-22;"Košický kraj";3309;38754
2022-02-21;"Košický kraj";2556;35445
2022-02-20;"Košický kraj";1155;32889
2022-02-19;"Košický kraj";2350;31734
2022-02-18;"Košický kraj";2850;29384
2022-02-17;"Košický kraj";3230;26534
2022-02-16;"Košický kraj";2889;23304
2022-02-15;"Košický kraj";3598;20415
2022-02-14;"Košický kraj";3441;16817
2022-02-13;"Košický kraj";2044;13376
2022-02-12;"Košický kraj";2252;11332
2022-02-11;"Košický kraj";3298;9080
2022-02-10;"Košický kraj";2863;5782
2022-02-09;"Košický kraj";2810;2919
2022-02-08;"Košický kraj";3755;109
2022-02-07;"Košický kraj";2917;-3646
2022-02-06;"Košický kraj";1678;-6563
2022-02-05;"Košický kraj";2643;-8241
2022-02-04;"Košický kraj";3195;-10884
2022-02-03;"Košický kraj";2575;-14079
2022-02-02;"Košický kraj";3127;-16654
2022-02-01;"Košický kraj";2851;-19781
2022-01-31;"Košický kraj";2861;-22632
2022-01-30;"Košický kraj";1543;-25493
2022-01-29;"Košický kraj";2118;-27036
2022-01-28;"Košický kraj";2235;-29154
2022-01-27;"Košický kraj";1966;-31389
2022-01-26;"Košický kraj";2082;-33355
2022-01-25;"Košický kraj";1813;-35437
2022-01-24;"Košický kraj";1572;-37250
2022-01-23;"Košický kraj";803;-38822
2022-01-22;"Košický kraj";1091;-39625
2022-01-21;"Košický kraj";816;-40716
2022-01-20;"Košický kraj";969;-41532
2022-01-19;"Košický kraj";807;-42501
2022-01-18;"Košický kraj";856;-43308
2022-01-17;"Košický kraj";673;-44164
2022-01-16;"Košický kraj";188;-44837
2022-01-15;"Košický kraj";491;-45025
2022-01-14;"Košický kraj";268;-45516
2022-01-13;"Košický kraj";242;-45784
2022-01-12;"Košický kraj";373;-46026
2022-01-11;"Košický kraj";419;-46399
2022-01-10;"Košický kraj";418;-46818
2022-01-09;"Košický kraj";316;-47236
2022-01-08;"Košický kraj";214;-47552
2022-01-07;"Košický kraj";517;-47766
2022-01-06;"Košický kraj";173;-48283
2022-01-05;"Košický kraj";456;-48456
2022-01-04;"Košický kraj";534;-48912
2022-01-03;"Košický kraj";579;-49446
2022-01-02;"Košický kraj";393;-50025
2022-01-01;"Košický kraj";46;-50418
2021-12-31;"Košický kraj";208;-50464
2021-12-30;"Košický kraj";519;-50672
2021-12-29;"Košický kraj";489;-51191
2021-12-28;"Košický kraj";634;-51680
2021-12-27;"Košický kraj";700;-52314
2021-12-26;"Košický kraj";224;-53014
2021-12-25;"Košický kraj";73;-53238
2021-12-24;"Košický kraj";145;-53311
2021-12-23;"Košický kraj";775;-53456
2021-12-22;"Košický kraj";330;-54231
2021-12-21;"Košický kraj";682;-54561
2021-12-20;"Košický kraj";660;-55243
2021-12-19;"Košický kraj";314;-55903
2021-12-18;"Košický kraj";516;-56217
2021-12-17;"Košický kraj";573;-56733
2021-12-16;"Košický kraj";644;-57306
2021-12-15;"Košický kraj";680;-57950
2021-12-14;"Košický kraj";1129;-58630
2021-12-13;"Košický kraj";927;-59759
2021-12-12;"Košický kraj";441;-60686
2021-12-11;"Košický kraj";653;-61127
2021-12-10;"Košický kraj";1121;-61780
2021-12-09;"Košický kraj";953;-62901
2021-12-08;"Košický kraj";1370;-63854
2021-12-07;"Košický kraj";1479;-65224
2021-12-06;"Košický kraj";1217;-66703
2021-12-05;"Košický kraj";667;-67920
2021-12-04;"Košický kraj";1187;-68587
2021-12-03;"Košický kraj";1609;-69774
2021-12-02;"Košický kraj";2511;-71383
2021-12-01;"Košický kraj";1404;-73894
2021-11-30;"Košický kraj";1596;-75298
2021-11-29;"Košický kraj";1627;-76894
2021-11-28;"Košický kraj";1445;-78521
2021-11-27;"Košický kraj";1322;-79966
2021-11-26;"Košický kraj";1778;-81288
2021-11-25;"Košický kraj";1872;-83066
2021-11-24;"Košický kraj";1667;-84938
2021-11-23;"Košický kraj";1666;-86605
2021-11-22;"Košický kraj";1602;-88271
2021-11-21;"Košický kraj";1642;-89873
2021-11-20;"Košický kraj";1378;-91515
2021-11-19;"Košický kraj";1594;-92893
2021-11-18;"Košický kraj";1780;-94487
2021-11-17;"Košický kraj";1581;-96267
2021-11-16;"Košický kraj";2027;-97848
2021-11-15;"Košický kraj";1656;-99875
2021-11-14;"Košický kraj";1170;-101531
2021-11-13;"Košický kraj";1181;-102701
2021-11-12;"Košický kraj";1542;-103882
2021-11-11;"Košický kraj";1495;-105424
2021-11-10;"Košický kraj";1430;-106919
2021-11-09;"Košický kraj";1356;-108349
2021-11-08;"Košický kraj";1302;-109705
2021-11-07;"Košický kraj";1116;-111007
2021-11-06;"Košický kraj";1213;-112123
2021-11-05;"Košický kraj";1396;-113336
2021-11-04;"Košický kraj";1360;-114732
2021-11-03;"Košický kraj";1412;-116092
2021-11-02;"Košický kraj";1481;-117504
2021-11-01;"Košický kraj";446;-118985
2021-10-31;"Košický kraj";612;-119431
2021-10-30;"Košický kraj";821;-120043
2021-10-29;"Košický kraj";1039;-120864
2021-10-28;"Košický kraj";1078;-121903
2021-10-27;"Košický kraj";982;-122981
2021-10-26;"Košický kraj";843;-123963
2021-10-25;"Košický kraj";560;-124806
2021-10-24;"Košický kraj";375;-125366
2021-10-23;"Košický kraj";483;-125741
2021-10-22;"Košický kraj";604;-126224
2021-10-21;"Košický kraj";841;-126828
2021-10-20;"Košický kraj";550;-127669
2021-10-19;"Košický kraj";740;-128219
2021-10-18;"Košický kraj";351;-128959
2021-10-17;"Košický kraj";195;-129310
2021-10-16;"Košický kraj";352;-129505
2021-10-15;"Košický kraj";389;-129857
2021-10-14;"Košický kraj";422;-130246
2021-10-13;"Košický kraj";256;-130668
2021-10-12;"Košický kraj";466;-130924
2021-10-11;"Košický kraj";240;-131390
2021-10-10;"Košický kraj";167;-131630
2021-10-09;"Košický kraj";154;-131797
2021-10-08;"Košický kraj";342;-131951
2021-10-07;"Košický kraj";351;-132293
2021-10-06;"Košický kraj";267;-132644
2021-10-05;"Košický kraj";423;-132911
2021-10-04;"Košický kraj";232;-133334
2021-10-03;"Košický kraj";207;-133566
2021-10-02;"Košický kraj";165;-133773
2021-10-01;"Košický kraj";254;-133938
2021-09-30;"Košický kraj";315;-134192
2021-09-29;"Košický kraj";247;-134507
2021-09-28;"Košický kraj";383;-134754
2021-09-27;"Košický kraj";194;-135137
2021-09-26;"Košický kraj";57;-135331
2021-09-25;"Košický kraj";197;-135388
2021-09-24;"Košický kraj";226;-135585
2021-09-23;"Košický kraj";193;-135811
2021-09-22;"Košický kraj";203;-136004
2021-09-21;"Košický kraj";278;-136207
2021-09-20;"Košický kraj";231;-136485
2021-09-19;"Košický kraj";45;-136716
2021-09-18;"Košický kraj";211;-136761
2021-09-17;"Košický kraj";162;-136972
2021-09-16;"Košický kraj";299;-137134
2021-09-15;"Košický kraj";68;-137433
2021-09-14;"Košický kraj";189;-137501
2021-09-13;"Košický kraj";144;-137690
2021-09-12;"Košický kraj";45;-137834
2021-09-11;"Košický kraj";124;-137879
2021-09-10;"Košický kraj";167;-138003
2021-09-09;"Košický kraj";145;-138170
2021-09-08;"Košický kraj";122;-138315
2021-09-07;"Košický kraj";132;-138437
2021-09-06;"Košický kraj";77;-138569
2021-09-05;"Košický kraj";70;-138646
2021-09-04;"Košický kraj";49;-138716
2021-09-03;"Košický kraj";82;-138765
2021-09-02;"Košický kraj";82;-138847
2021-09-01;"Košický kraj";108;-138929
2021-08-31;"Košický kraj";52;-139037
2021-08-30;"Košický kraj";36;-139089
2021-08-29;"Košický kraj";17;-139125
2021-08-28;"Košický kraj";25;-139142
2021-08-27;"Košický kraj";38;-139167
2021-08-26;"Košický kraj";32;-139205
2021-08-25;"Košický kraj";39;-139237
2021-08-24;"Košický kraj";17;-139276
2021-08-23;"Košický kraj";38;-139293
2021-08-22;"Košický kraj";12;-139331
2021-08-21;"Košický kraj";40;-139343
2021-08-20;"Košický kraj";18;-139383
2021-08-19;"Košický kraj";20;-139401
2021-08-18;"Košický kraj";38;-139421
2021-08-17;"Košický kraj";27;-139459
2021-08-16;"Košický kraj";13;-139486
2021-08-15;"Košický kraj";6;-139499
2021-08-14;"Košický kraj";16;-139505
2021-08-13;"Košický kraj";22;-139521
2021-08-12;"Košický kraj";13;-139543
2021-08-11;"Košický kraj";11;-139556
2021-08-10;"Košický kraj";18;-139567
2021-08-09;"Košický kraj";15;-139585
2021-08-08;"Košický kraj";9;-139600
2021-08-07;"Košický kraj";6;-139609
2021-08-06;"Košický kraj";15;-139615
2021-08-05;"Košický kraj";32;-139630
2021-08-04;"Košický kraj";13;-139662
2021-08-03;"Košický kraj";36;-139675
2021-08-02;"Košický kraj";14;-139711
2021-08-01;"Košický kraj";2;-139725
2021-07-31;"Košický kraj";19;-139727
2021-07-30;"Košický kraj";19;-139746
2021-07-29;"Košický kraj";12;-139765
2021-07-28;"Košický kraj";20;-139777
2021-07-27;"Košický kraj";24;-139797
2021-07-26;"Košický kraj";12;-139821
2021-07-25;"Košický kraj";3;-139833
2021-07-24;"Košický kraj";22;-139836
2021-07-23;"Košický kraj";14;-139858
2021-07-22;"Košický kraj";5;-139872
2021-07-21;"Košický kraj";7;-139877
2021-07-20;"Košický kraj";7;-139884
2021-07-19;"Košický kraj";4;-139891
2021-07-18;"Košický kraj";0;-139895
2021-07-17;"Košický kraj";8;-139895
2021-07-16;"Košický kraj";7;-139903
2021-07-15;"Košický kraj";8;-139910
2021-07-14;"Košický kraj";6;-139918
2021-07-13;"Košický kraj";5;-139924
2021-07-12;"Košický kraj";6;-139929
2021-07-11;"Košický kraj";3;-139935
2021-07-10;"Košický kraj";9;-139938
2021-07-09;"Košický kraj";10;-139947
2021-07-08;"Košický kraj";15;-139957
2021-07-07;"Košický kraj";7;-139972
2021-07-06;"Košický kraj";6;-139979
2021-07-05;"Košický kraj";2;-139985
2021-07-04;"Košický kraj";2;-139987
2021-07-03;"Košický kraj";2;-139989
2021-07-02;"Košický kraj";5;-139991
2021-07-01;"Košický kraj";2;-139996
2021-06-30;"Košický kraj";12;-139998
2021-06-29;"Košický kraj";13;-140010
2021-06-28;"Košický kraj";7;-140023
2021-06-27;"Košický kraj";11;-140030
2021-06-26;"Košický kraj";18;-140041
2021-06-25;"Košický kraj";7;-140059
2021-06-24;"Košický kraj";4;-140066
2021-06-23;"Košický kraj";11;-140070
2021-06-22;"Košický kraj";4;-140081
2021-06-21;"Košický kraj";16;-140085
2021-06-20;"Košický kraj";6;-140101
2021-06-19;"Košický kraj";8;-140107
2021-06-18;"Košický kraj";12;-140115
2021-06-17;"Košický kraj";9;-140127
2021-06-16;"Košický kraj";18;-140136
2021-06-15;"Košický kraj";14;-140154
2021-06-14;"Košický kraj";19;-140168
2021-06-13;"Košický kraj";15;-140187
2021-06-12;"Košický kraj";16;-140202
2021-06-11;"Košický kraj";21;-140218
2021-06-10;"Košický kraj";27;-140239
2021-06-09;"Košický kraj";44;-140266
2021-06-08;"Košický kraj";46;-140310
2021-06-07;"Košický kraj";33;-140356
2021-06-06;"Košický kraj";8;-140389
2021-06-05;"Košický kraj";24;-140397
2021-06-04;"Košický kraj";46;-140421
2021-06-03;"Košický kraj";37;-140467
2021-06-02;"Košický kraj";39;-140504
2021-06-01;"Košický kraj";23;-140543
2021-05-31;"Košický kraj";31;-140566
2021-05-30;"Košický kraj";13;-140597
2021-05-29;"Košický kraj";47;-140610
2021-05-28;"Košický kraj";46;-140657
2021-05-27;"Košický kraj";45;-140703
2021-05-26;"Košický kraj";62;-140748
2021-05-25;"Košický kraj";62;-140810
2021-05-24;"Košický kraj";37;-140872
2021-05-23;"Košický kraj";19;-140909
2021-05-22;"Košický kraj";46;-140928
2021-05-21;"Košický kraj";51;-140974
2021-05-20;"Košický kraj";48;-141025
2021-05-19;"Košický kraj";51;-141073
2021-05-18;"Košický kraj";70;-141124
2021-05-17;"Košický kraj";58;-141194
2021-05-16;"Košický kraj";57;-141252
2021-05-15;"Košický kraj";50;-141309
2021-05-14;"Košický kraj";74;-141359
2021-05-13;"Košický kraj";71;-141433
2021-05-12;"Košický kraj";118;-141504
2021-05-11;"Košický kraj";100;-141622
2021-05-10;"Košický kraj";67;-141722
2021-05-09;"Košický kraj";139;-141789
2021-05-08;"Košický kraj";41;-141928
2021-05-07;"Košický kraj";108;-141969
2021-05-06;"Košický kraj";98;-142077
2021-05-05;"Košický kraj";58;-142175
2021-05-04;"Košický kraj";181;-142233
2021-05-03;"Košický kraj";105;-142414
2021-05-02;"Košický kraj";101;-142519
2021-05-01;"Košický kraj";130;-142620
2021-04-30;"Košický kraj";153;-142750
2021-04-29;"Košický kraj";129;-142903
2021-04-28;"Košický kraj";151;-143032
2021-04-27;"Košický kraj";151;-143183
2021-04-26;"Košický kraj";135;-143334
2021-04-25;"Košický kraj";80;-143469
2021-04-24;"Košický kraj";182;-143549
2021-04-23;"Košický kraj";182;-143731
2021-04-22;"Košický kraj";100;-143913
2021-04-21;"Košický kraj";175;-144013
2021-04-20;"Košický kraj";144;-144188
2021-04-19;"Košický kraj";201;-144332
2021-04-18;"Košický kraj";92;-144533
2021-04-17;"Košický kraj";290;-144625
2021-04-16;"Košický kraj";210;-144915
2021-04-15;"Košický kraj";197;-145125
2021-04-14;"Košický kraj";183;-145322
2021-04-13;"Košický kraj";201;-145505
2021-04-12;"Košický kraj";253;-145706
2021-04-11;"Košický kraj";109;-145959
2021-04-10;"Košický kraj";321;-146068
2021-04-09;"Košický kraj";301;-146389
2021-04-08;"Košický kraj";171;-146690
2021-04-07;"Košický kraj";426;-146861
2021-04-06;"Košický kraj";285;-147287
2021-04-05;"Košický kraj";85;-147572
2021-04-04;"Košický kraj";99;-147657
2021-04-03;"Košický kraj";379;-147756
2021-04-02;"Košický kraj";204;-148135
2021-04-01;"Košický kraj";321;-148339
2021-03-31;"Košický kraj";284;-148660
2021-03-30;"Košický kraj";392;-148944
2021-03-29;"Košický kraj";272;-149336
2021-03-28;"Košický kraj";167;-149608
2021-03-27;"Košický kraj";487;-149775
2021-03-26;"Košický kraj";435;-150262
2021-03-25;"Košický kraj";308;-150697
2021-03-24;"Košický kraj";320;-151005
2021-03-23;"Košický kraj";394;-151325
2021-03-22;"Košický kraj";397;-151719
2021-03-21;"Košický kraj";276;-152116
2021-03-20;"Košický kraj";437;-152392
2021-03-19;"Košický kraj";465;-152829
2021-03-18;"Košický kraj";486;-153294
2021-03-17;"Košický kraj";372;-153780
2021-03-16;"Košický kraj";612;-154152
2021-03-15;"Košický kraj";470;-154764
2021-03-14;"Košický kraj";365;-155234
2021-03-13;"Košický kraj";629;-155599
2021-03-12;"Košický kraj";687;-156228
2021-03-11;"Košický kraj";659;-156915
2021-03-10;"Košický kraj";390;-157574
2021-03-09;"Košický kraj";976;-157964
2021-03-08;"Košický kraj";903;-158940
2021-03-07;"Košický kraj";344;-159843
2021-03-06;"Košický kraj";709;-160187
2021-03-05;"Košický kraj";863;-160896
2021-03-04;"Košický kraj";737;-161759
2021-03-03;"Košický kraj";688;-162496
2021-03-02;"Košický kraj";832;-163184
2021-03-01;"Košický kraj";903;-164016
2021-02-28;"Košický kraj";599;-164919
2021-02-27;"Košický kraj";1085;-165518
2021-02-26;"Košický kraj";932;-166603
2021-02-25;"Košický kraj";673;-167535
2021-02-24;"Košický kraj";768;-168208
2021-02-23;"Košický kraj";983;-168976
2021-02-22;"Košický kraj";796;-169959
2021-02-21;"Košický kraj";555;-170755
2021-02-20;"Košický kraj";1053;-171310
2021-02-19;"Košický kraj";1090;-172363
2021-02-18;"Košický kraj";742;-173453
2021-02-17;"Košický kraj";709;-174195
2021-02-16;"Košický kraj";1063;-174904
2021-02-15;"Košický kraj";635;-175967
2021-02-14;"Košický kraj";765;-176602
2021-02-13;"Košický kraj";971;-177367
2021-02-12;"Košický kraj";1059;-178338
2021-02-11;"Košický kraj";758;-179397
2021-02-10;"Košický kraj";791;-180155
2021-02-09;"Košický kraj";1007;-180946
2021-02-08;"Košický kraj";629;-181953
2021-02-07;"Košický kraj";820;-182582
2021-02-06;"Košický kraj";1202;-183402
2021-02-05;"Košický kraj";878;-184604
2021-02-04;"Košický kraj";762;-185482
2021-02-03;"Košický kraj";635;-186244
2021-02-02;"Košický kraj";1685;-186879
2021-02-01;"Košický kraj";777;-188564
2021-01-31;"Košický kraj";759;-189341
2021-01-30;"Košický kraj";981;-190100
2021-01-29;"Košický kraj";777;-191081
2021-01-28;"Košický kraj";784;-191858
2021-01-27;"Košický kraj";476;-192642
2021-01-26;"Košický kraj";775;-193118
2021-01-25;"Košický kraj";639;-193893
2021-01-24;"Košický kraj";731;-194532
2021-01-23;"Košický kraj";1089;-195263
2021-01-22;"Košický kraj";581;-196352
2021-01-21;"Košický kraj";433;-196933
2021-01-20;"Košický kraj";575;-197366
2021-01-19;"Košický kraj";429;-197941
2021-01-18;"Košický kraj";595;-198370
2021-01-17;"Košický kraj";169;-198965
2021-01-16;"Košický kraj";200;-199134
2021-01-15;"Košický kraj";521;-199334
2021-01-14;"Košický kraj";579;-199855
2021-01-13;"Košický kraj";647;-200434
2021-01-12;"Košický kraj";719;-201081
2021-01-11;"Košický kraj";595;-201800
2021-01-10;"Košický kraj";199;-202395
2021-01-09;"Košický kraj";514;-202594
2021-01-08;"Košický kraj";899;-203108
2021-01-07;"Košický kraj";649;-204007
2021-01-06;"Košický kraj";475;-204656
2021-01-05;"Košický kraj";1111;-205131
2021-01-04;"Košický kraj";1067;-206242
2021-01-03;"Košický kraj";140;-207309
2021-01-02;"Košický kraj";140;-207449
2021-01-01;"Košický kraj";447;-207589
2020-12-31;"Košický kraj";1078;-208036
2020-12-30;"Košický kraj";985;-209114
2020-12-29;"Košický kraj";1015;-210099
2020-12-28;"Košický kraj";1112;-211114
2020-12-27;"Košický kraj";175;-212226
2020-12-26;"Košický kraj";186;-212401
2020-12-25;"Košický kraj";247;-212587
2020-12-24;"Košický kraj";654;-212834
2020-12-23;"Košický kraj";631;-213488
2020-12-22;"Košický kraj";867;-214119
2020-12-21;"Košický kraj";909;-214986
2020-12-20;"Košický kraj";226;-215895
2020-12-19;"Košický kraj";270;-216121
2020-12-18;"Košický kraj";602;-216391
2020-12-17;"Košický kraj";716;-216993
2020-12-16;"Košický kraj";750;-217709
2020-12-15;"Košický kraj";646;-218459
2020-12-14;"Košický kraj";481;-219105
2020-12-13;"Košický kraj";49;-219586
2020-12-12;"Košický kraj";487;-219635
2020-12-11;"Košický kraj";610;-220122
2020-12-10;"Košický kraj";457;-220732
2020-12-09;"Košický kraj";445;-221189
2020-12-08;"Košický kraj";581;-221634
2020-12-07;"Košický kraj";376;-222215
2020-12-06;"Košický kraj";154;-222591
2020-12-05;"Košický kraj";138;-222745
2020-12-04;"Košický kraj";306;-222883
2020-12-03;"Košický kraj";384;-223189
2020-12-02;"Košický kraj";689;-223573
2020-12-01;"Košický kraj";302;-224262
2020-11-30;"Košický kraj";230;-224564
2020-11-29;"Košický kraj";48;-224794
2020-11-28;"Košický kraj";121;-224842
2020-11-27;"Košický kraj";227;-224963
2020-11-26;"Košický kraj";299;-225190
2020-11-25;"Košický kraj";360;-225489
2020-11-24;"Košický kraj";263;-225849
2020-11-23;"Košický kraj";114;-226112
2020-11-22;"Košický kraj";62;-226226
2020-11-21;"Košický kraj";123;-226288
2020-11-20;"Košický kraj";225;-226411
2020-11-19;"Košický kraj";254;-226636
2020-11-18;"Košický kraj";139;-226890
2020-11-17;"Košický kraj";161;-227029
2020-11-16;"Košický kraj";141;-227190
2020-11-15;"Košický kraj";22;-227331
2020-11-14;"Košický kraj";246;-227353
2020-11-13;"Košický kraj";236;-227599
2020-11-12;"Košický kraj";205;-227835
2020-11-11;"Košický kraj";308;-228040
2020-11-10;"Košický kraj";201;-228348
2020-11-09;"Košický kraj";146;-228549
2020-11-08;"Košický kraj";86;-228695
2020-11-07;"Košický kraj";214;-228781
2020-11-06;"Košický kraj";229;-228995
2020-11-05;"Košický kraj";373;-229224
2020-11-04;"Košický kraj";107;-229597
2020-11-03;"Košický kraj";371;-229704
2020-11-02;"Košický kraj";167;-230075
2020-11-01;"Košický kraj";380;-230242
2020-10-31;"Košický kraj";188;-230622
2020-10-30;"Košický kraj";406;-230810
2020-10-29;"Košický kraj";346;-231216
2020-10-28;"Košický kraj";237;-231562
2020-10-27;"Košický kraj";407;-231799
2020-10-26;"Košický kraj";68;-232206
2020-10-25;"Košický kraj";156;-232274
2020-10-24;"Košický kraj";329;-232430
2020-10-23;"Košický kraj";323;-232759
2020-10-22;"Košický kraj";365;-233082
2020-10-21;"Košický kraj";131;-233447
2020-10-20;"Košický kraj";182;-233578
2020-10-19;"Košický kraj";65;-233760
2020-10-18;"Košický kraj";158;-233825
2020-10-17;"Košický kraj";142;-233983
2020-10-16;"Košický kraj";206;-234125
2020-10-15;"Košický kraj";182;-234331
2020-10-14;"Košický kraj";211;-234513
2020-10-13;"Košický kraj";182;-234724
2020-10-12;"Košický kraj";74;-234906
2020-10-11;"Košický kraj";121;-234980
2020-10-10;"Košický kraj";70;-235101
2020-10-09;"Košický kraj";188;-235171
2020-10-08;"Košický kraj";102;-235359
2020-10-07;"Košický kraj";158;-235461
2020-10-06;"Košický kraj";70;-235619
2020-10-05;"Košický kraj";39;-235689
2020-10-04;"Košický kraj";45;-235728
2020-10-03;"Košický kraj";105;-235773
2020-10-02;"Košický kraj";57;-235878
2020-10-01;"Košický kraj";69;-235935
2020-09-30;"Košický kraj";95;-236004
2020-09-29;"Košický kraj";75;-236099
2020-09-28;"Košický kraj";19;-236174
2020-09-27;"Košický kraj";21;-236193
2020-09-26;"Košický kraj";53;-236214
2020-09-25;"Košický kraj";72;-236267
2020-09-24;"Košický kraj";35;-236339
2020-09-23;"Košický kraj";23;-236374
2020-09-22;"Košický kraj";39;-236397
2020-09-21;"Košický kraj";5;-236436
2020-09-20;"Košický kraj";3;-236441
2020-09-19;"Košický kraj";13;-236444
2020-09-18;"Košický kraj";20;-236457
2020-09-17;"Košický kraj";22;-236477
2020-09-16;"Košický kraj";12;-236499
2020-09-15;"Košický kraj";10;-236511
2020-09-14;"Košický kraj";6;-236521
2020-09-13;"Košický kraj";3;-236527
2020-09-12;"Košický kraj";16;-236530
2020-09-11;"Košický kraj";20;-236546
2020-09-10;"Košický kraj";11;-236566
2020-09-09;"Košický kraj";37;-236577
2020-09-08;"Košický kraj";10;-236614
2020-09-07;"Košický kraj";4;-236624
2020-09-06;"Košický kraj";2;-236628
2020-09-05;"Košický kraj";10;-236630
2020-09-04;"Košický kraj";14;-236640
2020-09-03;"Košický kraj";22;-236654
2020-09-02;"Košický kraj";13;-236676
2020-09-01;"Košický kraj";21;-236689
2020-08-31;"Košický kraj";9;-236710
2020-08-30;"Košický kraj";21;-236719
2020-08-29;"Košický kraj";1;-236740
2020-08-28;"Košický kraj";19;-236741
2020-08-27;"Košický kraj";15;-236760
2020-08-26;"Košický kraj";8;-236775
2020-08-25;"Košický kraj";23;-236783
2020-08-24;"Košický kraj";6;-236806
2020-08-23;"Košický kraj";8;-236812
2020-08-22;"Košický kraj";13;-236820
2020-08-21;"Košický kraj";10;-236833
2020-08-20;"Košický kraj";10;-236843
2020-08-19;"Košický kraj";3;-236853
2020-08-18;"Košický kraj";7;-236856
2020-08-17;"Košický kraj";2;-236863
2020-08-16;"Košický kraj";2;-236865
2020-08-15;"Košický kraj";3;-236867
2020-08-14;"Košický kraj";1;-236870
2020-08-13;"Košický kraj";3;-236871
2020-08-12;"Košický kraj";12;-236874
2020-08-11;"Košický kraj";5;-236886
2020-08-10;"Košický kraj";1;-236891
2020-08-09;"Košický kraj";0;-236892
2020-08-08;"Košický kraj";5;-236892
2020-08-07;"Košický kraj";7;-236897
2020-08-06;"Košický kraj";3;-236904
2020-08-05;"Košický kraj";4;-236907
2020-08-04;"Košický kraj";1;-236911
2020-08-03;"Košický kraj";1;-236912
2020-08-02;"Košický kraj";0;-236913
2020-08-01;"Košický kraj";0;-236913
2020-07-31;"Košický kraj";0;-236913
2020-07-30;"Košický kraj";2;-236913
2020-07-29;"Košický kraj";1;-236915
2020-07-28;"Košický kraj";9;-236916
2020-07-27;"Košický kraj";4;-236925
2020-07-26;"Košický kraj";0;-236929
2020-07-25;"Košický kraj";2;-236929
2020-07-24;"Košický kraj";2;-236931
2020-07-23;"Košický kraj";1;-236933
2020-07-22;"Košický kraj";1;-236934
2020-07-21;"Košický kraj";0;-236935
2020-07-20;"Košický kraj";0;-236935
2020-07-19;"Košický kraj";0;-236935
2020-07-18;"Košický kraj";1;-236935
2020-07-17;"Košický kraj";1;-236936
2020-07-16;"Košický kraj";0;-236937
2020-07-15;"Košický kraj";2;-236937
2020-07-14;"Košický kraj";1;-236939
2020-07-13;"Košický kraj";1;-236940
2020-07-12;"Košický kraj";0;-236941
2020-07-11;"Košický kraj";0;-236941
2020-07-10;"Košický kraj";1;-236941
2020-07-09;"Košický kraj";1;-236942
2020-07-08;"Košický kraj";12;-236943
2020-07-07;"Košický kraj";0;-236955
2020-07-06;"Košický kraj";0;-236955
2020-07-05;"Košický kraj";0;-236955
2020-07-04;"Košický kraj";0;-236955
2020-07-03;"Košický kraj";1;-236955
2020-07-02;"Košický kraj";0;-236956
2020-07-01;"Košický kraj";1;-236956
2020-06-30;"Košický kraj";0;-236957
2020-06-29;"Košický kraj";0;-236957
