"Datum";"Region";"PCR_Pos";"Ag_Neg";"Ag_Pos";"Total";"Pocet.potvrdenych";"Potvrdenych";"newcases";"date";"positive"
2021-07-15;"Banskobystrický kraj";1;1826;0;1826;38097;79333;1;2021-07-15;79333
2021-07-14;"Banskobystrický kraj";3;1240;0;1240;NA;79333;3;2021-07-14;79332
2021-07-13;"Banskobystrický kraj";2;1372;0;1372;NA;79333;2;2021-07-13;79329
2021-07-12;"Banskobystrický kraj";1;1940;0;1940;NA;79333;1;2021-07-12;79327
2021-07-11;"Banskobystrický kraj";0;818;0;818;NA;79333;0;2021-07-11;79326
2021-07-10;"Banskobystrický kraj";2;736;0;736;NA;79333;2;2021-07-10;79326
2021-07-09;"Banskobystrický kraj";3;2246;0;2246;NA;79333;3;2021-07-09;79324
2021-07-08;"Banskobystrický kraj";0;2166;2;2168;NA;79333;2;2021-07-08;79321
2021-07-07;"Banskobystrický kraj";1;1476;0;1476;NA;79333;1;2021-07-07;79319
2021-07-06;"Banskobystrický kraj";6;2730;0;2730;NA;79333;6;2021-07-06;79318
2021-07-05;"Banskobystrický kraj";2;784;2;786;NA;79333;4;2021-07-05;79312
2021-07-04;"Banskobystrický kraj";0;636;0;636;NA;79333;0;2021-07-04;79308
2021-07-03;"Banskobystrický kraj";1;826;2;828;NA;79333;3;2021-07-03;79308
2021-07-02;"Banskobystrický kraj";3;1974;0;1974;NA;79333;3;2021-07-02;79305
2021-07-01;"Banskobystrický kraj";0;1366;2;1368;NA;79333;2;2021-07-01;79302
2021-06-30;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2021-06-30;79300
2021-06-29;"Banskobystrický kraj";2;0;0;0;NA;79333;2;2021-06-29;79297
2021-06-28;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2021-06-28;79295
2021-06-27;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-06-27;79292
2021-06-26;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-06-26;79292
2021-06-25;"Banskobystrický kraj";2;0;0;0;NA;79333;2;2021-06-25;79292
2021-06-24;"Banskobystrický kraj";6;0;0;0;NA;79333;6;2021-06-24;79290
2021-06-23;"Banskobystrický kraj";4;0;0;0;NA;79333;4;2021-06-23;79284
2021-06-22;"Banskobystrický kraj";7;0;0;0;NA;79333;7;2021-06-22;79280
2021-06-21;"Banskobystrický kraj";6;0;0;0;NA;79333;6;2021-06-21;79273
2021-06-20;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-06-20;79267
2021-06-19;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-06-19;79267
2021-06-18;"Banskobystrický kraj";4;0;0;0;NA;79333;4;2021-06-18;79267
2021-06-17;"Banskobystrický kraj";2;0;0;0;NA;79333;2;2021-06-17;79263
2021-06-16;"Banskobystrický kraj";10;0;0;0;NA;79333;10;2021-06-16;79261
2021-06-15;"Banskobystrický kraj";9;0;0;0;NA;79333;9;2021-06-15;79251
2021-06-14;"Banskobystrický kraj";8;0;0;0;NA;79333;8;2021-06-14;79242
2021-06-13;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-06-13;79234
2021-06-12;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2021-06-12;79234
2021-06-11;"Banskobystrický kraj";5;0;0;0;NA;79333;5;2021-06-11;79231
2021-06-10;"Banskobystrický kraj";10;0;0;0;NA;79333;10;2021-06-10;79226
2021-06-09;"Banskobystrický kraj";9;0;0;0;NA;79333;9;2021-06-09;79216
2021-06-08;"Banskobystrický kraj";15;0;0;0;NA;79333;15;2021-06-08;79207
2021-06-07;"Banskobystrický kraj";4;0;0;0;NA;79333;4;2021-06-07;79192
2021-06-06;"Banskobystrický kraj";1;0;0;0;NA;79333;1;2021-06-06;79188
2021-06-05;"Banskobystrický kraj";15;0;0;0;NA;79333;15;2021-06-05;79187
2021-06-04;"Banskobystrický kraj";2;0;0;0;NA;79333;2;2021-06-04;79172
2021-06-03;"Banskobystrický kraj";8;0;0;0;NA;79333;8;2021-06-03;79170
2021-06-02;"Banskobystrický kraj";7;0;0;0;NA;79333;7;2021-06-02;79162
2021-06-01;"Banskobystrický kraj";12;0;0;0;NA;79333;12;2021-06-01;79155
2021-05-31;"Banskobystrický kraj";4;0;0;0;NA;79333;4;2021-05-31;79143
2021-05-30;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2021-05-30;79139
2021-05-29;"Banskobystrický kraj";11;0;0;0;NA;79333;11;2021-05-29;79136
2021-05-28;"Banskobystrický kraj";13;0;0;0;NA;79333;13;2021-05-28;79125
2021-05-27;"Banskobystrický kraj";7;0;0;0;NA;79333;7;2021-05-27;79112
2021-05-26;"Banskobystrický kraj";18;0;0;0;NA;79333;18;2021-05-26;79105
2021-05-25;"Banskobystrický kraj";27;0;0;0;NA;79333;27;2021-05-25;79087
2021-05-24;"Banskobystrický kraj";9;0;0;0;NA;79333;9;2021-05-24;79060
2021-05-23;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-05-23;79051
2021-05-22;"Banskobystrický kraj";20;0;0;0;NA;79333;20;2021-05-22;79051
2021-05-21;"Banskobystrický kraj";22;0;0;0;NA;79333;22;2021-05-21;79031
2021-05-20;"Banskobystrický kraj";14;0;0;0;NA;79333;14;2021-05-20;79009
2021-05-19;"Banskobystrický kraj";42;0;0;0;NA;79333;42;2021-05-19;78995
2021-05-18;"Banskobystrický kraj";27;0;0;0;NA;79333;27;2021-05-18;78953
2021-05-17;"Banskobystrický kraj";11;0;0;0;NA;79333;11;2021-05-17;78926
2021-05-16;"Banskobystrický kraj";15;0;0;0;NA;79333;15;2021-05-16;78915
2021-05-15;"Banskobystrický kraj";11;0;0;0;NA;79333;11;2021-05-15;78900
2021-05-14;"Banskobystrický kraj";35;0;0;0;NA;79333;35;2021-05-14;78889
2021-05-13;"Banskobystrický kraj";37;0;0;0;NA;79333;37;2021-05-13;78854
2021-05-12;"Banskobystrický kraj";31;0;0;0;NA;79333;31;2021-05-12;78817
2021-05-11;"Banskobystrický kraj";42;0;0;0;NA;79333;42;2021-05-11;78786
2021-05-10;"Banskobystrický kraj";28;0;0;0;NA;79333;28;2021-05-10;78744
2021-05-09;"Banskobystrický kraj";25;0;0;0;NA;79333;25;2021-05-09;78716
2021-05-08;"Banskobystrický kraj";11;0;0;0;NA;79333;11;2021-05-08;78691
2021-05-07;"Banskobystrický kraj";41;0;0;0;NA;79333;41;2021-05-07;78680
2021-05-06;"Banskobystrický kraj";36;0;0;0;NA;79333;36;2021-05-06;78639
2021-05-05;"Banskobystrický kraj";34;0;0;0;NA;79333;34;2021-05-05;78603
2021-05-04;"Banskobystrický kraj";83;0;0;0;NA;79333;83;2021-05-04;78569
2021-05-03;"Banskobystrický kraj";30;0;0;0;NA;79333;30;2021-05-03;78486
2021-05-02;"Banskobystrický kraj";6;0;0;0;NA;79333;6;2021-05-02;78456
2021-05-01;"Banskobystrický kraj";54;0;0;0;NA;79333;54;2021-05-01;78450
2021-04-30;"Banskobystrický kraj";38;0;0;0;NA;79333;38;2021-04-30;78396
2021-04-29;"Banskobystrický kraj";55;0;0;0;NA;79333;55;2021-04-29;78358
2021-04-28;"Banskobystrický kraj";66;0;0;0;NA;79333;66;2021-04-28;78303
2021-04-27;"Banskobystrický kraj";70;0;0;0;NA;79333;70;2021-04-27;78237
2021-04-26;"Banskobystrický kraj";34;0;0;0;NA;79333;34;2021-04-26;78167
2021-04-25;"Banskobystrický kraj";14;0;0;0;NA;79333;14;2021-04-25;78133
2021-04-24;"Banskobystrický kraj";40;0;0;0;NA;79333;40;2021-04-24;78119
2021-04-23;"Banskobystrický kraj";78;0;0;0;NA;79333;78;2021-04-23;78079
2021-04-22;"Banskobystrický kraj";51;0;0;0;NA;79333;51;2021-04-22;78001
2021-04-21;"Banskobystrický kraj";76;0;0;0;NA;79333;76;2021-04-21;77950
2021-04-20;"Banskobystrický kraj";116;0;0;0;NA;79333;116;2021-04-20;77874
2021-04-19;"Banskobystrický kraj";48;0;0;0;NA;79333;48;2021-04-19;77758
2021-04-18;"Banskobystrický kraj";16;0;0;0;NA;79333;16;2021-04-18;77710
2021-04-17;"Banskobystrický kraj";42;0;0;0;NA;79333;42;2021-04-17;77694
2021-04-16;"Banskobystrický kraj";72;0;0;0;NA;79333;72;2021-04-16;77652
2021-04-15;"Banskobystrický kraj";67;0;0;0;NA;79333;67;2021-04-15;77580
2021-04-14;"Banskobystrický kraj";69;0;0;0;NA;79333;69;2021-04-14;77513
2021-04-13;"Banskobystrický kraj";130;0;0;0;NA;79333;130;2021-04-13;77444
2021-04-12;"Banskobystrický kraj";60;0;0;0;NA;79333;60;2021-04-12;77314
2021-04-11;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2021-04-11;77254
2021-04-10;"Banskobystrický kraj";56;0;0;0;NA;79333;56;2021-04-10;77254
2021-04-09;"Banskobystrický kraj";106;0;0;0;NA;79333;106;2021-04-09;77198
2021-04-08;"Banskobystrický kraj";132;0;0;0;NA;79333;132;2021-04-08;77092
2021-04-07;"Banskobystrický kraj";226;0;0;0;NA;79333;226;2021-04-07;76960
2021-04-06;"Banskobystrický kraj";93;0;0;0;NA;79333;93;2021-04-06;76734
2021-04-05;"Banskobystrický kraj";15;0;0;0;NA;79333;15;2021-04-05;76641
2021-04-04;"Banskobystrický kraj";24;0;0;0;NA;79333;24;2021-04-04;76626
2021-04-03;"Banskobystrický kraj";5;0;0;0;NA;79333;5;2021-04-03;76602
2021-04-02;"Banskobystrický kraj";71;0;0;0;NA;79333;71;2021-04-02;76597
2021-04-01;"Banskobystrický kraj";171;0;0;0;NA;79333;171;2021-04-01;76526
2021-03-31;"Banskobystrický kraj";147;25543;161;25704;NA;79333;308;2021-03-31;76355
2021-03-30;"Banskobystrický kraj";167;21439;159;21598;NA;79333;326;2021-03-30;76047
2021-03-29;"Banskobystrický kraj";119;29491;218;29709;NA;79333;337;2021-03-29;75721
2021-03-28;"Banskobystrický kraj";25;40610;189;40799;NA;79333;214;2021-03-28;75384
2021-03-27;"Banskobystrický kraj";85;63414;260;63674;NA;79333;345;2021-03-27;75170
2021-03-26;"Banskobystrický kraj";122;43661;240;43901;NA;79333;362;2021-03-26;74825
2021-03-25;"Banskobystrický kraj";120;21589;240;21829;NA;79333;360;2021-03-25;74463
2021-03-24;"Banskobystrický kraj";200;19319;227;19546;NA;79333;427;2021-03-24;74103
2021-03-23;"Banskobystrický kraj";241;21539;257;21796;NA;79333;498;2021-03-23;73676
2021-03-22;"Banskobystrický kraj";65;30478;274;30752;NA;79333;339;2021-03-22;73178
2021-03-21;"Banskobystrický kraj";31;40039;280;40319;NA;79333;311;2021-03-21;72839
2021-03-20;"Banskobystrický kraj";119;67926;383;68309;NA;79333;502;2021-03-20;72528
2021-03-19;"Banskobystrický kraj";240;44038;307;44345;NA;79333;547;2021-03-19;72026
2021-03-18;"Banskobystrický kraj";160;22467;273;22740;NA;79333;433;2021-03-18;71479
2021-03-17;"Banskobystrický kraj";262;21573;245;21818;NA;79333;507;2021-03-17;71046
2021-03-16;"Banskobystrický kraj";340;23349;224;23573;NA;79333;564;2021-03-16;70539
2021-03-15;"Banskobystrický kraj";95;31293;364;31657;NA;79333;459;2021-03-15;69975
2021-03-14;"Banskobystrický kraj";39;39212;218;39430;NA;79333;257;2021-03-14;69516
2021-03-13;"Banskobystrický kraj";209;67167;391;67558;NA;79333;600;2021-03-13;69259
2021-03-12;"Banskobystrický kraj";206;41443;330;41773;NA;79333;536;2021-03-12;68659
2021-03-11;"Banskobystrický kraj";228;21337;274;21611;NA;79333;502;2021-03-11;68123
2021-03-10;"Banskobystrický kraj";260;20381;238;20619;NA;79333;498;2021-03-10;67621
2021-03-09;"Banskobystrický kraj";352;21790;284;22074;NA;79333;636;2021-03-09;67123
2021-03-08;"Banskobystrický kraj";191;31488;427;31915;NA;79333;618;2021-03-08;66487
2021-03-07;"Banskobystrický kraj";60;39083;295;39378;NA;79333;355;2021-03-07;65869
2021-03-06;"Banskobystrický kraj";164;70895;410;71305;NA;79333;574;2021-03-06;65514
2021-03-05;"Banskobystrický kraj";221;42141;388;42529;NA;79333;609;2021-03-05;64940
2021-03-04;"Banskobystrický kraj";226;22007;334;22341;NA;79333;560;2021-03-04;64331
2021-03-03;"Banskobystrický kraj";317;21949;331;22280;NA;79333;648;2021-03-03;63771
2021-03-02;"Banskobystrický kraj";291;23152;354;23506;NA;79333;645;2021-03-02;63123
2021-03-01;"Banskobystrický kraj";151;31773;434;32207;NA;79333;585;2021-03-01;62478
2021-02-28;"Banskobystrický kraj";45;38663;336;38999;NA;79333;381;2021-02-28;61893
2021-02-27;"Banskobystrický kraj";289;66667;529;67196;NA;79333;818;2021-02-27;61512
2021-02-26;"Banskobystrický kraj";326;39493;468;39961;NA;79333;794;2021-02-26;60694
2021-02-25;"Banskobystrický kraj";375;18081;366;18447;NA;79333;741;2021-02-25;59900
2021-02-24;"Banskobystrický kraj";332;16735;373;17108;NA;79333;705;2021-02-24;59159
2021-02-23;"Banskobystrický kraj";462;19930;439;20369;NA;79333;901;2021-02-23;58454
2021-02-22;"Banskobystrický kraj";67;28643;598;29241;NA;79333;665;2021-02-22;57553
2021-02-21;"Banskobystrický kraj";68;37619;444;38063;NA;79333;512;2021-02-21;56888
2021-02-20;"Banskobystrický kraj";280;68851;598;69449;NA;79333;878;2021-02-20;56376
2021-02-19;"Banskobystrický kraj";420;39886;511;40397;NA;79333;931;2021-02-19;55498
2021-02-18;"Banskobystrický kraj";241;18618;396;19014;NA;79333;637;2021-02-18;54567
2021-02-17;"Banskobystrický kraj";415;16740;389;17129;NA;79333;804;2021-02-17;53930
2021-02-16;"Banskobystrický kraj";338;19727;368;20095;NA;79333;706;2021-02-16;53126
2021-02-15;"Banskobystrický kraj";118;35835;591;36426;NA;79333;709;2021-02-15;52420
2021-02-14;"Banskobystrický kraj";60;31894;386;32280;NA;79333;446;2021-02-14;51711
2021-02-13;"Banskobystrický kraj";202;53889;492;54381;NA;79333;694;2021-02-13;51265
2021-02-12;"Banskobystrický kraj";312;37270;533;37803;NA;79333;845;2021-02-12;50571
2021-02-11;"Banskobystrický kraj";305;21200;386;21586;NA;79333;691;2021-02-11;49726
2021-02-10;"Banskobystrický kraj";333;14790;344;15134;NA;79333;677;2021-02-10;49035
2021-02-09;"Banskobystrický kraj";329;18504;362;18866;NA;79333;691;2021-02-09;48358
2021-02-08;"Banskobystrický kraj";103;49716;695;50411;NA;79333;798;2021-02-08;47667
2021-02-07;"Banskobystrický kraj";70;37659;335;37994;NA;79333;405;2021-02-07;46869
2021-02-06;"Banskobystrický kraj";178;69388;570;69958;NA;79333;748;2021-02-06;46464
2021-02-05;"Banskobystrický kraj";282;24577;363;24940;NA;79333;645;2021-02-05;45716
2021-02-04;"Banskobystrický kraj";240;14367;430;14797;NA;79333;670;2021-02-04;45071
2021-02-03;"Banskobystrický kraj";350;9459;255;9714;NA;79333;605;2021-02-03;44401
2021-02-02;"Banskobystrický kraj";277;15741;334;16075;NA;79333;611;2021-02-02;43796
2021-02-01;"Banskobystrický kraj";75;24346;489;24835;NA;79333;564;2021-02-01;43185
2021-01-31;"Banskobystrický kraj";34;19983;201;20184;NA;79333;235;2021-01-31;42621
2021-01-30;"Banskobystrický kraj";163;63896;525;64421;NA;79333;688;2021-01-30;42386
2021-01-29;"Banskobystrický kraj";196;17368;274;17642;NA;79333;470;2021-01-29;41698
2021-01-28;"Banskobystrický kraj";218;14940;374;15314;NA;79333;592;2021-01-28;41228
2021-01-27;"Banskobystrický kraj";191;8132;200;8332;NA;79333;391;2021-01-27;40636
2021-01-26;"Banskobystrický kraj";238;19795;283;20078;NA;79333;521;2021-01-26;40245
2021-01-25;"Banskobystrický kraj";82;33666;412;34078;NA;79333;494;2021-01-25;39724
2021-01-24;"Banskobystrický kraj";38;35587;278;35865;NA;79333;316;2021-01-24;39230
2021-01-23;"Banskobystrický kraj";142;89058;523;89581;NA;79333;665;2021-01-23;38914
2021-01-22;"Banskobystrický kraj";175;25887;355;26242;NA;79333;530;2021-01-22;38249
2021-01-21;"Banskobystrický kraj";194;17063;279;17342;NA;79333;473;2021-01-21;37719
2021-01-20;"Banskobystrický kraj";231;9142;186;9328;NA;79333;417;2021-01-20;37246
2021-01-19;"Banskobystrický kraj";213;10708;311;11019;NA;79333;524;2021-01-19;36829
2021-01-18;"Banskobystrický kraj";94;7402;401;7803;NA;79333;495;2021-01-18;36305
2021-01-17;"Banskobystrický kraj";110;8154;77;8231;NA;79333;187;2021-01-17;35810
2021-01-16;"Banskobystrický kraj";58;2274;57;2331;NA;79333;115;2021-01-16;35623
2021-01-15;"Banskobystrický kraj";164;7673;217;7890;NA;79333;381;2021-01-15;35508
2021-01-14;"Banskobystrický kraj";220;5760;325;6085;NA;79333;545;2021-01-14;35127
2021-01-13;"Banskobystrický kraj";235;5974;217;6191;NA;79333;452;2021-01-13;34582
2021-01-12;"Banskobystrický kraj";194;6600;290;6890;NA;79333;484;2021-01-12;34130
2021-01-11;"Banskobystrický kraj";76;8231;481;8712;NA;79333;557;2021-01-11;33646
2021-01-10;"Banskobystrický kraj";110;433;4;437;NA;79333;114;2021-01-10;33089
2021-01-09;"Banskobystrický kraj";297;2378;81;2459;NA;79333;378;2021-01-09;32975
2021-01-08;"Banskobystrický kraj";435;9807;443;10250;NA;79333;878;2021-01-08;32597
2021-01-07;"Banskobystrický kraj";127;6322;366;6688;NA;79333;493;2021-01-07;31719
2021-01-06;"Banskobystrický kraj";305;3374;185;3559;NA;79333;490;2021-01-06;31226
2021-01-05;"Banskobystrický kraj";372;7349;533;7882;NA;79333;905;2021-01-05;30736
2021-01-04;"Banskobystrický kraj";130;7083;700;7783;NA;79333;830;2021-01-04;29831
2021-01-03;"Banskobystrický kraj";199;320;19;339;NA;79333;218;2021-01-03;29001
2021-01-02;"Banskobystrický kraj";123;702;85;787;NA;79333;208;2021-01-02;28783
2021-01-01;"Banskobystrický kraj";220;1958;132;2090;NA;79333;352;2021-01-01;28575
2020-12-31;"Banskobystrický kraj";499;7679;633;8312;NA;79333;1132;2020-12-31;28223
2020-12-30;"Banskobystrický kraj";593;7392;541;7933;NA;79333;1134;2020-12-30;27091
2020-12-29;"Banskobystrický kraj";240;7876;660;8536;NA;79333;900;2020-12-29;25957
2020-12-28;"Banskobystrický kraj";131;6120;720;6840;NA;79333;851;2020-12-28;25057
2020-12-27;"Banskobystrický kraj";116;541;25;566;NA;79333;141;2020-12-27;24206
2020-12-26;"Banskobystrický kraj";61;295;35;330;NA;79333;96;2020-12-26;24065
2020-12-25;"Banskobystrický kraj";65;888;10;898;NA;79333;75;2020-12-25;23969
2020-12-24;"Banskobystrický kraj";452;3685;135;3820;NA;79333;587;2020-12-24;23894
2020-12-23;"Banskobystrický kraj";368;10126;502;10628;NA;79333;870;2020-12-23;23307
2020-12-22;"Banskobystrický kraj";307;8467;619;9086;NA;79333;926;2020-12-22;22437
2020-12-21;"Banskobystrický kraj";286;4922;455;5377;NA;79333;741;2020-12-21;21511
2020-12-20;"Banskobystrický kraj";155;249;14;263;NA;79333;169;2020-12-20;20770
2020-12-19;"Banskobystrický kraj";170;3084;138;3222;NA;79333;308;2020-12-19;20601
2020-12-18;"Banskobystrický kraj";432;5959;331;6290;NA;79333;763;2020-12-18;20293
2020-12-17;"Banskobystrický kraj";468;8755;653;9408;NA;79333;1121;2020-12-17;19530
2020-12-16;"Banskobystrický kraj";379;10184;567;10751;NA;79333;946;2020-12-16;18409
2020-12-15;"Banskobystrický kraj";336;5281;425;5706;NA;79333;761;2020-12-15;17463
2020-12-14;"Banskobystrický kraj";148;4012;259;4271;NA;79333;407;2020-12-14;16702
2020-12-13;"Banskobystrický kraj";122;142;1;143;NA;79333;123;2020-12-13;16295
2020-12-12;"Banskobystrický kraj";137;2714;138;2852;NA;79333;275;2020-12-12;16172
2020-12-11;"Banskobystrický kraj";468;6633;362;6995;NA;79333;830;2020-12-11;15897
2020-12-10;"Banskobystrický kraj";280;5501;369;5870;NA;79333;649;2020-12-10;15067
2020-12-09;"Banskobystrický kraj";323;3941;205;4146;NA;79333;528;2020-12-09;14418
2020-12-08;"Banskobystrický kraj";256;3782;272;4054;NA;79333;528;2020-12-08;13890
2020-12-07;"Banskobystrický kraj";175;2633;177;2810;NA;79333;352;2020-12-07;13362
2020-12-06;"Banskobystrický kraj";121;507;11;518;NA;79333;132;2020-12-06;13010
2020-12-05;"Banskobystrický kraj";109;1099;34;1133;NA;79333;143;2020-12-05;12878
2020-12-04;"Banskobystrický kraj";339;3828;174;4002;NA;79333;513;2020-12-04;12735
2020-12-03;"Banskobystrický kraj";240;3193;234;3427;NA;79333;474;2020-12-03;12222
2020-12-02;"Banskobystrický kraj";217;4442;186;4628;NA;79333;403;2020-12-02;11748
2020-12-01;"Banskobystrický kraj";215;2702;134;2836;NA;79333;349;2020-12-01;11345
2020-11-30;"Banskobystrický kraj";74;4559;257;4816;NA;79333;331;2020-11-30;10996
2020-11-29;"Banskobystrický kraj";19;208;7;215;NA;79333;26;2020-11-29;10665
2020-11-28;"Banskobystrický kraj";81;1408;55;1463;NA;79333;136;2020-11-28;10639
2020-11-27;"Banskobystrický kraj";219;2266;123;2389;NA;79333;342;2020-11-27;10503
2020-11-26;"Banskobystrický kraj";208;2124;93;2217;NA;79333;301;2020-11-26;10161
2020-11-25;"Banskobystrický kraj";170;1952;86;2038;NA;79333;256;2020-11-25;9860
2020-11-24;"Banskobystrický kraj";166;2566;69;2635;NA;79333;235;2020-11-24;9604
2020-11-23;"Banskobystrický kraj";66;10240;194;10434;NA;79333;260;2020-11-23;9369
2020-11-22;"Banskobystrický kraj";38;104;1;105;NA;79333;39;2020-11-22;9109
2020-11-21;"Banskobystrický kraj";52;904;14;918;NA;79333;66;2020-11-21;9070
2020-11-20;"Banskobystrický kraj";127;2005;107;2112;NA;79333;234;2020-11-20;9004
2020-11-19;"Banskobystrický kraj";170;1218;82;1300;NA;79333;252;2020-11-19;8770
2020-11-18;"Banskobystrický kraj";153;698;65;763;NA;79333;218;2020-11-18;8518
2020-11-17;"Banskobystrický kraj";52;578;35;613;NA;79333;87;2020-11-17;8300
2020-11-16;"Banskobystrický kraj";106;470;25;495;NA;79333;131;2020-11-16;8213
2020-11-15;"Banskobystrický kraj";52;301;4;305;NA;79333;56;2020-11-15;8082
2020-11-14;"Banskobystrický kraj";73;305;2;307;NA;79333;75;2020-11-14;8026
2020-11-13;"Banskobystrický kraj";157;552;11;563;NA;79333;168;2020-11-13;7951
2020-11-12;"Banskobystrický kraj";218;952;44;996;NA;79333;262;2020-11-12;7783
2020-11-11;"Banskobystrický kraj";224;437;9;446;NA;79333;233;2020-11-11;7521
2020-11-10;"Banskobystrický kraj";263;463;18;481;NA;79333;281;2020-11-10;7288
2020-11-09;"Banskobystrický kraj";80;2678;31;2709;NA;79333;111;2020-11-09;7007
2020-11-08;"Banskobystrický kraj";82;981;16;997;NA;79333;98;2020-11-08;6896
2020-11-07;"Banskobystrický kraj";164;8828;94;8922;NA;79333;258;2020-11-07;6798
2020-11-06;"Banskobystrický kraj";227;2496;16;2512;NA;79333;243;2020-11-06;6540
2020-11-05;"Banskobystrický kraj";240;290;33;323;NA;79333;273;2020-11-05;6297
2020-11-04;"Banskobystrický kraj";254;1366;13;1379;NA;79333;267;2020-11-04;6024
2020-11-03;"Banskobystrický kraj";246;1332;4;1336;NA;79333;250;2020-11-03;5757
2020-11-02;"Banskobystrický kraj";90;2909;65;2974;NA;79333;155;2020-11-02;5507
2020-11-01;"Banskobystrický kraj";101;2671;42;2713;NA;79333;143;2020-11-01;5352
2020-10-31;"Banskobystrický kraj";199;13516;116;13632;NA;79333;315;2020-10-31;5209
2020-10-30;"Banskobystrický kraj";254;2829;20;2849;NA;79333;274;2020-10-30;4894
2020-10-29;"Banskobystrický kraj";372;969;42;1011;NA;79333;414;2020-10-29;4620
2020-10-28;"Banskobystrický kraj";285;302;30;332;NA;79333;315;2020-10-28;4206
2020-10-27;"Banskobystrický kraj";266;654;40;694;NA;79333;306;2020-10-27;3891
2020-10-26;"Banskobystrický kraj";38;234;29;263;NA;79333;67;2020-10-26;3585
2020-10-25;"Banskobystrický kraj";50;140;11;151;NA;79333;61;2020-10-25;3518
2020-10-24;"Banskobystrický kraj";315;114;12;126;NA;79333;327;2020-10-24;3457
2020-10-23;"Banskobystrický kraj";231;230;29;259;NA;79333;260;2020-10-23;3130
2020-10-22;"Banskobystrický kraj";264;253;24;277;NA;79333;288;2020-10-22;2870
2020-10-21;"Banskobystrický kraj";209;266;3;269;NA;79333;212;2020-10-21;2582
2020-10-20;"Banskobystrický kraj";210;66;3;69;NA;79333;213;2020-10-20;2370
2020-10-19;"Banskobystrický kraj";27;73;12;85;NA;79333;39;2020-10-19;2157
2020-10-18;"Banskobystrický kraj";49;0;0;0;NA;79333;49;2020-10-18;2118
2020-10-17;"Banskobystrický kraj";91;0;0;0;NA;79333;91;2020-10-17;2069
2020-10-16;"Banskobystrický kraj";224;37;3;40;NA;79333;227;2020-10-16;1978
2020-10-15;"Banskobystrický kraj";133;29;1;30;NA;79333;134;2020-10-15;1751
2020-10-14;"Banskobystrický kraj";139;31;1;32;NA;79333;140;2020-10-14;1617
2020-10-13;"Banskobystrický kraj";151;169;11;180;NA;79333;162;2020-10-13;1477
2020-10-12;"Banskobystrický kraj";11;110;4;114;NA;79333;15;2020-10-12;1315
2020-10-11;"Banskobystrický kraj";14;0;0;0;NA;79333;14;2020-10-11;1300
2020-10-10;"Banskobystrický kraj";53;0;0;0;NA;79333;53;2020-10-10;1286
2020-10-09;"Banskobystrický kraj";128;0;0;0;NA;79333;128;2020-10-09;1233
2020-10-08;"Banskobystrický kraj";99;0;0;0;NA;79333;99;2020-10-08;1105
2020-10-07;"Banskobystrický kraj";124;0;0;0;NA;79333;124;2020-10-07;1006
2020-10-06;"Banskobystrický kraj";68;0;0;0;NA;79333;68;2020-10-06;882
2020-10-05;"Banskobystrický kraj";49;0;0;0;NA;79333;49;2020-10-05;814
2020-10-04;"Banskobystrický kraj";8;0;0;0;NA;79333;8;2020-10-04;765
2020-10-03;"Banskobystrický kraj";37;0;0;0;NA;79333;37;2020-10-03;757
2020-10-02;"Banskobystrický kraj";74;0;0;0;NA;79333;74;2020-10-02;720
2020-10-01;"Banskobystrický kraj";49;0;0;0;NA;79333;49;2020-10-01;646
2020-09-30;"Banskobystrický kraj";60;0;0;0;NA;79333;60;2020-09-30;597
2020-09-29;"Banskobystrický kraj";24;0;0;0;NA;79333;24;2020-09-29;537
2020-09-28;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2020-09-28;513
2020-09-27;"Banskobystrický kraj";20;0;0;0;NA;79333;20;2020-09-27;513
2020-09-26;"Banskobystrický kraj";24;0;0;0;NA;79333;24;2020-09-26;493
2020-09-25;"Banskobystrický kraj";29;0;0;0;NA;79333;29;2020-09-25;469
2020-09-24;"Banskobystrický kraj";25;0;0;0;NA;79333;25;2020-09-24;440
2020-09-23;"Banskobystrický kraj";17;0;0;0;NA;79333;17;2020-09-23;415
2020-09-22;"Banskobystrický kraj";25;0;0;0;NA;79333;25;2020-09-22;398
2020-09-21;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2020-09-21;373
2020-09-20;"Banskobystrický kraj";0;0;0;0;NA;79333;0;2020-09-20;370
2020-09-19;"Banskobystrický kraj";3;0;0;0;NA;79333;3;2020-09-19;370
2020-09-18;"Banskobystrický kraj";24;0;0;0;NA;79333;24;2020-09-18;367
2020-09-17;"Banskobystrický kraj";14;0;0;0;NA;79333;14;2020-09-17;343
2020-09-16;"Banskobystrický kraj";6;0;0;0;NA;79333;6;2020-09-16;329
