"";"datum";"district";"region";"covid";"pocet"
"560";2021-01-21;"Stará Ľubovňa";"Prešovský";"non_covid";16
"561";2021-01-21;"Stropkov";"Prešovský";"covid";2
"562";2021-01-21;"Stropkov";"Prešovský";"non_covid";10
"563";2021-01-21;"Svidník";"Prešovský";"non_covid";4
"564";2021-01-21;"Šaľa";"Nitriansky";"covid";5
"565";2021-01-21;"Šaľa";"Nitriansky";"non_covid";14
"566";2021-01-21;"Topoľčany";"Nitriansky";"covid";8
"567";2021-01-21;"Topoľčany";"Nitriansky";"non_covid";6
"568";2021-01-21;"Trebišov";"Košický";"covid";8
"569";2021-01-21;"Trebišov";"Košický";"non_covid";30
"570";2021-01-21;"Trenčín";"Trenčiansky";"covid";2
"571";2021-01-21;"Trenčín";"Trenčiansky";"non_covid";23
"572";2021-01-21;"Trnava";"Trnavský";"covid";6
"573";2021-01-21;"Trnava";"Trnavský";"non_covid";32
"574";2021-01-21;"Turčianske Teplice";"Žilinský";"covid";1
"575";2021-01-21;"Tvrdošín";"Žilinský";"non_covid";3
"576";2021-01-21;"Veľký Krtíš";"Banskobystrický";"non_covid";4
"577";2021-01-21;"Vranov nad Topľou";"Prešovský";"covid";2
"578";2021-01-21;"Vranov nad Topľou";"Prešovský";"non_covid";18
"579";2021-01-21;"Zlaté Moravce";"Nitriansky";"covid";2
"580";2021-01-21;"Zlaté Moravce";"Nitriansky";"non_covid";6
"581";2021-01-21;"Zvolen";"Banskobystrický";"covid";3
"582";2021-01-21;"Zvolen";"Banskobystrický";"non_covid";8
"583";2021-01-21;"Žarnovica";"Banskobystrický";"covid";2
"584";2021-01-21;"Žarnovica";"Banskobystrický";"non_covid";1
"585";2021-01-21;"Žiar nad Hronom";"Banskobystrický";"covid";4
"586";2021-01-21;"Žiar nad Hronom";"Banskobystrický";"non_covid";4
"587";2021-01-21;"Žilina";"Žilinský";"covid";3
"588";2021-01-21;"Žilina";"Žilinský";"non_covid";34
"589";2021-01-21;NA;NA;"covid";31
"590";2021-01-21;NA;NA;"non_covid";130
"591";2021-01-22;"Bánovce nad Bebravou";"Trenčiansky";"covid";3
"592";2021-01-22;"Bánovce nad Bebravou";"Trenčiansky";"non_covid";10
"593";2021-01-22;"Banská Bystrica";"Banskobystrický";"covid";3
"594";2021-01-22;"Banská Bystrica";"Banskobystrický";"non_covid";16
"595";2021-01-22;"Banská Štiavnica";"Banskobystrický";"non_covid";2
"596";2021-01-22;"Bardejov";"Prešovský";"covid";2
"597";2021-01-22;"Bardejov";"Prešovský";"non_covid";15
"598";2021-01-22;"Bratislava I";"Bratislavský";"covid";3
"599";2021-01-22;"Bratislava I";"Bratislavský";"non_covid";9
"600";2021-01-22;"Bratislava II";"Bratislavský";"covid";9
"601";2021-01-22;"Bratislava II";"Bratislavský";"non_covid";21
"602";2021-01-22;"Bratislava III";"Bratislavský";"covid";8
"603";2021-01-22;"Bratislava III";"Bratislavský";"non_covid";16
"604";2021-01-22;"Bratislava IV";"Bratislavský";"covid";7
"605";2021-01-22;"Bratislava IV";"Bratislavský";"non_covid";14
"606";2021-01-22;"Bratislava V";"Bratislavský";"covid";8
"607";2021-01-22;"Bratislava V";"Bratislavský";"non_covid";18
"608";2021-01-22;"Brezno";"Banskobystrický";"covid";4
"609";2021-01-22;"Brezno";"Banskobystrický";"non_covid";12
"610";2021-01-22;"Bytča";"Žilinský";"covid";1
"611";2021-01-22;"Bytča";"Žilinský";"non_covid";7
"612";2021-01-22;"Čadca";"Žilinský";"covid";3
"613";2021-01-22;"Čadca";"Žilinský";"non_covid";19
"614";2021-01-22;"Detva";"Banskobystrický";"covid";4
"615";2021-01-22;"Detva";"Banskobystrický";"non_covid";9
"616";2021-01-22;"Dolný Kubín";"Žilinský";"covid";2
"617";2021-01-22;"Dolný Kubín";"Žilinský";"non_covid";10
"618";2021-01-22;"Dunajská Streda";"Trnavský";"covid";7
"619";2021-01-22;"Dunajská Streda";"Trnavský";"non_covid";33
"620";2021-01-22;"Galanta";"Trnavský";"covid";8
"621";2021-01-22;"Galanta";"Trnavský";"non_covid";19
"622";2021-01-22;"Gelnica";"Košický";"non_covid";8
"623";2021-01-22;"Hlohovec";"Trnavský";"covid";1
"624";2021-01-22;"Hlohovec";"Trnavský";"non_covid";8
"625";2021-01-22;"Humenné";"Prešovský";"covid";6
"626";2021-01-22;"Humenné";"Prešovský";"non_covid";10
"627";2021-01-22;"Ilava";"Trenčiansky";"covid";1
"628";2021-01-22;"Ilava";"Trenčiansky";"non_covid";12
"629";2021-01-22;"Kežmarok";"Prešovský";"covid";4
"630";2021-01-22;"Kežmarok";"Prešovský";"non_covid";14
"631";2021-01-22;"Komárno";"Nitriansky";"covid";6
"632";2021-01-22;"Komárno";"Nitriansky";"non_covid";17
"633";2021-01-22;"Košice - okolie";"Košický";"covid";12
"634";2021-01-22;"Košice - okolie";"Košický";"non_covid";11
"635";2021-01-22;"Košice I";"Košický";"covid";2
"636";2021-01-22;"Košice I";"Košický";"non_covid";26
"637";2021-01-22;"Košice II";"Košický";"covid";6
"638";2021-01-22;"Košice II";"Košický";"non_covid";17
"639";2021-01-22;"Košice III";"Košický";"non_covid";2
"640";2021-01-22;"Košice IV";"Košický";"covid";4
"641";2021-01-22;"Košice IV";"Košický";"non_covid";13
"642";2021-01-22;"Krupina";"Banskobystrický";"covid";1
"643";2021-01-22;"Krupina";"Banskobystrický";"non_covid";2
"644";2021-01-22;"Kysucké Nové Mesto";"Žilinský";"covid";2
"645";2021-01-22;"Kysucké Nové Mesto";"Žilinský";"non_covid";6
"646";2021-01-22;"Levice";"Nitriansky";"covid";11
"647";2021-01-22;"Levice";"Nitriansky";"non_covid";12
"648";2021-01-22;"Levoča";"Prešovský";"covid";2
"649";2021-01-22;"Levoča";"Prešovský";"non_covid";4
"650";2021-01-22;"Liptovský Mikuláš";"Žilinský";"covid";3
"651";2021-01-22;"Liptovský Mikuláš";"Žilinský";"non_covid";13
"652";2021-01-22;"Lučenec";"Banskobystrický";"non_covid";18
"653";2021-01-22;"Malacky";"Bratislavský";"covid";10
"654";2021-01-22;"Malacky";"Bratislavský";"non_covid";7
"655";2021-01-22;"Martin";"Žilinský";"covid";3
"656";2021-01-22;"Martin";"Žilinský";"non_covid";30
"657";2021-01-22;"Medzilaborce";"Prešovský";"covid";2
"658";2021-01-22;"Medzilaborce";"Prešovský";"non_covid";5
"659";2021-01-22;"Michalovce";"Košický";"covid";10
"660";2021-01-22;"Michalovce";"Košický";"non_covid";27
"661";2021-01-22;"Myjava";"Trenčiansky";"covid";5
"662";2021-01-22;"Myjava";"Trenčiansky";"non_covid";5
"663";2021-01-22;"Námestovo";"Žilinský";"covid";4
"664";2021-01-22;"Námestovo";"Žilinský";"non_covid";8
"665";2021-01-22;"Nitra";"Nitriansky";"covid";12
"666";2021-01-22;"Nitra";"Nitriansky";"non_covid";31
"667";2021-01-22;"Nové Mesto nad Váhom";"Trenčiansky";"covid";4
"668";2021-01-22;"Nové Mesto nad Váhom";"Trenčiansky";"non_covid";13
"669";2021-01-22;"Nové Zámky";"Nitriansky";"covid";9
"670";2021-01-22;"Nové Zámky";"Nitriansky";"non_covid";26
"671";2021-01-22;"Partizánske";"Trenčiansky";"covid";7
"672";2021-01-22;"Partizánske";"Trenčiansky";"non_covid";5
"673";2021-01-22;"Pezinok";"Bratislavský";"covid";3
"674";2021-01-22;"Pezinok";"Bratislavský";"non_covid";9
"675";2021-01-22;"Piešťany";"Trnavský";"covid";3
"676";2021-01-22;"Piešťany";"Trnavský";"non_covid";8
"677";2021-01-22;"Poltár";"Banskobystrický";"non_covid";13
"678";2021-01-22;"Poprad";"Prešovský";"covid";3
"679";2021-01-22;"Poprad";"Prešovský";"non_covid";23
"680";2021-01-22;"Považská Bystrica";"Trenčiansky";"covid";4
"681";2021-01-22;"Považská Bystrica";"Trenčiansky";"non_covid";10
"682";2021-01-22;"Prešov";"Prešovský";"covid";6
"683";2021-01-22;"Prešov";"Prešovský";"non_covid";30
"684";2021-01-22;"Prievidza";"Trenčiansky";"covid";9
"685";2021-01-22;"Prievidza";"Trenčiansky";"non_covid";41
"686";2021-01-22;"Púchov";"Trenčiansky";"non_covid";16
"687";2021-01-22;"Revúca";"Banskobystrický";"covid";3
"688";2021-01-22;"Revúca";"Banskobystrický";"non_covid";16
"689";2021-01-22;"Rimavská Sobota";"Banskobystrický";"covid";2
"690";2021-01-22;"Rimavská Sobota";"Banskobystrický";"non_covid";18
"691";2021-01-22;"Rožňava";"Košický";"covid";4
"692";2021-01-22;"Rožňava";"Košický";"non_covid";16
"693";2021-01-22;"Ružomberok";"Žilinský";"covid";2
"694";2021-01-22;"Ružomberok";"Žilinský";"non_covid";15
"695";2021-01-22;"Sabinov";"Prešovský";"covid";4
"696";2021-01-22;"Sabinov";"Prešovský";"non_covid";14
"697";2021-01-22;"Senec";"Bratislavský";"covid";2
"698";2021-01-22;"Senec";"Bratislavský";"non_covid";13
"699";2021-01-22;"Senica";"Trnavský";"covid";1
"700";2021-01-22;"Senica";"Trnavský";"non_covid";8
"701";2021-01-22;"Skalica";"Trnavský";"covid";1
"702";2021-01-22;"Skalica";"Trnavský";"non_covid";5
"703";2021-01-22;"Snina";"Prešovský";"covid";2
"704";2021-01-22;"Snina";"Prešovský";"non_covid";12
"705";2021-01-22;"Sobrance";"Košický";"covid";1
"706";2021-01-22;"Sobrance";"Košický";"non_covid";6
"707";2021-01-22;"Spišská Nová Ves";"Košický";"covid";5
"708";2021-01-22;"Spišská Nová Ves";"Košický";"non_covid";24
"709";2021-01-22;"Stará Ľubovňa";"Prešovský";"covid";4
"710";2021-01-22;"Stará Ľubovňa";"Prešovský";"non_covid";9
"711";2021-01-22;"Stropkov";"Prešovský";"non_covid";7
"712";2021-01-22;"Svidník";"Prešovský";"non_covid";8
"713";2021-01-22;"Šaľa";"Nitriansky";"covid";3
"714";2021-01-22;"Šaľa";"Nitriansky";"non_covid";6
"715";2021-01-22;"Topoľčany";"Nitriansky";"covid";6
"716";2021-01-22;"Topoľčany";"Nitriansky";"non_covid";10
"717";2021-01-22;"Trebišov";"Košický";"covid";8
"718";2021-01-22;"Trebišov";"Košický";"non_covid";28
"719";2021-01-22;"Trenčín";"Trenčiansky";"covid";3
"720";2021-01-22;"Trenčín";"Trenčiansky";"non_covid";17
"721";2021-01-22;"Trnava";"Trnavský";"covid";3
"722";2021-01-22;"Trnava";"Trnavský";"non_covid";41
"723";2021-01-22;"Turčianske Teplice";"Žilinský";"covid";1
"724";2021-01-22;"Turčianske Teplice";"Žilinský";"non_covid";6
"725";2021-01-22;"Tvrdošín";"Žilinský";"non_covid";4
"726";2021-01-22;"Veľký Krtíš";"Banskobystrický";"covid";1
"727";2021-01-22;"Veľký Krtíš";"Banskobystrický";"non_covid";8
"728";2021-01-22;"Vranov nad Topľou";"Prešovský";"covid";3
"729";2021-01-22;"Vranov nad Topľou";"Prešovský";"non_covid";13
"730";2021-01-22;"Zlaté Moravce";"Nitriansky";"covid";9
"731";2021-01-22;"Zlaté Moravce";"Nitriansky";"non_covid";12
"732";2021-01-22;"Zvolen";"Banskobystrický";"covid";5
"733";2021-01-22;"Zvolen";"Banskobystrický";"non_covid";14
"734";2021-01-22;"Žarnovica";"Banskobystrický";"covid";2
"735";2021-01-22;"Žarnovica";"Banskobystrický";"non_covid";7
"736";2021-01-22;"Žiar nad Hronom";"Banskobystrický";"covid";1
"737";2021-01-22;"Žiar nad Hronom";"Banskobystrický";"non_covid";12
"738";2021-01-22;"Žilina";"Žilinský";"covid";5
"739";2021-01-22;"Žilina";"Žilinský";"non_covid";26
"740";2021-01-22;NA;NA;"covid";45
"741";2021-01-22;NA;NA;"non_covid";112
"742";2021-01-23;"Bánovce nad Bebravou";"Trenčiansky";"covid";1
"743";2021-01-23;"Bánovce nad Bebravou";"Trenčiansky";"non_covid";8
"744";2021-01-23;"Banská Bystrica";"Banskobystrický";"covid";6
"745";2021-01-23;"Banská Bystrica";"Banskobystrický";"non_covid";19
"746";2021-01-23;"Banská Štiavnica";"Banskobystrický";"non_covid";5
"747";2021-01-23;"Bardejov";"Prešovský";"covid";3
"748";2021-01-23;"Bardejov";"Prešovský";"non_covid";16
"749";2021-01-23;"Bratislava I";"Bratislavský";"covid";1
"750";2021-01-23;"Bratislava I";"Bratislavský";"non_covid";9
"751";2021-01-23;"Bratislava II";"Bratislavský";"covid";6
"752";2021-01-23;"Bratislava II";"Bratislavský";"non_covid";22
"753";2021-01-23;"Bratislava III";"Bratislavský";"covid";4
"754";2021-01-23;"Bratislava III";"Bratislavský";"non_covid";10
"755";2021-01-23;"Bratislava IV";"Bratislavský";"covid";6
"756";2021-01-23;"Bratislava IV";"Bratislavský";"non_covid";16
"757";2021-01-23;"Bratislava V";"Bratislavský";"covid";4
"758";2021-01-23;"Bratislava V";"Bratislavský";"non_covid";11
"759";2021-01-23;"Brezno";"Banskobystrický";"covid";6
"760";2021-01-23;"Brezno";"Banskobystrický";"non_covid";19
"761";2021-01-23;"Bytča";"Žilinský";"covid";1
"762";2021-01-23;"Bytča";"Žilinský";"non_covid";4
"763";2021-01-23;"Čadca";"Žilinský";"covid";1
"764";2021-01-23;"Čadca";"Žilinský";"non_covid";19
"765";2021-01-23;"Detva";"Banskobystrický";"covid";1
"766";2021-01-23;"Detva";"Banskobystrický";"non_covid";9
"767";2021-01-23;"Dolný Kubín";"Žilinský";"covid";1
"768";2021-01-23;"Dolný Kubín";"Žilinský";"non_covid";4
"769";2021-01-23;"Dunajská Streda";"Trnavský";"covid";13
"770";2021-01-23;"Dunajská Streda";"Trnavský";"non_covid";34
"771";2021-01-23;"Galanta";"Trnavský";"covid";6
"772";2021-01-23;"Galanta";"Trnavský";"non_covid";24
"773";2021-01-23;"Gelnica";"Košický";"covid";1
"774";2021-01-23;"Gelnica";"Košický";"non_covid";9
"775";2021-01-23;"Hlohovec";"Trnavský";"covid";4
"776";2021-01-23;"Hlohovec";"Trnavský";"non_covid";9
"777";2021-01-23;"Humenné";"Prešovský";"covid";2
"778";2021-01-23;"Humenné";"Prešovský";"non_covid";13
"779";2021-01-23;"Ilava";"Trenčiansky";"covid";1
"780";2021-01-23;"Ilava";"Trenčiansky";"non_covid";15
"781";2021-01-23;"Kežmarok";"Prešovský";"covid";2
"782";2021-01-23;"Kežmarok";"Prešovský";"non_covid";9
"783";2021-01-23;"Komárno";"Nitriansky";"covid";14
"784";2021-01-23;"Komárno";"Nitriansky";"non_covid";18
"785";2021-01-23;"Košice - okolie";"Košický";"covid";10
"786";2021-01-23;"Košice - okolie";"Košický";"non_covid";16
"787";2021-01-23;"Košice I";"Košický";"covid";6
"788";2021-01-23;"Košice I";"Košický";"non_covid";15
"789";2021-01-23;"Košice II";"Košický";"covid";6
"790";2021-01-23;"Košice II";"Košický";"non_covid";17
"791";2021-01-23;"Košice III";"Košický";"non_covid";7
"792";2021-01-23;"Košice IV";"Košický";"covid";6
"793";2021-01-23;"Košice IV";"Košický";"non_covid";15
"794";2021-01-23;"Krupina";"Banskobystrický";"covid";1
"795";2021-01-23;"Krupina";"Banskobystrický";"non_covid";12
"796";2021-01-23;"Kysucké Nové Mesto";"Žilinský";"covid";1
"797";2021-01-23;"Kysucké Nové Mesto";"Žilinský";"non_covid";5
"798";2021-01-23;"Levice";"Nitriansky";"covid";11
"799";2021-01-23;"Levice";"Nitriansky";"non_covid";20
"800";2021-01-23;"Levoča";"Prešovský";"covid";1
"801";2021-01-23;"Levoča";"Prešovský";"non_covid";8
"802";2021-01-23;"Liptovský Mikuláš";"Žilinský";"covid";2
"803";2021-01-23;"Liptovský Mikuláš";"Žilinský";"non_covid";19
"804";2021-01-23;"Lučenec";"Banskobystrický";"covid";1
"805";2021-01-23;"Lučenec";"Banskobystrický";"non_covid";14
"806";2021-01-23;"Malacky";"Bratislavský";"covid";8
"807";2021-01-23;"Malacky";"Bratislavský";"non_covid";16
"808";2021-01-23;"Martin";"Žilinský";"covid";7
"809";2021-01-23;"Martin";"Žilinský";"non_covid";25
"810";2021-01-23;"Medzilaborce";"Prešovský";"covid";4
"811";2021-01-23;"Medzilaborce";"Prešovský";"non_covid";3
"812";2021-01-23;"Michalovce";"Košický";"covid";9
"813";2021-01-23;"Michalovce";"Košický";"non_covid";32
"814";2021-01-23;"Myjava";"Trenčiansky";"covid";1
"815";2021-01-23;"Myjava";"Trenčiansky";"non_covid";8
"816";2021-01-23;"Námestovo";"Žilinský";"covid";1
"817";2021-01-23;"Námestovo";"Žilinský";"non_covid";7
"818";2021-01-23;"Nitra";"Nitriansky";"covid";11
"819";2021-01-23;"Nitra";"Nitriansky";"non_covid";17
"820";2021-01-23;"Nové Mesto nad Váhom";"Trenčiansky";"covid";5
"821";2021-01-23;"Nové Mesto nad Váhom";"Trenčiansky";"non_covid";9
"822";2021-01-23;"Nové Zámky";"Nitriansky";"covid";13
"823";2021-01-23;"Nové Zámky";"Nitriansky";"non_covid";15
"824";2021-01-23;"Partizánske";"Trenčiansky";"covid";2
"825";2021-01-23;"Partizánske";"Trenčiansky";"non_covid";9
"826";2021-01-23;"Pezinok";"Bratislavský";"covid";1
"827";2021-01-23;"Pezinok";"Bratislavský";"non_covid";6
"828";2021-01-23;"Piešťany";"Trnavský";"non_covid";12
"829";2021-01-23;"Poltár";"Banskobystrický";"non_covid";4
"830";2021-01-23;"Poprad";"Prešovský";"covid";4
"831";2021-01-23;"Poprad";"Prešovský";"non_covid";24
"832";2021-01-23;"Považská Bystrica";"Trenčiansky";"covid";6
"833";2021-01-23;"Považská Bystrica";"Trenčiansky";"non_covid";8
"834";2021-01-23;"Prešov";"Prešovský";"covid";5
"835";2021-01-23;"Prešov";"Prešovský";"non_covid";30
"836";2021-01-23;"Prievidza";"Trenčiansky";"covid";14
"837";2021-01-23;"Prievidza";"Trenčiansky";"non_covid";29
"838";2021-01-23;"Púchov";"Trenčiansky";"covid";1
"839";2021-01-23;"Púchov";"Trenčiansky";"non_covid";7
"840";2021-01-23;"Revúca";"Banskobystrický";"covid";5
"841";2021-01-23;"Revúca";"Banskobystrický";"non_covid";16
"842";2021-01-23;"Rimavská Sobota";"Banskobystrický";"covid";1
"843";2021-01-23;"Rimavská Sobota";"Banskobystrický";"non_covid";22
"844";2021-01-23;"Rožňava";"Košický";"covid";2
"845";2021-01-23;"Rožňava";"Košický";"non_covid";13
"846";2021-01-23;"Ružomberok";"Žilinský";"covid";4
"847";2021-01-23;"Ružomberok";"Žilinský";"non_covid";11
"848";2021-01-23;"Sabinov";"Prešovský";"covid";4
"849";2021-01-23;"Sabinov";"Prešovský";"non_covid";11
"850";2021-01-23;"Senec";"Bratislavský";"covid";1
"851";2021-01-23;"Senec";"Bratislavský";"non_covid";14
"852";2021-01-23;"Senica";"Trnavský";"covid";6
"853";2021-01-23;"Senica";"Trnavský";"non_covid";12
"854";2021-01-23;"Skalica";"Trnavský";"non_covid";7
"855";2021-01-23;"Snina";"Prešovský";"non_covid";7
"856";2021-01-23;"Sobrance";"Košický";"non_covid";5
"857";2021-01-23;"Spišská Nová Ves";"Košický";"covid";2
"858";2021-01-23;"Spišská Nová Ves";"Košický";"non_covid";15
"859";2021-01-23;"Stará Ľubovňa";"Prešovský";"covid";3
"860";2021-01-23;"Stará Ľubovňa";"Prešovský";"non_covid";8
"861";2021-01-23;"Stropkov";"Prešovský";"non_covid";6
"862";2021-01-23;"Svidník";"Prešovský";"non_covid";3
"863";2021-01-23;"Šaľa";"Nitriansky";"covid";3
"864";2021-01-23;"Šaľa";"Nitriansky";"non_covid";16
"865";2021-01-23;"Topoľčany";"Nitriansky";"covid";3
"866";2021-01-23;"Topoľčany";"Nitriansky";"non_covid";19
"867";2021-01-23;"Trebišov";"Košický";"covid";10
"868";2021-01-23;"Trebišov";"Košický";"non_covid";30
"869";2021-01-23;"Trenčín";"Trenčiansky";"covid";4
"870";2021-01-23;"Trenčín";"Trenčiansky";"non_covid";28
"871";2021-01-23;"Trnava";"Trnavský";"covid";7
"872";2021-01-23;"Trnava";"Trnavský";"non_covid";37
"873";2021-01-23;"Turčianske Teplice";"Žilinský";"non_covid";9
"874";2021-01-23;"Tvrdošín";"Žilinský";"non_covid";3
"875";2021-01-23;"Veľký Krtíš";"Banskobystrický";"non_covid";11
"876";2021-01-23;"Vranov nad Topľou";"Prešovský";"covid";1
"877";2021-01-23;"Vranov nad Topľou";"Prešovský";"non_covid";14
"878";2021-01-23;"Zlaté Moravce";"Nitriansky";"covid";4
"879";2021-01-23;"Zlaté Moravce";"Nitriansky";"non_covid";14
"880";2021-01-23;"Zvolen";"Banskobystrický";"covid";2
"881";2021-01-23;"Zvolen";"Banskobystrický";"non_covid";8
"882";2021-01-23;"Žarnovica";"Banskobystrický";"non_covid";5
"883";2021-01-23;"Žiar nad Hronom";"Banskobystrický";"covid";2
"884";2021-01-23;"Žiar nad Hronom";"Banskobystrický";"non_covid";18
"885";2021-01-23;"Žilina";"Žilinský";"covid";3
"886";2021-01-23;"Žilina";"Žilinský";"non_covid";38
"887";2021-01-23;NA;NA;"covid";26
"888";2021-01-23;NA;NA;"non_covid";55
"889";2021-01-24;"Bánovce nad Bebravou";"Trenčiansky";"covid";2
"890";2021-01-24;"Bánovce nad Bebravou";"Trenčiansky";"non_covid";5
"891";2021-01-24;"Banská Bystrica";"Banskobystrický";"covid";3
"892";2021-01-24;"Banská Bystrica";"Banskobystrický";"non_covid";27
"893";2021-01-24;"Banská Štiavnica";"Banskobystrický";"non_covid";1
"894";2021-01-24;"Bardejov";"Prešovský";"non_covid";11
"895";2021-01-24;"Bratislava I";"Bratislavský";"covid";1
"896";2021-01-24;"Bratislava I";"Bratislavský";"non_covid";10
"897";2021-01-24;"Bratislava II";"Bratislavský";"covid";14
"898";2021-01-24;"Bratislava II";"Bratislavský";"non_covid";25
"899";2021-01-24;"Bratislava III";"Bratislavský";"covid";5
"900";2021-01-24;"Bratislava III";"Bratislavský";"non_covid";11
"901";2021-01-24;"Bratislava IV";"Bratislavský";"covid";17
"902";2021-01-24;"Bratislava IV";"Bratislavský";"non_covid";26
"903";2021-01-24;"Bratislava V";"Bratislavský";"covid";5
"904";2021-01-24;"Bratislava V";"Bratislavský";"non_covid";14
"905";2021-01-24;"Brezno";"Banskobystrický";"covid";2
"906";2021-01-24;"Brezno";"Banskobystrický";"non_covid";8
"907";2021-01-24;"Bytča";"Žilinský";"covid";2
"908";2021-01-24;"Bytča";"Žilinský";"non_covid";4
"909";2021-01-24;"Čadca";"Žilinský";"covid";2
"910";2021-01-24;"Čadca";"Žilinský";"non_covid";26
"911";2021-01-24;"Detva";"Banskobystrický";"covid";2
"912";2021-01-24;"Detva";"Banskobystrický";"non_covid";7
"913";2021-01-24;"Dolný Kubín";"Žilinský";"non_covid";8
"914";2021-01-24;"Dunajská Streda";"Trnavský";"covid";15
"915";2021-01-24;"Dunajská Streda";"Trnavský";"non_covid";18
"916";2021-01-24;"Galanta";"Trnavský";"covid";3
"917";2021-01-24;"Galanta";"Trnavský";"non_covid";21
"918";2021-01-24;"Gelnica";"Košický";"covid";1
"919";2021-01-24;"Gelnica";"Košický";"non_covid";9
"920";2021-01-24;"Hlohovec";"Trnavský";"covid";3
"921";2021-01-24;"Hlohovec";"Trnavský";"non_covid";12
"922";2021-01-24;"Humenné";"Prešovský";"covid";4
"923";2021-01-24;"Humenné";"Prešovský";"non_covid";15
"924";2021-01-24;"Ilava";"Trenčiansky";"covid";3
"925";2021-01-24;"Ilava";"Trenčiansky";"non_covid";16
"926";2021-01-24;"Kežmarok";"Prešovský";"covid";2
"927";2021-01-24;"Kežmarok";"Prešovský";"non_covid";21
"928";2021-01-24;"Komárno";"Nitriansky";"covid";6
"929";2021-01-24;"Komárno";"Nitriansky";"non_covid";20
"930";2021-01-24;"Košice - okolie";"Košický";"covid";14
"931";2021-01-24;"Košice - okolie";"Košický";"non_covid";28
"932";2021-01-24;"Košice I";"Košický";"covid";3
"933";2021-01-24;"Košice I";"Košický";"non_covid";26
"934";2021-01-24;"Košice II";"Košický";"covid";3
"935";2021-01-24;"Košice II";"Košický";"non_covid";21
"936";2021-01-24;"Košice III";"Košický";"covid";3
"937";2021-01-24;"Košice III";"Košický";"non_covid";4
"938";2021-01-24;"Košice IV";"Košický";"covid";8
"939";2021-01-24;"Košice IV";"Košický";"non_covid";12
"940";2021-01-24;"Krupina";"Banskobystrický";"covid";1
"941";2021-01-24;"Krupina";"Banskobystrický";"non_covid";9
"942";2021-01-24;"Kysucké Nové Mesto";"Žilinský";"non_covid";3
"943";2021-01-24;"Levice";"Nitriansky";"covid";8
"944";2021-01-24;"Levice";"Nitriansky";"non_covid";19
"945";2021-01-24;"Levoča";"Prešovský";"covid";1
"946";2021-01-24;"Levoča";"Prešovský";"non_covid";9
"947";2021-01-24;"Liptovský Mikuláš";"Žilinský";"covid";3
"948";2021-01-24;"Liptovský Mikuláš";"Žilinský";"non_covid";14
"949";2021-01-24;"Lučenec";"Banskobystrický";"non_covid";20
"950";2021-01-24;"Malacky";"Bratislavský";"covid";8
"951";2021-01-24;"Malacky";"Bratislavský";"non_covid";13
"952";2021-01-24;"Martin";"Žilinský";"covid";5
"953";2021-01-24;"Martin";"Žilinský";"non_covid";27
"954";2021-01-24;"Medzilaborce";"Prešovský";"covid";1
"955";2021-01-24;"Medzilaborce";"Prešovský";"non_covid";8
"956";2021-01-24;"Michalovce";"Košický";"covid";7
"957";2021-01-24;"Michalovce";"Košický";"non_covid";39
"958";2021-01-24;"Myjava";"Trenčiansky";"non_covid";7
"959";2021-01-24;"Námestovo";"Žilinský";"covid";1
"960";2021-01-24;"Námestovo";"Žilinský";"non_covid";9
"961";2021-01-24;"Nitra";"Nitriansky";"covid";12
"962";2021-01-24;"Nitra";"Nitriansky";"non_covid";25
"963";2021-01-24;"Nové Mesto nad Váhom";"Trenčiansky";"covid";4
"964";2021-01-24;"Nové Mesto nad Váhom";"Trenčiansky";"non_covid";17
"965";2021-01-24;"Nové Zámky";"Nitriansky";"covid";5
"966";2021-01-24;"Nové Zámky";"Nitriansky";"non_covid";18
"967";2021-01-24;"Partizánske";"Trenčiansky";"covid";2
"968";2021-01-24;"Partizánske";"Trenčiansky";"non_covid";11
"969";2021-01-24;"Pezinok";"Bratislavský";"covid";5
"970";2021-01-24;"Pezinok";"Bratislavský";"non_covid";13
"971";2021-01-24;"Piešťany";"Trnavský";"covid";4
"972";2021-01-24;"Piešťany";"Trnavský";"non_covid";11
"973";2021-01-24;"Poltár";"Banskobystrický";"non_covid";3
"974";2021-01-24;"Poprad";"Prešovský";"covid";7
"975";2021-01-24;"Poprad";"Prešovský";"non_covid";25
"976";2021-01-24;"Považská Bystrica";"Trenčiansky";"covid";1
"977";2021-01-24;"Považská Bystrica";"Trenčiansky";"non_covid";12
"978";2021-01-24;"Prešov";"Prešovský";"covid";3
"979";2021-01-24;"Prešov";"Prešovský";"non_covid";34
"980";2021-01-24;"Prievidza";"Trenčiansky";"covid";4
"981";2021-01-24;"Prievidza";"Trenčiansky";"non_covid";27
"982";2021-01-24;"Púchov";"Trenčiansky";"covid";4
"983";2021-01-24;"Púchov";"Trenčiansky";"non_covid";9
"984";2021-01-24;"Revúca";"Banskobystrický";"covid";6
"985";2021-01-24;"Revúca";"Banskobystrický";"non_covid";13
"986";2021-01-24;"Rimavská Sobota";"Banskobystrický";"covid";1
"987";2021-01-24;"Rimavská Sobota";"Banskobystrický";"non_covid";21
"988";2021-01-24;"Rožňava";"Košický";"covid";3
"989";2021-01-24;"Rožňava";"Košický";"non_covid";21
"990";2021-01-24;"Ružomberok";"Žilinský";"covid";4
"991";2021-01-24;"Ružomberok";"Žilinský";"non_covid";8
"992";2021-01-24;"Sabinov";"Prešovský";"covid";4
