"Date";"District";"PCR_Pos";"PCR_Neg";"PCR_Total"
2020-11-21;"Okres Vranov nad Topľou";22;118;140
2020-11-21;"Okres Zlaté Moravce";0;11;11
2020-11-21;"Okres Zvolen";8;49;57
2020-11-21;"Okres Žarnovica";2;10;12
2020-11-21;"Okres Žiar nad Hronom";5;21;26
2020-11-21;"Okres Žilina";24;70;94
2020-11-21;NA;25;140;165
2020-11-20;"Neznáme";209;1131;1340
2020-11-20;"Okres Bánovce nad Bebravou";9;40;49
2020-11-20;"Okres Banská Bystrica";25;119;144
2020-11-20;"Okres Banská Štiavnica";5;16;21
2020-11-20;"Okres Bardejov";20;89;109
2020-11-20;"Okres Bratislava I";6;92;98
2020-11-20;"Okres Bratislava II";21;162;183
2020-11-20;"Okres Bratislava III";14;108;122
2020-11-20;"Okres Bratislava IV";14;278;292
2020-11-20;"Okres Bratislava V";17;111;128
2020-11-20;"Okres Brezno";14;30;44
2020-11-20;"Okres Bytča";14;27;41
2020-11-20;"Okres Čadca";53;98;151
2020-11-20;"Okres Detva";10;44;54
2020-11-20;"Okres Dolný Kubín";1;34;35
2020-11-20;"Okres Dunajská Streda";80;195;275
2020-11-20;"Okres Galanta";34;106;140
2020-11-20;"Okres Gelnica";4;47;51
2020-11-20;"Okres Hlohovec";12;48;60
2020-11-20;"Okres Humenné";27;70;97
2020-11-20;"Okres Ilava";31;84;115
2020-11-20;"Okres Kežmarok";15;55;70
2020-11-20;"Okres Komárno";21;68;89
2020-11-20;"Okres Košice - okolie";21;161;182
2020-11-20;"Okres Košice I";4;22;26
2020-11-20;"Okres Košice II";6;25;31
2020-11-20;"Okres Košice III";0;10;10
2020-11-20;"Okres Košice IV";8;14;22
2020-11-20;"Okres Krupina";3;36;39
2020-11-20;"Okres Kysucké Nové Mesto";25;20;45
2020-11-20;"Okres Levice";16;126;142
2020-11-20;"Okres Levoča";15;52;67
2020-11-20;"Okres Liptovský Mikuláš";18;55;73
2020-11-20;"Okres Lučenec";16;85;101
2020-11-20;"Okres Malacky";4;69;73
2020-11-20;"Okres Martin";40;129;169
2020-11-20;"Okres Medzilaborce";2;14;16
2020-11-20;"Okres Michalovce";30;117;147
2020-11-20;"Okres Myjava";9;43;52
2020-11-20;"Okres Námestovo";6;59;65
2020-11-20;"Okres Nitra";72;332;404
2020-11-20;"Okres Nové Mesto nad Váhom";12;52;64
2020-11-20;"Okres Nové Zámky";57;148;205
2020-11-20;"Okres Partizánske";16;20;36
2020-11-20;"Okres Pezinok";8;67;75
2020-11-20;"Okres Piešťany";41;78;119
2020-11-20;"Okres Poltár";4;20;24
2020-11-20;"Okres Poprad";44;147;191
2020-11-20;"Okres Považská Bystrica";71;166;237
2020-11-20;"Okres Prešov";88;317;405
2020-11-20;"Okres Prievidza";49;97;146
2020-11-20;"Okres Púchov";65;79;144
2020-11-20;"Okres Revúca";4;16;20
2020-11-20;"Okres Rimavská Sobota";33;118;151
2020-11-20;"Okres Rožňava";3;35;38
2020-11-20;"Okres Ružomberok";20;90;110
2020-11-20;"Okres Sabinov";23;79;102
2020-11-20;"Okres Senec";17;146;163
2020-11-20;"Okres Senica";6;38;44
2020-11-20;"Okres Skalica";9;16;25
2020-11-20;"Okres Snina";60;33;93
2020-11-20;"Okres Sobrance";1;17;18
2020-11-20;"Okres Spišská Nová Ves";63;142;205
2020-11-20;"Okres Stará Ľubovňa";39;102;141
2020-11-20;"Okres Stropkov";9;29;38
2020-11-20;"Okres Svidník";9;81;90
2020-11-20;"Okres Šaľa";26;108;134
2020-11-20;"Okres Topoľčany";48;198;246
2020-11-20;"Okres Trebišov";16;128;144
2020-11-20;"Okres Trenčín";65;207;272
2020-11-20;"Okres Trnava";52;215;267
2020-11-20;"Okres Turčianske Teplice";0;8;8
2020-11-20;"Okres Tvrdošín";5;29;34
2020-11-20;"Okres Veľký Krtíš";8;68;76
2020-11-20;"Okres Vranov nad Topľou";64;191;255
2020-11-20;"Okres Zlaté Moravce";6;36;42
2020-11-20;"Okres Zvolen";8;62;70
2020-11-20;"Okres Žarnovica";8;31;39
2020-11-20;"Okres Žiar nad Hronom";28;87;115
2020-11-20;"Okres Žilina";65;144;209
2020-11-20;NA;31;356;387
2020-11-19;"Neznáme";119;827;946
2020-11-19;"Okres Bánovce nad Bebravou";13;54;67
2020-11-19;"Okres Banská Bystrica";19;92;111
2020-11-19;"Okres Banská Štiavnica";8;11;19
2020-11-19;"Okres Bardejov";29;102;131
2020-11-19;"Okres Bratislava I";11;104;115
2020-11-19;"Okres Bratislava II";31;168;199
2020-11-19;"Okres Bratislava III";10;139;149
2020-11-19;"Okres Bratislava IV";26;173;199
2020-11-19;"Okres Bratislava V";28;171;199
2020-11-19;"Okres Brezno";30;41;71
2020-11-19;"Okres Bytča";7;29;36
2020-11-19;"Okres Čadca";33;137;170
2020-11-19;"Okres Detva";25;45;70
2020-11-19;"Okres Dolný Kubín";14;25;39
2020-11-19;"Okres Dunajská Streda";64;144;208
2020-11-19;"Okres Galanta";30;115;145
2020-11-19;"Okres Gelnica";5;46;51
2020-11-19;"Okres Hlohovec";4;33;37
2020-11-19;"Okres Humenné";32;68;100
2020-11-19;"Okres Ilava";34;91;125
2020-11-19;"Okres Kežmarok";27;67;94
2020-11-19;"Okres Komárno";25;97;122
2020-11-19;"Okres Košice - okolie";24;107;131
2020-11-19;"Okres Košice I";7;26;33
2020-11-19;"Okres Košice II";13;31;44
2020-11-19;"Okres Košice III";0;5;5
2020-11-19;"Okres Košice IV";3;10;13
2020-11-19;"Okres Krupina";2;24;26
2020-11-19;"Okres Kysucké Nové Mesto";6;25;31
2020-11-19;"Okres Levice";17;74;91
2020-11-19;"Okres Levoča";30;130;160
2020-11-19;"Okres Liptovský Mikuláš";50;66;116
2020-11-19;"Okres Lučenec";15;127;142
2020-11-19;"Okres Malacky";6;70;76
2020-11-19;"Okres Martin";39;125;164
2020-11-19;"Okres Medzilaborce";1;9;10
2020-11-19;"Okres Michalovce";33;100;133
2020-11-19;"Okres Myjava";6;29;35
2020-11-19;"Okres Námestovo";14;39;53
2020-11-19;"Okres Nitra";41;254;295
2020-11-19;"Okres Nové Mesto nad Váhom";50;136;186
2020-11-19;"Okres Nové Zámky";26;128;154
2020-11-19;"Okres Partizánske";14;31;45
2020-11-19;"Okres Pezinok";8;50;58
2020-11-19;"Okres Piešťany";9;62;71
2020-11-19;"Okres Poltár";3;23;26
2020-11-19;"Okres Poprad";37;101;138
2020-11-19;"Okres Považská Bystrica";34;138;172
2020-11-19;"Okres Prešov";106;328;434
2020-11-19;"Okres Prievidza";66;218;284
2020-11-19;"Okres Púchov";41;61;102
2020-11-19;"Okres Revúca";4;27;31
2020-11-19;"Okres Rimavská Sobota";19;106;125
2020-11-19;"Okres Rožňava";6;30;36
2020-11-19;"Okres Ružomberok";30;55;85
2020-11-19;"Okres Sabinov";31;86;117
2020-11-19;"Okres Senec";32;140;172
2020-11-19;"Okres Senica";5;26;31
2020-11-19;"Okres Skalica";64;17;81
2020-11-19;"Okres Snina";15;40;55
2020-11-19;"Okres Sobrance";4;18;22
2020-11-19;"Okres Spišská Nová Ves";33;106;139
2020-11-19;"Okres Stará Ľubovňa";36;104;140
2020-11-19;"Okres Stropkov";6;44;50
2020-11-19;"Okres Svidník";22;72;94
2020-11-19;"Okres Šaľa";20;71;91
2020-11-19;"Okres Topoľčany";51;170;221
2020-11-19;"Okres Trebišov";49;134;183
2020-11-19;"Okres Trenčín";55;242;297
2020-11-19;"Okres Trnava";27;195;222
2020-11-19;"Okres Turčianske Teplice";8;18;26
2020-11-19;"Okres Tvrdošín";10;26;36
2020-11-19;"Okres Veľký Krtíš";12;33;45
2020-11-19;"Okres Vranov nad Topľou";33;136;169
2020-11-19;"Okres Zlaté Moravce";6;60;66
2020-11-19;"Okres Zvolen";25;64;89
2020-11-19;"Okres Žarnovica";9;34;43
2020-11-19;"Okres Žiar nad Hronom";20;58;78
2020-11-19;"Okres Žilina";33;79;112
2020-11-19;"Zahraničie";0;1;1
2020-11-19;NA;40;308;348
2020-11-18;"Neznáme";203;748;951
2020-11-18;"Okres Bánovce nad Bebravou";13;34;47
2020-11-18;"Okres Banská Bystrica";30;146;176
2020-11-18;"Okres Banská Štiavnica";2;2;4
2020-11-18;"Okres Bardejov";4;29;33
2020-11-18;"Okres Bratislava I";5;82;87
2020-11-18;"Okres Bratislava II";15;112;127
2020-11-18;"Okres Bratislava III";10;78;88
2020-11-18;"Okres Bratislava IV";14;104;118
2020-11-18;"Okres Bratislava V";20;104;124
2020-11-18;"Okres Brezno";21;36;57
2020-11-18;"Okres Bytča";19;23;42
2020-11-18;"Okres Čadca";42;82;124
2020-11-18;"Okres Detva";17;54;71
2020-11-18;"Okres Dolný Kubín";10;40;50
2020-11-18;"Okres Dunajská Streda";31;117;148
2020-11-18;"Okres Galanta";38;91;129
2020-11-18;"Okres Gelnica";11;24;35
2020-11-18;"Okres Hlohovec";8;44;52
2020-11-18;"Okres Humenné";2;8;10
2020-11-18;"Okres Ilava";30;58;88
2020-11-18;"Okres Kežmarok";23;101;124
2020-11-18;"Okres Komárno";46;114;160
2020-11-18;"Okres Košice - okolie";13;94;107
2020-11-18;"Okres Košice I";1;10;11
2020-11-18;"Okres Košice II";5;19;24
2020-11-18;"Okres Košice III";0;2;2
2020-11-18;"Okres Košice IV";0;4;4
2020-11-18;"Okres Krupina";4;22;26
2020-11-18;"Okres Kysucké Nové Mesto";24;41;65
2020-11-18;"Okres Levice";5;45;50
2020-11-18;"Okres Levoča";10;75;85
2020-11-18;"Okres Liptovský Mikuláš";34;90;124
2020-11-18;"Okres Lučenec";16;50;66
2020-11-18;"Okres Malacky";31;43;74
2020-11-18;"Okres Martin";103;197;300
2020-11-18;"Okres Medzilaborce";1;4;5
2020-11-18;"Okres Michalovce";2;16;18
2020-11-18;"Okres Myjava";6;41;47
2020-11-18;"Okres Námestovo";5;22;27
2020-11-18;"Okres Nitra";5;62;67
2020-11-18;"Okres Nové Mesto nad Váhom";22;60;82
2020-11-18;"Okres Nové Zámky";82;151;233
2020-11-18;"Okres Partizánske";12;23;35
2020-11-18;"Okres Pezinok";6;38;44
2020-11-18;"Okres Piešťany";29;81;110
2020-11-18;"Okres Poltár";5;33;38
2020-11-18;"Okres Poprad";26;73;99
2020-11-18;"Okres Považská Bystrica";46;100;146
2020-11-18;"Okres Prešov";123;229;352
2020-11-18;"Okres Prievidza";13;29;42
2020-11-18;"Okres Púchov";26;58;84
2020-11-18;"Okres Revúca";2;17;19
2020-11-18;"Okres Rimavská Sobota";40;176;216
2020-11-18;"Okres Rožňava";0;11;11
2020-11-18;"Okres Ružomberok";31;112;143
2020-11-18;"Okres Sabinov";76;98;174
2020-11-18;"Okres Senec";13;81;94
2020-11-18;"Okres Senica";16;30;46
2020-11-18;"Okres Skalica";59;51;110
2020-11-18;"Okres Snina";5;12;17
2020-11-18;"Okres Sobrance";0;1;1
2020-11-18;"Okres Spišská Nová Ves";46;123;169
2020-11-18;"Okres Stará Ľubovňa";4;14;18
2020-11-18;"Okres Stropkov";15;1;16
2020-11-18;"Okres Svidník";4;15;19
2020-11-18;"Okres Šaľa";19;40;59
2020-11-18;"Okres Topoľčany";20;63;83
2020-11-18;"Okres Trebišov";14;37;51
2020-11-18;"Okres Trenčín";83;243;326
2020-11-18;"Okres Trnava";33;222;255
2020-11-18;"Okres Turčianske Teplice";3;16;19
2020-11-18;"Okres Tvrdošín";2;14;16
2020-11-18;"Okres Veľký Krtíš";5;19;24
2020-11-18;"Okres Vranov nad Topľou";45;76;121
2020-11-18;"Okres Zlaté Moravce";7;57;64
2020-11-18;"Okres Zvolen";30;118;148
2020-11-18;"Okres Žarnovica";3;16;19
2020-11-18;"Okres Žiar nad Hronom";6;32;38
2020-11-18;"Okres Žilina";62;110;172
2020-11-18;"Zahraničie";0;1;1
2020-11-18;NA;36;141;177
2020-11-17;"Neznáme";132;540;672
2020-11-17;"Okres Bánovce nad Bebravou";19;35;54
2020-11-17;"Okres Banská Bystrica";18;71;89
2020-11-17;"Okres Banská Štiavnica";0;5;5
2020-11-17;"Okres Bardejov";41;88;129
2020-11-17;"Okres Bratislava I";7;45;52
2020-11-17;"Okres Bratislava II";26;86;112
2020-11-17;"Okres Bratislava III";6;48;54
2020-11-17;"Okres Bratislava IV";15;82;97
2020-11-17;"Okres Bratislava V";19;76;95
2020-11-17;"Okres Brezno";17;26;43
2020-11-17;"Okres Bytča";2;8;10
2020-11-17;"Okres Čadca";68;82;150
2020-11-17;"Okres Detva";5;10;15
2020-11-17;"Okres Dolný Kubín";10;14;24
2020-11-17;"Okres Dunajská Streda";103;337;440
2020-11-17;"Okres Galanta";5;58;63
2020-11-17;"Okres Gelnica";6;17;23
2020-11-17;"Okres Hlohovec";2;9;11
2020-11-17;"Okres Humenné";26;53;79
2020-11-17;"Okres Ilava";22;75;97
2020-11-17;"Okres Kežmarok";22;40;62
2020-11-17;"Okres Komárno";39;76;115
2020-11-17;"Okres Košice - okolie";13;61;74
2020-11-17;"Okres Košice I";0;7;7
2020-11-17;"Okres Košice II";1;12;13
2020-11-17;"Okres Košice III";0;2;2
2020-11-17;"Okres Košice IV";0;6;6
2020-11-17;"Okres Krupina";1;9;10
2020-11-17;"Okres Kysucké Nové Mesto";13;13;26
2020-11-17;"Okres Levice";9;93;102
2020-11-17;"Okres Levoča";13;35;48
2020-11-17;"Okres Liptovský Mikuláš";0;25;25
2020-11-17;"Okres Lučenec";2;7;9
2020-11-17;"Okres Malacky";3;39;42
2020-11-17;"Okres Martin";6;11;17
2020-11-17;"Okres Medzilaborce";2;6;8
2020-11-17;"Okres Michalovce";15;74;89
2020-11-17;"Okres Myjava";2;11;13
2020-11-17;"Okres Námestovo";9;17;26
2020-11-17;"Okres Nitra";35;141;176
2020-11-17;"Okres Nové Mesto nad Váhom";20;76;96
2020-11-17;"Okres Nové Zámky";28;55;83
2020-11-17;"Okres Partizánske";14;34;48
2020-11-17;"Okres Pezinok";10;47;57
2020-11-17;"Okres Piešťany";4;16;20
2020-11-17;"Okres Poltár";0;5;5
2020-11-17;"Okres Poprad";63;199;262
2020-11-17;"Okres Považská Bystrica";44;74;118
2020-11-17;"Okres Prešov";41;143;184
2020-11-17;"Okres Prievidza";16;78;94
2020-11-17;"Okres Púchov";29;62;91
2020-11-17;"Okres Revúca";2;25;27
2020-11-17;"Okres Rimavská Sobota";4;20;24
2020-11-17;"Okres Rožňava";9;55;64
2020-11-17;"Okres Ružomberok";14;28;42
2020-11-17;"Okres Sabinov";14;33;47
2020-11-17;"Okres Senec";18;67;85
2020-11-17;"Okres Senica";2;8;10
2020-11-17;"Okres Skalica";0;1;1
2020-11-17;"Okres Snina";51;76;127
2020-11-17;"Okres Sobrance";2;15;17
2020-11-17;"Okres Spišská Nová Ves";29;98;127
2020-11-17;"Okres Stará Ľubovňa";31;113;144
2020-11-17;"Okres Stropkov";44;87;131
2020-11-17;"Okres Svidník";16;35;51
2020-11-17;"Okres Šaľa";10;35;45
2020-11-17;"Okres Topoľčany";4;32;36
2020-11-17;"Okres Trebišov";40;99;139
2020-11-17;"Okres Trenčín";58;97;155
2020-11-17;"Okres Trnava";5;41;46
2020-11-17;"Okres Turčianske Teplice";0;2;2
2020-11-17;"Okres Tvrdošín";2;4;6
2020-11-17;"Okres Veľký Krtíš";1;7;8
2020-11-17;"Okres Vranov nad Topľou";3;33;36
2020-11-17;"Okres Zlaté Moravce";1;14;15
2020-11-17;"Okres Zvolen";2;38;40
2020-11-17;"Okres Žarnovica";2;18;20
2020-11-17;"Okres Žiar nad Hronom";2;16;18
2020-11-17;"Okres Žilina";4;17;21
2020-11-17;NA;38;186;224
2020-11-16;"Neznáme";191;1059;1250
2020-11-16;"Okres Bánovce nad Bebravou";12;25;37
2020-11-16;"Okres Banská Bystrica";43;134;177
2020-11-16;"Okres Banská Štiavnica";1;16;17
2020-11-16;"Okres Bardejov";4;39;43
2020-11-16;"Okres Bratislava I";7;81;88
2020-11-16;"Okres Bratislava II";16;139;155
2020-11-16;"Okres Bratislava III";6;101;107
2020-11-16;"Okres Bratislava IV";5;93;98
2020-11-16;"Okres Bratislava V";9;116;125
2020-11-16;"Okres Brezno";18;44;62
2020-11-16;"Okres Bytča";11;33;44
2020-11-16;"Okres Čadca";21;79;100
2020-11-16;"Okres Detva";14;78;92
2020-11-16;"Okres Dolný Kubín";0;5;5
2020-11-16;"Okres Dunajská Streda";10;55;65
2020-11-16;"Okres Galanta";23;83;106
2020-11-16;"Okres Gelnica";4;21;25
2020-11-16;"Okres Hlohovec";23;41;64
2020-11-16;"Okres Humenné";3;33;36
2020-11-16;"Okres Ilava";7;47;54
2020-11-16;"Okres Kežmarok";22;98;120
2020-11-16;"Okres Komárno";29;81;110
2020-11-16;"Okres Košice - okolie";25;121;146
2020-11-16;"Okres Košice I";2;15;17
2020-11-16;"Okres Košice II";9;25;34
2020-11-16;"Okres Košice III";0;7;7
2020-11-16;"Okres Košice IV";2;8;10
2020-11-16;"Okres Krupina";3;32;35
2020-11-16;"Okres Kysucké Nové Mesto";23;117;140
2020-11-16;"Okres Levice";10;47;57
2020-11-16;"Okres Levoča";14;41;55
2020-11-16;"Okres Liptovský Mikuláš";68;105;173
2020-11-16;"Okres Lučenec";22;72;94
2020-11-16;"Okres Malacky";5;39;44
2020-11-16;"Okres Martin";18;53;71
2020-11-16;"Okres Medzilaborce";0;9;9
2020-11-16;"Okres Michalovce";16;71;87
2020-11-16;"Okres Myjava";44;117;161
2020-11-16;"Okres Námestovo";5;25;30
2020-11-16;"Okres Nitra";8;76;84
2020-11-16;"Okres Nové Mesto nad Váhom";9;64;73
2020-11-16;"Okres Nové Zámky";13;80;93
2020-11-16;"Okres Partizánske";8;9;17
2020-11-16;"Okres Pezinok";3;64;67
2020-11-16;"Okres Piešťany";18;82;100
2020-11-16;"Okres Poltár";4;9;13
2020-11-16;"Okres Poprad";24;74;98
2020-11-16;"Okres Považská Bystrica";27;68;95
2020-11-16;"Okres Prešov";111;321;432
2020-11-16;"Okres Prievidza";50;163;213
2020-11-16;"Okres Púchov";21;14;35
2020-11-16;"Okres Revúca";1;14;15
2020-11-16;"Okres Rimavská Sobota";4;24;28
2020-11-16;"Okres Rožňava";3;19;22
2020-11-16;"Okres Ružomberok";12;50;62
2020-11-16;"Okres Sabinov";39;103;142
2020-11-16;"Okres Senec";21;118;139
2020-11-16;"Okres Senica";9;39;48
2020-11-16;"Okres Skalica";9;28;37
2020-11-16;"Okres Snina";0;15;15
2020-11-16;"Okres Sobrance";3;15;18
2020-11-16;"Okres Spišská Nová Ves";13;76;89
2020-11-16;"Okres Stará Ľubovňa";6;41;47
2020-11-16;"Okres Stropkov";5;44;49
2020-11-16;"Okres Svidník";13;72;85
2020-11-16;"Okres Šaľa";7;27;34
2020-11-16;"Okres Topoľčany";27;41;68
2020-11-16;"Okres Trebišov";19;69;88
2020-11-16;"Okres Trenčín";46;167;213
2020-11-16;"Okres Trnava";70;217;287
2020-11-16;"Okres Turčianske Teplice";1;4;5
2020-11-16;"Okres Tvrdošín";11;39;50
2020-11-16;"Okres Veľký Krtíš";1;14;15
2020-11-16;"Okres Vranov nad Topľou";16;39;55
2020-11-16;"Okres Zlaté Moravce";1;18;19
2020-11-16;"Okres Zvolen";12;83;95
2020-11-16;"Okres Žarnovica";0;8;8
2020-11-16;"Okres Žiar nad Hronom";9;56;65
2020-11-16;"Okres Žilina";53;206;259
2020-11-16;NA;28;216;244
2020-11-15;"Neznáme";9;91;100
2020-11-15;"Okres Bánovce nad Bebravou";1;16;17
2020-11-15;"Okres Banská Bystrica";21;53;74
2020-11-15;"Okres Bardejov";3;3;6
2020-11-15;"Okres Bratislava I";5;41;46
2020-11-15;"Okres Bratislava II";9;76;85
2020-11-15;"Okres Bratislava III";5;58;63
2020-11-15;"Okres Bratislava IV";7;68;75
2020-11-15;"Okres Bratislava V";10;69;79
2020-11-15;"Okres Brezno";7;17;24
2020-11-15;"Okres Bytča";0;4;4
2020-11-15;"Okres Čadca";33;77;110
2020-11-15;"Okres Detva";8;7;15
2020-11-15;"Okres Dolný Kubín";0;3;3
2020-11-15;"Okres Dunajská Streda";21;76;97
2020-11-15;"Okres Galanta";4;14;18
2020-11-15;"Okres Gelnica";1;2;3
2020-11-15;"Okres Hlohovec";0;5;5
2020-11-15;"Okres Humenné";10;12;22
2020-11-15;"Okres Ilava";38;136;174
2020-11-15;"Okres Kežmarok";1;20;21
2020-11-15;"Okres Komárno";6;16;22
2020-11-15;"Okres Košice - okolie";1;10;11
2020-11-15;"Okres Košice II";0;1;1
2020-11-15;"Okres Košice IV";0;1;1
2020-11-15;"Okres Krupina";1;22;23
2020-11-15;"Okres Kysucké Nové Mesto";5;5;10
2020-11-15;"Okres Levice";3;25;28
2020-11-15;"Okres Levoča";1;11;12
2020-11-15;"Okres Liptovský Mikuláš";2;16;18
2020-11-15;"Okres Lučenec";0;4;4
2020-11-15;"Okres Malacky";2;27;29
2020-11-15;"Okres Martin";16;110;126
2020-11-15;"Okres Medzilaborce";0;1;1
2020-11-15;"Okres Michalovce";1;6;7
2020-11-15;"Okres Námestovo";1;12;13
2020-11-15;"Okres Nitra";1;4;5
2020-11-15;"Okres Nové Mesto nad Váhom";8;6;14
2020-11-15;"Okres Nové Zámky";11;26;37
2020-11-15;"Okres Partizánske";6;8;14
2020-11-15;"Okres Pezinok";5;24;29
2020-11-15;"Okres Piešťany";2;8;10
2020-11-15;"Okres Poltár";0;1;1
2020-11-15;"Okres Poprad";10;40;50
2020-11-15;"Okres Považská Bystrica";3;3;6
2020-11-15;"Okres Prešov";13;34;47
2020-11-15;"Okres Prievidza";11;90;101
2020-11-15;"Okres Púchov";3;14;17
2020-11-15;"Okres Rimavská Sobota";0;1;1
2020-11-15;"Okres Rožňava";0;4;4
2020-11-15;"Okres Ružomberok";5;18;23
2020-11-15;"Okres Sabinov";1;26;27
2020-11-15;"Okres Senec";8;66;74
2020-11-15;"Okres Senica";0;6;6
2020-11-15;"Okres Skalica";1;2;3
2020-11-15;"Okres Snina";6;3;9
2020-11-15;"Okres Sobrance";1;3;4
2020-11-15;"Okres Spišská Nová Ves";4;37;41
2020-11-15;"Okres Stará Ľubovňa";3;22;25
2020-11-15;"Okres Stropkov";4;3;7
2020-11-15;"Okres Svidník";2;9;11
2020-11-15;"Okres Šaľa";3;5;8
2020-11-15;"Okres Topoľčany";7;6;13
2020-11-15;"Okres Trebišov";1;9;10
2020-11-15;"Okres Trenčín";45;130;175
2020-11-15;"Okres Trnava";3;14;17
2020-11-15;"Okres Turčianske Teplice";1;4;5
2020-11-15;"Okres Tvrdošín";0;10;10
2020-11-15;"Okres Veľký Krtíš";0;8;8
2020-11-15;"Okres Vranov nad Topľou";137;73;210
2020-11-15;"Okres Zlaté Moravce";1;7;8
2020-11-15;"Okres Zvolen";21;31;52
2020-11-15;"Okres Žiar nad Hronom";1;5;6
2020-11-15;"Okres Žilina";4;19;23
2020-11-15;NA;7;34;41
2020-11-14;"Neznáme";118;568;686
2020-11-14;"Okres Bánovce nad Bebravou";10;26;36
2020-11-14;"Okres Banská Bystrica";28;76;104
2020-11-14;"Okres Banská Štiavnica";1;11;12
2020-11-14;"Okres Bardejov";27;75;102
2020-11-14;"Okres Bratislava I";7;67;74
2020-11-14;"Okres Bratislava II";7;114;121
2020-11-14;"Okres Bratislava III";5;95;100
2020-11-14;"Okres Bratislava IV";7;88;95
2020-11-14;"Okres Bratislava V";11;97;108
2020-11-14;"Okres Brezno";21;16;37
2020-11-14;"Okres Bytča";16;14;30
2020-11-14;"Okres Čadca";20;41;61
2020-11-14;"Okres Detva";2;14;16
2020-11-14;"Okres Dolný Kubín";0;3;3
2020-11-14;"Okres Dunajská Streda";54;121;175
2020-11-14;"Okres Galanta";8;45;53
2020-11-14;"Okres Gelnica";39;62;101
2020-11-14;"Okres Hlohovec";13;28;41
2020-11-14;"Okres Humenné";3;20;23
2020-11-14;"Okres Ilava";21;79;100
2020-11-14;"Okres Kežmarok";42;106;148
2020-11-14;"Okres Komárno";19;49;68
2020-11-14;"Okres Košice - okolie";13;75;88
2020-11-14;"Okres Košice I";4;15;19
2020-11-14;"Okres Košice II";6;13;19
2020-11-14;"Okres Košice III";3;10;13
2020-11-14;"Okres Košice IV";2;13;15
2020-11-14;"Okres Krupina";1;28;29
2020-11-14;"Okres Kysucké Nové Mesto";13;10;23
2020-11-14;"Okres Levice";14;66;80
2020-11-14;"Okres Levoča";31;39;70
2020-11-14;"Okres Liptovský Mikuláš";43;53;96
2020-11-14;"Okres Lučenec";2;8;10
2020-11-14;"Okres Malacky";3;48;51
2020-11-14;"Okres Martin";60;85;145
2020-11-14;"Okres Medzilaborce";0;10;10
2020-11-14;"Okres Michalovce";29;128;157
2020-11-14;"Okres Myjava";0;7;7
2020-11-14;"Okres Námestovo";2;71;73
2020-11-14;"Okres Nitra";7;89;96
2020-11-14;"Okres Nové Mesto nad Váhom";17;54;71
2020-11-14;"Okres Nové Zámky";10;44;54
2020-11-14;"Okres Partizánske";21;33;54
2020-11-14;"Okres Pezinok";5;31;36
2020-11-14;"Okres Piešťany";2;19;21
2020-11-14;"Okres Poltár";1;1;2
2020-11-14;"Okres Poprad";39;180;219
2020-11-14;"Okres Považská Bystrica";48;67;115
2020-11-14;"Okres Prešov";22;125;147
2020-11-14;"Okres Prievidza";33;100;133
2020-11-14;"Okres Púchov";31;45;76
2020-11-14;"Okres Revúca";3;7;10
2020-11-14;"Okres Rimavská Sobota";3;20;23
2020-11-14;"Okres Rožňava";14;39;53
2020-11-14;"Okres Ružomberok";2;24;26
2020-11-14;"Okres Sabinov";21;51;72
2020-11-14;"Okres Senec";9;82;91
2020-11-14;"Okres Senica";2;7;9
2020-11-14;"Okres Skalica";0;7;7
2020-11-14;"Okres Snina";1;11;12
2020-11-14;"Okres Sobrance";9;17;26
2020-11-14;"Okres Spišská Nová Ves";39;171;210
2020-11-14;"Okres Stará Ľubovňa";42;188;230
2020-11-14;"Okres Stropkov";11;46;57
2020-11-14;"Okres Svidník";16;48;64
2020-11-14;"Okres Šaľa";4;6;10
2020-11-14;"Okres Topoľčany";18;24;42
2020-11-14;"Okres Trebišov";50;77;127
2020-11-14;"Okres Trenčín";10;44;54
2020-11-14;"Okres Trnava";21;87;108
2020-11-14;"Okres Turčianske Teplice";3;10;13
2020-11-14;"Okres Tvrdošín";4;10;14
2020-11-14;"Okres Veľký Krtíš";0;6;6
2020-11-14;"Okres Vranov nad Topľou";14;54;68
2020-11-14;"Okres Zlaté Moravce";1;9;10
2020-11-14;"Okres Zvolen";28;24;52
2020-11-14;"Okres Žarnovica";3;18;21
