"date";"Region";"newcases";"positive"
2020-09-23;"Trenčiansky kraj";32;1076
2020-09-22;"Trenčiansky kraj";26;1044
2020-09-21;"Trenčiansky kraj";23;1018
2020-09-20;"Trenčiansky kraj";21;995
2020-09-19;"Trenčiansky kraj";20;974
2020-09-18;"Trenčiansky kraj";41;954
2020-09-17;"Trenčiansky kraj";20;913
2020-09-16;"Trenčiansky kraj";14;893
2020-09-15;"Trenčiansky kraj";8;879
2020-09-14;"Trenčiansky kraj";5;871
2020-09-13;"Trenčiansky kraj";12;866
2020-09-12;"Trenčiansky kraj";2;854
2020-09-11;"Trenčiansky kraj";27;852
2020-09-10;"Trenčiansky kraj";15;825
2020-09-09;"Trenčiansky kraj";11;810
2020-09-08;"Trenčiansky kraj";12;799
2020-09-07;"Trenčiansky kraj";6;787
2020-09-06;"Trenčiansky kraj";1;781
2020-09-05;"Trenčiansky kraj";3;780
2020-09-04;"Trenčiansky kraj";9;777
2020-09-03;"Trenčiansky kraj";10;768
2021-01-21;"Trnavský kraj";649;42070
2021-01-20;"Trnavský kraj";777;41421
2021-01-19;"Trnavský kraj";761;40644
2021-01-18;"Trnavský kraj";714;39883
2021-01-17;"Trnavský kraj";343;39169
2021-01-16;"Trnavský kraj";122;38826
2021-01-15;"Trnavský kraj";614;38704
2021-01-14;"Trnavský kraj";841;38090
2021-01-13;"Trnavský kraj";822;37249
2021-01-12;"Trnavský kraj";952;36427
2021-01-11;"Trnavský kraj";746;35475
2021-01-10;"Trnavský kraj";71;34729
2021-01-09;"Trnavský kraj";540;34658
2021-01-08;"Trnavský kraj";860;34118
2021-01-07;"Trnavský kraj";837;33258
2021-01-06;"Trnavský kraj";311;32421
2021-01-05;"Trnavský kraj";1316;32110
2021-01-04;"Trnavský kraj";991;30794
2021-01-03;"Trnavský kraj";67;29803
2021-01-02;"Trnavský kraj";312;29736
2021-01-01;"Trnavský kraj";216;29424
2020-12-31;"Trnavský kraj";1354;29208
2020-12-30;"Trnavský kraj";1347;27854
2020-12-29;"Trnavský kraj";915;26507
2020-12-28;"Trnavský kraj";828;25592
2020-12-27;"Trnavský kraj";31;24764
2020-12-26;"Trnavský kraj";149;24733
2020-12-25;"Trnavský kraj";70;24584
2020-12-24;"Trnavský kraj";450;24514
2020-12-23;"Trnavský kraj";585;24064
2020-12-22;"Trnavský kraj";802;23479
2020-12-21;"Trnavský kraj";784;22677
2020-12-20;"Trnavský kraj";146;21893
2020-12-19;"Trnavský kraj";287;21747
2020-12-18;"Trnavský kraj";719;21460
2020-12-17;"Trnavský kraj";782;20741
2020-12-16;"Trnavský kraj";717;19959
2020-12-15;"Trnavský kraj";1124;19242
2020-12-14;"Trnavský kraj";417;18118
2020-12-13;"Trnavský kraj";7;17701
2020-12-12;"Trnavský kraj";368;17694
2020-12-11;"Trnavský kraj";646;17326
2020-12-10;"Trnavský kraj";503;16680
2020-12-09;"Trnavský kraj";841;16177
2020-12-08;"Trnavský kraj";585;15336
2020-12-07;"Trnavský kraj";377;14751
2020-12-06;"Trnavský kraj";46;14374
2020-12-05;"Trnavský kraj";170;14328
2020-12-04;"Trnavský kraj";400;14158
2020-12-03;"Trnavský kraj";449;13758
2020-12-02;"Trnavský kraj";486;13309
2020-12-01;"Trnavský kraj";488;12823
2020-11-30;"Trnavský kraj";386;12335
2020-11-29;"Trnavský kraj";51;11949
2020-11-28;"Trnavský kraj";160;11898
2020-11-27;"Trnavský kraj";231;11738
2020-11-26;"Trnavský kraj";293;11507
2020-11-25;"Trnavský kraj";304;11214
2020-11-24;"Trnavský kraj";386;10910
2020-11-23;"Trnavský kraj";367;10524
2020-11-22;"Trnavský kraj";13;10157
2020-11-21;"Trnavský kraj";152;10144
2020-11-20;"Trnavský kraj";307;9992
2020-11-19;"Trnavský kraj";215;9685
2020-11-18;"Trnavský kraj";310;9470
2020-11-17;"Trnavský kraj";201;9160
2020-11-16;"Trnavský kraj";219;8959
2020-11-15;"Trnavský kraj";27;8740
2020-11-14;"Trnavský kraj";96;8713
2020-11-13;"Trnavský kraj";240;8617
2020-11-12;"Trnavský kraj";180;8377
2020-11-11;"Trnavský kraj";272;8197
2020-11-10;"Trnavský kraj";219;7925
2020-11-09;"Trnavský kraj";219;7706
2020-11-08;"Trnavský kraj";59;7487
2020-11-07;"Trnavský kraj";281;7428
2020-11-06;"Trnavský kraj";279;7147
2020-11-05;"Trnavský kraj";177;6868
2020-11-04;"Trnavský kraj";198;6691
2020-11-03;"Trnavský kraj";325;6493
2020-11-02;"Trnavský kraj";312;6168
2020-11-01;"Trnavský kraj";114;5856
2020-10-31;"Trnavský kraj";300;5742
2020-10-30;"Trnavský kraj";225;5442
2020-10-29;"Trnavský kraj";289;5217
2020-10-28;"Trnavský kraj";335;4928
2020-10-27;"Trnavský kraj";235;4593
2020-10-26;"Trnavský kraj";155;4358
2020-10-25;"Trnavský kraj";96;4203
2020-10-24;"Trnavský kraj";160;4107
2020-10-23;"Trnavský kraj";205;3947
2020-10-22;"Trnavský kraj";197;3742
2020-10-21;"Trnavský kraj";137;3545
2020-10-20;"Trnavský kraj";205;3408
2020-10-19;"Trnavský kraj";67;3203
2020-10-18;"Trnavský kraj";84;3136
2020-10-17;"Trnavský kraj";123;3052
2020-10-16;"Trnavský kraj";88;2929
2020-10-15;"Trnavský kraj";157;2841
2020-10-14;"Trnavský kraj";239;2684
2020-10-13;"Trnavský kraj";140;2445
2020-10-12;"Trnavský kraj";34;2305
2020-10-11;"Trnavský kraj";31;2271
2020-10-10;"Trnavský kraj";128;2240
2020-10-09;"Trnavský kraj";156;2112
2020-10-08;"Trnavský kraj";153;1956
2020-10-07;"Trnavský kraj";80;1803
2020-10-06;"Trnavský kraj";112;1723
2020-10-05;"Trnavský kraj";33;1611
2020-10-04;"Trnavský kraj";44;1578
2020-10-03;"Trnavský kraj";60;1534
2020-10-02;"Trnavský kraj";41;1474
2020-10-01;"Trnavský kraj";53;1433
2020-09-30;"Trnavský kraj";91;1380
2020-09-29;"Trnavský kraj";40;1289
2020-09-28;"Trnavský kraj";69;1249
2020-09-27;"Trnavský kraj";30;1180
2020-09-26;"Trnavský kraj";46;1150
2020-09-25;"Trnavský kraj";32;1104
2020-09-24;"Trnavský kraj";42;1072
2020-09-23;"Trnavský kraj";43;1030
2020-09-22;"Trnavský kraj";55;987
2020-09-21;"Trnavský kraj";41;932
2020-09-20;"Trnavský kraj";17;891
2020-09-19;"Trnavský kraj";4;874
2020-09-18;"Trnavský kraj";33;870
2020-09-17;"Trnavský kraj";42;837
2020-09-16;"Trnavský kraj";49;795
2020-09-15;"Trnavský kraj";5;746
2020-09-14;"Trnavský kraj";26;741
2020-09-13;"Trnavský kraj";9;715
2020-09-12;"Trnavský kraj";12;706
2020-09-11;"Trnavský kraj";16;694
2020-09-10;"Trnavský kraj";32;678
2020-09-09;"Trnavský kraj";14;646
2020-09-08;"Trnavský kraj";11;632
2020-09-07;"Trnavský kraj";7;621
2020-09-06;"Trnavský kraj";5;614
2020-09-05;"Trnavský kraj";7;609
2020-09-04;"Trnavský kraj";16;602
2020-09-03;"Trnavský kraj";8;586
2021-01-21;"Žilinský kraj";278;56317
2021-01-20;"Žilinský kraj";399;56039
2021-01-19;"Žilinský kraj";632;55640
2021-01-18;"Žilinský kraj";676;55008
2021-01-17;"Žilinský kraj";97;54332
2021-01-16;"Žilinský kraj";22;54235
2021-01-15;"Žilinský kraj";453;54213
2021-01-14;"Žilinský kraj";415;53760
2021-01-13;"Žilinský kraj";816;53345
2021-01-12;"Žilinský kraj";813;52529
2021-01-11;"Žilinský kraj";848;51716
2021-01-10;"Žilinský kraj";45;50868
2021-01-09;"Žilinský kraj";298;50823
2021-01-08;"Žilinský kraj";2231;50525
2021-01-07;"Žilinský kraj";1107;48294
2021-01-06;"Žilinský kraj";234;47187
2021-01-05;"Žilinský kraj";1601;46953
2021-01-04;"Žilinský kraj";1469;45352
2021-01-03;"Žilinský kraj";17;43883
2021-01-02;"Žilinský kraj";165;43866
2021-01-01;"Žilinský kraj";154;43701
2020-12-31;"Žilinský kraj";1213;43547
2020-12-30;"Žilinský kraj";1939;42334
2020-12-29;"Žilinský kraj";1367;40395
2020-12-28;"Žilinský kraj";1393;39028
2020-12-27;"Žilinský kraj";120;37635
2020-12-26;"Žilinský kraj";149;37515
2020-12-25;"Žilinský kraj";76;37366
2020-12-24;"Žilinský kraj";718;37290
2020-12-23;"Žilinský kraj";1277;36572
2020-12-22;"Žilinský kraj";1542;35295
2020-12-21;"Žilinský kraj";1551;33753
2020-12-20;"Žilinský kraj";109;32202
2020-12-19;"Žilinský kraj";352;32093
2020-12-18;"Žilinský kraj";735;31741
2020-12-17;"Žilinský kraj";781;31006
2020-12-16;"Žilinský kraj";638;30225
2020-12-15;"Žilinský kraj";946;29587
2020-12-14;"Žilinský kraj";740;28641
2020-12-13;"Žilinský kraj";90;27901
2020-12-12;"Žilinský kraj";148;27811
2020-12-11;"Žilinský kraj";773;27663
2020-12-10;"Žilinský kraj";1143;26890
2020-12-09;"Žilinský kraj";556;25747
2020-12-08;"Žilinský kraj";519;25191
2020-12-07;"Žilinský kraj";469;24672
2020-12-06;"Žilinský kraj";19;24203
2020-12-05;"Žilinský kraj";143;24184
2020-12-04;"Žilinský kraj";348;24041
2020-12-03;"Žilinský kraj";356;23693
2020-12-02;"Žilinský kraj";263;23337
2020-12-01;"Žilinský kraj";518;23074
2020-11-30;"Žilinský kraj";493;22556
2020-11-29;"Žilinský kraj";25;22063
2020-11-28;"Žilinský kraj";114;22038
2020-11-27;"Žilinský kraj";264;21924
2020-11-26;"Žilinský kraj";246;21660
2020-11-25;"Žilinský kraj";274;21414
2020-11-24;"Žilinský kraj";280;21140
2020-11-23;"Žilinský kraj";214;20860
2020-11-22;"Žilinský kraj";11;20646
2020-11-21;"Žilinský kraj";81;20635
2020-11-20;"Žilinský kraj";296;20554
2020-11-19;"Žilinský kraj";313;20258
2020-11-18;"Žilinský kraj";361;19945
2020-11-17;"Žilinský kraj";138;19584
2020-11-16;"Žilinský kraj";240;19446
2020-11-15;"Žilinský kraj";63;19206
2020-11-14;"Žilinský kraj";200;19143
2020-11-13;"Žilinský kraj";190;18943
2020-11-12;"Žilinský kraj";336;18753
2020-11-11;"Žilinský kraj";499;18417
2020-11-10;"Žilinský kraj";383;17918
2020-11-09;"Žilinský kraj";173;17535
2020-11-08;"Žilinský kraj";94;17362
2020-11-07;"Žilinský kraj";400;17268
2020-11-06;"Žilinský kraj";541;16868
2020-11-05;"Žilinský kraj";477;16327
2020-11-04;"Žilinský kraj";433;15850
2020-11-03;"Žilinský kraj";704;15417
2020-11-02;"Žilinský kraj";511;14713
2020-11-01;"Žilinský kraj";479;14202
2020-10-31;"Žilinský kraj";865;13723
2020-10-30;"Žilinský kraj";590;12858
2020-10-29;"Žilinský kraj";757;12268
2020-10-28;"Žilinský kraj";646;11511
2020-10-27;"Žilinský kraj";379;10865
2020-10-26;"Žilinský kraj";176;10486
2020-10-25;"Žilinský kraj";436;10310
2020-10-24;"Žilinský kraj";803;9874
2020-10-23;"Žilinský kraj";672;9071
2020-10-22;"Žilinský kraj";528;8399
2020-10-21;"Žilinský kraj";492;7871
2020-10-20;"Žilinský kraj";532;7379
2020-10-19;"Žilinský kraj";82;6847
2020-10-18;"Žilinský kraj";159;6765
2020-10-17;"Žilinský kraj";509;6606
2020-10-16;"Žilinský kraj";612;6097
2020-10-15;"Žilinský kraj";682;5485
2020-10-14;"Žilinský kraj";529;4803
2020-10-13;"Žilinský kraj";407;4274
2020-10-12;"Žilinský kraj";62;3867
2020-10-11;"Žilinský kraj";50;3805
2020-10-10;"Žilinský kraj";213;3755
2020-10-09;"Žilinský kraj";543;3542
2020-10-08;"Žilinský kraj";238;2999
2020-10-07;"Žilinský kraj";168;2761
2020-10-06;"Žilinský kraj";233;2593
2020-10-05;"Žilinský kraj";33;2360
2020-10-04;"Žilinský kraj";35;2327
2020-10-03;"Žilinský kraj";155;2292
2020-10-02;"Žilinský kraj";105;2137
2020-10-01;"Žilinský kraj";147;2032
2020-09-30;"Žilinský kraj";163;1885
2020-09-29;"Žilinský kraj";105;1722
2020-09-28;"Žilinský kraj";34;1617
2020-09-27;"Žilinský kraj";108;1583
2020-09-26;"Žilinský kraj";96;1475
2020-09-25;"Žilinský kraj";69;1379
2020-09-24;"Žilinský kraj";100;1310
2020-09-23;"Žilinský kraj";65;1210
2020-09-22;"Žilinský kraj";65;1145
2020-09-21;"Žilinský kraj";47;1080
2020-09-20;"Žilinský kraj";4;1033
2020-09-19;"Žilinský kraj";6;1029
2020-09-18;"Žilinský kraj";82;1023
2020-09-17;"Žilinský kraj";30;941
2020-09-16;"Žilinský kraj";34;911
2020-09-15;"Žilinský kraj";12;877
2020-09-14;"Žilinský kraj";39;865
2020-09-13;"Žilinský kraj";6;826
2020-09-12;"Žilinský kraj";4;820
2020-09-11;"Žilinský kraj";31;816
2020-09-10;"Žilinský kraj";31;785
2020-09-09;"Žilinský kraj";23;754
2020-09-08;"Žilinský kraj";25;731
2020-09-07;"Žilinský kraj";11;706
2020-09-05;"Žilinský kraj";2;695
2020-09-04;"Žilinský kraj";33;693
2020-09-03;"Žilinský kraj";18;660
2020-09-03;"Slovensko";137;5844
2020-09-04;"Slovensko";226;6070
2020-09-05;"Slovensko";88;5732
2020-09-06;"Slovensko";22;4568
2020-09-07;"Slovensko";91;6271
2020-09-08;"Slovensko";161;6432
2020-09-09;"Slovensko";178;6610
2020-09-10;"Slovensko";186;6796
2020-09-11;"Slovensko";201;6997
2020-09-12;"Slovensko";79;7076
2020-09-13;"Slovensko";48;7124
2020-09-14;"Slovensko";188;7312
2020-09-15;"Slovensko";92;7404
2020-09-16;"Slovensko";161;7565
2020-09-17;"Slovensko";235;7800
2020-09-18;"Slovensko";290;8090
2020-09-19;"Slovensko";131;8221
2020-09-20;"Slovensko";79;7756
2020-09-21;"Slovensko";175;8475
2020-09-22;"Slovensko";338;8813
2020-09-23;"Slovensko";360;9173
2020-09-24;"Slovensko";419;9592
2020-09-25;"Slovensko";552;10144
2020-09-26;"Slovensko";478;10622
2020-09-27;"Slovensko";265;10887
2020-09-28;"Slovensko";231;10431
2020-09-29;"Slovensko";567;11685
2020-09-30;"Slovensko";797;12482
2020-10-01;"Slovensko";679;13161
2020-10-02;"Slovensko";704;13865
2020-10-03;"Slovensko";818;14683
2020-10-04;"Slovensko";353;15036
2020-10-05;"Slovensko";320;15356
2020-10-06;"Slovensko";877;16233
2020-10-07;"Slovensko";1037;17270
2020-10-08;"Slovensko";1184;18454
2020-10-09;"Slovensko";1887;20341
2020-10-10;"Slovensko";1054;21395
2020-10-11;"Slovensko";504;21899
2020-10-12;"Slovensko";567;22466
2020-10-13;"Slovensko";1494;23960
2020-10-14;"Slovensko";1960;25920
2020-10-15;"Slovensko";2111;28031
2020-10-16;"Slovensko";1995;30026
2020-10-17;"Slovensko";1567;31593
2020-10-18;"Slovensko";860;32453
2020-10-19;"Slovensko";773;33226
2020-10-20;"Slovensko";2240;35466
2020-10-21;"Slovensko";1776;37242
2020-10-22;"Slovensko";2722;39964
2020-10-23;"Slovensko";3009;42973
2020-10-24;"Slovensko";3106;46079
2020-10-25;"Slovensko";1350;47429
2020-10-26;"Slovensko";1125;48554
2020-10-27;"Slovensko";3120;51674
2020-10-28;"Slovensko";3008;54682
2020-10-29;"Slovensko";3600;58282
2020-10-30;"Slovensko";3034;61316
2020-10-31;"Slovensko";3256;64572
2020-11-01;"Slovensko";2258;66830
2020-11-02;"Slovensko";3053;69883
2020-11-03;"Slovensko";3314;73197
2020-11-04;"Slovensko";2044;75241
2020-11-05;"Slovensko";2494;77735
2020-11-06;"Slovensko";2903;80638
2020-11-07;"Slovensko";2267;82905
2020-11-08;"Slovensko";718;83623
2020-11-09;"Slovensko";2184;85807
2020-11-10;"Slovensko";2194;88001
2020-11-11;"Slovensko";2691;90692
2020-11-12;"Slovensko";2197;92889
2020-11-13;"Slovensko";1929;94818
2020-11-14;"Slovensko";1297;96115
2020-11-15;"Slovensko";533;96648
2020-11-16;"Slovensko";1597;98245
2020-11-17;"Slovensko";1526;99771
2020-11-18;"Slovensko";2083;101854
2020-11-19;"Slovensko";2563;104417
2020-11-20;"Slovensko";2457;106874
2020-11-21;"Slovensko";1281;108155
2020-11-22;"Slovensko";247;108402
2020-11-23;"Slovensko";1863;110265
2020-11-24;"Slovensko";2665;112930
2020-11-25;"Slovensko";2615;115545
2020-11-26;"Slovensko";2627;118172
2020-11-27;"Slovensko";2212;120384
2020-11-28;"Slovensko";1499;121883
2020-11-29;"Slovensko";363;122246
2020-11-30;"Slovensko";2829;125075
2020-12-01;"Slovensko";3709;128784
2020-12-02;"Slovensko";3339;132123
2020-12-03;"Slovensko";3525;135648
2020-12-04;"Slovensko";3278;138926
2020-12-05;"Slovensko";1678;140604
2020-12-06;"Slovensko";677;141281
2020-12-07;"Slovensko";4029;145310
2020-12-08;"Slovensko";5707;151017
2020-12-09;"Slovensko";5530;156547
2020-12-10;"Slovensko";5421;161968
2020-12-11;"Slovensko";6564;168532
2020-12-12;"Slovensko";3214;171746
2020-12-13;"Slovensko";592;172338
2020-12-14;"Slovensko";5441;177779
2020-12-15;"Slovensko";7815;185594
2020-12-16;"Slovensko";6962;192556
2020-12-17;"Slovensko";7950;200506
2020-12-18;"Slovensko";6849;207355
2020-12-19;"Slovensko";3529;210884
2020-12-20;"Slovensko";1699;212583
2020-12-21;"Slovensko";9854;222437
2020-12-22;"Slovensko";9451;231888
2020-12-23;"Slovensko";7608;239496
2020-12-24;"Slovensko";5182;244678
2020-12-25;"Slovensko";1175;245853
2020-12-26;"Slovensko";1045;246898
2020-12-27;"Slovensko";838;247736
2020-12-28;"Slovensko";8713;256449
2020-12-29;"Slovensko";9870;266319
2020-12-30;"Slovensko";11875;278194
2020-12-31;"Slovensko";10249;288443
2021-01-01;"Slovensko";2450;290893
2021-01-02;"Slovensko";1694;292587
2021-01-03;"Slovensko";838;293425
2021-01-04;"Slovensko";10171;303596
2021-01-05;"Slovensko";11282;314878
2021-01-06;"Slovensko";3562;318440
2021-01-07;"Slovensko";6898;325338
2021-01-08;"Slovensko";9473;334811
2021-01-09;"Slovensko";4367;339178
2021-01-10;"Slovensko";2084;341262
2021-01-11;"Slovensko";5956;347218
2021-01-12;"Slovensko";6922;354140
2021-01-13;"Slovensko";6004;360144
2021-01-14;"Slovensko";5007;365151
2021-01-15;"Slovensko";4149;369300
2021-01-16;"Slovensko";1294;370594
2021-01-17;"Slovensko";1843;372437
2021-01-18;"Slovensko";5925;378362
2021-01-19;"Slovensko";5088;383450
2021-01-20;"Slovensko";4667;388117
2021-01-21;"Slovensko";3771;391888
