"Datum";"Region";"PCR_Pos";"Ag_Neg";"Ag_Pos";"Total";"Pocet.potvrdenych";"Potvrdenych";"newcases";"date";"positive"
2020-12-30;"Prešovský kraj";729;8300;715;9015;NA;65134;1444;2020-12-30;46690
2020-12-29;"Prešovský kraj";435;8286;863;9149;NA;65134;1298;2020-12-29;45246
2020-12-28;"Prešovský kraj";393;8292;1020;9312;NA;65134;1413;2020-12-28;43948
2020-12-27;"Prešovský kraj";40;571;39;610;NA;65134;79;2020-12-27;42535
2020-12-26;"Prešovský kraj";64;176;12;188;NA;65134;76;2020-12-26;42456
2020-12-25;"Prešovský kraj";208;273;13;286;NA;65134;221;2020-12-25;42380
2020-12-24;"Prešovský kraj";452;1214;85;1299;NA;65134;537;2020-12-24;42159
2020-12-23;"Prešovský kraj";361;9882;760;10642;NA;65134;1121;2020-12-23;41622
2020-12-22;"Prešovský kraj";439;8805;666;9471;NA;65134;1105;2020-12-22;40501
2020-12-21;"Prešovský kraj";432;9396;820;10216;NA;65134;1252;2020-12-21;39396
2020-12-20;"Prešovský kraj";184;396;20;416;NA;65134;204;2020-12-20;38144
2020-12-19;"Prešovský kraj";276;1658;151;1809;NA;65134;427;2020-12-19;37940
2020-12-18;"Prešovský kraj";396;8850;599;9449;NA;65134;995;2020-12-18;37513
2020-12-17;"Prešovský kraj";427;10826;891;11717;NA;65134;1318;2020-12-17;36518
2020-12-16;"Prešovský kraj";466;6017;508;6525;NA;65134;974;2020-12-16;35200
2020-12-15;"Prešovský kraj";411;5685;584;6269;NA;65134;995;2020-12-15;34226
2020-12-14;"Prešovský kraj";334;5767;508;6275;NA;65134;842;2020-12-14;33231
2020-12-13;"Prešovský kraj";89;29;8;37;NA;65134;97;2020-12-13;32389
2020-12-12;"Prešovský kraj";319;2474;166;2640;NA;65134;485;2020-12-12;32292
2020-12-11;"Prešovský kraj";560;6042;418;6460;NA;65134;978;2020-12-11;31807
2020-12-10;"Prešovský kraj";337;5180;440;5620;NA;65134;777;2020-12-10;30829
2020-12-09;"Prešovský kraj";358;3646;270;3916;NA;65134;628;2020-12-09;30052
2020-12-08;"Prešovský kraj";350;6436;647;7083;NA;65134;997;2020-12-08;29424
2020-12-07;"Prešovský kraj";309;3644;337;3981;NA;65134;646;2020-12-07;28427
2020-12-06;"Prešovský kraj";59;358;26;384;NA;65134;85;2020-12-06;27781
2020-12-05;"Prešovský kraj";218;984;87;1071;NA;65134;305;2020-12-05;27696
2020-12-04;"Prešovský kraj";352;4471;281;4752;NA;65134;633;2020-12-04;27391
2020-12-03;"Prešovský kraj";284;2900;202;3102;NA;65134;486;2020-12-03;26758
2020-12-02;"Prešovský kraj";232;3361;235;3596;NA;65134;467;2020-12-02;26272
2020-12-01;"Prešovský kraj";281;2341;213;2554;NA;65134;494;2020-12-01;25805
2020-11-30;"Prešovský kraj";196;5821;110;5931;NA;65134;306;2020-11-30;25311
2020-11-29;"Prešovský kraj";27;379;42;421;NA;65134;69;2020-11-29;25005
2020-11-28;"Prešovský kraj";199;682;62;744;NA;65134;261;2020-11-28;24936
2020-11-27;"Prešovský kraj";232;2135;119;2254;NA;65134;351;2020-11-27;24675
2020-11-26;"Prešovský kraj";263;2787;312;3099;NA;65134;575;2020-11-26;24324
2020-11-25;"Prešovský kraj";302;1642;78;1720;NA;65134;380;2020-11-25;23749
2020-11-24;"Prešovský kraj";365;1662;140;1802;NA;65134;505;2020-11-24;23369
2020-11-23;"Prešovský kraj";164;842;42;884;NA;65134;206;2020-11-23;22864
2020-11-22;"Prešovský kraj";46;30;1;31;NA;65134;47;2020-11-22;22658
2020-11-21;"Prešovský kraj";205;689;57;746;NA;65134;262;2020-11-21;22611
2020-11-20;"Prešovský kraj";363;2063;98;2161;NA;65134;461;2020-11-20;22349
2020-11-19;"Prešovský kraj";359;1973;229;2202;NA;65134;588;2020-11-19;21888
2020-11-18;"Prešovský kraj";270;373;32;405;NA;65134;302;2020-11-18;21300
2020-11-17;"Prešovský kraj";347;151;17;168;NA;65134;364;2020-11-17;20998
2020-11-16;"Prešovský kraj";226;382;51;433;NA;65134;277;2020-11-16;20634
2020-11-15;"Prešovský kraj";186;39;4;43;NA;65134;190;2020-11-15;20357
2020-11-14;"Prešovský kraj";261;54;4;58;NA;65134;265;2020-11-14;20167
2020-11-13;"Prešovský kraj";395;166;8;174;NA;65134;403;2020-11-13;19902
2020-11-12;"Prešovský kraj";397;229;50;279;NA;65134;447;2020-11-12;19499
2020-11-11;"Prešovský kraj";516;161;15;176;NA;65134;531;2020-11-11;19052
2020-11-10;"Prešovský kraj";437;197;9;206;NA;65134;446;2020-11-10;18521
2020-11-09;"Prešovský kraj";190;4106;945;5051;NA;65134;1135;2020-11-09;18075
2020-11-08;"Prešovský kraj";97;2817;32;2849;NA;65134;129;2020-11-08;16940
2020-11-07;"Prešovský kraj";416;8578;81;8659;NA;65134;497;2020-11-07;16811
2020-11-06;"Prešovský kraj";520;4791;76;4867;NA;65134;596;2020-11-06;16314
2020-11-05;"Prešovský kraj";397;180;5;185;NA;65134;402;2020-11-05;15718
2020-11-04;"Prešovský kraj";350;807;8;815;NA;65134;358;2020-11-04;15316
2020-11-03;"Prešovský kraj";565;98;12;110;NA;65134;577;2020-11-03;14958
2020-11-02;"Prešovský kraj";203;4158;1004;5162;NA;65134;1207;2020-11-02;14381
2020-11-01;"Prešovský kraj";386;2906;53;2959;NA;65134;439;2020-11-01;13174
2020-10-31;"Prešovský kraj";315;10497;170;10667;NA;65134;485;2020-10-31;12735
2020-10-30;"Prešovský kraj";552;2949;65;3014;NA;65134;617;2020-10-30;12250
2020-10-29;"Prešovský kraj";594;301;38;339;NA;65134;632;2020-10-29;11633
2020-10-28;"Prešovský kraj";617;291;46;337;NA;65134;663;2020-10-28;11001
2020-10-27;"Prešovský kraj";656;268;34;302;NA;65134;690;2020-10-27;10338
2020-10-26;"Prešovský kraj";137;363;57;420;NA;65134;194;2020-10-26;9648
2020-10-25;"Prešovský kraj";237;346;11;357;NA;65134;248;2020-10-25;9454
2020-10-24;"Prešovský kraj";719;200;12;212;NA;65134;731;2020-10-24;9206
2020-10-23;"Prešovský kraj";750;218;8;226;NA;65134;758;2020-10-23;8475
2020-10-22;"Prešovský kraj";646;396;30;426;NA;65134;676;2020-10-22;7717
2020-10-21;"Prešovský kraj";383;58;8;66;NA;65134;391;2020-10-21;7041
2020-10-20;"Prešovský kraj";493;65;7;72;NA;65134;500;2020-10-20;6650
2020-10-19;"Prešovský kraj";140;235;15;250;NA;65134;155;2020-10-19;6150
2020-10-18;"Prešovský kraj";209;0;0;0;NA;65134;209;2020-10-18;5995
2020-10-17;"Prešovský kraj";342;0;0;0;NA;65134;342;2020-10-17;5786
2020-10-16;"Prešovský kraj";388;57;3;60;NA;65134;391;2020-10-16;5444
2020-10-15;"Prešovský kraj";435;85;18;103;NA;65134;453;2020-10-15;5053
2020-10-14;"Prešovský kraj";451;54;10;64;NA;65134;461;2020-10-14;4600
2020-10-13;"Prešovský kraj";264;50;6;56;NA;65134;270;2020-10-13;4139
2020-10-12;"Prešovský kraj";214;334;35;369;NA;65134;249;2020-10-12;3869
2020-10-11;"Prešovský kraj";127;0;0;0;NA;65134;127;2020-10-11;3620
2020-10-10;"Prešovský kraj";248;0;0;0;NA;65134;248;2020-10-10;3493
2020-10-09;"Prešovský kraj";406;0;0;0;NA;65134;406;2020-10-09;3245
2020-10-08;"Prešovský kraj";245;0;0;0;NA;65134;245;2020-10-08;2839
2020-10-07;"Prešovský kraj";244;0;0;0;NA;65134;244;2020-10-07;2594
2020-10-06;"Prešovský kraj";166;0;0;0;NA;65134;166;2020-10-06;2350
2020-10-05;"Prešovský kraj";84;0;0;0;NA;65134;84;2020-10-05;2184
2020-10-04;"Prešovský kraj";118;0;0;0;NA;65134;118;2020-10-04;2100
2020-10-03;"Prešovský kraj";204;0;0;0;NA;65134;204;2020-10-03;1982
2020-10-02;"Prešovský kraj";149;0;0;0;NA;65134;149;2020-10-02;1778
2020-10-01;"Prešovský kraj";136;0;0;0;NA;65134;136;2020-10-01;1629
2020-09-30;"Prešovský kraj";121;0;0;0;NA;65134;121;2020-09-30;1493
2020-09-29;"Prešovský kraj";156;0;0;0;NA;65134;156;2020-09-29;1372
2020-09-28;"Prešovský kraj";51;0;0;0;NA;65134;51;2020-09-28;1216
2020-09-27;"Prešovský kraj";10;0;0;0;NA;65134;10;2020-09-27;1165
2020-09-26;"Prešovský kraj";72;0;0;0;NA;65134;72;2020-09-26;1155
2020-09-25;"Prešovský kraj";91;0;0;0;NA;65134;91;2020-09-25;1083
2020-09-24;"Prešovský kraj";52;0;0;0;NA;65134;52;2020-09-24;992
2020-09-23;"Prešovský kraj";55;0;0;0;NA;65134;55;2020-09-23;940
2020-09-22;"Prešovský kraj";29;0;0;0;NA;65134;29;2020-09-22;885
2020-09-21;"Prešovský kraj";14;0;0;0;NA;65134;14;2020-09-21;856
2020-09-20;"Prešovský kraj";5;0;0;0;NA;65134;5;2020-09-20;842
2020-09-19;"Prešovský kraj";12;0;0;0;NA;65134;12;2020-09-19;837
2020-09-18;"Prešovský kraj";29;0;0;0;NA;65134;29;2020-09-18;825
2020-09-17;"Prešovský kraj";25;0;0;0;NA;65134;25;2020-09-17;796
2020-09-16;"Prešovský kraj";8;0;0;0;NA;65134;8;2020-09-16;771
2020-09-15;"Prešovský kraj";10;0;0;0;NA;65134;10;2020-09-15;763
2020-09-14;"Prešovský kraj";47;0;0;0;NA;65134;47;2020-09-14;753
2020-09-13;"Prešovský kraj";3;0;0;0;NA;65134;3;2020-09-13;706
2020-09-12;"Prešovský kraj";4;0;0;0;NA;65134;4;2020-09-12;703
2020-09-11;"Prešovský kraj";15;0;0;0;NA;65134;15;2020-09-11;699
2020-09-10;"Prešovský kraj";10;0;0;0;NA;65134;10;2020-09-10;684
2020-09-09;"Prešovský kraj";21;0;0;0;NA;65134;21;2020-09-09;674
2020-09-08;"Prešovský kraj";23;0;0;0;NA;65134;23;2020-09-08;653
2020-09-07;"Prešovský kraj";5;0;0;0;NA;65134;5;2020-09-07;630
2020-09-06;"Prešovský kraj";3;0;0;0;NA;65134;3;2020-09-06;625
2020-09-05;"Prešovský kraj";7;0;0;0;NA;65134;7;2020-09-05;622
2020-09-04;"Prešovský kraj";24;0;0;0;NA;65134;24;2020-09-04;615
2020-09-03;"Prešovský kraj";8;0;0;0;NA;65134;8;2020-09-03;591
2021-01-31;"Trenčiansky kraj";7;12266;88;12354;34004;56868;95;2021-01-31;56868
2021-01-30;"Trenčiansky kraj";228;25370;208;25578;NA;56868;436;2021-01-30;56773
2021-01-29;"Trenčiansky kraj";72;7279;191;7470;NA;56868;263;2021-01-29;56337
2021-01-28;"Trenčiansky kraj";307;3460;158;3618;NA;56868;465;2021-01-28;56074
2021-01-27;"Trenčiansky kraj";166;11735;203;11938;NA;56868;369;2021-01-27;55609
2021-01-26;"Trenčiansky kraj";303;15993;254;16247;NA;56868;557;2021-01-26;55240
2021-01-25;"Trenčiansky kraj";160;35684;394;36078;NA;56868;554;2021-01-25;54683
2021-01-24;"Trenčiansky kraj";51;28005;197;28202;NA;56868;248;2021-01-24;54129
2021-01-23;"Trenčiansky kraj";206;104248;645;104893;NA;56868;851;2021-01-23;53881
2021-01-22;"Trenčiansky kraj";148;13600;171;13771;NA;56868;319;2021-01-22;53030
2021-01-21;"Trenčiansky kraj";143;8292;186;8478;NA;56868;329;2021-01-21;52711
2021-01-20;"Trenčiansky kraj";181;7678;236;7914;NA;56868;417;2021-01-20;52382
2021-01-19;"Trenčiansky kraj";363;6462;275;6737;NA;56868;638;2021-01-19;51965
2021-01-18;"Trenčiansky kraj";72;4484;257;4741;NA;56868;329;2021-01-18;51327
2021-01-17;"Trenčiansky kraj";124;49;10;59;NA;56868;134;2021-01-17;50998
2021-01-16;"Trenčiansky kraj";39;793;62;855;NA;56868;101;2021-01-16;50864
2021-01-15;"Trenčiansky kraj";264;3840;218;4058;NA;56868;482;2021-01-15;50763
2021-01-14;"Trenčiansky kraj";275;3014;153;3167;NA;56868;428;2021-01-14;50281
2021-01-13;"Trenčiansky kraj";222;4004;236;4240;NA;56868;458;2021-01-13;49853
2021-01-12;"Trenčiansky kraj";508;4796;293;5089;NA;56868;801;2021-01-12;49395
2021-01-11;"Trenčiansky kraj";142;3878;294;4172;NA;56868;436;2021-01-11;48594
2021-01-10;"Trenčiansky kraj";89;4939;76;5015;NA;56868;165;2021-01-10;48158
2021-01-09;"Trenčiansky kraj";276;7973;121;8094;NA;56868;397;2021-01-09;47993
2021-01-08;"Trenčiansky kraj";489;6413;467;6880;NA;56868;956;2021-01-08;47596
2021-01-07;"Trenčiansky kraj";420;6253;576;6829;NA;56868;996;2021-01-07;46640
2021-01-06;"Trenčiansky kraj";221;1021;64;1085;NA;56868;285;2021-01-06;45644
2021-01-05;"Trenčiansky kraj";669;5650;794;6444;NA;56868;1463;2021-01-05;45359
2021-01-04;"Trenčiansky kraj";337;4480;637;5117;NA;56868;974;2021-01-04;43896
2021-01-03;"Trenčiansky kraj";38;60;13;73;NA;56868;51;2021-01-03;42922
2021-01-02;"Trenčiansky kraj";129;140;23;163;NA;56868;152;2021-01-02;42871
2021-01-01;"Trenčiansky kraj";329;347;23;370;NA;56868;352;2021-01-01;42719
2020-12-31;"Trenčiansky kraj";597;4943;557;5500;NA;56868;1154;2020-12-31;42367
2020-12-30;"Trenčiansky kraj";836;6782;762;7544;NA;56868;1598;2020-12-30;41213
2020-12-29;"Trenčiansky kraj";459;5979;1018;6997;NA;56868;1477;2020-12-29;39615
2020-12-28;"Trenčiansky kraj";258;3923;777;4700;NA;56868;1035;2020-12-28;38138
2020-12-27;"Trenčiansky kraj";5;202;36;238;NA;56868;41;2020-12-27;37103
2020-12-26;"Trenčiansky kraj";174;74;10;84;NA;56868;184;2020-12-26;37062
2020-12-25;"Trenčiansky kraj";251;325;47;372;NA;56868;298;2020-12-25;36878
2020-12-24;"Trenčiansky kraj";552;2194;256;2450;NA;56868;808;2020-12-24;36580
2020-12-23;"Trenčiansky kraj";421;6305;630;6935;NA;56868;1051;2020-12-23;35772
2020-12-22;"Trenčiansky kraj";673;5610;694;6304;NA;56868;1367;2020-12-22;34721
2020-12-21;"Trenčiansky kraj";248;13562;998;14560;NA;56868;1246;2020-12-21;33354
2020-12-20;"Trenčiansky kraj";238;12480;291;12771;NA;56868;529;2020-12-20;32108
2020-12-19;"Trenčiansky kraj";341;1611;150;1761;NA;56868;491;2020-12-19;31579
2020-12-18;"Trenčiansky kraj";521;4670;543;5213;NA;56868;1064;2020-12-18;31088
2020-12-17;"Trenčiansky kraj";670;3690;503;4193;NA;56868;1173;2020-12-17;30024
2020-12-16;"Trenčiansky kraj";461;4325;622;4947;NA;56868;1083;2020-12-16;28851
2020-12-15;"Trenčiansky kraj";595;3342;629;3971;NA;56868;1224;2020-12-15;27768
2020-12-14;"Trenčiansky kraj";318;2627;598;3225;NA;56868;916;2020-12-14;26544
2020-12-13;"Trenčiansky kraj";77;24;4;28;NA;56868;81;2020-12-13;25628
2020-12-12;"Trenčiansky kraj";314;985;118;1103;NA;56868;432;2020-12-12;25547
2020-12-11;"Trenčiansky kraj";750;3643;456;4099;NA;56868;1206;2020-12-11;25115
2020-12-10;"Trenčiansky kraj";271;3371;477;3848;NA;56868;748;2020-12-10;23909
2020-12-09;"Trenčiansky kraj";508;3805;470;4275;NA;56868;978;2020-12-09;23161
2020-12-08;"Trenčiansky kraj";546;3440;522;3962;NA;56868;1068;2020-12-08;22183
2020-12-07;"Trenčiansky kraj";258;3820;466;4286;NA;56868;724;2020-12-07;21115
2020-12-06;"Trenčiansky kraj";114;179;10;189;NA;56868;124;2020-12-06;20391
2020-12-05;"Trenčiansky kraj";223;757;64;821;NA;56868;287;2020-12-05;20267
2020-12-04;"Trenčiansky kraj";253;2519;215;2734;NA;56868;468;2020-12-04;19980
2020-12-03;"Trenčiansky kraj";503;1714;178;1892;NA;56868;681;2020-12-03;19512
2020-12-02;"Trenčiansky kraj";418;1844;232;2076;NA;56868;650;2020-12-02;18831
2020-12-01;"Trenčiansky kraj";321;5642;351;5993;NA;56868;672;2020-12-01;18181
2020-11-30;"Trenčiansky kraj";167;8494;489;8983;NA;56868;656;2020-11-30;17509
2020-11-29;"Trenčiansky kraj";29;18;2;20;NA;56868;31;2020-11-29;16853
2020-11-28;"Trenčiansky kraj";202;1051;93;1144;NA;56868;295;2020-11-28;16822
2020-11-27;"Trenčiansky kraj";330;1398;150;1548;NA;56868;480;2020-11-27;16527
2020-11-26;"Trenčiansky kraj";395;1252;122;1374;NA;56868;517;2020-11-26;16047
2020-11-25;"Trenčiansky kraj";322;1444;160;1604;NA;56868;482;2020-11-25;15530
2020-11-24;"Trenčiansky kraj";348;2553;308;2861;NA;56868;656;2020-11-24;15048
2020-11-23;"Trenčiansky kraj";159;1186;122;1308;NA;56868;281;2020-11-23;14392
2020-11-22;"Trenčiansky kraj";26;11;1;12;NA;56868;27;2020-11-22;14111
2020-11-21;"Trenčiansky kraj";255;1323;62;1385;NA;56868;317;2020-11-21;14084
2020-11-20;"Trenčiansky kraj";316;861;93;954;NA;56868;409;2020-11-20;13767
2020-11-19;"Trenčiansky kraj";316;740;113;853;NA;56868;429;2020-11-19;13358
2020-11-18;"Trenčiansky kraj";233;379;66;445;NA;56868;299;2020-11-18;12929
2020-11-17;"Trenčiansky kraj";222;106;15;121;NA;56868;237;2020-11-17;12630
2020-11-16;"Trenčiansky kraj";245;236;45;281;NA;56868;290;2020-11-16;12393
2020-11-15;"Trenčiansky kraj";109;29;6;35;NA;56868;115;2020-11-15;12103
2020-11-14;"Trenčiansky kraj";190;74;11;85;NA;56868;201;2020-11-14;11988
2020-11-13;"Trenčiansky kraj";308;131;13;144;NA;56868;321;2020-11-13;11787
2020-11-12;"Trenčiansky kraj";324;124;5;129;NA;56868;329;2020-11-12;11466
2020-11-11;"Trenčiansky kraj";366;113;10;123;NA;56868;376;2020-11-11;11137
2020-11-10;"Trenčiansky kraj";277;106;6;112;NA;56868;283;2020-11-10;10761
2020-11-09;"Trenčiansky kraj";115;1407;48;1455;NA;56868;163;2020-11-09;10478
2020-11-08;"Trenčiansky kraj";81;1223;8;1231;NA;56868;89;2020-11-08;10315
2020-11-07;"Trenčiansky kraj";319;3662;59;3721;NA;56868;378;2020-11-07;10226
2020-11-06;"Trenčiansky kraj";383;6893;84;6977;NA;56868;467;2020-11-06;9848
2020-11-05;"Trenčiansky kraj";399;98;15;113;NA;56868;414;2020-11-05;9381
2020-11-04;"Trenčiansky kraj";370;91;9;100;NA;56868;379;2020-11-04;8967
2020-11-03;"Trenčiansky kraj";575;97;8;105;NA;56868;583;2020-11-03;8588
2020-11-02;"Trenčiansky kraj";197;1833;68;1901;NA;56868;265;2020-11-02;8005
2020-11-01;"Trenčiansky kraj";257;804;23;827;NA;56868;280;2020-11-01;7740
2020-10-31;"Trenčiansky kraj";332;4719;82;4801;NA;56868;414;2020-10-31;7460
2020-10-30;"Trenčiansky kraj";299;5283;102;5385;NA;56868;401;2020-10-30;7046
2020-10-29;"Trenčiansky kraj";496;764;68;832;NA;56868;564;2020-10-29;6645
2020-10-28;"Trenčiansky kraj";269;192;33;225;NA;56868;302;2020-10-28;6081
2020-10-27;"Trenčiansky kraj";473;127;27;154;NA;56868;500;2020-10-27;5779
2020-10-26;"Trenčiansky kraj";177;103;31;134;NA;56868;208;2020-10-26;5279
2020-10-25;"Trenčiansky kraj";138;9;5;14;NA;56868;143;2020-10-25;5071
2020-10-24;"Trenčiansky kraj";395;128;6;134;NA;56868;401;2020-10-24;4928
2020-10-23;"Trenčiansky kraj";301;154;8;162;NA;56868;309;2020-10-23;4527
2020-10-22;"Trenčiansky kraj";273;82;12;94;NA;56868;285;2020-10-22;4218
2020-10-21;"Trenčiansky kraj";183;53;9;62;NA;56868;192;2020-10-21;3933
2020-10-20;"Trenčiansky kraj";212;47;6;53;NA;56868;218;2020-10-20;3741
2020-10-19;"Trenčiansky kraj";41;83;25;108;NA;56868;66;2020-10-19;3523
2020-10-18;"Trenčiansky kraj";104;0;0;0;NA;56868;104;2020-10-18;3457
2020-10-17;"Trenčiansky kraj";157;0;0;0;NA;56868;157;2020-10-17;3353
2020-10-16;"Trenčiansky kraj";225;42;6;48;NA;56868;231;2020-10-16;3196
2020-10-15;"Trenčiansky kraj";255;39;4;43;NA;56868;259;2020-10-15;2965
2020-10-14;"Trenčiansky kraj";162;42;7;49;NA;56868;169;2020-10-14;2706
2020-10-13;"Trenčiansky kraj";124;105;12;117;NA;56868;136;2020-10-13;2537
2020-10-12;"Trenčiansky kraj";55;0;0;0;NA;56868;55;2020-10-12;2401
2020-10-11;"Trenčiansky kraj";73;0;0;0;NA;56868;73;2020-10-11;2346
2020-10-10;"Trenčiansky kraj";180;0;0;0;NA;56868;180;2020-10-10;2273
2020-10-09;"Trenčiansky kraj";198;0;0;0;NA;56868;198;2020-10-09;2093
2020-10-08;"Trenčiansky kraj";115;0;0;0;NA;56868;115;2020-10-08;1895
2020-10-07;"Trenčiansky kraj";75;0;0;0;NA;56868;75;2020-10-07;1780
2020-10-06;"Trenčiansky kraj";72;0;0;0;NA;56868;72;2020-10-06;1705
2020-10-05;"Trenčiansky kraj";32;0;0;0;NA;56868;32;2020-10-05;1633
2020-10-04;"Trenčiansky kraj";37;0;0;0;NA;56868;37;2020-10-04;1601
2020-10-03;"Trenčiansky kraj";79;0;0;0;NA;56868;79;2020-10-03;1564
2020-10-02;"Trenčiansky kraj";69;0;0;0;NA;56868;69;2020-10-02;1485
2020-10-01;"Trenčiansky kraj";58;0;0;0;NA;56868;58;2020-10-01;1416
2020-09-30;"Trenčiansky kraj";76;0;0;0;NA;56868;76;2020-09-30;1358
2020-09-29;"Trenčiansky kraj";43;0;0;0;NA;56868;43;2020-09-29;1282
2020-09-28;"Trenčiansky kraj";7;0;0;0;NA;56868;7;2020-09-28;1239
2020-09-27;"Trenčiansky kraj";12;0;0;0;NA;56868;12;2020-09-27;1232
2020-09-26;"Trenčiansky kraj";37;0;0;0;NA;56868;37;2020-09-26;1220
2020-09-25;"Trenčiansky kraj";72;0;0;0;NA;56868;72;2020-09-25;1183
2020-09-24;"Trenčiansky kraj";41;0;0;0;NA;56868;41;2020-09-24;1111
2020-09-23;"Trenčiansky kraj";32;0;0;0;NA;56868;32;2020-09-23;1070
2020-09-22;"Trenčiansky kraj";26;0;0;0;NA;56868;26;2020-09-22;1038
2020-09-21;"Trenčiansky kraj";23;0;0;0;NA;56868;23;2020-09-21;1012
2020-09-20;"Trenčiansky kraj";21;0;0;0;NA;56868;21;2020-09-20;989
2020-09-19;"Trenčiansky kraj";20;0;0;0;NA;56868;20;2020-09-19;968
2020-09-18;"Trenčiansky kraj";41;0;0;0;NA;56868;41;2020-09-18;948
2020-09-17;"Trenčiansky kraj";20;0;0;0;NA;56868;20;2020-09-17;907
2020-09-16;"Trenčiansky kraj";14;0;0;0;NA;56868;14;2020-09-16;887
2020-09-15;"Trenčiansky kraj";8;0;0;0;NA;56868;8;2020-09-15;873
2020-09-14;"Trenčiansky kraj";5;0;0;0;NA;56868;5;2020-09-14;865
2020-09-13;"Trenčiansky kraj";12;0;0;0;NA;56868;12;2020-09-13;860
2020-09-12;"Trenčiansky kraj";2;0;0;0;NA;56868;2;2020-09-12;848
2020-09-11;"Trenčiansky kraj";27;0;0;0;NA;56868;27;2020-09-11;846
2020-09-10;"Trenčiansky kraj";15;0;0;0;NA;56868;15;2020-09-10;819
2020-09-09;"Trenčiansky kraj";11;0;0;0;NA;56868;11;2020-09-09;804
2020-09-08;"Trenčiansky kraj";12;0;0;0;NA;56868;12;2020-09-08;793
2020-09-07;"Trenčiansky kraj";6;0;0;0;NA;56868;6;2020-09-07;781
2020-09-06;"Trenčiansky kraj";1;0;0;0;NA;56868;1;2020-09-06;775
2020-09-05;"Trenčiansky kraj";3;0;0;0;NA;56868;3;2020-09-05;774
2020-09-04;"Trenčiansky kraj";9;0;0;0;NA;56868;9;2020-09-04;771
2020-09-03;"Trenčiansky kraj";10;0;0;0;NA;56868;10;2020-09-03;762
2021-01-31;"Trnavský kraj";19;44907;559;45466;28569;52186;578;2021-01-31;52186
2021-01-30;"Trnavský kraj";323;89999;1502;91501;NA;52186;1825;2021-01-30;51608
2021-01-29;"Trnavský kraj";196;9040;268;9308;NA;52186;464;2021-01-29;49783
2021-01-28;"Trnavský kraj";389;5815;286;6101;NA;52186;675;2021-01-28;49319
2021-01-27;"Trnavský kraj";433;5276;219;5495;NA;52186;652;2021-01-27;48644
2021-01-26;"Trnavský kraj";565;32589;759;33348;NA;52186;1324;2021-01-26;47992
2021-01-25;"Trnavský kraj";210;46236;1334;47570;NA;52186;1544;2021-01-25;46668
2021-01-24;"Trnavský kraj";91;52169;649;52818;NA;52186;740;2021-01-24;45124
2021-01-23;"Trnavský kraj";372;111097;1242;112339;NA;52186;1614;2021-01-23;44384
2021-01-22;"Trnavský kraj";217;31664;494;32158;NA;52186;711;2021-01-22;42770
2021-01-21;"Trnavský kraj";311;13834;378;14212;NA;52186;689;2021-01-21;42059
2021-01-20;"Trnavský kraj";503;8149;274;8423;NA;52186;777;2021-01-20;41370
2021-01-19;"Trnavský kraj";415;7019;346;7365;NA;52186;761;2021-01-19;40593
2021-01-18;"Trnavský kraj";247;6239;487;6726;NA;52186;734;2021-01-18;39832
2021-01-17;"Trnavský kraj";128;854;215;1069;NA;52186;343;2021-01-17;39098
2021-01-16;"Trnavský kraj";103;599;19;618;NA;52186;122;2021-01-16;38755
2021-01-15;"Trnavský kraj";278;5468;336;5804;NA;52186;614;2021-01-15;38633
2021-01-14;"Trnavský kraj";452;4079;343;4422;NA;52186;795;2021-01-14;38019
2021-01-13;"Trnavský kraj";457;4667;372;5039;NA;52186;829;2021-01-13;37224
2021-01-12;"Trnavský kraj";469;7177;483;7660;NA;52186;952;2021-01-12;36395
2021-01-11;"Trnavský kraj";370;4911;376;5287;NA;52186;746;2021-01-11;35443
2021-01-10;"Trnavský kraj";71;8;0;8;NA;52186;71;2021-01-10;34697
2021-01-09;"Trnavský kraj";417;2310;123;2433;NA;52186;540;2021-01-09;34626
2021-01-08;"Trnavský kraj";381;5814;479;6293;NA;52186;860;2021-01-08;34086
2021-01-07;"Trnavský kraj";501;3595;336;3931;NA;52186;837;2021-01-07;33226
2021-01-06;"Trnavský kraj";179;758;132;890;NA;52186;311;2021-01-06;32389
2021-01-05;"Trnavský kraj";611;6132;705;6837;NA;52186;1316;2021-01-05;32078
2021-01-04;"Trnavský kraj";302;5235;689;5924;NA;52186;991;2021-01-04;30762
2021-01-03;"Trnavský kraj";60;51;7;58;NA;52186;67;2021-01-03;29771
2021-01-02;"Trnavský kraj";282;412;30;442;NA;52186;312;2021-01-02;29704
2021-01-01;"Trnavský kraj";143;447;73;520;NA;52186;216;2021-01-01;29392
2020-12-31;"Trnavský kraj";498;8474;856;9330;NA;52186;1354;2020-12-31;29176
2020-12-30;"Trnavský kraj";785;5319;610;5929;NA;52186;1395;2020-12-30;27822
2020-12-29;"Trnavský kraj";322;5003;593;5596;NA;52186;915;2020-12-29;26427
2020-12-28;"Trnavský kraj";213;5339;615;5954;NA;52186;828;2020-12-28;25512
2020-12-27;"Trnavský kraj";27;13;4;17;NA;52186;31;2020-12-27;24684
2020-12-26;"Trnavský kraj";148;44;1;45;NA;52186;149;2020-12-26;24653
2020-12-25;"Trnavský kraj";65;49;5;54;NA;52186;70;2020-12-25;24504
2020-12-24;"Trnavský kraj";333;1359;117;1476;NA;52186;450;2020-12-24;24434
2020-12-23;"Trnavský kraj";210;6417;375;6792;NA;52186;585;2020-12-23;23984
