Dátum;Okres;Po?et pozitívnych prípadov za daný de?;Denna incidencia;
3.10.2020;Prievidza;20;14,92765684;
3.10.2020;Púchov;12;27,08222842;
3.10.2020;Rimavská Sobota;2;2,376454093;
3.10.2020;Ružomberok;14;24,69048711;
3.10.2020;Sabinov;3;4,95716186;
3.10.2020;Senec;12;13,35826877;
3.10.2020;Senica;12;19,85243027;
3.10.2020;Skalica;20;42,45878844;
3.10.2020;Snina;4;11,03737531;
3.10.2020;Sobrance;10;43,82312985;
3.10.2020;Spišská Nová Ves;14;14,0329775;
3.10.2020;Stará ?ubov?a;16;29,65516602;
3.10.2020;Stropkov;20;97,40892266;
3.10.2020;Svidník;20;61,41751628;
3.10.2020;Ša?a;1;1,93479733;
3.10.2020;Topo??any;10;14,25892787;
3.10.2020;Trebišov;4;3,796759466;
3.10.2020;Tren?ín;14;12,22461864;
3.10.2020;Trnava;8;6,039809897;
3.10.2020;Tur?ianske Teplice;1;6,295643415;
3.10.2020;Tvrdošín;29;80,15478165;
3.10.2020;Ve?ký Krtíš;6;13,80167;
3.10.2020;Vranov nad Top?ou;13;16,09578229;
3.10.2020;Zlaté Moravce;15;36,97085464;
3.10.2020;Zvolen;5;7,27182821;
3.10.2020;Žarnovica;1;3,823726221;
3.10.2020;Žiar nad Hronom;1;2,13394791;
3.10.2020;Žilina;17;10,75656625;
4.10.2020;Banská Bystrica;4;3,609179949;
4.10.2020;Bardejov;31;39,86061643;
4.10.2020;Bratislava;34;5,037022113;
4.10.2020;?adca;5;5,55062167;
4.10.2020;Dolný Kubín;1;2,534436658;
4.10.2020;Dunajská Streda;19;15,52820412;
4.10.2020;Galanta;4;4,251881458;
4.10.2020;Gelnica;1;3,137944019;
4.10.2020;Hlohovec;1;2,22160511;
4.10.2020;Humenné;4;6,453122101;
4.10.2020;Ilava;1;1,689545935;
4.10.2020;Kežmarok;1;1,329168605;
4.10.2020;Komárno;3;2,949518983;
4.10.2020;Košice;7;2,93285849;
4.10.2020;Košice - okolie;2;1,543882943;
4.10.2020;Levice;1;0,902331625;
4.10.2020;Levo?a;1;2,967182957;
4.10.2020;Liptovský Mikuláš;2;2,767763854;
4.10.2020;Malacky;9;12,10930667;
4.10.2020;Martin;1;1,038011999;
4.10.2020;Michalovce;12;10,83961881;
4.10.2020;Myjava;1;3,794202459;
4.10.2020;Námestovo;5;7,979126605;
4.10.2020;Nové Mesto nad Váhom;5;7,993157857;
4.10.2020;Nové Zámky;11;7,913412875;
4.10.2020;Partizánske;2;4,38630158;
4.10.2020;Pezinok;3;4,605111674;
4.10.2020;Pieš?any;1;1,5922933;
4.10.2020;Poprad;2;1,90633236;
4.10.2020;Považská Bystrica;1;1,601575951;
4.10.2020;Prešov;5;2,847226374;
4.10.2020;Prievidza;16;11,94212547;
4.10.2020;Revúca;1;2,5229271;
4.10.2020;Rimavská Sobota;1;1,188227046;
4.10.2020;Rož?ava;1;1,607497368;
4.10.2020;Ružomberok;4;7,054424888;
4.10.2020;Sabinov;4;6,609549146;
4.10.2020;Senec;3;3,339567192;
4.10.2020;Senica;4;6,617476756;
4.10.2020;Skalica;2;4,245878844;
4.10.2020;Snina;1;2,759343828;
4.10.2020;Sobrance;11;48,20544283;
4.10.2020;Spišská Nová Ves;7;7,016488749;
4.10.2020;Stará ?ubov?a;13;24,09482239;
4.10.2020;Stropkov;30;146,113384;
4.10.2020;Svidník;14;42,99226139;
4.10.2020;Topo??any;1;1,425892787;
4.10.2020;Trebišov;4;3,796759466;
4.10.2020;Tren?ín;11;9,605057499;
4.10.2020;Trnava;13;9,814691083;
4.10.2020;Tvrdošín;3;8,291873964;
4.10.2020;Vranov nad Top?ou;12;14,85764519;
4.10.2020;Zlaté Moravce;1;2,464723643;
4.10.2020;Zvolen;1;1,454365642;
4.10.2020;Žiar nad Hronom;1;2,13394791;
4.10.2020;Žilina;14;8,858348677;
5.10.2020;Bánovce nad Bebravou;2;5,512451249;
5.10.2020;Banská Bystrica;22;19,85048972;
5.10.2020;Bardejov;22;28,2881794;
5.10.2020;Bratislava;27;3,999988148;
5.10.2020;Brezno;7;11,39146779;
5.10.2020;?adca;2;2,220248668;
5.10.2020;Detva;7;21,84019219;
5.10.2020;Dolný Kubín;17;43,08542319;
5.10.2020;Dunajská Streda;1;0,817273901;
5.10.2020;Galanta;5;5,314851822;
5.10.2020;Gelnica;1;3,137944019;
5.10.2020;Humenné;3;4,839841576;
5.10.2020;Ilava;1;1,689545935;
5.10.2020;Kežmarok;2;2,65833721;
5.10.2020;Košice;20;8,379595685;
5.10.2020;Košice - okolie;4;3,087765886;
5.10.2020;Krupina;4;18,03263908;
5.10.2020;Levice;3;2,706994875;
5.10.2020;Levo?a;1;2,967182957;
5.10.2020;Liptovský Mikuláš;2;2,767763854;
5.10.2020;Martin;1;1,038011999;
5.10.2020;Michalovce;3;2,709904702;
5.10.2020;Myjava;9;34,14782213;
5.10.2020;Námestovo;5;7,979126605;
5.10.2020;Nitra;12;7,427581084;
5.10.2020;Nové Mesto nad Váhom;1;1,598631571;
5.10.2020;Nové Zámky;2;1,438802341;
5.10.2020;Pezinok;2;3,070074449;
5.10.2020;Pieš?any;4;6,369173202;
5.10.2020;Prešov;24;13,6666866;
5.10.2020;Prievidza;2;1,492765684;
5.10.2020;Ružomberok;1;1,763606222;
5.10.2020;Sabinov;5;8,261936433;
5.10.2020;Senec;1;1,113189064;
5.10.2020;Senica;1;1,654369189;
5.10.2020;Skalica;7;14,86057595;
5.10.2020;Snina;1;2,759343828;
5.10.2020;Sobrance;2;8,76462597;
5.10.2020;Spišská Nová Ves;3;3,007066607;
5.10.2020;Stará ?ubov?a;16;29,65516602;
5.10.2020;Stropkov;4;19,48178453;
5.10.2020;Svidník;6;18,42525488;
5.10.2020;Ša?a;1;1,93479733;
5.10.2020;Topo??any;2;2,851785574;
5.10.2020;Trebišov;6;5,695139199;
5.10.2020;Tren?ín;17;14,84417977;
5.10.2020;Trnava;15;11,32464356;
5.10.2020;Tvrdošín;3;8,291873964;
5.10.2020;Ve?ký Krtíš;2;4,600556667;
5.10.2020;Zvolen;5;7,27182821;
5.10.2020;Žiar nad Hronom;2;4,267895821;
5.10.2020;Žilina;2;1,265478382;
6.10.2020;Bánovce nad Bebravou;9;24,80603062;
6.10.2020;Banská Bystrica;22;19,85048972;
6.10.2020;Banská Štiavnica;2;12,4331717;
6.10.2020;Bardejov;28;36,00313742;
6.10.2020;Bratislava;74;10,96293048;
6.10.2020;Brezno;11;17,90087796;
6.10.2020;Byt?a;2;6,46893295;
6.10.2020;?adca;21;23,31261101;
6.10.2020;Detva;3;9,360082369;
6.10.2020;Dolný Kubín;28;70,96422643;
6.10.2020;Dunajská Streda;5;4,086369506;
6.10.2020;Galanta;11;11,69267401;
6.10.2020;Gelnica;2;6,275888038;
6.10.2020;Hlohovec;15;33,32407665;
6.10.2020;Humenné;10;16,13280525;
6.10.2020;Ilava;6;10,13727561;
6.10.2020;Kežmarok;4;5,31667442;
6.10.2020;Komárno;1;0,983172994;
6.10.2020;Košice;24;10,05551482;
6.10.2020;Košice - okolie;4;3,087765886;
6.10.2020;Krupina;2;9,016319538;
6.10.2020;Kysucké Nové Mesto;1;3,038220818;
6.10.2020;Levice;5;4,511658125;
6.10.2020;Levo?a;1;2,967182957;
6.10.2020;Liptovský Mikuláš;43;59,50692287;
6.10.2020;Lu?enec;5;6,805869382;
6.10.2020;Malacky;21;28,25504891;
6.10.2020;Martin;25;25,95029999;
6.10.2020;Medzilaborce;2;16,88975214;
6.10.2020;Michalovce;8;7,226412538;
6.10.2020;Myjava;7;26,55941721;
6.10.2020;Námestovo;42;67,02466348;
6.10.2020;Nitra;17;10,52240654;
6.10.2020;Nové Mesto nad Váhom;2;3,197263143;
6.10.2020;Nové Zámky;8;5,755209364;
6.10.2020;Partizánske;3;6,57945237;
6.10.2020;Pezinok;5;7,675186123;
6.10.2020;Pieš?any;19;30,25357271;
6.10.2020;Poprad;14;13,34432652;
6.10.2020;Považská Bystrica;4;6,406303803;
6.10.2020;Prešov;50;28,47226374;
6.10.2020;Prievidza;9;6,717445579;
6.10.2020;Púchov;4;9,027409472;
6.10.2020;Rimavská Sobota;3;3,564681139;
6.10.2020;Rož?ava;2;3,214994735;
6.10.2020;Ružomberok;11;19,39966844;
6.10.2020;Sabinov;25;41,30968216;
6.10.2020;Senec;8;8,905512512;
6.10.2020;Senica;10;16,54369189;
6.10.2020;Skalica;8;16,98351538;
6.10.2020;Snina;1;2,759343828;
6.10.2020;Sobrance;4;17,52925194;
6.10.2020;Spišská Nová Ves;9;9,02119982;
6.10.2020;Stará ?ubov?a;22;40,77585328;
6.10.2020;Stropkov;6;29,2226768;
6.10.2020;Svidník;3;9,212627441;
6.10.2020;Ša?a;5;9,67398665;
6.10.2020;Topo??any;4;5,703571148;
6.10.2020;Trebišov;17;16,13622773;
6.10.2020;Tren?ín;28;24,44923727;
6.10.2020;Trnava;44;33,21895443;
6.10.2020;Tvrdošín;40;110,5583195;
6.10.2020;Ve?ký Krtíš;5;11,50139167;
6.10.2020;Zlaté Moravce;8;19,71778914;
6.10.2020;Zvolen;3;4,363096926;
6.10.2020;Žarnovica;4;15,29490488;
6.10.2020;Žiar nad Hronom;8;17,07158328;
6.10.2020;Žilina;20;12,65478382;
7.10.2020;Bánovce nad Bebravou;5;13,78112812;
7.10.2020;Banská Bystrica;21;18,94819473;
7.10.2020;Banská Štiavnica;1;6,216585851;
7.10.2020;Bardejov;73;93,86532255;
7.10.2020;Bratislava;85;12,59255528;
7.10.2020;Brezno;18;29,29234575;
7.10.2020;Byt?a;1;3,234466475;
7.10.2020;?adca;3;3,330373002;
7.10.2020;Detva;6;18,72016474;
7.10.2020;Dolný Kubín;19;48,1542965;
7.10.2020;Dunajská Streda;21;17,16275192;
7.10.2020;Galanta;2;2,125940729;
7.10.2020;Gelnica;7;21,96560813;
7.10.2020;Hlohovec;9;19,99444599;
7.10.2020;Humenné;9;14,51952473;
7.10.2020;Ilava;6;10,13727561;
7.10.2020;Kežmarok;5;6,645843025;
7.10.2020;Komárno;8;7,865383954;
7.10.2020;Košice;44;18,43511051;
7.10.2020;Košice - okolie;12;9,263297657;
7.10.2020;Krupina;3;13,52447931;
7.10.2020;Levice;2;1,80466325;
7.10.2020;Levo?a;1;2,967182957;
7.10.2020;Liptovský Mikuláš;19;26,29375662;
7.10.2020;Lu?enec;5;6,805869382;
7.10.2020;Malacky;7;9,418349636;
7.10.2020;Martin;23;23,87427599;
7.10.2020;Medzilaborce;1;8,444876071;
7.10.2020;Michalovce;17;15,35612664;
7.10.2020;Myjava;9;34,14782213;
7.10.2020;Námestovo;43;68,6204888;
7.10.2020;Nitra;48;29,71032434;
7.10.2020;Nové Mesto nad Váhom;3;4,795894714;
7.10.2020;Nové Zámky;9;6,474610534;
7.10.2020;Partizánske;3;6,57945237;
7.10.2020;Pezinok;3;4,605111674;
7.10.2020;Pieš?any;2;3,184586601;
7.10.2020;Poltár;1;4,657444926;
7.10.2020;Poprad;23;21,92282213;
7.10.2020;Považská Bystrica;15;24,02363926;
7.10.2020;Prešov;65;37,01394287;
7.10.2020;Prievidza;15;11,19574263;
7.10.2020;Púchov;11;24,82537605;
7.10.2020;Rimavská Sobota;2;2,376454093;
7.10.2020;Rož?ava;2;3,214994735;
7.10.2020;Ružomberok;1;1,763606222;
7.10.2020;Sabinov;30;49,5716186;
7.10.2020;Senec;12;13,35826877;
7.10.2020;Senica;5;8,271845945;
7.10.2020;Skalica;4;8,491757688;
7.10.2020;Snina;3;8,278031484;
7.10.2020;Sobrance;11;48,20544283;
7.10.2020;Spišská Nová Ves;9;9,02119982;
7.10.2020;Stará ?ubov?a;2;3,706895753;
7.10.2020;Stropkov;10;48,70446133;
7.10.2020;Svidník;8;24,56700651;
7.10.2020;Ša?a;3;5,80439199;
7.10.2020;Topo??any;3;4,277678361;
7.10.2020;Trebišov;56;53,15463252;
7.10.2020;Tren?ín;8;6,985496363;
7.10.2020;Trnava;37;27,93412077;
7.10.2020;Tvrdošín;28;77,39082366;
7.10.2020;Ve?ký Krtíš;48;110,41336;
7.10.2020;Vranov nad Top?ou;14;17,33391938;
7.10.2020;Zlaté Moravce;8;19,71778914;
7.10.2020;Zvolen;10;14,54365642;
7.10.2020;Žarnovica;3;11,47117866;
7.10.2020;Žiar nad Hronom;6;12,80368746;
7.10.2020;Žilina;31;19,61491493;
8.10.2020;Bánovce nad Bebravou;8;22,049805;
8.10.2020;Banská Bystrica;25;22,55737468;
8.10.2020;Banská Štiavnica;4;24,8663434;
8.10.2020;Bardejov;46;59,14801147;
8.10.2020;Bratislava;75;11,11107819;
8.10.2020;Brezno;7;11,39146779;
8.10.2020;Byt?a;2;6,46893295;
8.10.2020;?adca;21;23,31261101;
8.10.2020;Detva;4;12,48010982;
8.10.2020;Dolný Kubín;33;83,63640972;
8.10.2020;Dunajská Streda;28;22,88366923;
8.10.2020;Galanta;21;22,32237765;
8.10.2020;Gelnica;3;9,413832057;
8.10.2020;Hlohovec;6;13,32963066;
8.10.2020;Humenné;10;16,13280525;
8.10.2020;Ilava;5;8,447729673;
8.10.2020;Kežmarok;5;6,645843025;
8.10.2020;Komárno;7;6,882210959;
8.10.2020;Košice;40;16,75919137;
8.10.2020;Košice - okolie;5;3,859707357;
8.10.2020;Kysucké Nové Mesto;2;6,076441636;
8.10.2020;Levice;9;8,120984624;
8.10.2020;Levo?a;7;20,7702807;
8.10.2020;Liptovský Mikuláš;16;22,14211084;
8.10.2020;Lu?enec;12;16,33408652;
8.10.2020;Malacky;11;14,80026371;
8.10.2020;Martin;14;14,53216799;
8.10.2020;Medzilaborce;1;8,444876071;
8.10.2020;Michalovce;15;13,54952351;
8.10.2020;Myjava;5;18,97101229;
8.10.2020;Námestovo;63;100,5369952;
8.10.2020;Nitra;49;30,32928943;
8.10.2020;Nové Mesto nad Váhom;9;14,38768414;
8.10.2020;Nové Zámky;14;10,07161639;
8.10.2020;Partizánske;7;15,35205553;
8.10.2020;Pezinok;6;9,210223348;
8.10.2020;Pieš?any;9;14,3306397;
8.10.2020;Poltár;7;32,60211448;
8.10.2020;Poprad;18;17,15699124;
8.10.2020;Považská Bystrica;5;8,007879754;
8.10.2020;Prešov;74;42,13895034;
8.10.2020;Prievidza;57;42,543822;
8.10.2020;Púchov;6;13,54111421;
8.10.2020;Revúca;2;5,0458542;
8.10.2020;Rimavská Sobota;18;21,38808684;
8.10.2020;Ružomberok;13;22,92688089;
8.10.2020;Sabinov;26;42,96206945;
8.10.2020;Senec;8;8,905512512;
8.10.2020;Senica;17;28,12427621;
8.10.2020;Skalica;36;76,42581919;
8.10.2020;Snina;6;16,55606297;
8.10.2020;Sobrance;2;8,76462597;
8.10.2020;Spišská Nová Ves;14;14,0329775;
8.10.2020;Stará ?ubov?a;11;20,38792664;
8.10.2020;Stropkov;16;77,92713813;
8.10.2020;Svidník;14;42,99226139;
8.10.2020;Ša?a;6;11,60878398;
8.10.2020;Topo??any;35;49,90624755;
8.10.2020;Trebišov;23;21,83136693;
8.10.2020;Tren?ín;13;11,35143159;
8.10.2020;Trnava;36;27,17914454;
8.10.2020;Tur?ianske Teplice;1;6,295643415;
8.10.2020;Tvrdošín;49;135,4339414;
8.10.2020;Ve?ký Krtíš;3;6,900835001;
8.10.2020;Vranov nad Top?ou;11;13,61950809;
8.10.2020;Zlaté Moravce;12;29,57668371;
8.10.2020;Zvolen;5;7,27182821;
8.10.2020;Žarnovica;2;7,647452442;
8.10.2020;Žiar nad Hronom;10;21,3394791;
8.10.2020;Žilina;24;15,18574059;
9.10.2020;Bánovce nad Bebravou;3;8,268676874;
9.10.2020;Banská Bystrica;20;18,04589975;
9.10.2020;Banská Štiavnica;13;80,81561606;
9.10.2020;Bardejov;141;181,3015134;
9.10.2020;Bratislava;115;17,03698656;
9.10.2020;Brezno;6;9,764115249;
9.10.2020;Byt?a;3;9,703399424;
9.10.2020;?adca;79;87,69982238;
9.10.2020;Detva;1;3,120027456;
9.10.2020;Dolný Kubín;67;169,8072561;
9.10.2020;Dunajská Streda;78;63,74736429;
9.10.2020;Galanta;13;13,81861474;
9.10.2020;Gelnica;3;9,413832057;
9.10.2020;Hlohovec;3;6,664815329;
9.10.2020;Humenné;30;48,39841576;
9.10.2020;Ilava;13;21,96409715;
9.10.2020;Kežmarok;9;11,96251745;
9.10.2020;Komárno;21;20,64663288;
9.10.2020;Košice;49;20,53000943;
9.10.2020;Košice - okolie;12;9,263297657;
9.10.2020;Krupina;6;27,04895862;
9.10.2020;Kysucké Nové Mesto;4;12,15288327;
9.10.2020;Levice;8;7,218652999;
9.10.2020;Levo?a;5;14,83591478;
9.10.2020;Liptovský Mikuláš;61;84,41679756;
9.10.2020;Lu?enec;7;9,528217134;
9.10.2020;Malacky;9;12,10930667;
9.10.2020;Martin;23;23,87427599;
9.10.2020;Medzilaborce;3;25,33462821;
9.10.2020;Michalovce;48;43,35847523;
9.10.2020;Myjava;39;147,9738959;
9.10.2020;Námestovo;155;247,3529247;
9.10.2020;Nitra;34;21,04481307;
9.10.2020;Nové Zámky;32;23,02083745;
9.10.2020;Partizánske;8;17,54520632;
9.10.2020;Pezinok;12;18,4204467;
9.10.2020;Pieš?any;6;9,553759803;
9.10.2020;Poprad;22;20,96965595;
9.10.2020;Považská Bystrica;22;35,23467092;
9.10.2020;Prešov;80;45,55562199;
9.10.2020;Prievidza;69;51,50041611;
9.10.2020;Púchov;10;22,56852368;
9.10.2020;Revúca;2;5,0458542;
9.10.2020;Rimavská Sobota;3;3,564681139;
9.10.2020;Rož?ava;3;4,822492103;
9.10.2020;Ružomberok;20;35,27212444;
9.10.2020;Sabinov;42;69,40026603;
9.10.2020;Senec;12;13,35826877;
9.10.2020;Senica;11;18,19806108;
9.10.2020;Skalica;17;36,08997017;
9.10.2020;Snina;12;33,11212594;
9.10.2020;Sobrance;15;65,73469477;
9.10.2020;Spišská Nová Ves;8;8,018844284;
9.10.2020;Stará ?ubov?a;9;16,68103089;
9.10.2020;Stropkov;16;77,92713813;
9.10.2020;Svidník;19;58,34664046;
9.10.2020;Ša?a;3;5,80439199;
9.10.2020;Topo??any;9;12,83303508;
9.10.2020;Trebišov;50;47,45949332;
9.10.2020;Tren?ín;34;29,68835954;
9.10.2020;Trnava;28;21,13933464;
9.10.2020;Tur?ianske Teplice;3;18,88693024;
9.10.2020;Tvrdošín;96;265,3399668;
9.10.2020;Ve?ký Krtíš;29;66,70807168;
9.10.2020;Vranov nad Top?ou;18;22,28646778;
9.10.2020;Zlaté Moravce;13;32,04140736;
9.10.2020;Zvolen;8;11,63492514;
9.10.2020;Žarnovica;4;15,29490488;
9.10.2020;Žiar nad Hronom;29;61,8844894;
9.10.2020;Žilina;32;20,24765412;
10.10.2020;Bánovce nad Bebravou;3;8,268676874;
10.10.2020;Banská Bystrica;19;17,14360476;
10.10.2020;Banská Štiavnica;2;12,4331717;
10.10.2020;Bardejov;69;88,7220172;
10.10.2020;Bratislava;32;4,740726694;
10.10.2020;Brezno;4;6,509410166;
10.10.2020;Byt?a;1;3,234466475;
10.10.2020;?adca;13;14,43161634;
10.10.2020;Detva;6;18,72016474;
10.10.2020;Dolný Kubín;19;48,1542965;
10.10.2020;Dunajská Streda;8;6,538191209;
10.10.2020;Galanta;5;5,314851822;
10.10.2020;Hlohovec;10;22,2160511;
10.10.2020;Humenné;10;16,13280525;
10.10.2020;Ilava;7;11,82682154;
10.10.2020;Kežmarok;5;6,645843025;
10.10.2020;Komárno;11;10,81490294;
10.10.2020;Košice;24;10,05551482;
10.10.2020;Košice - okolie;12;9,263297657;
10.10.2020;Kysucké Nové Mesto;3;9,114662454;
10.10.2020;Levice;8;7,218652999;
10.10.2020;Levo?a;4;11,86873183;
10.10.2020;Liptovský Mikuláš;39;53,97139516;
10.10.2020;Lu?enec;6;8,167043258;
10.10.2020;Malacky;11;14,80026371;
10.10.2020;Martin;28;29,06433598;
10.10.2020;Medzilaborce;1;8,444876071;
10.10.2020;Michalovce;15;13,54952351;
10.10.2020;Myjava;15;56,91303688;
10.10.2020;Námestovo;42;67,02466348;
10.10.2020;Nitra;41;25,37756871;
10.10.2020;Nové Mesto nad Váhom;3;4,795894714;
10.10.2020;Nové Zámky;13;9,352215216;
10.10.2020;Partizánske;5;10,96575395;
10.10.2020;Pezinok;5;7,675186123;
10.10.2020;Pieš?any;8;12,7383464;
10.10.2020;Poltár;1;4,657444926;
10.10.2020;Poprad;11;10,48482798;
10.10.2020;Považská Bystrica;32;51,25043042;
10.10.2020;Prešov;64;36,44449759;
10.10.2020;Prievidza;60;44,78297053;
10.10.2020;Púchov;39;88,01724235;
10.10.2020;Revúca;2;5,0458542;
10.10.2020;Rimavská Sobota;1;1,188227046;
10.10.2020;Rož?ava;1;1,607497368;
10.10.2020;Ružomberok;22;38,79933688;
10.10.2020;Sabinov;18;29,74297116;
10.10.2020;Senec;7;7,792323448;
10.10.2020;Senica;16;26,46990702;
10.10.2020;Skalica;36;76,42581919;
10.10.2020;Snina;10;27,59343828;
10.10.2020;Sobrance;3;13,14693895;
10.10.2020;Spišská Nová Ves;3;3,007066607;
10.10.2020;Stará ?ubov?a;27;50,04309266;
10.10.2020;Stropkov;8;38,96356906;
10.10.2020;Svidník;15;46,06313721;
10.10.2020;Ša?a;15;29,02195995;
10.10.2020;Topo??any;12;17,11071345;
10.10.2020;Trebišov;12;11,3902784;
10.10.2020;Tren?ín;16;13,97099273;
10.10.2020;Trnava;45;33,97393067;
10.10.2020;Tur?ianske Teplice;2;12,59128683;
10.10.2020;Tvrdošín;7;19,34770591;
10.10.2020;Ve?ký Krtíš;1;2,300278334;
10.10.2020;Vranov nad Top?ou;6;7,428822594;
10.10.2020;Zlaté Moravce;7;17,2530655;
10.10.2020;Zvolen;6;8,726193852;
10.10.2020;Žiar nad Hronom;5;10,66973955;
10.10.2020;Žilina;37;23,41135008;
11.10.2020;Bánovce nad Bebravou;3;8,268676874;
11.10.2020;Banská Bystrica;3;2,706884962;
11.10.2020;Banská Štiavnica;1;6,216585851;
11.10.2020;Bardejov;73;93,86532255;
11.10.2020;Bratislava;71;10,51848735;
11.10.2020;?adca;1;1,110124334;
11.10.2020;Detva;3;9,360082369;
11.10.2020;Dolný Kubín;1;2,534436658;
11.10.2020;Dunajská Streda;7;5,720917308;
11.10.2020;Galanta;7;7,440792551;
11.10.2020;Gelnica;5;15,6897201;
11.10.2020;Hlohovec;2;4,443210219;
11.10.2020;Humenné;18;29,03904946;
11.10.2020;Ilava;8;13,51636748;
11.10.2020;Komárno;2;1,966345988;
11.10.2020;Košice;37;15,50225202;
11.10.2020;Košice - okolie;11;8,491356185;
11.10.2020;Krupina;1;4,508159769;
11.10.2020;Kysucké Nové Mesto;1;3,038220818;
11.10.2020;Levice;1;0,902331625;
11.10.2020;Levo?a;2;5,934365913;
11.10.2020;Liptovský Mikuláš;12;16,60658313;
11.10.2020;Malacky;3;4,036435558;
11.10.2020;Martin;8;8,304095995;
11.10.2020;Michalovce;39;35,22876112;
11.10.2020;Námestovo;14;22,34155449;
11.10.2020;Nitra;1;0,61896509;
11.10.2020;Nové Mesto nad Váhom;7;11,190421;
11.10.2020;Nové Zámky;2;1,438802341;
11.10.2020;Partizánske;4;8,77260316;
11.10.2020;Pezinok;2;3,070074449;
11.10.2020;Pieš?any;2;3,184586601;
11.10.2020;Poltár;1;4,657444926;
11.10.2020;Poprad;2;1,90633236;
11.10.2020;Považská Bystrica;6;9,609455704;
11.10.2020;Prešov;14;7,972233848;
11.10.2020;Prievidza;12;8,956594106;
11.10.2020;Púchov;7;15,79796658;
11.10.2020;Rož?ava;1;1,607497368;
11.10.2020;Ružomberok;9;15,872456;
11.10.2020;Sabinov;5;8,261936433;
11.10.2020;Senec;4;4,452756256;
11.10.2020;Senica;3;4,963107567;
11.10.2020;Skalica;1;2,122939422;
11.10.2020;Snina;7;19,3154068;
11.10.2020;Sobrance;6;26,29387791;
11.10.2020;Spišská Nová Ves;9;9,02119982;
11.10.2020;Stará ?ubov?a;1;1,853447876;
11.10.2020;Stropkov;4;19,48178453;
11.10.2020;Topo??any;1;1,425892787;
11.10.2020;Trebišov;13;12,33946826;
11.10.2020;Tren?ín;26;22,70286318;
11.10.2020;Trnava;9;6,794786134;
11.10.2020;Tvrdošín;1;2,763957988;
11.10.2020;Ve?ký Krtíš;1;2,300278334;
11.10.2020;Vranov nad Top?ou;1;1,238137099;
11.10.2020;Zlaté Moravce;1;2,464723643;
11.10.2020;Zvolen;2;2,908731284;
11.10.2020;Žarnovica;1;3,823726221;
11.10.2020;Žiar nad Hronom;1;2,13394791;
11.10.2020;Žilina;3;1,898217574;
12.10.2020;Bánovce nad Bebravou;4;11,0249025;
12.10.2020;Banská Bystrica;3;2,706884962;
12.10.2020;Bardejov;60;77,14958018;
12.10.2020;Bratislava;33;4,888874403;
12.10.2020;Brezno;5;8,136762708;
12.10.2020;?adca;18;19,98223801;
12.10.2020;Detva;1;3,120027456;
12.10.2020;Dolný Kubín;5;12,67218329;
12.10.2020;Dunajská Streda;4;3,269095605;
12.10.2020;Galanta;2;2,125940729;
12.10.2020;Gelnica;12;37,65532823;
12.10.2020;Hlohovec;5;11,10802555;
12.10.2020;Humenné;9;14,51952473;
12.10.2020;Kežmarok;1;1,329168605;
12.10.2020;Komárno;1;0,983172994;
12.10.2020;Košice;24;10,05551482;
12.10.2020;Košice - okolie;19;14,66688796;
12.10.2020;Krupina;1;4,508159769;
12.10.2020;Levice;1;0,902331625;
12.10.2020;Levo?a;33;97,91703756;
12.10.2020;Lu?enec;1;1,361173876;
12.10.2020;Malacky;3;4,036435558;
12.10.2020;Martin;12;12,45614399;
12.10.2020;Medzilaborce;2;16,88975214;
12.10.2020;Michalovce;9;8,129714105;
12.10.2020;Myjava;1;3,794202459;
12.10.2020;Námestovo;10;15,95825321;
12.10.2020;Nitra;23;14,23619708;
12.10.2020;Nové Zámky;7;5,035808193;
12.10.2020;Partizánske;2;4,38630158;
12.10.2020;Pezinok;3;4,605111674;
12.10.2020;Pieš?any;8;12,7383464;
12.10.2020;Poprad;9;8,578495618;
12.10.2020;Považská Bystrica;15;24,02363926;
12.10.2020;Prešov;55;31,31949012;
12.10.2020;Prievidza;5;3,731914211;
12.10.2020;Púchov;2;4,513704736;
12.10.2020;Ružomberok;3;5,290818666;
12.10.2020;Sabinov;19;31,39535844;
12.10.2020;Senec;7;7,792323448;
12.10.2020;Senica;2;3,308738378;
12.10.2020;Skalica;1;2,122939422;
12.10.2020;Snina;1;2,759343828;
12.10.2020;Sobrance;3;13,14693895;
12.10.2020;Spišská Nová Ves;4;4,009422142;
12.10.2020;Stará ?ubov?a;3;5,560343629;
12.10.2020;Stropkov;10;48,70446133;
12.10.2020;Svidník;10;30,70875814;
12.10.2020;Ša?a;1;1,93479733;
12.10.2020;Topo??any;3;4,277678361;
12.10.2020;Trebišov;3;2,847569599;
12.10.2020;Tren?ín;26;22,70286318;
12.10.2020;Trnava;11;8,304738608;
12.10.2020;Tvrdošín;7;19,34770591;
12.10.2020;Vranov nad Top?ou;2;2,476274198;
12.10.2020;Žilina;7;4,429174339;
13.10.2020;Bánovce nad Bebravou;6;16,53735375;
13.10.2020;Banská Bystrica;29;26,16655463;
13.10.2020;Banská Štiavnica;11;68,38244436;
13.10.2020;Bardejov;67;86,15036453;
13.10.2020;Bratislava;65;9,629601097;
13.10.2020;Brezno;6;9,764115249;
13.10.2020;?adca;32;35,52397869;
13.10.2020;Detva;10;31,20027456;
13.10.2020;Dolný Kubín;100;253,4436658;
13.10.2020;Dunajská Streda;17;13,89365632;
13.10.2020;Galanta;6;6,377822186;
13.10.2020;Gelnica;6;18,82766411;
13.10.2020;Hlohovec;18;39,98889197;
