Dátum;Okres;Po?et pozitívnych prípadov za daný de?;Denna incidencia;
23.10.2020;Sabinov;172;284,2106133;
23.10.2020;Senec;17;18,92421409;
23.10.2020;Senica;29;47,97670648;
23.10.2020;Skalica;53;112,5157894;
23.10.2020;Snina;32;88,2990025;
23.10.2020;Sobrance;12;52,58775582;
23.10.2020;Spišská Nová Ves;33;33,07773267;
23.10.2020;Stará ?ubov?a;35;64,87067567;
23.10.2020;Stropkov;29;141,2429379;
23.10.2020;Svidník;50;153,5437907;
23.10.2020;Ša?a;4;7,73918932;
23.10.2020;Topo??any;46;65,59106821;
23.10.2020;Trebišov;45;42,71354399;
23.10.2020;Tren?ín;67;58,50353204;
23.10.2020;Trnava;36;27,17914454;
23.10.2020;Tur?ianske Teplice;8;50,36514732;
23.10.2020;Tvrdošín;117;323,3830846;
23.10.2020;Ve?ký Krtíš;6;13,80167;
23.10.2020;Vranov nad Top?ou;30;37,14411297;
23.10.2020;Zlaté Moravce;21;51,7591965;
23.10.2020;Zvolen;23;33,45040977;
23.10.2020;Žarnovica;6;22,94235733;
23.10.2020;Žiar nad Hronom;16;34,14316657;
23.10.2020;Žilina;75;47,45543934;
24.10.2020;Bánovce nad Bebravou;31;85,44299436;
24.10.2020;Banská Bystrica;66;59,55146916;
24.10.2020;Banská Štiavnica;6;37,29951511;
24.10.2020;Bardejov;99;127,2968073;
24.10.2020;Bratislava;96;14,22218008;
24.10.2020;Brezno;59;96,01379995;
24.10.2020;Byt?a;37;119,6752596;
24.10.2020;?adca;143;158,7477798;
24.10.2020;Detva;18;56,16049421;
24.10.2020;Dolný Kubín;88;223,0304259;
24.10.2020;Dunajská Streda;17;13,89365632;
24.10.2020;Galanta;23;24,44831838;
24.10.2020;Gelnica;31;97,27626459;
24.10.2020;Hlohovec;26;57,76173285;
24.10.2020;Humenné;63;101,6366731;
24.10.2020;Ilava;26;43,9281943;
24.10.2020;Kežmarok;38;50,50840699;
24.10.2020;Komárno;24;23,59615186;
24.10.2020;Košice;102;42,73593799;
24.10.2020;Košice - okolie;35;27,0179515;
24.10.2020;Krupina;6;27,04895862;
24.10.2020;Kysucké Nové Mesto;33;100,261287;
24.10.2020;Levice;12;10,8279795;
24.10.2020;Levo?a;92;272,980832;
24.10.2020;Liptovský Mikuláš;41;56,73915901;
24.10.2020;Lu?enec;40;54,44695505;
24.10.2020;Malacky;24;32,29148447;
24.10.2020;Martin;34;35,29240798;
24.10.2020;Medzilaborce;9;76,00388464;
24.10.2020;Michalovce;50;45,16507836;
24.10.2020;Myjava;11;41,73622705;
24.10.2020;Námestovo;35;55,85388623;
24.10.2020;Nitra;80;49,51720723;
24.10.2020;Nové Mesto nad Váhom;9;14,38768414;
24.10.2020;Nové Zámky;16;11,51041873;
24.10.2020;Partizánske;54;118,4301427;
24.10.2020;Pezinok;33;50,65622841;
24.10.2020;Pieš?any;3;4,776879901;
24.10.2020;Poltár;10;46,57444926;
24.10.2020;Poprad;33;31,45448393;
24.10.2020;Považská Bystrica;42;67,26618993;
24.10.2020;Prešov;121;68,90287826;
24.10.2020;Prievidza;130;97,02976948;
24.10.2020;Púchov;25;56,4213092;
24.10.2020;Revúca;3;7,5687813;
24.10.2020;Rimavská Sobota;9;10,69404342;
24.10.2020;Ružomberok;96;169,3061973;
24.10.2020;Sabinov;105;173,5006651;
24.10.2020;Senec;17;18,92421409;
24.10.2020;Senica;23;38,05049135;
24.10.2020;Skalica;9;19,1064548;
24.10.2020;Snina;13;35,87146976;
24.10.2020;Sobrance;11;48,20544283;
24.10.2020;Spišská Nová Ves;49;49,11542124;
24.10.2020;Stará ?ubov?a;65;120,474112;
24.10.2020;Stropkov;20;97,40892266;
24.10.2020;Svidník;26;79,84277116;
24.10.2020;Ša?a;6;11,60878398;
24.10.2020;Topo??any;24;34,22142689;
24.10.2020;Trebišov;35;33,22164533;
24.10.2020;Tren?ín;67;58,50353204;
24.10.2020;Trnava;57;43,03364552;
24.10.2020;Tur?ianske Teplice;7;44,0695039;
24.10.2020;Tvrdošín;49;135,4339414;
24.10.2020;Ve?ký Krtíš;57;131,115865;
24.10.2020;Vranov nad Top?ou;35;43,33479846;
24.10.2020;Zlaté Moravce;7;17,2530655;
24.10.2020;Zvolen;24;34,90477541;
24.10.2020;Žarnovica;4;15,29490488;
24.10.2020;Žiar nad Hronom;13;27,74132283;
24.10.2020;Žilina;240;151,8574059;
25.10.2020;Bánovce nad Bebravou;31;85,44299436;
25.10.2020;Banská Bystrica;21;18,94819473;
25.10.2020;Bardejov;76;97,72280156;
25.10.2020;Bratislava;101;14,96291863;
25.10.2020;Brezno;4;6,509410166;
25.10.2020;Byt?a;7;22,64126532;
25.10.2020;?adca;92;102,1314387;
25.10.2020;Detva;3;9,360082369;
25.10.2020;Dolný Kubín;3;7,603309974;
25.10.2020;Dunajská Streda;40;32,69095605;
25.10.2020;Galanta;19;20,19643692;
25.10.2020;Gelnica;7;21,96560813;
25.10.2020;Hlohovec;10;22,2160511;
25.10.2020;Humenné;17;27,42576893;
25.10.2020;Ilava;14;23,65364308;
25.10.2020;Kežmarok;7;9,304180235;
25.10.2020;Komárno;18;17,6971139;
25.10.2020;Košice;52;21,78694878;
25.10.2020;Košice - okolie;21;16,2107709;
25.10.2020;Kysucké Nové Mesto;27;82,03196208;
25.10.2020;Levice;2;1,80466325;
25.10.2020;Levo?a;23;68,245208;
25.10.2020;Liptovský Mikuláš;48;66,42633251;
25.10.2020;Lu?enec;2;2,722347753;
25.10.2020;Malacky;14;18,83669927;
25.10.2020;Martin;59;61,24270797;
25.10.2020;Medzilaborce;1;8,444876071;
25.10.2020;Michalovce;28;25,29244388;
25.10.2020;Myjava;1;3,794202459;
25.10.2020;Námestovo;35;55,85388623;
25.10.2020;Nitra;7;4,332755633;
25.10.2020;Nové Mesto nad Váhom;13;20,78221043;
25.10.2020;Nové Zámky;4;2,877604682;
25.10.2020;Partizánske;14;30,70411106;
25.10.2020;Pezinok;20;30,70074449;
25.10.2020;Pieš?any;3;4,776879901;
25.10.2020;Poprad;51;48,61147517;
25.10.2020;Považská Bystrica;3;4,804727852;
25.10.2020;Prešov;16;9,111124398;
25.10.2020;Prievidza;33;24,63063379;
25.10.2020;Púchov;6;13,54111421;
25.10.2020;Revúca;4;10,0917084;
25.10.2020;Rimavská Sobota;2;2,376454093;
25.10.2020;Rož?ava;2;3,214994735;
25.10.2020;Ružomberok;79;139,3248915;
25.10.2020;Sabinov;12;19,82864744;
25.10.2020;Senec;17;18,92421409;
25.10.2020;Senica;5;8,271845945;
25.10.2020;Skalica;8;16,98351538;
25.10.2020;Snina;6;16,55606297;
25.10.2020;Sobrance;8;35,05850388;
25.10.2020;Spišská Nová Ves;17;17,0400441;
25.10.2020;Stará ?ubov?a;7;12,97413513;
25.10.2020;Stropkov;2;9,740892266;
25.10.2020;Svidník;7;21,4961307;
25.10.2020;Ša?a;2;3,86959466;
25.10.2020;Topo??any;17;24,24017738;
25.10.2020;Trebišov;19;18,03460746;
25.10.2020;Tren?ín;23;20,08330204;
25.10.2020;Trnava;10;7,549762371;
25.10.2020;Tur?ianske Teplice;1;6,295643415;
25.10.2020;Tvrdošín;5;13,81978994;
25.10.2020;Vranov nad Top?ou;12;14,85764519;
25.10.2020;Zvolen;9;13,08929078;
25.10.2020;Žarnovica;2;7,647452442;
25.10.2020;Žiar nad Hronom;3;6,401843731;
25.10.2020;Žilina;80;50,6191353;
26.10.2020;Bánovce nad Bebravou;31;85,44299436;
26.10.2020;Banská Bystrica;17;15,33901478;
26.10.2020;Bardejov;10;12,85826336;
26.10.2020;Bratislava;88;13,03699841;
26.10.2020;Brezno;3;4,882057625;
26.10.2020;?adca;41;45,51509769;
26.10.2020;Detva;2;6,240054912;
26.10.2020;Dolný Kubín;21;53,22316982;
26.10.2020;Dunajská Streda;27;22,06639533;
26.10.2020;Galanta;16;17,00752583;
26.10.2020;Gelnica;2;6,275888038;
26.10.2020;Hlohovec;12;26,65926132;
26.10.2020;Humenné;1;1,613280525;
26.10.2020;Ilava;13;21,96409715;
26.10.2020;Kežmarok;1;1,329168605;
26.10.2020;Komárno;4;3,932691977;
26.10.2020;Košice;25;10,47449461;
26.10.2020;Košice - okolie;7;5,4035903;
26.10.2020;Kysucké Nové Mesto;4;12,15288327;
26.10.2020;Levice;1;0,902331625;
26.10.2020;Levo?a;7;20,7702807;
26.10.2020;Liptovský Mikuláš;1;1,383881927;
26.10.2020;Lu?enec;1;1,361173876;
26.10.2020;Malacky;7;9,418349636;
26.10.2020;Martin;43;44,63451598;
26.10.2020;Medzilaborce;1;8,444876071;
26.10.2020;Michalovce;4;3,613206269;
26.10.2020;Námestovo;6;9,574951926;
26.10.2020;Nitra;10;6,189650904;
26.10.2020;Nové Mesto nad Váhom;20;31,97263143;
26.10.2020;Nové Zámky;12;8,632814046;
26.10.2020;Partizánske;16;35,09041264;
26.10.2020;Pezinok;17;26,09563282;
26.10.2020;Pieš?any;19;30,25357271;
26.10.2020;Poltár;1;4,657444926;
26.10.2020;Poprad;16;15,25065888;
26.10.2020;Považská Bystrica;8;12,81260761;
26.10.2020;Prešov;57;32,45838067;
26.10.2020;Prievidza;26;19,4059539;
26.10.2020;Púchov;8;18,05481894;
26.10.2020;Revúca;2;5,0458542;
26.10.2020;Rimavská Sobota;1;1,188227046;
26.10.2020;Ružomberok;21;37,03573066;
26.10.2020;Sabinov;40;66,09549146;
26.10.2020;Senec;11;12,2450797;
26.10.2020;Senica;13;21,50679946;
26.10.2020;Skalica;27;57,31936439;
26.10.2020;Snina;2;5,518687656;
26.10.2020;Spišská Nová Ves;16;16,03768857;
26.10.2020;Stará ?ubov?a;1;1,853447876;
26.10.2020;Ša?a;4;7,73918932;
26.10.2020;Topo??any;36;51,33214034;
26.10.2020;Trebišov;2;1,898379733;
26.10.2020;Tren?ín;55;48,0252875;
26.10.2020;Trnava;39;29,44407325;
26.10.2020;Tur?ianske Teplice;3;18,88693024;
26.10.2020;Tvrdošín;1;2,763957988;
26.10.2020;Ve?ký Krtíš;2;4,600556667;
26.10.2020;Vranov nad Top?ou;1;1,238137099;
26.10.2020;Zlaté Moravce;2;4,929447286;
26.10.2020;Zvolen;7;10,18055949;
26.10.2020;Žarnovica;1;3,823726221;
26.10.2020;Žiar nad Hronom;1;2,13394791;
26.10.2020;Žilina;7;4,429174339;
27.10.2020;Bánovce nad Bebravou;75;206,7169218;
27.10.2020;Banská Bystrica;39;35,1895045;
27.10.2020;Banská Štiavnica;1;6,216585851;
27.10.2020;Bardejov;71;91,29366988;
27.10.2020;Bratislava;181;26,81473536;
27.10.2020;Brezno;28;45,56587116;
27.10.2020;Byt?a;1;3,234466475;
27.10.2020;?adca;39;43,29484902;
27.10.2020;Detva;21;65,52057658;
27.10.2020;Dolný Kubín;16;40,55098653;
27.10.2020;Dunajská Streda;25;20,43184753;
27.10.2020;Galanta;12;12,75564437;
27.10.2020;Gelnica;36;112,9659847;
27.10.2020;Hlohovec;22;48,87531241;
27.10.2020;Humenné;40;64,53122101;
27.10.2020;Ilava;19;32,10137276;
27.10.2020;Kežmarok;28;37,21672094;
27.10.2020;Komárno;23;22,61297887;
27.10.2020;Košice;146;61,1710485;
27.10.2020;Košice - okolie;45;34,73736621;
27.10.2020;Krupina;1;4,508159769;
27.10.2020;Kysucké Nové Mesto;3;9,114662454;
27.10.2020;Levice;25;22,55829062;
27.10.2020;Levo?a;15;44,50774435;
27.10.2020;Liptovský Mikuláš;21;29,06152047;
27.10.2020;Lu?enec;68;92,55982359;
27.10.2020;Malacky;19;25,56409187;
27.10.2020;Martin;110;114,1813199;
27.10.2020;Medzilaborce;4;33,77950429;
27.10.2020;Michalovce;65;58,71460187;
27.10.2020;Myjava;66;250,4173623;
27.10.2020;Námestovo;7;11,17077725;
27.10.2020;Nitra;183;113,2706115;
27.10.2020;Nové Mesto nad Váhom;15;23,97947357;
27.10.2020;Nové Zámky;12;8,632814046;
27.10.2020;Partizánske;19;41,66986501;
27.10.2020;Pezinok;29;44,51607951;
27.10.2020;Pieš?any;30;47,76879901;
27.10.2020;Poltár;16;74,51911881;
27.10.2020;Poprad;78;74,34696202;
27.10.2020;Považská Bystrica;34;54,45358233;
27.10.2020;Prešov;146;83,13901013;
27.10.2020;Prievidza;157;117,1821062;
27.10.2020;Púchov;13;29,33908078;
27.10.2020;Revúca;25;63,0731775;
27.10.2020;Rimavská Sobota;32;38,02326549;
27.10.2020;Rož?ava;1;1,607497368;
27.10.2020;Ružomberok;66;116,3980107;
27.10.2020;Sabinov;81;133,8433702;
27.10.2020;Senec;27;30,05610473;
27.10.2020;Senica;35;57,90292162;
27.10.2020;Skalica;19;40,33584902;
27.10.2020;Snina;14;38,63081359;
27.10.2020;Sobrance;12;52,58775582;
27.10.2020;Spišská Nová Ves;43;43,10128803;
27.10.2020;Stará ?ubov?a;30;55,60343629;
27.10.2020;Stropkov;25;121,7611533;
27.10.2020;Svidník;71;218,0321828;
27.10.2020;Ša?a;1;1,93479733;
27.10.2020;Topo??any;42;59,88749706;
27.10.2020;Trebišov;38;36,06921493;
27.10.2020;Tren?ín;75;65,4890284;
27.10.2020;Trnava;56;42,27866928;
27.10.2020;Tur?ianske Teplice;13;81,84336439;
27.10.2020;Tvrdošín;46;127,1420674;
27.10.2020;Ve?ký Krtíš;13;29,90361834;
27.10.2020;Vranov nad Top?ou;53;65,62126624;
27.10.2020;Zlaté Moravce;10;24,64723643;
27.10.2020;Zvolen;7;10,18055949;
27.10.2020;Žarnovica;7;26,76608355;
27.10.2020;Žiar nad Hronom;8;17,07158328;
27.10.2020;Žilina;33;20,88039331;
28.10.2020;Bánovce nad Bebravou;32;88,19921999;
28.10.2020;Banská Bystrica;60;54,13769924;
28.10.2020;Banská Štiavnica;4;24,8663434;
28.10.2020;Bardejov;56;72,00627483;
28.10.2020;Bratislava;139;20,59253158;
28.10.2020;Brezno;97;157,8531965;
28.10.2020;Byt?a;9;29,11019827;
28.10.2020;?adca;35;38,85435169;
28.10.2020;Detva;12;37,44032947;
28.10.2020;Dolný Kubín;30;76,03309974;
28.10.2020;Dunajská Streda;36;29,42186044;
28.10.2020;Galanta;32;34,01505166;
28.10.2020;Gelnica;12;37,65532823;
28.10.2020;Hlohovec;30;66,64815329;
28.10.2020;Humenné;36;58,07809891;
28.10.2020;Ilava;26;43,9281943;
28.10.2020;Kežmarok;20;26,5833721;
28.10.2020;Komárno;11;10,81490294;
28.10.2020;Košice;89;37,2892008;
28.10.2020;Košice - okolie;42;32,4215418;
28.10.2020;Krupina;6;27,04895862;
28.10.2020;Kysucké Nové Mesto;13;39,49687063;
28.10.2020;Levice;26;23,46062225;
28.10.2020;Levo?a;1;2,967182957;
28.10.2020;Liptovský Mikuláš;130;179,9046505;
28.10.2020;Lu?enec;24;32,66817303;
28.10.2020;Malacky;29;39,01887706;
28.10.2020;Martin;132;137,0175839;
28.10.2020;Medzilaborce;6;50,66925643;
28.10.2020;Michalovce;34;30,71225329;
28.10.2020;Myjava;10;37,94202459;
28.10.2020;Námestovo;40;63,83301284;
28.10.2020;Nitra;66;40,85169596;
28.10.2020;Nové Mesto nad Váhom;7;11,190421;
28.10.2020;Nové Zámky;58;41,72526789;
28.10.2020;Partizánske;11;24,12465869;
28.10.2020;Pezinok;17;26,09563282;
28.10.2020;Pieš?any;23;36,62274591;
28.10.2020;Poltár;9;41,91700433;
28.10.2020;Poprad;64;61,0026355;
28.10.2020;Považská Bystrica;12;19,21891141;
28.10.2020;Prešov;195;111,0418286;
28.10.2020;Prievidza;121;90,3123239;
28.10.2020;Púchov;9;20,31167131;
28.10.2020;Revúca;3;7,5687813;
28.10.2020;Rimavská Sobota;14;16,63517865;
28.10.2020;Rož?ava;9;14,46747631;
28.10.2020;Ružomberok;124;218,6871715;
28.10.2020;Sabinov;105;173,5006651;
28.10.2020;Senec;35;38,96161724;
28.10.2020;Senica;61;100,9165205;
28.10.2020;Skalica;55;116,7616682;
28.10.2020;Snina;20;55,18687656;
28.10.2020;Sobrance;4;17,52925194;
28.10.2020;Spišská Nová Ves;6;6,014133213;
28.10.2020;Stará ?ubov?a;57;105,646529;
28.10.2020;Stropkov;15;73,05669199;
28.10.2020;Svidník;17;52,20488883;
28.10.2020;Ša?a;8;15,47837864;
28.10.2020;Topo??any;37;52,75803312;
28.10.2020;Trebišov;28;26,57731626;
28.10.2020;Tren?ín;41;35,80066886;
28.10.2020;Trnava;82;61,90805144;
28.10.2020;Tur?ianske Teplice;9;56,66079073;
28.10.2020;Tvrdošín;13;35,93145384;
28.10.2020;Ve?ký Krtíš;13;29,90361834;
28.10.2020;Vranov nad Top?ou;25;30,95342747;
28.10.2020;Zlaté Moravce;10;24,64723643;
28.10.2020;Zvolen;20;29,08731284;
28.10.2020;Žarnovica;10;38,23726221;
28.10.2020;Žiar nad Hronom;13;27,74132283;
28.10.2020;Žilina;100;63,27391912;
29.10.2020;Bánovce nad Bebravou;41;113,0052506;
29.10.2020;Banská Bystrica;105;94,74097367;
29.10.2020;Banská Štiavnica;2;12,4331717;
29.10.2020;Bardejov;63;81,00705919;
29.10.2020;Bratislava;170;25,18511056;
29.10.2020;Brezno;47;76,48556945;
29.10.2020;Byt?a;16;51,7514636;
29.10.2020;?adca;92;102,1314387;
29.10.2020;Detva;8;24,96021965;
29.10.2020;Dolný Kubín;12;30,4132399;
29.10.2020;Dunajská Streda;74;60,47826869;
29.10.2020;Galanta;25;26,57425911;
29.10.2020;Gelnica;15;47,06916029;
29.10.2020;Hlohovec;24;53,31852263;
29.10.2020;Humenné;49;79,05074574;
29.10.2020;Ilava;33;55,75501584;
29.10.2020;Kežmarok;26;34,55838373;
29.10.2020;Komárno;34;33,4278818;
29.10.2020;Košice;140;58,65716979;
29.10.2020;Košice - okolie;70;54,035903;
29.10.2020;Krupina;11;49,58975746;
29.10.2020;Kysucké Nové Mesto;30;91,14662454;
29.10.2020;Levice;12;10,8279795;
29.10.2020;Levo?a;20;59,34365913;
29.10.2020;Liptovský Mikuláš;78;107,9427903;
29.10.2020;Lu?enec;16;21,77878202;
29.10.2020;Malacky;30;40,36435558;
29.10.2020;Martin;150;155,7017999;
29.10.2020;Medzilaborce;8;67,55900857;
29.10.2020;Michalovce;16;14,45282508;
29.10.2020;Myjava;1;3,794202459;
29.10.2020;Námestovo;9;14,36242789;
29.10.2020;Nitra;126;77,98960139;
29.10.2020;Nové Mesto nad Váhom;43;68,74115757;
29.10.2020;Nové Zámky;36;25,89844214;
29.10.2020;Partizánske;29;63,60137291;
29.10.2020;Pezinok;22;33,77081894;
29.10.2020;Pieš?any;14;22,29210621;
29.10.2020;Poltár;68;316,7062549;
29.10.2020;Poprad;76;72,44062966;
29.10.2020;Považská Bystrica;98;156,9544432;
29.10.2020;Prešov;130;74,02788574;
29.10.2020;Prievidza;119;88,81955822;
29.10.2020;Púchov;53;119,6131755;
29.10.2020;Revúca;8;20,1834168;
29.10.2020;Rimavská Sobota;58;68,91716869;
29.10.2020;Rož?ava;12;19,28996841;
29.10.2020;Ružomberok;90;158,72456;
29.10.2020;Sabinov;66;109,0575609;
29.10.2020;Senec;40;44,52756256;
29.10.2020;Senica;20;33,08738378;
29.10.2020;Skalica;43;91,28639514;
29.10.2020;Snina;18;49,6681889;
29.10.2020;Sobrance;10;43,82312985;
29.10.2020;Spišská Nová Ves;49;49,11542124;
29.10.2020;Stará ?ubov?a;45;83,40515444;
29.10.2020;Stropkov;16;77,92713813;
29.10.2020;Svidník;33;101,3389019;
29.10.2020;Ša?a;10;19,3479733;
29.10.2020;Topo??any;60;85,55356723;
29.10.2020;Trebišov;21;19,9329872;
29.10.2020;Tren?ín;79;68,98177659;
29.10.2020;Trnava;73;55,11326531;
29.10.2020;Tur?ianske Teplice;9;56,66079073;
29.10.2020;Tvrdošín;10;27,63957988;
29.10.2020;Ve?ký Krtíš;11;25,30306167;
29.10.2020;Vranov nad Top?ou;44;54,47803235;
29.10.2020;Zlaté Moravce;15;36,97085464;
29.10.2020;Zvolen;22;31,99604413;
29.10.2020;Žarnovica;6;22,94235733;
29.10.2020;Žiar nad Hronom;10;21,3394791;
29.10.2020;Žilina;244;154,3883627;
30.10.2020;Bánovce nad Bebravou;50;137,8112812;
30.10.2020;Banská Bystrica;96;86,62031878;
30.10.2020;Banská Štiavnica;1;6,216585851;
30.10.2020;Bardejov;30;38,57479009;
30.10.2020;Bratislava;109;16,1481003;
30.10.2020;Brezno;29;47,1932237;
30.10.2020;Byt?a;9;29,11019827;
30.10.2020;?adca;80;88,80994671;
30.10.2020;Detva;17;53,04046676;
30.10.2020;Dolný Kubín;10;25,34436658;
30.10.2020;Dunajská Streda;36;29,42186044;
30.10.2020;Galanta;14;14,8815851;
30.10.2020;Gelnica;1;3,137944019;
30.10.2020;Hlohovec;19;42,21049708;
30.10.2020;Humenné;50;80,66402626;
30.10.2020;Ilava;13;21,96409715;
30.10.2020;Kežmarok;30;39,87505815;
30.10.2020;Komárno;21;20,64663288;
30.10.2020;Košice;169;70,80758353;
30.10.2020;Košice - okolie;41;31,64960033;
30.10.2020;Krupina;4;18,03263908;
30.10.2020;Kysucké Nové Mesto;19;57,72619554;
30.10.2020;Levice;31;27,97228037;
30.10.2020;Levo?a;7;20,7702807;
30.10.2020;Liptovský Mikuláš;53;73,34574214;
30.10.2020;Lu?enec;20;27,22347753;
30.10.2020;Malacky;13;17,49122075;
30.10.2020;Martin;82;85,11698395;
30.10.2020;Medzilaborce;5;42,22438036;
30.10.2020;Michalovce;68;61,42450657;
30.10.2020;Myjava;10;37,94202459;
30.10.2020;Námestovo;28;44,68310899;
30.10.2020;Nitra;81;50,13617232;
30.10.2020;Nové Mesto nad Váhom;10;15,98631571;
30.10.2020;Nové Zámky;37;26,61784331;
30.10.2020;Partizánske;19;41,66986501;
30.10.2020;Pezinok;10;15,35037225;
30.10.2020;Pieš?any;28;44,58421241;
30.10.2020;Poprad;67;63,86213404;
30.10.2020;Považská Bystrica;36;57,65673423;
30.10.2020;Prešov;133;75,73622156;
30.10.2020;Prievidza;93;69,41360432;
30.10.2020;Púchov;19;42,88019499;
30.10.2020;Revúca;12;30,2751252;
30.10.2020;Rimavská Sobota;10;11,88227046;
30.10.2020;Rož?ava;4;6,429989471;
30.10.2020;Ružomberok;93;164,0153786;
30.10.2020;Sabinov;83;137,1481448;
30.10.2020;Senec;26;28,94291566;
30.10.2020;Senica;17;28,12427621;
30.10.2020;Skalica;21;44,58172786;
30.10.2020;Snina;34;93,81769015;
30.10.2020;Sobrance;14;61,35238179;
30.10.2020;Spišská Nová Ves;40;40,09422142;
30.10.2020;Stará ?ubov?a;46;85,25860231;
30.10.2020;Stropkov;19;92,53847652;
30.10.2020;Svidník;22;67,5592679;
30.10.2020;Ša?a;4;7,73918932;
30.10.2020;Topo??any;20;28,51785574;
30.10.2020;Trebišov;42;39,86597439;
30.10.2020;Tren?ín;49;42,78616522;
30.10.2020;Trnava;63;47,56350294;
30.10.2020;Tur?ianske Teplice;8;50,36514732;
30.10.2020;Tvrdošín;25;69,0989497;
30.10.2020;Ve?ký Krtíš;13;29,90361834;
30.10.2020;Vranov nad Top?ou;26;32,19156457;
30.10.2020;Zlaté Moravce;10;24,64723643;
30.10.2020;Zvolen;30;43,63096926;
30.10.2020;Žarnovica;8;30,58980977;
30.10.2020;Žiar nad Hronom;14;29,87527074;
30.10.2020;Žilina;122;77,19418133;
31.10.2020;Bánovce nad Bebravou;30;82,68676874;
31.10.2020;Banská Bystrica;75;67,67212405;
31.10.2020;Banská Štiavnica;2;12,4331717;
31.10.2020;Bardejov;6;7,714958018;
31.10.2020;Bratislava;113;16,74069114;
31.10.2020;Brezno;16;26,03764066;
31.10.2020;Byt?a;10;32,34466475;
31.10.2020;?adca;83;92,14031972;
31.10.2020;Detva;14;43,68038439;
31.10.2020;Dolný Kubín;27;68,42978977;
31.10.2020;Dunajská Streda;39;31,87368215;
31.10.2020;Galanta;39;41,45584421;
31.10.2020;Hlohovec;29;64,42654818;
31.10.2020;Humenné;11;17,74608578;
31.10.2020;Ilava;25;42,23864836;
31.10.2020;Kežmarok;19;25,2542035;
31.10.2020;Komárno;39;38,34374677;
31.10.2020;Košice;40;16,75919137;
31.10.2020;Košice - okolie;12;9,263297657;
31.10.2020;Krupina;6;27,04895862;
31.10.2020;Kysucké Nové Mesto;36;109,3759494;
31.10.2020;Levice;18;16,24196925;
31.10.2020;Levo?a;18;53,40929322;
31.10.2020;Liptovský Mikuláš;110;152,227012;
31.10.2020;Lu?enec;33;44,91873792;
31.10.2020;Malacky;24;32,29148447;
31.10.2020;Martin;129;133,9035479;
31.10.2020;Medzilaborce;1;8,444876071;
31.10.2020;Michalovce;3;2,709904702;
31.10.2020;Myjava;13;49,32463196;
31.10.2020;Námestovo;18;28,72485578;
31.10.2020;Nitra;89;55,08789304;
31.10.2020;Nové Mesto nad Váhom;35;55,952105;
31.10.2020;Nové Zámky;25;17,98502926;
31.10.2020;Partizánske;17;37,28356343;
31.10.2020;Pezinok;19;29,16570727;
31.10.2020;Pieš?any;19;30,25357271;
31.10.2020;Poltár;10;46,57444926;
31.10.2020;Poprad;112;106,7546121;
31.10.2020;Považská Bystrica;54;86,48510134;
31.10.2020;Prešov;80;45,55562199;
31.10.2020;Prievidza;78;58,21786169;
31.10.2020;Púchov;34;76,73298051;
31.10.2020;Revúca;5;12,6146355;
31.10.2020;Rimavská Sobota;12;14,25872456;
31.10.2020;Ružomberok;74;130,5068604;
31.10.2020;Sabinov;19;31,39535844;
31.10.2020;Senec;17;18,92421409;
31.10.2020;Senica;39;64,52039837;
31.10.2020;Skalica;27;57,31936439;
31.10.2020;Snina;8;22,07475062;
31.10.2020;Sobrance;1;4,382312985;
31.10.2020;Spišská Nová Ves;15;15,03533303;
31.10.2020;Stará ?ubov?a;3;5,560343629;
31.10.2020;Stropkov;4;19,48178453;
31.10.2020;Svidník;28;85,98452279;
31.10.2020;Ša?a;7;13,54358131;
31.10.2020;Topo??any;82;116,9232085;
31.10.2020;Trebišov;11;10,44108853;
31.10.2020;Tren?ín;46;40,16660409;
31.10.2020;Trnava;67;50,58340789;
31.10.2020;Tur?ianske Teplice;7;44,0695039;
31.10.2020;Tvrdošín;15;41,45936982;
31.10.2020;Ve?ký Krtíš;3;6,900835001;
31.10.2020;Vranov nad Top?ou;6;7,428822594;
31.10.2020;Zlaté Moravce;1;2,464723643;
31.10.2020;Zvolen;16;23,26985027;
31.10.2020;Žarnovica;1;3,823726221;
31.10.2020;Žiar nad Hronom;5;10,66973955;
31.10.2020;Žilina;153;96,80909626;
1.11.2020;Bánovce nad Bebravou;40;110,249025;
1.11.2020;Banská Bystrica;34;30,67802957;
1.11.2020;Banská Štiavnica;1;6,216585851;
1.11.2020;Bardejov;24;30,85983207;
1.11.2020;Bratislava;136;20,14808845;
1.11.2020;Brezno;20;32,54705083;
1.11.2020;Byt?a;17;54,98593007;
1.11.2020;?adca;106;117,6731794;
1.11.2020;Detva;6;18,72016474;
1.11.2020;Dolný Kubín;1;2,534436658;
1.11.2020;Dunajská Streda;41;33,50822995;
1.11.2020;Galanta;5;5,314851822;
1.11.2020;Gelnica;10;31,37944019;
1.11.2020;Hlohovec;5;11,10802555;
1.11.2020;Humenné;59;95,18355099;
1.11.2020;Ilava;23;38,85955649;
1.11.2020;Kežmarok;17;22,59586629;
1.11.2020;Komárno;16;15,73076791;
1.11.2020;Košice;123;51,53451346;
1.11.2020;Košice - okolie;25;19,29853678;
1.11.2020;Krupina;2;9,016319538;
1.11.2020;Kysucké Nové Mesto;26;78,99374127;
1.11.2020;Levice;9;8,120984624;
1.11.2020;Levo?a;18;53,40929322;
1.11.2020;Liptovský Mikuláš;5;6,919409636;
1.11.2020;Lu?enec;1;1,361173876;
