"";"Datum";"Kraj";"Admission";"Discharges"
"746";2020-06-12;"Trenčiansky kraj";0;0
"747";2020-06-13;"Trenčiansky kraj";0;0
"748";2020-06-14;"Trenčiansky kraj";0;0
"749";2020-06-15;"Trenčiansky kraj";0;0
"750";2020-06-16;"Trenčiansky kraj";0;0
"751";2020-06-17;"Trenčiansky kraj";0;0
"752";2020-06-18;"Trenčiansky kraj";0;0
"753";2020-06-19;"Trenčiansky kraj";0;0
"754";2020-06-20;"Trenčiansky kraj";0;0
"755";2020-06-21;"Trenčiansky kraj";0;0
"756";2020-06-22;"Trenčiansky kraj";0;0
"757";2020-06-23;"Trenčiansky kraj";0;0
"758";2020-06-24;"Trenčiansky kraj";0;0
"759";2020-06-25;"Trenčiansky kraj";0;0
"760";2020-06-26;"Trenčiansky kraj";1;0
"761";2020-06-27;"Trenčiansky kraj";0;0
"762";2020-06-28;"Trenčiansky kraj";0;0
"763";2020-06-29;"Trenčiansky kraj";0;0
"764";2020-06-30;"Trenčiansky kraj";0;0
"765";2020-07-01;"Trenčiansky kraj";0;0
"766";2020-07-02;"Trenčiansky kraj";0;0
"767";2020-07-03;"Trenčiansky kraj";0;0
"768";2020-07-04;"Trenčiansky kraj";0;0
"769";2020-07-05;"Trenčiansky kraj";0;0
"770";2020-07-06;"Trenčiansky kraj";1;0
"771";2020-07-07;"Trenčiansky kraj";0;0
"772";2020-07-08;"Trenčiansky kraj";2;0
"773";2020-07-09;"Trenčiansky kraj";0;0
"774";2020-07-10;"Trenčiansky kraj";0;0
"775";2020-07-11;"Trenčiansky kraj";0;0
"776";2020-07-12;"Trenčiansky kraj";1;0
"777";2020-07-13;"Trenčiansky kraj";1;0
"778";2020-07-14;"Trenčiansky kraj";1;1
"779";2020-07-15;"Trenčiansky kraj";2;1
"780";2020-07-16;"Trenčiansky kraj";1;1
"781";2020-07-17;"Trenčiansky kraj";1;1
"782";2020-07-18;"Trenčiansky kraj";1;1
"783";2020-07-19;"Trenčiansky kraj";0;0
"784";2020-07-20;"Trenčiansky kraj";1;0
"785";2020-07-21;"Trenčiansky kraj";2;2
"786";2020-07-22;"Trenčiansky kraj";2;1
"787";2020-07-23;"Trenčiansky kraj";0;0
"788";2020-07-24;"Trenčiansky kraj";0;0
"789";2020-07-25;"Trenčiansky kraj";0;0
"790";2020-07-26;"Trenčiansky kraj";0;0
"791";2020-07-27;"Trenčiansky kraj";1;0
"792";2020-07-28;"Trenčiansky kraj";2;1
"793";2020-07-29;"Trenčiansky kraj";2;2
"794";2020-07-30;"Trenčiansky kraj";1;1
"795";2020-07-31;"Trenčiansky kraj";3;2
"796";2020-08-01;"Trenčiansky kraj";1;2
"797";2020-08-02;"Trenčiansky kraj";0;0
"798";2020-08-03;"Trenčiansky kraj";2;2
"799";2020-08-04;"Trenčiansky kraj";0;0
"800";2020-08-05;"Trenčiansky kraj";0;0
"801";2020-08-06;"Trenčiansky kraj";2;0
"802";2020-08-07;"Trenčiansky kraj";2;2
"803";2020-08-08;"Trenčiansky kraj";0;1
"804";2020-08-09;"Trenčiansky kraj";4;0
"805";2020-08-10;"Trenčiansky kraj";4;2
"806";2020-08-11;"Trenčiansky kraj";0;1
"807";2020-08-12;"Trenčiansky kraj";2;2
"808";2020-08-13;"Trenčiansky kraj";1;1
"809";2020-08-14;"Trenčiansky kraj";4;2
"810";2020-08-15;"Trenčiansky kraj";1;0
"811";2020-08-16;"Trenčiansky kraj";0;0
"812";2020-08-17;"Trenčiansky kraj";2;1
"813";2020-08-18;"Trenčiansky kraj";0;0
"814";2020-08-19;"Trenčiansky kraj";0;1
"815";2020-08-20;"Trenčiansky kraj";1;1
"816";2020-08-21;"Trenčiansky kraj";2;4
"817";2020-08-22;"Trenčiansky kraj";0;0
"818";2020-08-23;"Trenčiansky kraj";2;1
"819";2020-08-24;"Trenčiansky kraj";3;3
"820";2020-08-25;"Trenčiansky kraj";3;0
"821";2020-08-26;"Trenčiansky kraj";2;4
"822";2020-08-27;"Trenčiansky kraj";0;1
"823";2020-08-28;"Trenčiansky kraj";1;2
"824";2020-08-29;"Trenčiansky kraj";1;0
"825";2020-08-30;"Trenčiansky kraj";1;0
"826";2020-08-31;"Trenčiansky kraj";1;1
"827";2020-09-01;"Trenčiansky kraj";0;1
"828";2020-09-02;"Trenčiansky kraj";1;2
"829";2020-09-03;"Trenčiansky kraj";4;0
"830";2020-09-04;"Trenčiansky kraj";1;5
"831";2020-09-05;"Trenčiansky kraj";3;0
"832";2020-09-06;"Trenčiansky kraj";1;0
"833";2020-09-07;"Trenčiansky kraj";1;1
"834";2020-09-08;"Trenčiansky kraj";1;3
"835";2020-09-09;"Trenčiansky kraj";3;2
"836";2020-09-10;"Trenčiansky kraj";2;1
"837";2020-09-11;"Trenčiansky kraj";0;2
"838";2020-09-12;"Trenčiansky kraj";0;0
"839";2020-09-13;"Trenčiansky kraj";4;0
"840";2020-09-14;"Trenčiansky kraj";3;2
"841";2020-09-15;"Trenčiansky kraj";0;1
"842";2020-09-16;"Trenčiansky kraj";2;0
"843";2020-09-17;"Trenčiansky kraj";5;7
"844";2020-09-18;"Trenčiansky kraj";3;3
"845";2020-09-19;"Trenčiansky kraj";0;1
"846";2020-09-20;"Trenčiansky kraj";2;0
"847";2020-09-21;"Trenčiansky kraj";5;2
"848";2020-09-22;"Trenčiansky kraj";5;2
"849";2020-09-23;"Trenčiansky kraj";2;0
"850";2020-09-24;"Trenčiansky kraj";11;4
"851";2020-09-25;"Trenčiansky kraj";7;3
"852";2020-09-26;"Trenčiansky kraj";1;1
"853";2020-09-27;"Trenčiansky kraj";4;0
"854";2020-09-28;"Trenčiansky kraj";8;4
"855";2020-09-29;"Trenčiansky kraj";10;4
"856";2020-09-30;"Trenčiansky kraj";15;4
"857";2020-10-01;"Trenčiansky kraj";4;1
"858";2020-10-02;"Trenčiansky kraj";14;5
"859";2020-10-03;"Trenčiansky kraj";7;2
"860";2020-10-04;"Trenčiansky kraj";3;1
"861";2020-10-05;"Trenčiansky kraj";11;4
"862";2020-10-06;"Trenčiansky kraj";11;8
"863";2020-10-07;"Trenčiansky kraj";9;4
"864";2020-10-08;"Trenčiansky kraj";18;10
"865";2020-10-09;"Trenčiansky kraj";14;14
"866";2020-10-10;"Trenčiansky kraj";5;4
"867";2020-10-11;"Trenčiansky kraj";6;0
"868";2020-10-12;"Trenčiansky kraj";16;7
"869";2020-10-13;"Trenčiansky kraj";21;13
"870";2020-10-14;"Trenčiansky kraj";20;12
"871";2020-10-15;"Trenčiansky kraj";15;3
"872";2020-10-16;"Trenčiansky kraj";26;4
"873";2020-10-17;"Trenčiansky kraj";13;0
"874";2020-10-18;"Trenčiansky kraj";17;0
"875";2020-10-19;"Trenčiansky kraj";24;6
"876";2020-10-20;"Trenčiansky kraj";30;8
"877";2020-10-21;"Trenčiansky kraj";24;15
"878";2020-10-22;"Trenčiansky kraj";30;21
"879";2020-10-23;"Trenčiansky kraj";34;16
"880";2020-10-24;"Trenčiansky kraj";21;4
"881";2020-10-25;"Trenčiansky kraj";20;4
"882";2020-10-26;"Trenčiansky kraj";36;19
"883";2020-10-27;"Trenčiansky kraj";29;26
"884";2020-10-28;"Trenčiansky kraj";27;21
"885";2020-10-29;"Trenčiansky kraj";23;35
"886";2020-10-30;"Trenčiansky kraj";29;17
"887";2020-10-31;"Trenčiansky kraj";15;23
"888";2020-11-01;"Trenčiansky kraj";17;16
"889";2020-11-02;"Trenčiansky kraj";29;18
"890";2020-11-03;"Trenčiansky kraj";32;36
"891";2020-11-04;"Trenčiansky kraj";40;20
"892";2020-11-05;"Trenčiansky kraj";43;34
"893";2020-11-06;"Trenčiansky kraj";28;26
"894";2020-11-07;"Trenčiansky kraj";20;9
"895";2020-11-08;"Trenčiansky kraj";24;10
"896";2020-11-09;"Trenčiansky kraj";21;20
"897";2020-11-10;"Trenčiansky kraj";20;32
"898";2020-11-11;"Trenčiansky kraj";23;29
"899";2020-11-12;"Trenčiansky kraj";38;26
"900";2020-11-13;"Trenčiansky kraj";27;33
"901";2020-11-14;"Trenčiansky kraj";26;10
"902";2020-11-15;"Trenčiansky kraj";10;10
"903";2020-11-16;"Trenčiansky kraj";47;38
"904";2020-11-17;"Trenčiansky kraj";17;7
"905";2020-11-18;"Trenčiansky kraj";21;29
"906";2020-11-19;"Trenčiansky kraj";29;33
"907";2020-11-20;"Trenčiansky kraj";30;30
"908";2020-11-21;"Trenčiansky kraj";12;8
"909";2020-11-22;"Trenčiansky kraj";15;7
"910";2020-11-23;"Trenčiansky kraj";50;30
"911";2020-11-24;"Trenčiansky kraj";33;35
"912";2020-11-25;"Trenčiansky kraj";33;37
"913";2020-11-26;"Trenčiansky kraj";39;31
"914";2020-11-27;"Trenčiansky kraj";24;42
"915";2020-11-28;"Trenčiansky kraj";9;9
"916";2020-11-29;"Trenčiansky kraj";10;7
"917";2020-11-30;"Trenčiansky kraj";31;38
"918";2020-12-01;"Trenčiansky kraj";42;25
"919";2020-12-02;"Trenčiansky kraj";24;27
"920";2020-12-03;"Trenčiansky kraj";29;32
"921";2020-12-04;"Trenčiansky kraj";25;45
"922";2020-12-05;"Trenčiansky kraj";25;10
"923";2020-12-06;"Trenčiansky kraj";17;7
"924";2020-12-07;"Trenčiansky kraj";59;39
"925";2020-12-08;"Trenčiansky kraj";48;38
"926";2020-12-09;"Trenčiansky kraj";31;35
"927";2020-12-10;"Trenčiansky kraj";69;32
"928";2020-12-11;"Trenčiansky kraj";49;50
"929";2020-12-12;"Trenčiansky kraj";23;20
"930";2020-12-13;"Trenčiansky kraj";28;14
"931";2020-12-14;"Trenčiansky kraj";46;57
"932";2020-12-15;"Trenčiansky kraj";42;41
"933";2020-12-16;"Trenčiansky kraj";34;45
"934";2020-12-17;"Trenčiansky kraj";31;32
"935";2020-12-18;"Trenčiansky kraj";39;50
"936";2020-12-19;"Trenčiansky kraj";38;26
"937";2020-12-20;"Trenčiansky kraj";25;10
"938";2020-12-21;"Trenčiansky kraj";61;51
"939";2020-12-22;"Trenčiansky kraj";72;61
"940";2020-12-23;"Trenčiansky kraj";46;82
"941";2020-12-24;"Trenčiansky kraj";29;22
"942";2020-12-25;"Trenčiansky kraj";33;13
"943";2020-12-26;"Trenčiansky kraj";34;13
"944";2020-12-27;"Trenčiansky kraj";36;7
"945";2020-12-28;"Trenčiansky kraj";44;54
"946";2020-12-29;"Trenčiansky kraj";62;67
"947";2020-12-30;"Trenčiansky kraj";48;63
"948";2020-12-31;"Trenčiansky kraj";49;55
"949";2021-01-01;"Trenčiansky kraj";34;16
"950";2021-01-02;"Trenčiansky kraj";39;9
"951";2021-01-03;"Trenčiansky kraj";18;16
"952";2021-01-04;"Trenčiansky kraj";40;49
"953";2021-01-05;"Trenčiansky kraj";62;62
"954";2021-01-06;"Trenčiansky kraj";45;10
"955";2021-01-07;"Trenčiansky kraj";52;58
"956";2021-01-08;"Trenčiansky kraj";66;59
"957";2021-01-09;"Trenčiansky kraj";38;15
"958";2021-01-10;"Trenčiansky kraj";22;12
"959";2021-01-11;"Trenčiansky kraj";56;63
"960";2021-01-12;"Trenčiansky kraj";54;75
"961";2021-01-13;"Trenčiansky kraj";41;43
"962";2021-01-14;"Trenčiansky kraj";41;50
"963";2021-01-15;"Trenčiansky kraj";45;67
"964";2021-01-16;"Trenčiansky kraj";30;19
"965";2021-01-17;"Trenčiansky kraj";20;11
"966";2021-01-18;"Trenčiansky kraj";57;55
"967";2021-01-19;"Trenčiansky kraj";28;64
"968";2021-01-20;"Trenčiansky kraj";18;29
"969";2021-01-21;"Trenčiansky kraj";4;6
"970";2020-03-05;"Banskobystrický kraj";0;0
"971";2020-03-06;"Banskobystrický kraj";0;0
"972";2020-03-07;"Banskobystrický kraj";0;0
"973";2020-03-08;"Banskobystrický kraj";0;0
"974";2020-03-09;"Banskobystrický kraj";0;0
"975";2020-03-10;"Banskobystrický kraj";0;0
"976";2020-03-11;"Banskobystrický kraj";0;0
"977";2020-03-12;"Banskobystrický kraj";0;0
"978";2020-03-13;"Banskobystrický kraj";1;0
"979";2020-03-14;"Banskobystrický kraj";1;0
"980";2020-03-15;"Banskobystrický kraj";2;0
"981";2020-03-16;"Banskobystrický kraj";1;0
"982";2020-03-17;"Banskobystrický kraj";0;1
"983";2020-03-18;"Banskobystrický kraj";0;0
"984";2020-03-19;"Banskobystrický kraj";0;1
"985";2020-03-20;"Banskobystrický kraj";0;0
"986";2020-03-21;"Banskobystrický kraj";0;0
"987";2020-03-22;"Banskobystrický kraj";0;0
"988";2020-03-23;"Banskobystrický kraj";0;2
"989";2020-03-24;"Banskobystrický kraj";1;0
"990";2020-03-25;"Banskobystrický kraj";0;0
"991";2020-03-26;"Banskobystrický kraj";1;1
"992";2020-03-27;"Banskobystrický kraj";0;0
"993";2020-03-28;"Banskobystrický kraj";0;0
"994";2020-03-29;"Banskobystrický kraj";0;0
"995";2020-03-30;"Banskobystrický kraj";0;0
"996";2020-03-31;"Banskobystrický kraj";0;0
"997";2020-04-01;"Banskobystrický kraj";1;0
"998";2020-04-02;"Banskobystrický kraj";0;0
"999";2020-04-03;"Banskobystrický kraj";0;0
"1000";2020-04-04;"Banskobystrický kraj";0;0
"1001";2020-04-05;"Banskobystrický kraj";0;0
"1002";2020-04-06;"Banskobystrický kraj";0;0
"1003";2020-04-07;"Banskobystrický kraj";0;1
"1004";2020-04-08;"Banskobystrický kraj";0;1
"1005";2020-04-09;"Banskobystrický kraj";0;0
"1006";2020-04-10;"Banskobystrický kraj";0;0
"1007";2020-04-11;"Banskobystrický kraj";0;0
"1008";2020-04-12;"Banskobystrický kraj";0;0
"1009";2020-04-13;"Banskobystrický kraj";0;0
"1010";2020-04-14;"Banskobystrický kraj";0;0
"1011";2020-04-15;"Banskobystrický kraj";0;0
"1012";2020-04-16;"Banskobystrický kraj";0;0
"1013";2020-04-17;"Banskobystrický kraj";0;0
"1014";2020-04-18;"Banskobystrický kraj";0;0
"1015";2020-04-19;"Banskobystrický kraj";0;0
"1016";2020-04-20;"Banskobystrický kraj";0;0
"1017";2020-04-21;"Banskobystrický kraj";0;0
"1018";2020-04-22;"Banskobystrický kraj";0;1
"1019";2020-04-23;"Banskobystrický kraj";0;0
"1020";2020-04-24;"Banskobystrický kraj";1;0
"1021";2020-04-25;"Banskobystrický kraj";0;0
"1022";2020-04-26;"Banskobystrický kraj";0;0
"1023";2020-04-27;"Banskobystrický kraj";0;1
"1024";2020-04-28;"Banskobystrický kraj";0;0
"1025";2020-04-29;"Banskobystrický kraj";1;0
"1026";2020-04-30;"Banskobystrický kraj";0;0
"1027";2020-05-01;"Banskobystrický kraj";0;0
"1028";2020-05-02;"Banskobystrický kraj";0;0
"1029";2020-05-03;"Banskobystrický kraj";0;0
"1030";2020-05-04;"Banskobystrický kraj";0;0
"1031";2020-05-05;"Banskobystrický kraj";0;0
"1032";2020-05-06;"Banskobystrický kraj";0;0
"1033";2020-05-07;"Banskobystrický kraj";1;2
"1034";2020-05-08;"Banskobystrický kraj";0;0
"1035";2020-05-09;"Banskobystrický kraj";0;0
"1036";2020-05-10;"Banskobystrický kraj";0;0
"1037";2020-05-11;"Banskobystrický kraj";0;0
"1038";2020-05-12;"Banskobystrický kraj";0;0
"1039";2020-05-13;"Banskobystrický kraj";0;0
"1040";2020-05-14;"Banskobystrický kraj";0;0
"1041";2020-05-15;"Banskobystrický kraj";0;0
"1042";2020-05-16;"Banskobystrický kraj";0;0
"1043";2020-05-17;"Banskobystrický kraj";0;0
"1044";2020-05-18;"Banskobystrický kraj";0;0
"1045";2020-05-19;"Banskobystrický kraj";0;0
"1046";2020-05-20;"Banskobystrický kraj";0;0
"1047";2020-05-21;"Banskobystrický kraj";0;0
"1048";2020-05-22;"Banskobystrický kraj";0;0
"1049";2020-05-23;"Banskobystrický kraj";0;0
"1050";2020-05-24;"Banskobystrický kraj";0;0
"1051";2020-05-25;"Banskobystrický kraj";0;0
"1052";2020-05-26;"Banskobystrický kraj";0;0
"1053";2020-05-27;"Banskobystrický kraj";0;0
"1054";2020-05-28;"Banskobystrický kraj";0;0
"1055";2020-05-29;"Banskobystrický kraj";0;0
"1056";2020-05-30;"Banskobystrický kraj";0;0
"1057";2020-05-31;"Banskobystrický kraj";0;0
"1058";2020-06-01;"Banskobystrický kraj";0;0
"1059";2020-06-02;"Banskobystrický kraj";0;0
"1060";2020-06-03;"Banskobystrický kraj";0;0
"1061";2020-06-04;"Banskobystrický kraj";0;0
"1062";2020-06-05;"Banskobystrický kraj";0;0
"1063";2020-06-06;"Banskobystrický kraj";0;0
"1064";2020-06-07;"Banskobystrický kraj";0;0
"1065";2020-06-08;"Banskobystrický kraj";0;0
"1066";2020-06-09;"Banskobystrický kraj";0;0
"1067";2020-06-10;"Banskobystrický kraj";0;0
"1068";2020-06-11;"Banskobystrický kraj";0;0
"1069";2020-06-12;"Banskobystrický kraj";0;0
"1070";2020-06-13;"Banskobystrický kraj";0;0
"1071";2020-06-14;"Banskobystrický kraj";0;0
"1072";2020-06-15;"Banskobystrický kraj";0;0
"1073";2020-06-16;"Banskobystrický kraj";0;0
"1074";2020-06-17;"Banskobystrický kraj";0;0
"1075";2020-06-18;"Banskobystrický kraj";0;0
"1076";2020-06-19;"Banskobystrický kraj";1;0
"1077";2020-06-20;"Banskobystrický kraj";0;0
"1078";2020-06-21;"Banskobystrický kraj";0;0
"1079";2020-06-22;"Banskobystrický kraj";0;0
"1080";2020-06-23;"Banskobystrický kraj";0;0
"1081";2020-06-24;"Banskobystrický kraj";0;0
"1082";2020-06-25;"Banskobystrický kraj";0;0
"1083";2020-06-26;"Banskobystrický kraj";0;1
"1084";2020-06-27;"Banskobystrický kraj";0;0
"1085";2020-06-28;"Banskobystrický kraj";0;0
"1086";2020-06-29;"Banskobystrický kraj";0;0
"1087";2020-06-30;"Banskobystrický kraj";0;0
"1088";2020-07-01;"Banskobystrický kraj";0;0
"1089";2020-07-02;"Banskobystrický kraj";0;0
"1090";2020-07-03;"Banskobystrický kraj";0;0
"1091";2020-07-04;"Banskobystrický kraj";0;0
"1092";2020-07-05;"Banskobystrický kraj";0;0
"1093";2020-07-06;"Banskobystrický kraj";0;0
"1094";2020-07-07;"Banskobystrický kraj";0;0
"1095";2020-07-08;"Banskobystrický kraj";0;0
"1096";2020-07-09;"Banskobystrický kraj";0;0
"1097";2020-07-10;"Banskobystrický kraj";0;0
"1098";2020-07-11;"Banskobystrický kraj";0;0
"1099";2020-07-12;"Banskobystrický kraj";0;0
"1100";2020-07-13;"Banskobystrický kraj";0;0
"1101";2020-07-14;"Banskobystrický kraj";0;0
"1102";2020-07-15;"Banskobystrický kraj";0;0
"1103";2020-07-16;"Banskobystrický kraj";0;0
"1104";2020-07-17;"Banskobystrický kraj";0;0
"1105";2020-07-18;"Banskobystrický kraj";0;0
"1106";2020-07-19;"Banskobystrický kraj";1;0
"1107";2020-07-20;"Banskobystrický kraj";0;0
"1108";2020-07-21;"Banskobystrický kraj";0;0
"1109";2020-07-22;"Banskobystrický kraj";0;0
"1110";2020-07-23;"Banskobystrický kraj";1;0
"1111";2020-07-24;"Banskobystrický kraj";0;1
"1112";2020-07-25;"Banskobystrický kraj";0;0
"1113";2020-07-26;"Banskobystrický kraj";0;0
"1114";2020-07-27;"Banskobystrický kraj";0;0
"1115";2020-07-28;"Banskobystrický kraj";0;0
"1116";2020-07-29;"Banskobystrický kraj";0;0
"1117";2020-07-30;"Banskobystrický kraj";0;0
"1118";2020-07-31;"Banskobystrický kraj";0;0
"1119";2020-08-01;"Banskobystrický kraj";1;0
"1120";2020-08-02;"Banskobystrický kraj";0;0
"1121";2020-08-03;"Banskobystrický kraj";0;0
"1122";2020-08-04;"Banskobystrický kraj";0;0
"1123";2020-08-05;"Banskobystrický kraj";0;0
"1124";2020-08-06;"Banskobystrický kraj";0;0
"1125";2020-08-07;"Banskobystrický kraj";0;0
"1126";2020-08-08;"Banskobystrický kraj";0;0
"1127";2020-08-09;"Banskobystrický kraj";0;0
"1128";2020-08-10;"Banskobystrický kraj";1;0
"1129";2020-08-11;"Banskobystrický kraj";0;0
"1130";2020-08-12;"Banskobystrický kraj";0;0
"1131";2020-08-13;"Banskobystrický kraj";0;1
"1132";2020-08-14;"Banskobystrický kraj";1;0
"1133";2020-08-15;"Banskobystrický kraj";0;0
"1134";2020-08-16;"Banskobystrický kraj";0;0
"1135";2020-08-17;"Banskobystrický kraj";0;0
"1136";2020-08-18;"Banskobystrický kraj";0;0
"1137";2020-08-19;"Banskobystrický kraj";0;0
"1138";2020-08-20;"Banskobystrický kraj";0;0
"1139";2020-08-21;"Banskobystrický kraj";0;0
"1140";2020-08-22;"Banskobystrický kraj";0;0
"1141";2020-08-23;"Banskobystrický kraj";0;0
"1142";2020-08-24;"Banskobystrický kraj";0;0
"1143";2020-08-25;"Banskobystrický kraj";0;0
"1144";2020-08-26;"Banskobystrický kraj";0;1
"1145";2020-08-27;"Banskobystrický kraj";1;0
"1146";2020-08-28;"Banskobystrický kraj";0;2
"1147";2020-08-29;"Banskobystrický kraj";0;0
"1148";2020-08-30;"Banskobystrický kraj";0;0
"1149";2020-08-31;"Banskobystrický kraj";0;0
"1150";2020-09-01;"Banskobystrický kraj";1;0
"1151";2020-09-02;"Banskobystrický kraj";0;0
"1152";2020-09-03;"Banskobystrický kraj";0;0
"1153";2020-09-04;"Banskobystrický kraj";0;0
"1154";2020-09-05;"Banskobystrický kraj";0;0
"1155";2020-09-06;"Banskobystrický kraj";0;0
"1156";2020-09-07;"Banskobystrický kraj";0;0
"1157";2020-09-08;"Banskobystrický kraj";1;0
"1158";2020-09-09;"Banskobystrický kraj";2;0
"1159";2020-09-10;"Banskobystrický kraj";0;0
"1160";2020-09-11;"Banskobystrický kraj";4;0
"1161";2020-09-12;"Banskobystrický kraj";2;0
"1162";2020-09-13;"Banskobystrický kraj";0;0
"1163";2020-09-14;"Banskobystrický kraj";3;1
"1164";2020-09-15;"Banskobystrický kraj";1;1
"1165";2020-09-16;"Banskobystrický kraj";1;0
"1166";2020-09-17;"Banskobystrický kraj";4;1
"1167";2020-09-18;"Banskobystrický kraj";1;0
"1168";2020-09-19;"Banskobystrický kraj";1;0
"1169";2020-09-20;"Banskobystrický kraj";2;0
"1170";2020-09-21;"Banskobystrický kraj";1;0
"1171";2020-09-22;"Banskobystrický kraj";1;2
"1172";2020-09-23;"Banskobystrický kraj";1;1
"1173";2020-09-24;"Banskobystrický kraj";2;1
"1174";2020-09-25;"Banskobystrický kraj";4;2
"1175";2020-09-26;"Banskobystrický kraj";0;0
"1176";2020-09-27;"Banskobystrický kraj";1;1
"1177";2020-09-28;"Banskobystrický kraj";1;1
"1178";2020-09-29;"Banskobystrický kraj";2;4
"1179";2020-09-30;"Banskobystrický kraj";0;1
"1180";2020-10-01;"Banskobystrický kraj";5;2
"1181";2020-10-02;"Banskobystrický kraj";5;5
"1182";2020-10-03;"Banskobystrický kraj";2;0
"1183";2020-10-04;"Banskobystrický kraj";4;0
"1184";2020-10-05;"Banskobystrický kraj";5;1
"1185";2020-10-06;"Banskobystrický kraj";5;1
"1186";2020-10-07;"Banskobystrický kraj";4;2
"1187";2020-10-08;"Banskobystrický kraj";6;2
"1188";2020-10-09;"Banskobystrický kraj";6;7
"1189";2020-10-10;"Banskobystrický kraj";9;2
"1190";2020-10-11;"Banskobystrický kraj";2;3
"1191";2020-10-12;"Banskobystrický kraj";11;0
"1192";2020-10-13;"Banskobystrický kraj";3;14
"1193";2020-10-14;"Banskobystrický kraj";9;3
"1194";2020-10-15;"Banskobystrický kraj";20;5
"1195";2020-10-16;"Banskobystrický kraj";18;13
"1196";2020-10-17;"Banskobystrický kraj";5;3
"1197";2020-10-18;"Banskobystrický kraj";3;1
"1198";2020-10-19;"Banskobystrický kraj";9;7
"1199";2020-10-20;"Banskobystrický kraj";10;14
"1200";2020-10-21;"Banskobystrický kraj";11;4
"1201";2020-10-22;"Banskobystrický kraj";8;4
"1202";2020-10-23;"Banskobystrický kraj";10;15
"1203";2020-10-24;"Banskobystrický kraj";7;14
"1204";2020-10-25;"Banskobystrický kraj";6;0
"1205";2020-10-26;"Banskobystrický kraj";19;8
"1206";2020-10-27;"Banskobystrický kraj";8;11
"1207";2020-10-28;"Banskobystrický kraj";13;12
"1208";2020-10-29;"Banskobystrický kraj";10;3
"1209";2020-10-30;"Banskobystrický kraj";12;16
"1210";2020-10-31;"Banskobystrický kraj";8;6
"1211";2020-11-01;"Banskobystrický kraj";15;6
"1212";2020-11-02;"Banskobystrický kraj";8;6
"1213";2020-11-03;"Banskobystrický kraj";16;12
"1214";2020-11-04;"Banskobystrický kraj";14;10
"1215";2020-11-05;"Banskobystrický kraj";14;11
"1216";2020-11-06;"Banskobystrický kraj";11;11
"1217";2020-11-07;"Banskobystrický kraj";7;7
"1218";2020-11-08;"Banskobystrický kraj";13;0
"1219";2020-11-09;"Banskobystrický kraj";19;11
"1220";2020-11-10;"Banskobystrický kraj";7;8
"1221";2020-11-11;"Banskobystrický kraj";11;12
"1222";2020-11-12;"Banskobystrický kraj";7;13
"1223";2020-11-13;"Banskobystrický kraj";10;14
"1224";2020-11-14;"Banskobystrický kraj";12;5
"1225";2020-11-15;"Banskobystrický kraj";5;2
"1226";2020-11-16;"Banskobystrický kraj";22;13
"1227";2020-11-17;"Banskobystrický kraj";7;6
"1228";2020-11-18;"Banskobystrický kraj";24;13
"1229";2020-11-19;"Banskobystrický kraj";13;7
"1230";2020-11-20;"Banskobystrický kraj";25;21
"1231";2020-11-21;"Banskobystrický kraj";7;7
"1232";2020-11-22;"Banskobystrický kraj";12;3
"1233";2020-11-23;"Banskobystrický kraj";17;16
"1234";2020-11-24;"Banskobystrický kraj";24;13
"1235";2020-11-25;"Banskobystrický kraj";33;16
"1236";2020-11-26;"Banskobystrický kraj";18;12
"1237";2020-11-27;"Banskobystrický kraj";32;22
"1238";2020-11-28;"Banskobystrický kraj";9;1
"1239";2020-11-29;"Banskobystrický kraj";6;1
"1240";2020-11-30;"Banskobystrický kraj";20;15
"1241";2020-12-01;"Banskobystrický kraj";18;16
"1242";2020-12-02;"Banskobystrický kraj";18;15
"1243";2020-12-03;"Banskobystrický kraj";17;16
"1244";2020-12-04;"Banskobystrický kraj";26;25
"1245";2020-12-05;"Banskobystrický kraj";16;12
"1246";2020-12-06;"Banskobystrický kraj";17;3
"1247";2020-12-07;"Banskobystrický kraj";33;14
"1248";2020-12-08;"Banskobystrický kraj";27;18
"1249";2020-12-09;"Banskobystrický kraj";27;25
"1250";2020-12-10;"Banskobystrický kraj";25;26
"1251";2020-12-11;"Banskobystrický kraj";31;33
"1252";2020-12-12;"Banskobystrický kraj";23;1
"1253";2020-12-13;"Banskobystrický kraj";18;13
"1254";2020-12-14;"Banskobystrický kraj";31;30
"1255";2020-12-15;"Banskobystrický kraj";46;24
"1256";2020-12-16;"Banskobystrický kraj";43;27
"1257";2020-12-17;"Banskobystrický kraj";26;20
"1258";2020-12-18;"Banskobystrický kraj";43;35
"1259";2020-12-19;"Banskobystrický kraj";16;0
"1260";2020-12-20;"Banskobystrický kraj";15;10
"1261";2020-12-21;"Banskobystrický kraj";41;34
"1262";2020-12-22;"Banskobystrický kraj";33;47
"1263";2020-12-23;"Banskobystrický kraj";31;64
"1264";2020-12-24;"Banskobystrický kraj";20;14
"1265";2020-12-25;"Banskobystrický kraj";22;8
"1266";2020-12-26;"Banskobystrický kraj";19;12
"1267";2020-12-27;"Banskobystrický kraj";32;14
"1268";2020-12-28;"Banskobystrický kraj";33;35
"1269";2020-12-29;"Banskobystrický kraj";30;27
"1270";2020-12-30;"Banskobystrický kraj";36;41
"1271";2020-12-31;"Banskobystrický kraj";22;31
"1272";2021-01-01;"Banskobystrický kraj";24;14
