"";"Date";"Region";"Vaccinated";"Admissions";"Discharges";"age_group"
"1";2022-05-05;"Prešovský kraj";FALSE;1;0;30
"2";2022-05-05;"Nitriansky kraj";FALSE;1;0;60
"3";2022-05-05;"Bratislavský kraj";TRUE;1;0;80
"4";2022-05-04;"Bratislavský kraj";TRUE;1;0;10
"5";2022-05-04;"Prešovský kraj";FALSE;1;0;20
"6";2022-05-04;"Prešovský kraj";NA;1;0;30
"7";2022-05-04;"Trenčiansky kraj";TRUE;1;0;40
"8";2022-05-04;"Košický kraj";FALSE;1;0;50
"9";2022-05-04;"Košický kraj";TRUE;1;0;50
"10";2022-05-04;"Trenčiansky kraj";FALSE;1;0;50
"11";2022-05-04;"Banskobystrický kraj";FALSE;0;1;60
"12";2022-05-04;"Banskobystrický kraj";TRUE;1;0;60
"13";2022-05-04;"Prešovský kraj";TRUE;1;0;60
"14";2022-05-04;"Trnavský kraj";FALSE;1;0;60
"15";2022-05-04;"Žilinský kraj";FALSE;2;0;60
"16";2022-05-04;"Banskobystrický kraj";FALSE;1;0;70
"17";2022-05-04;"Bratislavský kraj";FALSE;1;0;70
"18";2022-05-04;"Bratislavský kraj";TRUE;1;0;70
"19";2022-05-04;"Prešovský kraj";FALSE;0;1;70
"20";2022-05-04;"Trnavský kraj";FALSE;1;0;70
"21";2022-05-04;"Banskobystrický kraj";FALSE;2;0;80
"22";2022-05-04;"Bratislavský kraj";FALSE;1;3;80
"23";2022-05-04;"Košický kraj";FALSE;1;1;80
"24";2022-05-04;"Nitriansky kraj";TRUE;1;0;80
"25";2022-05-04;"Prešovský kraj";TRUE;1;0;80
"26";2022-05-04;"Prešovský kraj";NA;1;0;80
"27";2022-05-04;"Žilinský kraj";FALSE;2;0;80
"28";2022-05-04;"Žilinský kraj";TRUE;1;0;80
"29";2022-05-04;"Bratislavský kraj";TRUE;0;1;90
"30";2022-05-04;"Prešovský kraj";FALSE;1;0;90
"31";2022-05-03;"Bratislavský kraj";FALSE;1;0;0
"32";2022-05-03;"Prešovský kraj";FALSE;0;1;0
"33";2022-05-03;"Košický kraj";FALSE;0;1;10
"34";2022-05-03;"Bratislavský kraj";TRUE;0;1;20
"35";2022-05-03;"Košický kraj";TRUE;0;1;20
"36";2022-05-03;"Bratislavský kraj";FALSE;0;1;30
"37";2022-05-03;"Košický kraj";FALSE;1;0;30
"38";2022-05-03;"Trnavský kraj";NA;0;1;30
"39";2022-05-03;"Žilinský kraj";FALSE;0;1;30
"40";2022-05-03;"Bratislavský kraj";FALSE;0;1;40
"41";2022-05-03;"Bratislavský kraj";TRUE;0;1;40
"42";2022-05-03;"Košický kraj";FALSE;0;1;40
"43";2022-05-03;"Košický kraj";TRUE;0;1;40
"44";2022-05-03;"Nitriansky kraj";FALSE;0;1;40
"45";2022-05-03;"Prešovský kraj";TRUE;1;0;40
"46";2022-05-03;"Žilinský kraj";FALSE;1;0;40
"47";2022-05-03;"Žilinský kraj";TRUE;1;0;40
"48";2022-05-03;"Žilinský kraj";NA;0;1;40
"49";2022-05-03;"Banskobystrický kraj";TRUE;0;1;50
"50";2022-05-03;"Bratislavský kraj";FALSE;2;1;50
"51";2022-05-03;"Nitriansky kraj";TRUE;1;0;50
"52";2022-05-03;"Prešovský kraj";FALSE;0;1;50
"53";2022-05-03;"Trenčiansky kraj";FALSE;1;0;50
"54";2022-05-03;"Žilinský kraj";NA;0;1;50
"55";2022-05-03;"Bratislavský kraj";FALSE;0;3;60
"56";2022-05-03;"Košický kraj";TRUE;2;1;60
"57";2022-05-03;"Nitriansky kraj";NA;0;1;60
"58";2022-05-03;"Prešovský kraj";FALSE;0;1;60
"59";2022-05-03;"Prešovský kraj";TRUE;1;1;60
"60";2022-05-03;"Prešovský kraj";NA;0;2;60
"61";2022-05-03;"Trenčiansky kraj";FALSE;2;0;60
"62";2022-05-03;"Trnavský kraj";TRUE;0;2;60
"63";2022-05-03;"Žilinský kraj";FALSE;1;1;60
"64";2022-05-03;"Banskobystrický kraj";FALSE;0;1;70
"65";2022-05-03;"Banskobystrický kraj";NA;0;1;70
"66";2022-05-03;"Bratislavský kraj";FALSE;3;0;70
"67";2022-05-03;"Bratislavský kraj";TRUE;0;2;70
"68";2022-05-03;"Košický kraj";FALSE;0;2;70
"69";2022-05-03;"Košický kraj";TRUE;2;1;70
"70";2022-05-03;"Nitriansky kraj";FALSE;0;1;70
"71";2022-05-03;"Nitriansky kraj";TRUE;1;2;70
"72";2022-05-03;"Prešovský kraj";FALSE;1;4;70
"73";2022-05-03;"Prešovský kraj";TRUE;1;0;70
"74";2022-05-03;"Trenčiansky kraj";FALSE;3;1;70
"75";2022-05-03;"Trnavský kraj";FALSE;0;1;70
"76";2022-05-03;"Trnavský kraj";TRUE;2;0;70
"77";2022-05-03;"Žilinský kraj";FALSE;1;1;70
"78";2022-05-03;"Žilinský kraj";NA;1;0;70
"79";2022-05-03;"Banskobystrický kraj";TRUE;1;0;80
"80";2022-05-03;"Bratislavský kraj";FALSE;0;1;80
"81";2022-05-03;"Košický kraj";FALSE;0;4;80
"82";2022-05-03;"Košický kraj";TRUE;0;2;80
"83";2022-05-03;"Nitriansky kraj";FALSE;1;1;80
"84";2022-05-03;"Nitriansky kraj";TRUE;1;0;80
"85";2022-05-03;"Prešovský kraj";FALSE;0;4;80
"86";2022-05-03;"Prešovský kraj";TRUE;0;3;80
"87";2022-05-03;"Prešovský kraj";NA;0;1;80
"88";2022-05-03;"Trenčiansky kraj";FALSE;1;0;80
"89";2022-05-03;"Trenčiansky kraj";NA;1;0;80
"90";2022-05-03;"Trnavský kraj";TRUE;0;1;80
"91";2022-05-03;"Žilinský kraj";FALSE;1;1;80
"92";2022-05-03;"Banskobystrický kraj";FALSE;0;1;90
"93";2022-05-03;"Bratislavský kraj";TRUE;0;1;90
"94";2022-05-03;"Nitriansky kraj";TRUE;0;1;90
"95";2022-05-03;"Prešovský kraj";FALSE;2;2;90
"96";2022-05-03;"Prešovský kraj";TRUE;1;0;90
"97";2022-05-03;"Žilinský kraj";FALSE;0;1;90
"98";2022-05-02;"Bratislavský kraj";FALSE;1;0;0
"99";2022-05-02;"Nitriansky kraj";FALSE;0;1;0
"100";2022-05-02;"Prešovský kraj";FALSE;0;2;0
"101";2022-05-02;"Žilinský kraj";FALSE;1;1;0
"102";2022-05-02;"Trenčiansky kraj";NA;1;0;10
"103";2022-05-02;"Žilinský kraj";FALSE;1;1;10
"104";2022-05-02;"Žilinský kraj";TRUE;1;1;10
"105";2022-05-02;"Bratislavský kraj";TRUE;1;0;20
"106";2022-05-02;"Žilinský kraj";FALSE;1;1;20
"107";2022-05-02;"Žilinský kraj";TRUE;1;0;20
"108";2022-05-02;"Banskobystrický kraj";FALSE;0;1;30
"109";2022-05-02;"Bratislavský kraj";FALSE;1;0;30
"110";2022-05-02;"Košický kraj";FALSE;0;1;30
"111";2022-05-02;"Košický kraj";TRUE;1;0;30
"112";2022-05-02;"Nitriansky kraj";TRUE;0;1;30
"113";2022-05-02;"Prešovský kraj";TRUE;0;1;30
"114";2022-05-02;"Trenčiansky kraj";FALSE;0;1;30
"115";2022-05-02;"Trenčiansky kraj";NA;1;0;30
"116";2022-05-02;"Žilinský kraj";FALSE;0;1;30
"117";2022-05-02;"Banskobystrický kraj";FALSE;0;1;40
"118";2022-05-02;"Košický kraj";FALSE;0;2;40
"119";2022-05-02;"Košický kraj";TRUE;0;1;40
"120";2022-05-02;"Trenčiansky kraj";TRUE;0;1;40
"121";2022-05-02;"Trenčiansky kraj";NA;0;1;40
"122";2022-05-02;"Trnavský kraj";FALSE;0;1;40
"123";2022-05-02;"Žilinský kraj";TRUE;1;0;40
"124";2022-05-02;"Banskobystrický kraj";TRUE;0;1;50
"125";2022-05-02;"Košický kraj";FALSE;1;0;50
"126";2022-05-02;"Prešovský kraj";TRUE;1;1;50
"127";2022-05-02;"Trenčiansky kraj";TRUE;1;0;50
"128";2022-05-02;"Trnavský kraj";TRUE;0;1;50
"129";2022-05-02;"Bratislavský kraj";TRUE;0;2;60
"130";2022-05-02;"Košický kraj";FALSE;1;2;60
"131";2022-05-02;"Košický kraj";TRUE;0;1;60
"132";2022-05-02;"Košický kraj";NA;0;1;60
"133";2022-05-02;"Nitriansky kraj";FALSE;0;2;60
"134";2022-05-02;"Prešovský kraj";FALSE;0;2;60
"135";2022-05-02;"Prešovský kraj";TRUE;1;2;60
"136";2022-05-02;"Prešovský kraj";NA;1;0;60
"137";2022-05-02;"Trenčiansky kraj";FALSE;0;1;60
"138";2022-05-02;"Žilinský kraj";FALSE;0;3;60
"139";2022-05-02;"Žilinský kraj";TRUE;1;0;60
"140";2022-05-02;"Banskobystrický kraj";FALSE;0;1;70
"141";2022-05-02;"Banskobystrický kraj";TRUE;1;1;70
"142";2022-05-02;"Bratislavský kraj";FALSE;2;5;70
"143";2022-05-02;"Bratislavský kraj";TRUE;0;3;70
"144";2022-05-02;"Košický kraj";FALSE;3;1;70
"145";2022-05-02;"Košický kraj";TRUE;0;1;70
"146";2022-05-02;"Nitriansky kraj";FALSE;0;1;70
"147";2022-05-02;"Nitriansky kraj";NA;0;1;70
"148";2022-05-02;"Prešovský kraj";FALSE;2;1;70
"149";2022-05-02;"Prešovský kraj";TRUE;0;5;70
"150";2022-05-02;"Trenčiansky kraj";FALSE;1;3;70
"151";2022-05-02;"Trenčiansky kraj";TRUE;0;1;70
"152";2022-05-02;"Trenčiansky kraj";NA;1;0;70
"153";2022-05-02;"Trnavský kraj";FALSE;1;1;70
"154";2022-05-02;"Trnavský kraj";TRUE;0;2;70
"155";2022-05-02;"Žilinský kraj";FALSE;0;4;70
"156";2022-05-02;"Žilinský kraj";TRUE;1;2;70
"157";2022-05-02;"Banskobystrický kraj";FALSE;1;4;80
"158";2022-05-02;"Banskobystrický kraj";TRUE;1;0;80
"159";2022-05-02;"Bratislavský kraj";FALSE;3;4;80
"160";2022-05-02;"Košický kraj";FALSE;1;1;80
"161";2022-05-02;"Košický kraj";TRUE;0;1;80
"162";2022-05-02;"Nitriansky kraj";NA;0;1;80
"163";2022-05-02;"Prešovský kraj";FALSE;1;0;80
"164";2022-05-02;"Prešovský kraj";TRUE;1;4;80
"165";2022-05-02;"Prešovský kraj";NA;1;1;80
"166";2022-05-02;"Trenčiansky kraj";FALSE;1;2;80
"167";2022-05-02;"Trenčiansky kraj";NA;1;0;80
"168";2022-05-02;"Trnavský kraj";FALSE;2;3;80
"169";2022-05-02;"Trnavský kraj";TRUE;0;2;80
"170";2022-05-02;"Trnavský kraj";NA;0;1;80
"171";2022-05-02;"Žilinský kraj";FALSE;0;1;80
"172";2022-05-02;"Bratislavský kraj";FALSE;0;1;90
"173";2022-05-02;"Bratislavský kraj";TRUE;1;0;90
"174";2022-05-02;"Košický kraj";FALSE;1;1;90
"175";2022-05-02;"Prešovský kraj";FALSE;1;1;90
"176";2022-05-02;"Prešovský kraj";TRUE;1;1;90
"177";2022-05-02;"Trenčiansky kraj";NA;0;1;90
"178";2022-05-01;"Bratislavský kraj";FALSE;0;2;0
"179";2022-05-01;"Prešovský kraj";FALSE;0;2;0
"180";2022-05-01;"Bratislavský kraj";TRUE;1;1;20
"181";2022-05-01;"Banskobystrický kraj";FALSE;0;1;30
"182";2022-05-01;"Bratislavský kraj";TRUE;0;1;30
"183";2022-05-01;"Košický kraj";FALSE;0;1;30
"184";2022-05-01;"Nitriansky kraj";TRUE;0;1;30
"185";2022-05-01;"Prešovský kraj";FALSE;2;0;30
"186";2022-05-01;"Prešovský kraj";TRUE;0;2;30
"187";2022-05-01;"Prešovský kraj";NA;0;1;30
"188";2022-05-01;"Žilinský kraj";TRUE;1;0;30
"189";2022-05-01;"Bratislavský kraj";TRUE;1;0;40
"190";2022-05-01;"Košický kraj";FALSE;0;2;40
"191";2022-05-01;"Trnavský kraj";NA;1;0;40
"192";2022-05-01;"Banskobystrický kraj";FALSE;0;1;50
"193";2022-05-01;"Bratislavský kraj";FALSE;1;0;50
"194";2022-05-01;"Bratislavský kraj";TRUE;0;1;50
"195";2022-05-01;"Košický kraj";FALSE;0;1;50
"196";2022-05-01;"Košický kraj";TRUE;2;4;50
"197";2022-05-01;"Prešovský kraj";TRUE;0;1;50
"198";2022-05-01;"Trenčiansky kraj";TRUE;0;1;50
"199";2022-05-01;"Trnavský kraj";FALSE;0;1;50
"200";2022-05-01;"Žilinský kraj";FALSE;0;1;50
"201";2022-05-01;"Banskobystrický kraj";FALSE;0;2;60
"202";2022-05-01;"Banskobystrický kraj";TRUE;0;2;60
"203";2022-05-01;"Banskobystrický kraj";NA;0;1;60
"204";2022-05-01;"Bratislavský kraj";FALSE;1;5;60
"205";2022-05-01;"Bratislavský kraj";TRUE;2;2;60
"206";2022-05-01;"Bratislavský kraj";NA;0;2;60
"207";2022-05-01;"Košický kraj";FALSE;0;5;60
"208";2022-05-01;"Košický kraj";TRUE;2;1;60
"209";2022-05-01;"Nitriansky kraj";FALSE;0;2;60
"210";2022-05-01;"Nitriansky kraj";NA;1;1;60
"211";2022-05-01;"Prešovský kraj";TRUE;1;1;60
"212";2022-05-01;"Trenčiansky kraj";FALSE;0;1;60
"213";2022-05-01;"Trnavský kraj";TRUE;0;1;60
"214";2022-05-01;"Žilinský kraj";FALSE;0;2;60
"215";2022-05-01;"Žilinský kraj";TRUE;1;1;60
"216";2022-05-01;"Banskobystrický kraj";FALSE;3;5;70
"217";2022-05-01;"Banskobystrický kraj";TRUE;1;1;70
"218";2022-05-01;"Banskobystrický kraj";NA;0;1;70
"219";2022-05-01;"Bratislavský kraj";FALSE;1;2;70
"220";2022-05-01;"Bratislavský kraj";TRUE;0;2;70
"221";2022-05-01;"Bratislavský kraj";NA;0;1;70
"222";2022-05-01;"Košický kraj";FALSE;2;4;70
"223";2022-05-01;"Košický kraj";TRUE;1;2;70
"224";2022-05-01;"Košický kraj";NA;0;1;70
"225";2022-05-01;"Nitriansky kraj";FALSE;1;1;70
"226";2022-05-01;"Nitriansky kraj";TRUE;2;1;70
"227";2022-05-01;"Prešovský kraj";FALSE;1;1;70
"228";2022-05-01;"Prešovský kraj";TRUE;0;3;70
"229";2022-05-01;"Trenčiansky kraj";FALSE;1;1;70
"230";2022-05-01;"Trenčiansky kraj";TRUE;1;3;70
"231";2022-05-01;"Trenčiansky kraj";NA;0;2;70
"232";2022-05-01;"Trnavský kraj";TRUE;1;1;70
"233";2022-05-01;"Žilinský kraj";FALSE;1;2;70
"234";2022-05-01;"Žilinský kraj";TRUE;0;1;70
"235";2022-05-01;"Banskobystrický kraj";TRUE;2;1;80
"236";2022-05-01;"Bratislavský kraj";FALSE;1;4;80
"237";2022-05-01;"Bratislavský kraj";TRUE;1;7;80
"238";2022-05-01;"Bratislavský kraj";NA;0;1;80
"239";2022-05-01;"Košický kraj";FALSE;1;2;80
"240";2022-05-01;"Košický kraj";TRUE;0;3;80
"241";2022-05-01;"Nitriansky kraj";FALSE;1;1;80
"242";2022-05-01;"Nitriansky kraj";TRUE;0;2;80
"243";2022-05-01;"Nitriansky kraj";NA;0;1;80
"244";2022-05-01;"Trenčiansky kraj";FALSE;1;3;80
"245";2022-05-01;"Trenčiansky kraj";NA;2;1;80
"246";2022-05-01;"Trnavský kraj";FALSE;0;1;80
"247";2022-05-01;"Trnavský kraj";TRUE;0;1;80
"248";2022-05-01;"Žilinský kraj";FALSE;0;2;80
"249";2022-05-01;"Žilinský kraj";TRUE;0;1;80
"250";2022-05-01;"Banskobystrický kraj";TRUE;0;1;90
"251";2022-05-01;"Bratislavský kraj";TRUE;1;4;90
"252";2022-05-01;"Košický kraj";FALSE;1;0;90
"253";2022-05-01;"Nitriansky kraj";TRUE;1;0;90
"254";2022-05-01;"Prešovský kraj";NA;1;0;90
"255";2022-05-01;"Trenčiansky kraj";FALSE;0;1;90
"256";2022-05-01;"Trenčiansky kraj";TRUE;1;0;90
"257";2022-05-01;"Trnavský kraj";FALSE;0;1;90
"258";2022-05-01;"Žilinský kraj";TRUE;1;0;90
"259";2022-04-30;"Bratislavský kraj";FALSE;0;1;0
"260";2022-04-30;"Nitriansky kraj";FALSE;1;0;0
"261";2022-04-30;"Prešovský kraj";FALSE;1;0;0
"262";2022-04-30;"Žilinský kraj";FALSE;1;0;0
"263";2022-04-30;"Bratislavský kraj";FALSE;0;1;10
"264";2022-04-30;"Košický kraj";FALSE;1;0;10
"265";2022-04-30;"Bratislavský kraj";TRUE;0;1;20
"266";2022-04-30;"Prešovský kraj";FALSE;0;1;20
"267";2022-04-30;"Bratislavský kraj";TRUE;0;1;30
"268";2022-04-30;"Prešovský kraj";TRUE;0;1;30
"269";2022-04-30;"Trnavský kraj";NA;1;0;30
"270";2022-04-30;"Žilinský kraj";FALSE;1;0;30
"271";2022-04-30;"Košický kraj";FALSE;0;1;40
"272";2022-04-30;"Košický kraj";TRUE;0;1;40
"273";2022-04-30;"Prešovský kraj";TRUE;2;0;50
"274";2022-04-30;"Žilinský kraj";FALSE;0;1;50
"275";2022-04-30;"Žilinský kraj";TRUE;1;0;50
"276";2022-04-30;"Bratislavský kraj";FALSE;0;1;60
"277";2022-04-30;"Košický kraj";FALSE;1;0;60
"278";2022-04-30;"Košický kraj";TRUE;0;1;60
"279";2022-04-30;"Prešovský kraj";FALSE;1;1;60
"280";2022-04-30;"Prešovský kraj";NA;1;0;60
"281";2022-04-30;"Trenčiansky kraj";TRUE;1;0;60
"282";2022-04-30;"Trenčiansky kraj";NA;2;0;60
"283";2022-04-30;"Banskobystrický kraj";FALSE;1;0;70
"284";2022-04-30;"Banskobystrický kraj";TRUE;0;2;70
"285";2022-04-30;"Košický kraj";FALSE;1;0;70
"286";2022-04-30;"Košický kraj";TRUE;1;0;70
"287";2022-04-30;"Nitriansky kraj";NA;1;0;70
"288";2022-04-30;"Prešovský kraj";FALSE;1;0;70
"289";2022-04-30;"Trenčiansky kraj";FALSE;0;1;70
"290";2022-04-30;"Trnavský kraj";TRUE;0;2;70
"291";2022-04-30;"Žilinský kraj";FALSE;3;0;70
"292";2022-04-30;"Banskobystrický kraj";TRUE;0;1;80
"293";2022-04-30;"Bratislavský kraj";TRUE;0;1;80
"294";2022-04-30;"Košický kraj";FALSE;2;3;80
"295";2022-04-30;"Košický kraj";TRUE;0;1;80
"296";2022-04-30;"Nitriansky kraj";FALSE;3;0;80
"297";2022-04-30;"Prešovský kraj";FALSE;0;1;80
"298";2022-04-30;"Prešovský kraj";TRUE;1;0;90
"299";2022-04-30;"Trenčiansky kraj";TRUE;1;0;90
"300";2022-04-30;"Žilinský kraj";FALSE;1;0;90
"301";2022-04-29;"Bratislavský kraj";FALSE;2;2;0
"302";2022-04-29;"Košický kraj";FALSE;1;0;0
"303";2022-04-29;"Prešovský kraj";FALSE;1;0;0
"304";2022-04-29;"Bratislavský kraj";FALSE;0;1;10
"305";2022-04-29;"Banskobystrický kraj";FALSE;1;1;20
"306";2022-04-29;"Banskobystrický kraj";TRUE;1;1;20
"307";2022-04-29;"Bratislavský kraj";TRUE;1;0;20
"308";2022-04-29;"Prešovský kraj";FALSE;1;0;20
"309";2022-04-29;"Košický kraj";FALSE;0;1;30
"310";2022-04-29;"Trnavský kraj";FALSE;0;1;30
"311";2022-04-29;"Žilinský kraj";FALSE;1;0;30
"312";2022-04-29;"Banskobystrický kraj";FALSE;1;0;40
"313";2022-04-29;"Banskobystrický kraj";TRUE;1;0;40
"314";2022-04-29;"Bratislavský kraj";TRUE;1;1;40
"315";2022-04-29;"Košický kraj";FALSE;2;3;40
"316";2022-04-29;"Košický kraj";TRUE;0;2;40
"317";2022-04-29;"Prešovský kraj";FALSE;0;1;40
"318";2022-04-29;"Trnavský kraj";FALSE;0;1;40
"319";2022-04-29;"Žilinský kraj";FALSE;0;1;40
"320";2022-04-29;"Bratislavský kraj";FALSE;0;1;50
"321";2022-04-29;"Bratislavský kraj";TRUE;1;0;50
"322";2022-04-29;"Košický kraj";TRUE;1;1;50
"323";2022-04-29;"Nitriansky kraj";NA;0;1;50
"324";2022-04-29;"Prešovský kraj";TRUE;0;1;50
"325";2022-04-29;"Trenčiansky kraj";TRUE;1;0;50
"326";2022-04-29;"Trnavský kraj";FALSE;0;1;50
"327";2022-04-29;"Banskobystrický kraj";FALSE;0;1;60
"328";2022-04-29;"Košický kraj";FALSE;3;2;60
"329";2022-04-29;"Košický kraj";TRUE;3;0;60
"330";2022-04-29;"Košický kraj";NA;0;1;60
"331";2022-04-29;"Nitriansky kraj";FALSE;1;0;60
"332";2022-04-29;"Prešovský kraj";FALSE;1;0;60
"333";2022-04-29;"Prešovský kraj";TRUE;2;1;60
"334";2022-04-29;"Trenčiansky kraj";FALSE;1;1;60
"335";2022-04-29;"Trenčiansky kraj";NA;0;1;60
"336";2022-04-29;"Trnavský kraj";NA;0;1;60
"337";2022-04-29;"Žilinský kraj";FALSE;1;1;60
"338";2022-04-29;"Banskobystrický kraj";TRUE;0;1;70
"339";2022-04-29;"Bratislavský kraj";FALSE;1;1;70
"340";2022-04-29;"Košický kraj";FALSE;0;1;70
"341";2022-04-29;"Košický kraj";TRUE;2;3;70
"342";2022-04-29;"Košický kraj";NA;0;1;70
"343";2022-04-29;"Nitriansky kraj";FALSE;0;1;70
"344";2022-04-29;"Nitriansky kraj";NA;1;0;70
"345";2022-04-29;"Prešovský kraj";TRUE;1;0;70
"346";2022-04-29;"Prešovský kraj";NA;0;1;70
"347";2022-04-29;"Trenčiansky kraj";FALSE;1;0;70
"348";2022-04-29;"Trenčiansky kraj";TRUE;0;1;70
"349";2022-04-29;"Trenčiansky kraj";NA;0;1;70
"350";2022-04-29;"Trnavský kraj";FALSE;1;1;70
"351";2022-04-29;"Trnavský kraj";TRUE;4;0;70
"352";2022-04-29;"Trnavský kraj";NA;0;2;70
"353";2022-04-29;"Žilinský kraj";FALSE;1;0;70
"354";2022-04-29;"Banskobystrický kraj";FALSE;0;1;80
"355";2022-04-29;"Banskobystrický kraj";TRUE;0;1;80
"356";2022-04-29;"Bratislavský kraj";FALSE;0;2;80
"357";2022-04-29;"Bratislavský kraj";TRUE;1;1;80
"358";2022-04-29;"Košický kraj";FALSE;1;1;80
"359";2022-04-29;"Košický kraj";TRUE;1;0;80
"360";2022-04-29;"Prešovský kraj";FALSE;1;0;80
"361";2022-04-29;"Prešovský kraj";TRUE;2;0;80
"362";2022-04-29;"Trenčiansky kraj";FALSE;0;3;80
"363";2022-04-29;"Trenčiansky kraj";TRUE;0;1;80
"364";2022-04-29;"Trenčiansky kraj";NA;0;1;80
"365";2022-04-29;"Žilinský kraj";FALSE;1;0;80
"366";2022-04-29;"Banskobystrický kraj";TRUE;0;1;90
"367";2022-04-28;"Bratislavský kraj";FALSE;1;1;0
"368";2022-04-28;"Košický kraj";FALSE;0;1;0
"369";2022-04-28;"Prešovský kraj";FALSE;1;0;0
"370";2022-04-28;"Trenčiansky kraj";NA;1;1;0
"371";2022-04-28;"Trnavský kraj";FALSE;1;1;0
"372";2022-04-28;"Žilinský kraj";FALSE;1;1;0
"373";2022-04-28;"Bratislavský kraj";TRUE;1;1;20
"374";2022-04-28;"Košický kraj";TRUE;0;1;20
"375";2022-04-28;"Prešovský kraj";TRUE;0;1;20
"376";2022-04-28;"Žilinský kraj";FALSE;1;1;20
"377";2022-04-28;"Bratislavský kraj";TRUE;1;2;30
"378";2022-04-28;"Košický kraj";FALSE;1;1;30
"379";2022-04-28;"Nitriansky kraj";TRUE;1;0;30
"380";2022-04-28;"Prešovský kraj";FALSE;0;1;30
"381";2022-04-28;"Prešovský kraj";NA;1;0;30
"382";2022-04-28;"Žilinský kraj";FALSE;1;1;30
"383";2022-04-28;"Banskobystrický kraj";FALSE;1;0;40
"384";2022-04-28;"Košický kraj";FALSE;1;1;40
"385";2022-04-28;"Košický kraj";TRUE;1;0;40
"386";2022-04-28;"Banskobystrický kraj";TRUE;0;1;50
"387";2022-04-28;"Bratislavský kraj";NA;0;1;50
"388";2022-04-28;"Košický kraj";FALSE;2;2;50
"389";2022-04-28;"Košický kraj";TRUE;3;2;50
"390";2022-04-28;"Prešovský kraj";FALSE;0;1;50
"391";2022-04-28;"Prešovský kraj";TRUE;1;0;50
"392";2022-04-28;"Prešovský kraj";NA;0;1;50
"393";2022-04-28;"Trenčiansky kraj";TRUE;0;1;50
"394";2022-04-28;"Trenčiansky kraj";NA;1;1;50
"395";2022-04-28;"Trnavský kraj";FALSE;0;1;50
"396";2022-04-28;"Trnavský kraj";NA;0;1;50
"397";2022-04-28;"Žilinský kraj";FALSE;3;1;50
"398";2022-04-28;"Banskobystrický kraj";FALSE;0;1;60
"399";2022-04-28;"Bratislavský kraj";FALSE;0;4;60
"400";2022-04-28;"Bratislavský kraj";TRUE;1;3;60
"401";2022-04-28;"Bratislavský kraj";NA;1;1;60
"402";2022-04-28;"Košický kraj";FALSE;0;3;60
"403";2022-04-28;"Košický kraj";TRUE;1;3;60
"404";2022-04-28;"Nitriansky kraj";FALSE;0;2;60
"405";2022-04-28;"Nitriansky kraj";NA;0;1;60
"406";2022-04-28;"Prešovský kraj";FALSE;0;1;60
"407";2022-04-28;"Prešovský kraj";TRUE;1;1;60
"408";2022-04-28;"Prešovský kraj";NA;1;0;60
"409";2022-04-28;"Trenčiansky kraj";FALSE;0;2;60
"410";2022-04-28;"Trenčiansky kraj";NA;0;1;60
"411";2022-04-28;"Trnavský kraj";FALSE;0;1;60
"412";2022-04-28;"Žilinský kraj";TRUE;0;2;60
"413";2022-04-28;"Banskobystrický kraj";TRUE;0;3;70
"414";2022-04-28;"Banskobystrický kraj";NA;0;1;70
"415";2022-04-28;"Bratislavský kraj";FALSE;2;1;70
"416";2022-04-28;"Bratislavský kraj";TRUE;1;4;70
"417";2022-04-28;"Bratislavský kraj";NA;0;1;70
"418";2022-04-28;"Košický kraj";FALSE;3;4;70
"419";2022-04-28;"Košický kraj";TRUE;1;6;70
"420";2022-04-28;"Košický kraj";NA;1;0;70
"421";2022-04-28;"Nitriansky kraj";TRUE;0;2;70
"422";2022-04-28;"Nitriansky kraj";NA;0;1;70
"423";2022-04-28;"Prešovský kraj";FALSE;2;2;70
"424";2022-04-28;"Prešovský kraj";TRUE;2;4;70
"425";2022-04-28;"Trenčiansky kraj";FALSE;0;3;70
"426";2022-04-28;"Trenčiansky kraj";TRUE;1;3;70
"427";2022-04-28;"Trenčiansky kraj";NA;0;1;70
"428";2022-04-28;"Trnavský kraj";TRUE;2;2;70
"429";2022-04-28;"Trnavský kraj";NA;1;0;70
"430";2022-04-28;"Žilinský kraj";FALSE;2;7;70
"431";2022-04-28;"Žilinský kraj";TRUE;0;1;70
"432";2022-04-28;"Banskobystrický kraj";FALSE;0;1;80
"433";2022-04-28;"Banskobystrický kraj";TRUE;1;2;80
"434";2022-04-28;"Banskobystrický kraj";NA;0;1;80
"435";2022-04-28;"Bratislavský kraj";FALSE;3;2;80
"436";2022-04-28;"Bratislavský kraj";TRUE;1;1;80
"437";2022-04-28;"Košický kraj";FALSE;1;6;80
"438";2022-04-28;"Košický kraj";TRUE;2;8;80
"439";2022-04-28;"Košický kraj";NA;0;1;80
"440";2022-04-28;"Nitriansky kraj";NA;0;1;80
"441";2022-04-28;"Prešovský kraj";FALSE;1;5;80
"442";2022-04-28;"Prešovský kraj";TRUE;2;3;80
"443";2022-04-28;"Prešovský kraj";NA;0;2;80
"444";2022-04-28;"Trenčiansky kraj";TRUE;0;4;80
"445";2022-04-28;"Trenčiansky kraj";NA;0;1;80
"446";2022-04-28;"Trnavský kraj";FALSE;0;1;80
"447";2022-04-28;"Trnavský kraj";TRUE;1;0;80
"448";2022-04-28;"Žilinský kraj";FALSE;0;2;80
"449";2022-04-28;"Žilinský kraj";TRUE;1;0;80
"450";2022-04-28;"Banskobystrický kraj";FALSE;0;1;90
