"";"Date";"Vaccinated";"age_group";"Admissions";"Discharges"
"161";2022-09-06;TRUE;50;1;4
"162";2022-09-06;NA;50;2;0
"163";2022-09-06;FALSE;60;4;0
"164";2022-09-06;TRUE;60;0;4
"165";2022-09-06;NA;60;1;3
"166";2022-09-06;FALSE;70;6;8
"167";2022-09-06;TRUE;70;11;9
"168";2022-09-06;NA;70;5;2
"169";2022-09-06;FALSE;80;5;5
"170";2022-09-06;TRUE;80;6;3
"171";2022-09-06;NA;80;1;2
"172";2022-09-06;FALSE;90;0;1
"173";2022-09-06;TRUE;90;1;1
"174";2022-09-06;NA;100;1;0
"175";2022-09-05;FALSE;0;2;4
"176";2022-09-05;FALSE;10;1;1
"177";2022-09-05;NA;10;1;0
"178";2022-09-05;FALSE;20;1;1
"179";2022-09-05;TRUE;20;1;1
"180";2022-09-05;NA;20;1;0
"181";2022-09-05;FALSE;30;0;2
"182";2022-09-05;TRUE;30;0;1
"183";2022-09-05;NA;30;1;1
"184";2022-09-05;FALSE;40;0;3
"185";2022-09-05;TRUE;40;1;1
"186";2022-09-05;NA;40;0;1
"187";2022-09-05;FALSE;50;0;1
"188";2022-09-05;TRUE;50;1;0
"189";2022-09-05;NA;50;0;1
"190";2022-09-05;FALSE;60;1;2
"191";2022-09-05;TRUE;60;1;3
"192";2022-09-05;NA;60;5;3
"193";2022-09-05;FALSE;70;7;6
"194";2022-09-05;TRUE;70;5;9
"195";2022-09-05;NA;70;2;3
"196";2022-09-05;FALSE;80;4;9
"197";2022-09-05;TRUE;80;6;4
"198";2022-09-05;NA;80;4;5
"199";2022-09-05;FALSE;90;2;1
"200";2022-09-05;TRUE;90;4;1
"201";2022-09-05;NA;90;1;2
"202";2022-09-04;FALSE;0;5;6
"203";2022-09-04;FALSE;10;0;1
"204";2022-09-04;TRUE;20;1;1
"205";2022-09-04;FALSE;30;2;0
"206";2022-09-04;TRUE;30;0;3
"207";2022-09-04;FALSE;40;2;2
"208";2022-09-04;TRUE;40;0;1
"209";2022-09-04;NA;40;0;1
"210";2022-09-04;FALSE;50;0;1
"211";2022-09-04;TRUE;50;0;4
"212";2022-09-04;NA;50;0;3
"213";2022-09-04;FALSE;60;0;2
"214";2022-09-04;TRUE;60;2;4
"215";2022-09-04;NA;60;1;5
"216";2022-09-04;FALSE;70;4;6
"217";2022-09-04;TRUE;70;7;4
"218";2022-09-04;NA;70;3;5
"219";2022-09-04;FALSE;80;3;13
"220";2022-09-04;TRUE;80;1;4
"221";2022-09-04;NA;80;1;1
"222";2022-09-04;FALSE;90;1;2
"223";2022-09-04;NA;90;1;1
"224";2022-09-03;FALSE;0;4;4
"225";2022-09-03;FALSE;10;2;0
"226";2022-09-03;FALSE;20;0;1
"227";2022-09-03;FALSE;30;0;1
"228";2022-09-03;TRUE;30;1;0
"229";2022-09-03;NA;30;2;0
"230";2022-09-03;FALSE;40;1;0
"231";2022-09-03;TRUE;40;2;0
"232";2022-09-03;NA;40;0;1
"233";2022-09-03;NA;50;1;0
"234";2022-09-03;FALSE;60;4;1
"235";2022-09-03;TRUE;60;1;0
"236";2022-09-03;NA;60;1;0
"237";2022-09-03;FALSE;70;2;3
"238";2022-09-03;TRUE;70;3;0
"239";2022-09-03;NA;70;4;1
"240";2022-09-03;FALSE;80;1;0
"241";2022-09-03;TRUE;80;4;2
"242";2022-09-03;NA;80;2;1
"243";2022-09-03;FALSE;90;0;1
"244";2022-09-03;NA;90;1;0
"245";2022-09-02;FALSE;0;6;1
"246";2022-09-02;FALSE;20;1;0
"247";2022-09-02;FALSE;30;1;2
"248";2022-09-02;TRUE;30;2;0
"249";2022-09-02;NA;30;1;0
"250";2022-09-02;FALSE;40;3;1
"251";2022-09-02;TRUE;40;0;1
"252";2022-09-02;NA;40;0;1
"253";2022-09-02;FALSE;50;1;0
"254";2022-09-02;FALSE;60;2;0
"255";2022-09-02;TRUE;60;1;3
"256";2022-09-02;NA;60;1;0
"257";2022-09-02;FALSE;70;5;1
"258";2022-09-02;TRUE;70;4;1
"259";2022-09-02;NA;70;4;1
"260";2022-09-02;FALSE;80;4;1
"261";2022-09-02;TRUE;80;5;2
"262";2022-09-02;NA;80;6;1
"263";2022-09-02;FALSE;90;1;0
"264";2022-09-02;NA;90;4;1
"265";2022-09-01;FALSE;0;2;10
"266";2022-09-01;NA;10;0;1
"267";2022-09-01;FALSE;20;1;0
"268";2022-09-01;FALSE;30;2;1
"269";2022-09-01;TRUE;30;0;1
"270";2022-09-01;NA;30;0;4
"271";2022-09-01;TRUE;40;0;2
"272";2022-09-01;NA;40;2;1
"273";2022-09-01;FALSE;50;0;1
"274";2022-09-01;TRUE;50;1;3
"275";2022-09-01;NA;50;0;2
"276";2022-09-01;FALSE;60;1;5
"277";2022-09-01;TRUE;60;0;4
"278";2022-09-01;NA;60;2;0
"279";2022-09-01;FALSE;70;4;6
"280";2022-09-01;TRUE;70;2;16
"281";2022-09-01;NA;70;0;9
"282";2022-09-01;FALSE;80;5;9
"283";2022-09-01;TRUE;80;5;10
"284";2022-09-01;NA;80;0;4
"285";2022-09-01;FALSE;90;1;1
"286";2022-09-01;TRUE;90;0;1
"287";2022-09-01;NA;90;1;2
"288";2022-08-31;FALSE;0;4;2
"289";2022-08-31;NA;10;1;0
"290";2022-08-31;TRUE;20;1;0
"291";2022-08-31;FALSE;30;2;0
"292";2022-08-31;TRUE;30;1;1
"293";2022-08-31;NA;30;0;1
"294";2022-08-31;FALSE;40;0;1
"295";2022-08-31;TRUE;40;3;0
"296";2022-08-31;NA;40;0;1
"297";2022-08-31;FALSE;50;3;0
"298";2022-08-31;TRUE;50;2;0
"299";2022-08-31;NA;50;1;0
"300";2022-08-31;FALSE;60;4;0
"301";2022-08-31;TRUE;60;6;2
"302";2022-08-31;NA;60;1;1
"303";2022-08-31;FALSE;70;3;2
"304";2022-08-31;TRUE;70;4;2
"305";2022-08-31;NA;70;1;2
"306";2022-08-31;FALSE;80;5;1
"307";2022-08-31;TRUE;80;1;1
"308";2022-08-31;NA;80;1;1
"309";2022-08-31;FALSE;90;0;2
"310";2022-08-31;TRUE;90;1;0
"311";2022-08-31;NA;90;1;0
"312";2022-08-30;FALSE;0;1;5
"313";2022-08-30;FALSE;10;1;0
"314";2022-08-30;FALSE;20;1;0
"315";2022-08-30;TRUE;20;0;2
"316";2022-08-30;FALSE;30;0;1
"317";2022-08-30;TRUE;30;0;1
"318";2022-08-30;FALSE;40;2;2
"319";2022-08-30;TRUE;40;3;2
"320";2022-08-30;NA;40;2;1
"321";2022-08-30;FALSE;50;0;4
"322";2022-08-30;TRUE;50;2;3
"323";2022-08-30;FALSE;60;1;8
"324";2022-08-30;TRUE;60;1;9
"325";2022-08-30;NA;60;3;3
"326";2022-08-30;FALSE;70;7;6
"327";2022-08-30;TRUE;70;9;11
"328";2022-08-30;NA;70;3;3
"329";2022-08-30;FALSE;80;4;13
"330";2022-08-30;TRUE;80;5;9
"331";2022-08-30;NA;80;3;4
"332";2022-08-30;FALSE;90;0;3
"333";2022-08-30;TRUE;90;0;1
"334";2022-08-29;FALSE;0;3;5
"335";2022-08-29;FALSE;20;0;3
"336";2022-08-29;TRUE;20;0;1
"337";2022-08-29;NA;20;0;3
"338";2022-08-29;FALSE;30;0;4
"339";2022-08-29;TRUE;30;1;2
"340";2022-08-29;NA;30;0;3
"341";2022-08-29;FALSE;40;0;3
"342";2022-08-29;TRUE;40;1;3
"343";2022-08-29;NA;40;2;2
"344";2022-08-29;FALSE;50;0;5
"345";2022-08-29;TRUE;50;2;2
"346";2022-08-29;NA;50;1;3
"347";2022-08-29;FALSE;60;2;7
"348";2022-08-29;TRUE;60;2;4
"349";2022-08-29;NA;60;1;2
"350";2022-08-29;FALSE;70;2;9
"351";2022-08-29;TRUE;70;3;12
"352";2022-08-29;NA;70;1;6
"353";2022-08-29;FALSE;80;8;7
"354";2022-08-29;TRUE;80;3;5
"355";2022-08-29;NA;80;1;1
"356";2022-08-29;FALSE;90;0;2
"357";2022-08-29;TRUE;90;2;1
"358";2022-08-28;FALSE;0;12;5
"359";2022-08-28;FALSE;20;0;3
"360";2022-08-28;TRUE;20;1;0
"361";2022-08-28;NA;20;0;1
"362";2022-08-28;FALSE;30;1;0
"363";2022-08-28;TRUE;30;2;0
"364";2022-08-28;NA;30;4;0
"365";2022-08-28;FALSE;40;1;1
"366";2022-08-28;NA;40;0;1
"367";2022-08-28;FALSE;50;2;2
"368";2022-08-28;TRUE;50;2;0
"369";2022-08-28;FALSE;60;4;0
"370";2022-08-28;TRUE;60;3;1
"371";2022-08-28;NA;60;1;0
"372";2022-08-28;FALSE;70;10;1
"373";2022-08-28;TRUE;70;6;1
"374";2022-08-28;NA;70;3;0
"375";2022-08-28;FALSE;80;7;0
"376";2022-08-28;TRUE;80;3;2
"377";2022-08-28;NA;80;2;0
"378";2022-08-28;FALSE;90;2;0
"379";2022-08-28;NA;90;1;0
"380";2022-08-27;FALSE;0;3;2
"381";2022-08-27;NA;0;0;1
"382";2022-08-27;TRUE;10;0;1
"383";2022-08-27;FALSE;20;2;1
"384";2022-08-27;NA;20;0;1
"385";2022-08-27;FALSE;30;2;0
"386";2022-08-27;TRUE;30;1;1
"387";2022-08-27;TRUE;40;0;1
"388";2022-08-27;FALSE;50;1;1
"389";2022-08-27;FALSE;60;5;2
"390";2022-08-27;TRUE;60;3;0
"391";2022-08-27;FALSE;70;3;3
"392";2022-08-27;TRUE;70;3;3
"393";2022-08-27;NA;70;0;2
"394";2022-08-27;FALSE;80;5;4
"395";2022-08-27;TRUE;80;2;1
"396";2022-08-27;NA;80;2;1
"397";2022-08-27;FALSE;90;1;0
"398";2022-08-27;NA;90;0;1
"399";2022-08-26;FALSE;0;3;5
"400";2022-08-26;FALSE;20;2;1
"401";2022-08-26;FALSE;30;1;3
"402";2022-08-26;TRUE;30;1;0
"403";2022-08-26;FALSE;40;1;0
"404";2022-08-26;TRUE;40;0;1
"405";2022-08-26;FALSE;50;1;0
"406";2022-08-26;NA;50;1;0
"407";2022-08-26;FALSE;60;4;4
"408";2022-08-26;TRUE;60;6;4
"409";2022-08-26;NA;60;1;2
"410";2022-08-26;FALSE;70;5;1
"411";2022-08-26;TRUE;70;2;3
"412";2022-08-26;NA;70;2;3
"413";2022-08-26;FALSE;80;7;2
"414";2022-08-26;TRUE;80;1;0
"415";2022-08-26;NA;80;1;1
"416";2022-08-26;TRUE;90;1;1
"417";2022-08-25;FALSE;0;4;2
"418";2022-08-25;TRUE;0;0;1
"419";2022-08-25;NA;0;1;1
"420";2022-08-25;FALSE;10;1;2
"421";2022-08-25;TRUE;10;1;0
"422";2022-08-25;TRUE;20;1;0
"423";2022-08-25;NA;20;4;0
"424";2022-08-25;FALSE;30;1;0
"425";2022-08-25;TRUE;30;0;1
"426";2022-08-25;NA;30;1;0
"427";2022-08-25;FALSE;40;1;1
"428";2022-08-25;TRUE;40;1;1
"429";2022-08-25;NA;40;3;0
"430";2022-08-25;FALSE;50;3;3
"431";2022-08-25;TRUE;50;0;3
"432";2022-08-25;NA;50;2;1
"433";2022-08-25;FALSE;60;1;4
"434";2022-08-25;TRUE;60;2;6
"435";2022-08-25;NA;60;2;1
"436";2022-08-25;FALSE;70;5;10
"437";2022-08-25;TRUE;70;7;5
"438";2022-08-25;NA;70;5;2
"439";2022-08-25;FALSE;80;8;12
"440";2022-08-25;TRUE;80;9;11
"441";2022-08-25;NA;80;1;3
"442";2022-08-25;FALSE;90;0;7
"443";2022-08-25;TRUE;90;2;1
"444";2022-08-25;NA;90;1;0
"445";2022-08-24;FALSE;0;3;7
"446";2022-08-24;NA;10;0;1
"447";2022-08-24;FALSE;20;1;2
"448";2022-08-24;TRUE;20;1;0
"449";2022-08-24;NA;20;0;1
"450";2022-08-24;TRUE;30;1;2
"451";2022-08-24;NA;30;1;2
"452";2022-08-24;FALSE;40;3;1
"453";2022-08-24;TRUE;40;3;1
"454";2022-08-24;FALSE;50;4;0
"455";2022-08-24;TRUE;50;0;1
"456";2022-08-24;NA;50;0;1
"457";2022-08-24;FALSE;60;2;6
"458";2022-08-24;TRUE;60;4;0
"459";2022-08-24;NA;60;0;1
"460";2022-08-24;FALSE;70;4;8
"461";2022-08-24;TRUE;70;10;8
"462";2022-08-24;NA;70;1;2
"463";2022-08-24;FALSE;80;1;8
"464";2022-08-24;TRUE;80;4;3
"465";2022-08-24;NA;80;4;4
"466";2022-08-24;FALSE;90;3;1
"467";2022-08-24;TRUE;90;0;2
"468";2022-08-23;FALSE;0;8;10
"469";2022-08-23;FALSE;10;2;1
"470";2022-08-23;NA;10;1;0
"471";2022-08-23;FALSE;20;1;2
"472";2022-08-23;NA;20;2;1
"473";2022-08-23;FALSE;30;0;5
"474";2022-08-23;TRUE;30;1;4
"475";2022-08-23;NA;30;1;0
"476";2022-08-23;FALSE;40;1;1
"477";2022-08-23;TRUE;40;2;6
"478";2022-08-23;NA;40;1;1
"479";2022-08-23;FALSE;50;3;1
"480";2022-08-23;TRUE;50;1;3
"481";2022-08-23;NA;50;1;0
"482";2022-08-23;FALSE;60;5;5
"483";2022-08-23;TRUE;60;4;6
"484";2022-08-23;NA;60;3;4
"485";2022-08-23;FALSE;70;6;8
"486";2022-08-23;TRUE;70;5;15
"487";2022-08-23;NA;70;3;4
"488";2022-08-23;FALSE;80;6;2
"489";2022-08-23;TRUE;80;1;4
"490";2022-08-23;NA;80;4;7
"491";2022-08-23;FALSE;90;1;0
"492";2022-08-23;TRUE;90;1;3
"493";2022-08-23;NA;90;1;1
"494";2022-08-22;FALSE;0;5;12
"495";2022-08-22;TRUE;0;1;0
"496";2022-08-22;NA;0;1;0
"497";2022-08-22;FALSE;10;0;3
"498";2022-08-22;FALSE;20;2;2
"499";2022-08-22;TRUE;20;0;2
"500";2022-08-22;NA;20;1;1
"501";2022-08-22;FALSE;30;3;1
"502";2022-08-22;TRUE;30;2;1
"503";2022-08-22;NA;30;1;0
"504";2022-08-22;FALSE;40;0;3
"505";2022-08-22;TRUE;40;3;0
"506";2022-08-22;NA;40;3;0
"507";2022-08-22;FALSE;50;1;2
"508";2022-08-22;TRUE;50;4;3
"509";2022-08-22;NA;50;4;1
"510";2022-08-22;FALSE;60;4;7
"511";2022-08-22;TRUE;60;5;6
"512";2022-08-22;NA;60;1;4
"513";2022-08-22;FALSE;70;9;11
"514";2022-08-22;TRUE;70;10;12
"515";2022-08-22;NA;70;3;4
"516";2022-08-22;FALSE;80;8;8
"517";2022-08-22;TRUE;80;2;15
"518";2022-08-22;NA;80;1;4
"519";2022-08-22;FALSE;90;5;1
"520";2022-08-22;TRUE;90;1;0
"521";2022-08-21;FALSE;0;8;15
"522";2022-08-21;TRUE;0;1;1
"523";2022-08-21;FALSE;10;1;0
"524";2022-08-21;FALSE;20;1;2
"525";2022-08-21;TRUE;20;1;0
"526";2022-08-21;FALSE;30;0;3
"527";2022-08-21;TRUE;30;1;1
"528";2022-08-21;NA;30;0;2
"529";2022-08-21;FALSE;40;2;1
"530";2022-08-21;TRUE;40;1;1
"531";2022-08-21;NA;40;0;1
"532";2022-08-21;FALSE;50;1;3
"533";2022-08-21;TRUE;50;1;2
"534";2022-08-21;FALSE;60;4;4
"535";2022-08-21;TRUE;60;2;6
"536";2022-08-21;NA;60;1;0
"537";2022-08-21;FALSE;70;7;8
"538";2022-08-21;TRUE;70;5;6
"539";2022-08-21;NA;70;2;4
"540";2022-08-21;FALSE;80;6;7
"541";2022-08-21;TRUE;80;8;4
"542";2022-08-21;NA;80;1;4
"543";2022-08-21;FALSE;90;2;2
"544";2022-08-21;TRUE;90;1;4
"545";2022-08-21;NA;90;0;1
"546";2022-08-20;FALSE;0;9;2
"547";2022-08-20;FALSE;10;1;0
"548";2022-08-20;FALSE;20;2;0
"549";2022-08-20;TRUE;20;0;1
"550";2022-08-20;FALSE;30;4;0
"551";2022-08-20;TRUE;30;1;1
"552";2022-08-20;NA;30;1;0
"553";2022-08-20;FALSE;40;2;1
"554";2022-08-20;TRUE;40;0;1
"555";2022-08-20;TRUE;50;2;1
"556";2022-08-20;FALSE;60;5;1
"557";2022-08-20;TRUE;60;1;2
"558";2022-08-20;NA;60;0;1
"559";2022-08-20;FALSE;70;4;1
"560";2022-08-20;TRUE;70;5;2
"561";2022-08-20;NA;70;2;2
"562";2022-08-20;FALSE;80;3;1
"563";2022-08-20;TRUE;80;6;3
"564";2022-08-20;NA;80;2;2
"565";2022-08-20;FALSE;90;3;1
"566";2022-08-20;TRUE;90;1;0
"567";2022-08-19;FALSE;0;4;8
"568";2022-08-19;FALSE;10;1;0
"569";2022-08-19;FALSE;20;1;1
"570";2022-08-19;TRUE;20;1;2
"571";2022-08-19;NA;20;1;0
"572";2022-08-19;FALSE;30;1;0
"573";2022-08-19;TRUE;30;1;0
"574";2022-08-19;NA;30;4;1
"575";2022-08-19;FALSE;40;1;1
"576";2022-08-19;TRUE;40;3;2
"577";2022-08-19;NA;40;1;0
"578";2022-08-19;FALSE;50;2;0
"579";2022-08-19;TRUE;50;2;1
"580";2022-08-19;NA;50;1;0
"581";2022-08-19;FALSE;60;3;0
"582";2022-08-19;TRUE;60;4;0
"583";2022-08-19;NA;60;3;1
"584";2022-08-19;FALSE;70;7;1
"585";2022-08-19;TRUE;70;8;5
"586";2022-08-19;NA;70;7;3
"587";2022-08-19;FALSE;80;10;1
"588";2022-08-19;TRUE;80;7;1
"589";2022-08-19;NA;80;1;4
"590";2022-08-19;FALSE;90;3;0
"591";2022-08-19;NA;90;1;0
"592";2022-08-18;FALSE;0;14;14
"593";2022-08-18;FALSE;10;1;0
"594";2022-08-18;FALSE;20;2;1
"595";2022-08-18;TRUE;20;2;3
"596";2022-08-18;NA;20;1;1
"597";2022-08-18;FALSE;30;2;2
"598";2022-08-18;TRUE;30;2;0
"599";2022-08-18;FALSE;40;1;3
"600";2022-08-18;TRUE;40;1;1
"601";2022-08-18;FALSE;50;4;3
"602";2022-08-18;TRUE;50;0;2
"603";2022-08-18;NA;50;0;1
"604";2022-08-18;FALSE;60;8;7
"605";2022-08-18;TRUE;60;5;5
"606";2022-08-18;NA;60;3;1
"607";2022-08-18;FALSE;70;2;12
"608";2022-08-18;TRUE;70;7;12
"609";2022-08-18;NA;70;5;6
"610";2022-08-18;FALSE;80;4;8
"611";2022-08-18;TRUE;80;5;11
"612";2022-08-18;NA;80;5;3
"613";2022-08-18;FALSE;90;2;4
"614";2022-08-18;TRUE;90;1;3
"615";2022-08-18;NA;90;1;1
"616";2022-08-17;FALSE;0;9;5
"617";2022-08-17;FALSE;20;2;3
"618";2022-08-17;TRUE;20;0;1
"619";2022-08-17;NA;20;0;1
"620";2022-08-17;FALSE;30;2;1
"621";2022-08-17;TRUE;30;1;1
"622";2022-08-17;FALSE;40;3;2
"623";2022-08-17;TRUE;40;1;2
"624";2022-08-17;NA;40;0;1
"625";2022-08-17;FALSE;50;1;0
"626";2022-08-17;TRUE;50;6;3
"627";2022-08-17;FALSE;60;7;1
"628";2022-08-17;TRUE;60;3;3
"629";2022-08-17;NA;60;2;2
"630";2022-08-17;FALSE;70;9;7
"631";2022-08-17;TRUE;70;4;5
"632";2022-08-17;NA;70;3;3
"633";2022-08-17;FALSE;80;3;9
"634";2022-08-17;TRUE;80;8;5
"635";2022-08-17;NA;80;5;7
"636";2022-08-17;FALSE;90;0;1
"637";2022-08-17;TRUE;90;2;3
"638";2022-08-16;FALSE;0;11;15
"639";2022-08-16;FALSE;20;1;2
"640";2022-08-16;TRUE;20;2;1
"641";2022-08-16;FALSE;30;2;2
"642";2022-08-16;TRUE;30;1;1
"643";2022-08-16;NA;30;1;0
"644";2022-08-16;TRUE;40;4;2
"645";2022-08-16;FALSE;50;2;1
"646";2022-08-16;TRUE;50;3;3
"647";2022-08-16;NA;50;0;2
"648";2022-08-16;FALSE;60;4;10
"649";2022-08-16;TRUE;60;5;5
"650";2022-08-16;NA;60;2;1
"651";2022-08-16;FALSE;70;6;5
"652";2022-08-16;TRUE;70;6;4
"653";2022-08-16;NA;70;5;2
"654";2022-08-16;FALSE;80;9;3
"655";2022-08-16;TRUE;80;4;5
"656";2022-08-16;NA;80;2;0
"657";2022-08-16;FALSE;90;3;6
"658";2022-08-16;TRUE;90;1;0
"659";2022-08-16;NA;90;1;1
"660";2022-08-15;FALSE;0;9;8
"661";2022-08-15;FALSE;10;0;2
"662";2022-08-15;FALSE;20;1;1
"663";2022-08-15;TRUE;20;1;0
"664";2022-08-15;NA;20;0;1
"665";2022-08-15;FALSE;30;2;0
"666";2022-08-15;TRUE;30;1;1
"667";2022-08-15;NA;30;0;1
"668";2022-08-15;TRUE;40;1;1
"669";2022-08-15;NA;40;0;1
"670";2022-08-15;FALSE;50;1;4
"671";2022-08-15;TRUE;50;1;0
"672";2022-08-15;NA;50;0;1
"673";2022-08-15;FALSE;60;7;3
"674";2022-08-15;TRUE;60;7;3
"675";2022-08-15;NA;60;0;3
"676";2022-08-15;FALSE;70;7;12
"677";2022-08-15;TRUE;70;6;8
"678";2022-08-15;NA;70;3;4
"679";2022-08-15;FALSE;80;7;8
"680";2022-08-15;TRUE;80;8;6
"681";2022-08-15;NA;80;4;4
