"";"Datum";"Kraj";"Admission";"Discharges"
"2802";2021-01-28;"Košický kraj";4;2
"2803";2021-01-29;"Košický kraj";2;5
"2804";2021-01-30;"Košický kraj";2;1
"2805";2021-01-31;"Košický kraj";3;3
"2806";2021-02-01;"Košický kraj";3;1
"2807";2021-02-02;"Košický kraj";2;2
"2808";2021-02-03;"Košický kraj";2;2
"2809";2021-02-04;"Košický kraj";5;2
"2810";2021-02-05;"Košický kraj";2;1
"2811";2021-02-06;"Košický kraj";4;4
"2812";2021-02-07;"Košický kraj";0;2
"2813";2021-02-08;"Košický kraj";5;1
"2814";2021-02-09;"Košický kraj";3;5
"2815";2021-02-10;"Košický kraj";2;3
"2816";2021-02-11;"Košický kraj";3;3
"2817";2021-02-12;"Košický kraj";5;1
"2818";2021-02-13;"Košický kraj";3;3
"2819";2021-02-14;"Košický kraj";3;0
"2820";2021-02-15;"Košický kraj";2;1
"2821";2021-02-16;"Košický kraj";5;3
"2822";2021-02-17;"Košický kraj";3;4
"2823";2021-02-18;"Košický kraj";4;2
"2824";2021-02-19;"Košický kraj";4;9
"2825";2021-02-20;"Košický kraj";1;1
"2826";2021-02-21;"Košický kraj";2;3
"2827";2021-02-22;"Košický kraj";3;5
"2828";2021-02-23;"Košický kraj";4;3
"2829";2021-02-24;"Košický kraj";8;7
"2830";2021-02-25;"Košický kraj";5;5
"2831";2021-02-26;"Košický kraj";2;4
"2832";2021-02-27;"Košický kraj";4;3
"2833";2021-02-28;"Košický kraj";6;2
"2834";2021-03-01;"Košický kraj";8;3
"2835";2021-03-02;"Košický kraj";1;4
"2836";2021-03-03;"Košický kraj";5;3
"2837";2021-03-04;"Košický kraj";3;5
"2838";2021-03-05;"Košický kraj";6;5
"2839";2021-03-06;"Košický kraj";3;4
"2840";2021-03-07;"Košický kraj";7;6
"2841";2021-03-08;"Košický kraj";2;5
"2842";2021-03-09;"Košický kraj";9;3
"2843";2021-03-10;"Košický kraj";8;6
"2844";2021-03-11;"Košický kraj";2;5
"2845";2021-03-12;"Košický kraj";5;3
"2846";2021-03-13;"Košický kraj";5;1
"2847";2021-03-14;"Košický kraj";4;7
"2848";2021-03-15;"Košický kraj";1;4
"2849";2021-03-16;"Košický kraj";2;2
"2850";2021-03-17;"Košický kraj";4;3
"2851";2021-03-18;"Košický kraj";3;4
"2852";2021-03-19;"Košický kraj";4;5
"2853";2021-03-20;"Košický kraj";3;2
"2854";2021-03-21;"Košický kraj";4;2
"2855";2021-03-22;"Košický kraj";1;5
"2856";2021-03-23;"Košický kraj";8;3
"2857";2021-03-24;"Košický kraj";3;1
"2858";2021-03-25;"Košický kraj";4;1
"2859";2021-03-26;"Košický kraj";6;5
"2860";2021-03-27;"Košický kraj";5;3
"2861";2021-03-28;"Košický kraj";1;1
"2862";2021-03-29;"Košický kraj";6;4
"2863";2021-03-30;"Košický kraj";1;6
"2864";2021-03-31;"Košický kraj";8;8
"2865";2021-04-01;"Košický kraj";5;1
"2866";2021-04-02;"Košický kraj";0;1
"2867";2021-04-03;"Košický kraj";4;0
"2868";2021-04-04;"Košický kraj";3;2
"2869";2021-04-05;"Košický kraj";3;2
"2870";2021-04-06;"Košický kraj";3;7
"2871";2021-04-07;"Košický kraj";3;7
"2872";2021-04-08;"Košický kraj";4;3
"2873";2021-04-09;"Košický kraj";5;6
"2874";2021-04-10;"Košický kraj";4;1
"2875";2021-04-11;"Košický kraj";0;4
"2876";2021-04-12;"Košický kraj";1;7
"2877";2021-04-13;"Košický kraj";5;3
"2878";2021-04-14;"Košický kraj";1;4
"2879";2021-04-15;"Košický kraj";3;6
"2880";2021-04-16;"Košický kraj";4;7
"2881";2021-04-17;"Košický kraj";4;0
"2882";2021-04-18;"Košický kraj";3;0
"2883";2021-04-19;"Košický kraj";2;5
"2884";2021-04-20;"Košický kraj";0;8
"2885";2021-04-21;"Košický kraj";0;3
"2886";2021-04-22;"Košický kraj";2;4
"2887";2021-04-23;"Košický kraj";3;4
"2888";2021-04-24;"Košický kraj";1;3
"2889";2021-04-25;"Košický kraj";1;3
"2890";2021-04-26;"Košický kraj";4;4
"2891";2021-04-27;"Košický kraj";1;2
"2892";2021-04-28;"Košický kraj";1;5
"2893";2021-04-29;"Košický kraj";3;4
"2894";2021-04-30;"Košický kraj";1;2
"2895";2021-05-01;"Košický kraj";1;4
"2896";2021-05-02;"Košický kraj";2;1
"2897";2021-05-03;"Košický kraj";0;8
"2898";2021-05-04;"Košický kraj";0;1
"2899";2020-03-17;"Nitriansky kraj";0;0
"2900";2020-03-18;"Nitriansky kraj";0;0
"2901";2020-03-19;"Nitriansky kraj";0;0
"2902";2020-03-20;"Nitriansky kraj";0;0
"2903";2020-03-21;"Nitriansky kraj";0;0
"2904";2020-03-22;"Nitriansky kraj";0;0
"2905";2020-03-23;"Nitriansky kraj";0;0
"2906";2020-03-24;"Nitriansky kraj";0;0
"2907";2020-03-25;"Nitriansky kraj";0;0
"2908";2020-03-26;"Nitriansky kraj";0;0
"2909";2020-03-27;"Nitriansky kraj";0;0
"2910";2020-03-28;"Nitriansky kraj";0;0
"2911";2020-03-29;"Nitriansky kraj";0;0
"2912";2020-03-30;"Nitriansky kraj";0;0
"2913";2020-03-31;"Nitriansky kraj";0;0
"2914";2020-04-01;"Nitriansky kraj";0;0
"2915";2020-04-02;"Nitriansky kraj";0;0
"2916";2020-04-03;"Nitriansky kraj";0;0
"2917";2020-04-04;"Nitriansky kraj";0;0
"2918";2020-04-05;"Nitriansky kraj";0;0
"2919";2020-04-06;"Nitriansky kraj";0;0
"2920";2020-04-07;"Nitriansky kraj";0;0
"2921";2020-04-08;"Nitriansky kraj";0;0
"2922";2020-04-09;"Nitriansky kraj";0;0
"2923";2020-04-10;"Nitriansky kraj";0;0
"2924";2020-04-11;"Nitriansky kraj";0;0
"2925";2020-04-12;"Nitriansky kraj";0;0
"2926";2020-04-13;"Nitriansky kraj";0;0
"2927";2020-04-14;"Nitriansky kraj";0;0
"2928";2020-04-15;"Nitriansky kraj";0;0
"2929";2020-04-16;"Nitriansky kraj";0;0
"2930";2020-04-17;"Nitriansky kraj";0;0
"2931";2020-04-18;"Nitriansky kraj";0;0
"2932";2020-04-19;"Nitriansky kraj";0;0
"2933";2020-04-20;"Nitriansky kraj";0;0
"2934";2020-04-21;"Nitriansky kraj";0;0
"2935";2020-04-22;"Nitriansky kraj";0;0
"2936";2020-04-23;"Nitriansky kraj";0;0
"2937";2020-04-24;"Nitriansky kraj";0;0
"2938";2020-04-25;"Nitriansky kraj";0;0
"2939";2020-04-26;"Nitriansky kraj";0;0
"2940";2020-04-27;"Nitriansky kraj";0;0
"2941";2020-04-28;"Nitriansky kraj";0;0
"2942";2020-04-29;"Nitriansky kraj";0;0
"2943";2020-04-30;"Nitriansky kraj";0;0
"2944";2020-05-01;"Nitriansky kraj";0;0
"2945";2020-05-02;"Nitriansky kraj";0;0
"2946";2020-05-03;"Nitriansky kraj";0;0
"2947";2020-05-04;"Nitriansky kraj";0;0
"2948";2020-05-05;"Nitriansky kraj";0;0
"2949";2020-05-06;"Nitriansky kraj";0;0
"2950";2020-05-07;"Nitriansky kraj";0;0
"2951";2020-05-08;"Nitriansky kraj";0;0
"2952";2020-05-09;"Nitriansky kraj";0;0
"2953";2020-05-10;"Nitriansky kraj";0;0
"2954";2020-05-11;"Nitriansky kraj";0;0
"2955";2020-05-12;"Nitriansky kraj";0;0
"2956";2020-05-13;"Nitriansky kraj";0;0
"2957";2020-05-14;"Nitriansky kraj";0;0
"2958";2020-05-15;"Nitriansky kraj";0;0
"2959";2020-05-16;"Nitriansky kraj";0;0
"2960";2020-05-17;"Nitriansky kraj";0;0
"2961";2020-05-18;"Nitriansky kraj";0;0
"2962";2020-05-19;"Nitriansky kraj";0;0
"2963";2020-05-20;"Nitriansky kraj";0;0
"2964";2020-05-21;"Nitriansky kraj";0;0
"2965";2020-05-22;"Nitriansky kraj";0;0
"2966";2020-05-23;"Nitriansky kraj";0;0
"2967";2020-05-24;"Nitriansky kraj";0;0
"2968";2020-05-25;"Nitriansky kraj";0;0
"2969";2020-05-26;"Nitriansky kraj";0;0
"2970";2020-05-27;"Nitriansky kraj";0;0
"2971";2020-05-28;"Nitriansky kraj";0;0
"2972";2020-05-29;"Nitriansky kraj";0;0
"2973";2020-05-30;"Nitriansky kraj";0;0
"2974";2020-05-31;"Nitriansky kraj";0;0
"2975";2020-06-01;"Nitriansky kraj";0;0
"2976";2020-06-02;"Nitriansky kraj";0;0
"2977";2020-06-03;"Nitriansky kraj";0;0
"2978";2020-06-04;"Nitriansky kraj";0;0
"2979";2020-06-05;"Nitriansky kraj";0;0
"2980";2020-06-06;"Nitriansky kraj";0;0
"2981";2020-06-07;"Nitriansky kraj";0;0
"2982";2020-06-08;"Nitriansky kraj";0;0
"2983";2020-06-09;"Nitriansky kraj";0;0
"2984";2020-06-10;"Nitriansky kraj";0;0
"2985";2020-06-11;"Nitriansky kraj";0;0
"2986";2020-06-12;"Nitriansky kraj";0;0
"2987";2020-06-13;"Nitriansky kraj";0;0
"2988";2020-06-14;"Nitriansky kraj";0;0
"2989";2020-06-15;"Nitriansky kraj";0;0
"2990";2020-06-16;"Nitriansky kraj";0;0
"2991";2020-06-17;"Nitriansky kraj";0;0
"2992";2020-06-18;"Nitriansky kraj";0;0
"2993";2020-06-19;"Nitriansky kraj";0;0
"2994";2020-06-20;"Nitriansky kraj";0;0
"2995";2020-06-21;"Nitriansky kraj";0;0
"2996";2020-06-22;"Nitriansky kraj";0;0
"2997";2020-06-23;"Nitriansky kraj";0;0
"2998";2020-06-24;"Nitriansky kraj";0;0
"2999";2020-06-25;"Nitriansky kraj";0;0
"3000";2020-06-26;"Nitriansky kraj";0;0
"3001";2020-06-27;"Nitriansky kraj";0;0
"3002";2020-06-28;"Nitriansky kraj";0;0
"3003";2020-06-29;"Nitriansky kraj";0;0
"3004";2020-06-30;"Nitriansky kraj";0;0
"3005";2020-07-01;"Nitriansky kraj";0;0
"3006";2020-07-02;"Nitriansky kraj";0;0
"3007";2020-07-03;"Nitriansky kraj";0;0
"3008";2020-07-04;"Nitriansky kraj";0;0
"3009";2020-07-05;"Nitriansky kraj";0;0
"3010";2020-07-06;"Nitriansky kraj";0;0
"3011";2020-07-07;"Nitriansky kraj";0;0
"3012";2020-07-08;"Nitriansky kraj";0;0
"3013";2020-07-09;"Nitriansky kraj";0;0
"3014";2020-07-10;"Nitriansky kraj";0;0
"3015";2020-07-11;"Nitriansky kraj";0;0
"3016";2020-07-12;"Nitriansky kraj";0;0
"3017";2020-07-13;"Nitriansky kraj";0;0
"3018";2020-07-14;"Nitriansky kraj";0;0
"3019";2020-07-15;"Nitriansky kraj";0;0
"3020";2020-07-16;"Nitriansky kraj";0;0
"3021";2020-07-17;"Nitriansky kraj";0;0
"3022";2020-07-18;"Nitriansky kraj";0;0
"3023";2020-07-19;"Nitriansky kraj";0;0
"3024";2020-07-20;"Nitriansky kraj";0;0
"3025";2020-07-21;"Nitriansky kraj";0;0
"3026";2020-07-22;"Nitriansky kraj";0;0
"3027";2020-07-23;"Nitriansky kraj";0;0
"3028";2020-07-24;"Nitriansky kraj";0;0
"3029";2020-07-25;"Nitriansky kraj";0;0
"3030";2020-07-26;"Nitriansky kraj";0;0
"3031";2020-07-27;"Nitriansky kraj";0;0
"3032";2020-07-28;"Nitriansky kraj";0;0
"3033";2020-07-29;"Nitriansky kraj";0;0
"3034";2020-07-30;"Nitriansky kraj";0;0
"3035";2020-07-31;"Nitriansky kraj";0;0
"3036";2020-08-01;"Nitriansky kraj";0;0
"3037";2020-08-02;"Nitriansky kraj";0;0
"3038";2020-08-03;"Nitriansky kraj";0;0
"3039";2020-08-04;"Nitriansky kraj";0;0
"3040";2020-08-05;"Nitriansky kraj";0;0
"3041";2020-08-06;"Nitriansky kraj";0;0
"3042";2020-08-07;"Nitriansky kraj";0;0
"3043";2020-08-08;"Nitriansky kraj";0;0
"3044";2020-08-09;"Nitriansky kraj";0;0
"3045";2020-08-10;"Nitriansky kraj";0;0
"3046";2020-08-11;"Nitriansky kraj";0;0
"3047";2020-08-12;"Nitriansky kraj";0;0
"3048";2020-08-13;"Nitriansky kraj";0;0
"3049";2020-08-14;"Nitriansky kraj";0;0
"3050";2020-08-15;"Nitriansky kraj";0;0
"3051";2020-08-16;"Nitriansky kraj";0;0
"3052";2020-08-17;"Nitriansky kraj";0;0
"3053";2020-08-18;"Nitriansky kraj";0;0
"3054";2020-08-19;"Nitriansky kraj";0;0
"3055";2020-08-20;"Nitriansky kraj";0;0
"3056";2020-08-21;"Nitriansky kraj";0;0
"3057";2020-08-22;"Nitriansky kraj";0;0
"3058";2020-08-23;"Nitriansky kraj";0;0
"3059";2020-08-24;"Nitriansky kraj";0;0
"3060";2020-08-25;"Nitriansky kraj";1;0
"3061";2020-08-26;"Nitriansky kraj";0;0
"3062";2020-08-27;"Nitriansky kraj";0;0
"3063";2020-08-28;"Nitriansky kraj";0;0
"3064";2020-08-29;"Nitriansky kraj";0;0
"3065";2020-08-30;"Nitriansky kraj";0;0
"3066";2020-08-31;"Nitriansky kraj";0;0
"3067";2020-09-01;"Nitriansky kraj";0;0
"3068";2020-09-02;"Nitriansky kraj";0;0
"3069";2020-09-03;"Nitriansky kraj";0;0
"3070";2020-09-04;"Nitriansky kraj";0;0
"3071";2020-09-05;"Nitriansky kraj";0;0
"3072";2020-09-06;"Nitriansky kraj";0;0
"3073";2020-09-07;"Nitriansky kraj";0;0
"3074";2020-09-08;"Nitriansky kraj";0;0
"3075";2020-09-09;"Nitriansky kraj";0;0
"3076";2020-09-10;"Nitriansky kraj";0;0
"3077";2020-09-11;"Nitriansky kraj";0;1
"3078";2020-09-12;"Nitriansky kraj";0;0
"3079";2020-09-13;"Nitriansky kraj";0;0
"3080";2020-09-14;"Nitriansky kraj";0;0
"3081";2020-09-15;"Nitriansky kraj";0;0
"3082";2020-09-16;"Nitriansky kraj";0;0
"3083";2020-09-17;"Nitriansky kraj";0;0
"3084";2020-09-18;"Nitriansky kraj";1;0
"3085";2020-09-19;"Nitriansky kraj";0;0
"3086";2020-09-20;"Nitriansky kraj";0;0
"3087";2020-09-21;"Nitriansky kraj";0;0
"3088";2020-09-22;"Nitriansky kraj";0;0
"3089";2020-09-23;"Nitriansky kraj";0;0
"3090";2020-09-24;"Nitriansky kraj";0;0
"3091";2020-09-25;"Nitriansky kraj";0;0
"3092";2020-09-26;"Nitriansky kraj";0;0
"3093";2020-09-27;"Nitriansky kraj";0;0
"3094";2020-09-28;"Nitriansky kraj";0;0
"3095";2020-09-29;"Nitriansky kraj";0;0
"3096";2020-09-30;"Nitriansky kraj";0;0
"3097";2020-10-01;"Nitriansky kraj";0;0
"3098";2020-10-02;"Nitriansky kraj";0;0
"3099";2020-10-03;"Nitriansky kraj";0;0
"3100";2020-10-04;"Nitriansky kraj";0;0
"3101";2020-10-05;"Nitriansky kraj";0;0
"3102";2020-10-06;"Nitriansky kraj";0;0
"3103";2020-10-07;"Nitriansky kraj";0;0
"3104";2020-10-08;"Nitriansky kraj";0;0
"3105";2020-10-09;"Nitriansky kraj";1;1
"3106";2020-10-10;"Nitriansky kraj";1;0
"3107";2020-10-11;"Nitriansky kraj";0;0
"3108";2020-10-12;"Nitriansky kraj";2;0
"3109";2020-10-13;"Nitriansky kraj";0;0
"3110";2020-10-14;"Nitriansky kraj";0;0
"3111";2020-10-15;"Nitriansky kraj";0;0
"3112";2020-10-16;"Nitriansky kraj";0;0
"3113";2020-10-17;"Nitriansky kraj";0;1
"3114";2020-10-18;"Nitriansky kraj";0;0
"3115";2020-10-19;"Nitriansky kraj";0;0
"3116";2020-10-20;"Nitriansky kraj";0;0
"3117";2020-10-21;"Nitriansky kraj";0;1
"3118";2020-10-22;"Nitriansky kraj";0;1
"3119";2020-10-23;"Nitriansky kraj";0;0
"3120";2020-10-24;"Nitriansky kraj";0;0
"3121";2020-10-25;"Nitriansky kraj";1;0
"3122";2020-10-26;"Nitriansky kraj";1;0
"3123";2020-10-27;"Nitriansky kraj";1;3
"3124";2020-10-28;"Nitriansky kraj";0;0
"3125";2020-10-29;"Nitriansky kraj";0;0
"3126";2020-10-30;"Nitriansky kraj";0;0
"3127";2020-10-31;"Nitriansky kraj";2;0
"3128";2020-11-01;"Nitriansky kraj";1;0
"3129";2020-11-02;"Nitriansky kraj";1;0
"3130";2020-11-03;"Nitriansky kraj";1;1
"3131";2020-11-04;"Nitriansky kraj";0;1
"3132";2020-11-05;"Nitriansky kraj";1;1
"3133";2020-11-06;"Nitriansky kraj";0;0
"3134";2020-11-07;"Nitriansky kraj";0;0
"3135";2020-11-08;"Nitriansky kraj";1;0
"3136";2020-11-09;"Nitriansky kraj";1;2
"3137";2020-11-10;"Nitriansky kraj";1;1
"3138";2020-11-11;"Nitriansky kraj";0;0
"3139";2020-11-12;"Nitriansky kraj";0;0
"3140";2020-11-13;"Nitriansky kraj";0;0
"3141";2020-11-14;"Nitriansky kraj";0;0
"3142";2020-11-15;"Nitriansky kraj";0;1
"3143";2020-11-16;"Nitriansky kraj";0;1
"3144";2020-11-17;"Nitriansky kraj";0;0
"3145";2020-11-18;"Nitriansky kraj";0;0
"3146";2020-11-19;"Nitriansky kraj";0;0
"3147";2020-11-20;"Nitriansky kraj";1;0
"3148";2020-11-21;"Nitriansky kraj";0;0
"3149";2020-11-22;"Nitriansky kraj";2;0
"3150";2020-11-23;"Nitriansky kraj";0;0
"3151";2020-11-24;"Nitriansky kraj";0;2
"3152";2020-11-25;"Nitriansky kraj";0;0
"3153";2020-11-26;"Nitriansky kraj";2;1
"3154";2020-11-27;"Nitriansky kraj";1;0
"3155";2020-11-28;"Nitriansky kraj";2;1
"3156";2020-11-29;"Nitriansky kraj";3;1
"3157";2020-11-30;"Nitriansky kraj";0;0
"3158";2020-12-01;"Nitriansky kraj";0;0
"3159";2020-12-02;"Nitriansky kraj";0;0
"3160";2020-12-03;"Nitriansky kraj";0;0
"3161";2020-12-04;"Nitriansky kraj";0;0
"3162";2020-12-05;"Nitriansky kraj";0;0
"3163";2020-12-06;"Nitriansky kraj";0;0
"3164";2020-12-07;"Nitriansky kraj";0;1
"3165";2020-12-08;"Nitriansky kraj";0;0
"3166";2020-12-09;"Nitriansky kraj";1;1
"3167";2020-12-10;"Nitriansky kraj";3;0
"3168";2020-12-11;"Nitriansky kraj";0;1
"3169";2020-12-12;"Nitriansky kraj";1;0
"3170";2020-12-13;"Nitriansky kraj";0;0
"3171";2020-12-14;"Nitriansky kraj";0;2
"3172";2020-12-15;"Nitriansky kraj";1;2
"3173";2020-12-16;"Nitriansky kraj";2;1
"3174";2020-12-17;"Nitriansky kraj";1;1
"3175";2020-12-18;"Nitriansky kraj";1;1
"3176";2020-12-19;"Nitriansky kraj";2;0
"3177";2020-12-20;"Nitriansky kraj";2;0
"3178";2020-12-21;"Nitriansky kraj";0;0
"3179";2020-12-22;"Nitriansky kraj";3;2
"3180";2020-12-23;"Nitriansky kraj";1;2
"3181";2020-12-24;"Nitriansky kraj";2;0
"3182";2020-12-25;"Nitriansky kraj";1;1
"3183";2020-12-26;"Nitriansky kraj";1;0
"3184";2020-12-27;"Nitriansky kraj";4;1
"3185";2020-12-28;"Nitriansky kraj";2;0
"3186";2020-12-29;"Nitriansky kraj";3;1
"3187";2020-12-30;"Nitriansky kraj";4;2
"3188";2020-12-31;"Nitriansky kraj";1;3
"3189";2021-01-01;"Nitriansky kraj";1;2
"3190";2021-01-02;"Nitriansky kraj";3;2
"3191";2021-01-03;"Nitriansky kraj";1;1
"3192";2021-01-04;"Nitriansky kraj";2;1
"3193";2021-01-05;"Nitriansky kraj";4;4
"3194";2021-01-06;"Nitriansky kraj";3;2
"3195";2021-01-07;"Nitriansky kraj";3;3
"3196";2021-01-08;"Nitriansky kraj";1;1
"3197";2021-01-09;"Nitriansky kraj";0;1
"3198";2021-01-10;"Nitriansky kraj";4;0
"3199";2021-01-11;"Nitriansky kraj";3;2
"3200";2021-01-12;"Nitriansky kraj";8;5
"3201";2021-01-13;"Nitriansky kraj";1;4
"3202";2021-01-14;"Nitriansky kraj";8;7
"3203";2021-01-15;"Nitriansky kraj";1;5
"3204";2021-01-16;"Nitriansky kraj";3;5
"3205";2021-01-17;"Nitriansky kraj";5;3
"3206";2021-01-18;"Nitriansky kraj";1;3
"3207";2021-01-19;"Nitriansky kraj";3;3
"3208";2021-01-20;"Nitriansky kraj";3;1
"3209";2021-01-21;"Nitriansky kraj";4;3
"3210";2021-01-22;"Nitriansky kraj";4;3
"3211";2021-01-23;"Nitriansky kraj";4;3
"3212";2021-01-24;"Nitriansky kraj";4;1
"3213";2021-01-25;"Nitriansky kraj";3;0
"3214";2021-01-26;"Nitriansky kraj";4;3
"3215";2021-01-27;"Nitriansky kraj";3;5
"3216";2021-01-28;"Nitriansky kraj";2;5
"3217";2021-01-29;"Nitriansky kraj";4;1
"3218";2021-01-30;"Nitriansky kraj";4;1
"3219";2021-01-31;"Nitriansky kraj";1;2
"3220";2021-02-01;"Nitriansky kraj";6;3
"3221";2021-02-02;"Nitriansky kraj";4;7
"3222";2021-02-03;"Nitriansky kraj";2;0
"3223";2021-02-04;"Nitriansky kraj";3;3
"3224";2021-02-05;"Nitriansky kraj";6;4
"3225";2021-02-06;"Nitriansky kraj";4;2
"3226";2021-02-07;"Nitriansky kraj";5;1
"3227";2021-02-08;"Nitriansky kraj";1;1
"3228";2021-02-09;"Nitriansky kraj";2;5
"3229";2021-02-10;"Nitriansky kraj";3;0
"3230";2021-02-11;"Nitriansky kraj";1;4
"3231";2021-02-12;"Nitriansky kraj";2;3
"3232";2021-02-13;"Nitriansky kraj";2;1
"3233";2021-02-14;"Nitriansky kraj";3;3
"3234";2021-02-15;"Nitriansky kraj";11;5
"3235";2021-02-16;"Nitriansky kraj";5;0
"3236";2021-02-17;"Nitriansky kraj";3;1
"3237";2021-02-18;"Nitriansky kraj";5;14
"3238";2021-02-19;"Nitriansky kraj";4;2
"3239";2021-02-20;"Nitriansky kraj";5;3
"3240";2021-02-21;"Nitriansky kraj";3;3
"3241";2021-02-22;"Nitriansky kraj";5;3
"3242";2021-02-23;"Nitriansky kraj";7;2
"3243";2021-02-24;"Nitriansky kraj";5;2
"3244";2021-02-25;"Nitriansky kraj";2;7
"3245";2021-02-26;"Nitriansky kraj";0;6
"3246";2021-02-27;"Nitriansky kraj";2;0
"3247";2021-02-28;"Nitriansky kraj";1;1
"3248";2021-03-01;"Nitriansky kraj";5;1
"3249";2021-03-02;"Nitriansky kraj";2;2
"3250";2021-03-03;"Nitriansky kraj";1;3
"3251";2021-03-04;"Nitriansky kraj";4;1
"3252";2021-03-05;"Nitriansky kraj";3;4
"3253";2021-03-06;"Nitriansky kraj";3;3
"3254";2021-03-07;"Nitriansky kraj";6;2
"3255";2021-03-08;"Nitriansky kraj";4;6
"3256";2021-03-09;"Nitriansky kraj";2;6
"3257";2021-03-10;"Nitriansky kraj";2;3
"3258";2021-03-11;"Nitriansky kraj";1;2
"3259";2021-03-12;"Nitriansky kraj";2;1
"3260";2021-03-13;"Nitriansky kraj";2;2
"3261";2021-03-14;"Nitriansky kraj";2;1
"3262";2021-03-15;"Nitriansky kraj";2;0
"3263";2021-03-16;"Nitriansky kraj";3;7
"3264";2021-03-17;"Nitriansky kraj";5;9
"3265";2021-03-18;"Nitriansky kraj";1;4
"3266";2021-03-19;"Nitriansky kraj";2;1
"3267";2021-03-20;"Nitriansky kraj";1;1
"3268";2021-03-21;"Nitriansky kraj";2;1
"3269";2021-03-22;"Nitriansky kraj";2;3
"3270";2021-03-23;"Nitriansky kraj";2;4
"3271";2021-03-24;"Nitriansky kraj";2;1
"3272";2021-03-25;"Nitriansky kraj";3;1
"3273";2021-03-26;"Nitriansky kraj";3;3
"3274";2021-03-27;"Nitriansky kraj";3;1
"3275";2021-03-28;"Nitriansky kraj";0;3
"3276";2021-03-29;"Nitriansky kraj";2;4
"3277";2021-03-30;"Nitriansky kraj";1;2
"3278";2021-03-31;"Nitriansky kraj";2;4
"3279";2021-04-01;"Nitriansky kraj";3;1
"3280";2021-04-02;"Nitriansky kraj";0;1
"3281";2021-04-03;"Nitriansky kraj";3;3
"3282";2021-04-04;"Nitriansky kraj";3;1
"3283";2021-04-05;"Nitriansky kraj";1;1
"3284";2021-04-06;"Nitriansky kraj";1;3
"3285";2021-04-07;"Nitriansky kraj";4;7
"3286";2021-04-08;"Nitriansky kraj";4;4
"3287";2021-04-09;"Nitriansky kraj";1;1
"3288";2021-04-10;"Nitriansky kraj";1;4
"3289";2021-04-11;"Nitriansky kraj";1;0
"3290";2021-04-12;"Nitriansky kraj";1;4
"3291";2021-04-13;"Nitriansky kraj";3;4
"3292";2021-04-14;"Nitriansky kraj";3;1
"3293";2021-04-15;"Nitriansky kraj";0;2
"3294";2021-04-16;"Nitriansky kraj";0;3
"3295";2021-04-17;"Nitriansky kraj";1;1
"3296";2021-04-18;"Nitriansky kraj";1;1
"3297";2021-04-19;"Nitriansky kraj";2;0
"3298";2021-04-20;"Nitriansky kraj";1;1
"3299";2021-04-21;"Nitriansky kraj";1;3
"3300";2021-04-22;"Nitriansky kraj";0;1
"3301";2021-04-23;"Nitriansky kraj";1;1
"3302";2021-04-24;"Nitriansky kraj";2;1
"3303";2021-04-25;"Nitriansky kraj";1;1
"3304";2021-04-26;"Nitriansky kraj";0;4
"3305";2021-04-27;"Nitriansky kraj";1;2
"3306";2021-04-28;"Nitriansky kraj";0;1
"3307";2021-04-29;"Nitriansky kraj";2;1
"3308";2021-04-30;"Nitriansky kraj";0;5
"3309";2021-05-01;"Nitriansky kraj";1;0
"3310";2021-05-02;"Nitriansky kraj";2;1
"3311";2021-05-03;"Nitriansky kraj";0;1
"3312";2021-05-04;"Nitriansky kraj";0;2
